CoreID,CompositeDepth,WaterContent,TOC_percent,TOC_mg_g,Sand_percent,Silt_percent,Clay_percent,DryBulkDensity,WaterContentPredicted
Co1309,3.0,77.66119801602441,3.58141619407895,35.814161940789496,0.0457108261402133,0.674148592707558,0.28014058115222806,0.5939943719248663,63.11835910789095
Co1309,11.0,72.0213207366506,2.24294097540984,22.429409754098398,0.0270396186220283,0.6740486357633809,0.298911745614592,0.5949457040544304,62.9102372276135
Co1309,19.0,73.75924600334051,2.0278458176100598,20.278458176100603,0.0318709972608744,0.6918710825341889,0.276257920204937,0.600040478190542,62.45348266166465
Co1309,27.0,73.2272036124038,2.5456411009174302,25.4564110091743,0.0497821477812769,0.696814285572339,0.253403566646385,0.5950982611374376,62.5405639260337
Co1309,35.0,70.9294504016144,2.67133166229508,26.713316622950803,0.0554364283700204,0.70909970472364,0.235463866906339,0.5835667306687328,62.88003655397753
Co1309,43.0,72.4020299437765,2.4258291029900296,24.258291029900303,0.0469199959199276,0.695317541293144,0.257762462786929,0.5982170767757272,62.194980901760985
Co1309,51.0,73.12152948618821,2.6693561540785495,26.6935615407855,0.0604854538732937,0.684888959966491,0.254625586160216,0.5980961211776757,62.36774040763191
Co1309,59.0,70.80983385231801,2.355845936,23.55845936,0.0414977439194643,0.694930893036408,0.263571363044127,0.5915765220169661,62.40278971718257
Co1309,67.0,68.3858114075626,2.1113981878980903,21.113981878980898,0.0521113602873466,0.684298854953724,0.26358978475892997,0.6003447729762399,62.40840124047307
Co1309,75.0,66.7559679386653,2.0383008551532,20.383008551532,0.0434033030074208,0.7199000192269309,0.23669667776564798,0.58583227425605,62.75970456609786
Co1309,83.0,67.9682199216442,2.4661799255952404,24.661799255952396,0.0406515329304352,0.7029059554938821,0.25644251157568304,0.5996643855473958,62.45790885974123
Co1309,91.0,71.1782976916717,2.8125008962264104,28.125008962264104,0.0495200158191799,0.6811491112060072,0.269330872974813,0.5974527195901119,62.73683485684033
Co1309,99.0,69.384676625254,2.66727636585366,26.672763658536603,0.0440766868694257,0.6831531652672479,0.27277014786332604,0.5973264659587452,62.756705381241595
Co1309,107.0,72.3379404321589,2.4474969696969704,24.4749696969697,0.0404980664104046,0.6826951023005811,0.276806831289015,0.596831275077739,62.777212383217595
Co1309,115.0,72.6119473634384,2.4742458843930604,24.742458843930603,0.0425080025832905,0.674595493465059,0.282896503951649,0.596687546760023,62.685268231559675
Co1309,123.0,72.976061840246,2.15800269306931,21.5800269306931,0.0369713242258969,0.664316060059859,0.29871261571424396,0.602518883189468,62.48974712815215
Co1309,131.0,68.1390672634105,1.8746301886792498,18.7463018867925,0.0499645435055507,0.630059737525683,0.319975718968766,0.6066577694118098,62.891405867456015
Co1309,140.0,64.4652684813327,1.5768731707317099,15.7687317073171,0.0467486293196709,0.6365179560565849,0.316733414623744,0.6597510424894872,61.360522516265746
Co1309,147.0,63.0533656761674,1.3679506331521698,13.679506331521699,0.10607513430169901,0.632855930452817,0.26106893524548497,0.6777568211647568,56.851109556980575
Co1309,155.0,57.89858215941,0.9173656075949371,9.173656075949369,0.07873971720813999,0.602476562199455,0.318783720592404,0.6206173879718616,58.183551326320035
Co1309,163.0,57.678686030757504,0.7971491022099448,7.97149102209945,0.0311832247979828,0.586256186768809,0.38256058843320706,0.6174393273909334,56.21551575342536
Co1309,171.0,55.8305524657026,0.647751076190476,6.477510761904759,0.0374226854030632,0.540706940299716,0.42187037429721996,0.6281334099591294,54.29036108162679
Co1309,179.0,55.9616003166984,0.586450975609756,5.86450975609756,0.0208733194635165,0.540713415957861,0.43841326457862295,0.6431868898970373,53.01926116744154
Co1309,187.0,53.531266290991205,0.501057580645161,5.010575806451611,0.0336973788310917,0.513522627558464,0.452779993610444,0.6951556183966804,47.01078872486332
Co1309,195.0,49.82725713319321,0.39526227762039706,3.9526227762039703,0.0277796179510826,0.556706161442603,0.41551422060631393,0.7830341820032694,45.73724646124575
Co1309,203.0,40.8821732387085,0.287832315634218,2.8783231563421805,0.0600636001913181,0.666281426910611,0.273654972898071,0.7850824129390089,46.455487333957436
Co1309,211.0,46.344175044352504,0.24504754716981103,2.45047547169811,0.0435110683293021,0.6170088677510049,0.339480063919694,0.8071035736322898,44.812571714897146
Co1309,219.0,60.83038145497479,0.443098220670391,4.43098220670391,0.0271680854109423,0.426844705903627,0.5459872086854299,0.7538132198756472,45.87127034951607
Co1309,227.0,50.450470741925294,0.39930330994152097,3.99303309941521,0.0251393961012497,0.587350700815285,0.387509903083466,0.8025125627348126,45.74894391707523
Co1309,235.0,34.2590789601791,0.29359018289085603,2.9359018289085603,0.0328926891374084,0.6094104482367121,0.35769686262588,0.8063647118788487,44.80546271378987
Co1309,243.0,33.7474782266398,0.313401356382979,3.13401356382979,0.0413712702243047,0.564997627962765,0.393631101812931,0.806281093613565,45.4488085634497
Co1309,251.0,32.3502763432092,0.237350644067797,2.3735064406779705,0.0218764195615461,0.639677618590472,0.338445961847982,0.8139733980204823,44.11787052849464
Co1309,259.0,48.481887511916106,0.31639194719471897,3.16391947194719,0.0335219496329098,0.5134150227071179,0.45306302765997203,0.8386794409601579,45.443939175338485
Co1309,267.0,49.84136426730121,0.326973042216359,3.2697304221635894,0.0136676821679944,0.490996515330192,0.49533580250181397,0.8406041111866085,45.44218332841831
Co1309,275.0,50.9614728170585,0.256813746031746,2.56813746031746,0.0423054784729461,0.4757118362651239,0.48198268526193105,0.8437445353122969,45.54482928655057
Co1309,283.0,50.8373062456578,0.226066420289855,2.2606642028985497,0.0299589273477829,0.46620818273248205,0.503832889919735,0.8402634629676838,45.60247587492449
Co1309,292.0,52.226233453670304,0.232554016949153,2.32554016949153,0.0656269891375425,0.46027372419866497,0.4740992866637921,0.8307609375485734,45.667229949568664
Co1309,299.0,52.221146866682794,0.221093307304786,2.21093307304786,0.163027808053179,0.460191455979374,0.376780735967447,0.8256851627449944,45.5183011575852
Co1309,307.0,57.59730991605579,0.276324847701149,2.7632484770114907,0.0101328176735411,0.317626621647216,0.6722405606792429,0.8230798467145884,45.7269892022612
Co1309,315.0,54.247086247086294,0.235283653846154,2.35283653846154,0.0228302145959416,0.43638271871477596,0.540787066689283,0.8303055095168167,45.71916952334308
Co1309,323.0,57.5864174911445,0.25190488745980705,2.5190488745980697,0.0160330472834579,0.323919454158973,0.660047498557569,0.8309653935282305,45.66905085746647
Co1309,331.0,53.1431172440228,0.25176306162465,2.5176306162465,0.0864289482942779,0.44092270803760497,0.472648343668118,0.8400741032646397,45.69049752413314
Co1309,339.0,55.4828190402025,0.27613235869565195,2.7613235869565202,0.0310243170026048,0.43882913149957004,0.530146551497825,0.8402944567268714,45.72004456419364
Co1309,347.0,52.89516382922051,0.28249989617486304,2.82499896174863,0.00901821253891073,0.38982317653907,0.60115861092202,0.8410865043837763,45.679286172987425
Co1309,355.0,56.388031346473504,0.270177804281346,2.7017780428134603,0.0286649094037447,0.383430482288863,0.5879046083073921,0.8470644279795106,45.66332329620242
Co1309,363.0,57.5905171342661,0.323713365853659,3.2371336585365897,0.0195863623632186,0.30729847632514196,0.6731151613116391,0.8488642456966229,45.551688305364415
Co1309,371.0,56.386991789738396,0.284530649717514,2.8453064971751405,0.0206681262423022,0.43423433752260404,0.5450975362350929,0.8505485410681771,45.612375130097746
Co1309,379.0,59.777772253846706,0.30721751912568296,3.07217519125683,0.00499472110043474,0.30753306915841305,0.687472209741153,0.866116260936243,45.42345186703301
Co1309,387.0,55.030127203749196,0.288712918421053,2.8871291842105298,0.0403494318665199,0.44840748297415706,0.511243085159323,0.8702508111582312,45.15284594898362
Co1309,395.0,51.0268562401264,0.26633427607362,2.6633427607362004,0.15831229683620401,0.5531766596166999,0.288511043547097,0.846589235176606,46.50021682259763
Co1309,403.0,44.28283230803721,0.24765308579088502,2.47653085790885,0.0938144586931949,0.6385497673367889,0.26763577397001503,0.8502126843281538,45.691952833083654
Co1309,425.0,49.744632554620296,0.205780911671924,2.05780911671924,0.0662405976932129,0.554840030847191,0.37891937145959603,0.8795835932835294,44.75086749216998
Co1309,449.0,40.9051067952207,0.176630951219512,1.7663095121951202,0.149611460892007,0.5715675471144871,0.278820991993506,0.90142798589694,45.49279579451535
Co1309,473.0,42.0991868286317,0.21992318100890196,2.19923181008902,0.0999590657860774,0.5641032423383741,0.33593769187554806,1.1347576656765108,41.4089488933021
Co1309,497.0,41.6198003121671,0.184065182370821,1.84065182370821,0.10049417085153199,0.595331001590703,0.304174827557766,1.1308369379976877,42.46852056285485
Co1309,521.0,47.154491609081894,0.270422085492228,2.70422085492228,0.0724529995706992,0.514905332144463,0.412641668284838,1.074641982127938,43.40181514861842
