coreid,compositedepth,TOC_mg_g,Weighted_mean_SR,Weighted_mean_age,Mean_OCAR,Min_OCAR,Max_OCAR
Co1309,283.0,2.2606642028985497,0.8196662185516264,11288.0,14.17626518338848,1.0992365658728585,83.44699763725131
Co1309,292.0,2.32554016949153,0.805088350939677,11323.75,13.891101253137744,1.0977377838905675,83.38286562889941
Co1309,299.0,2.21093307304786,0.7988460528062212,11351.5,11.764973978727738,0.9369865480489614,70.7667377475237
Co1309,307.0,2.7632484770114907,0.8111062163768346,11384.0,18.761300916346716,1.4379012312479809,112.26303032111004
Co1309,315.0,2.35283653846154,0.838943682546024,11416.0,15.944278436304401,1.4649346559576812,94.01869261558946
Co1309,323.0,2.5190488745980697,0.8466962215366534,11445.75,18.05831762817686,1.6883818420716128,104.46571471017832
Co1309,331.0,2.5176306162465,0.8514774769111902,11474.75,16.3239298840976,1.5295192101663315,96.27898928136425
Co1309,339.0,2.7613235869565202,0.8461731213261179,11503.5,19.186569489195346,1.809012154678412,113.87229443898251
Co1309,347.0,2.82499896174863,0.8473021249170963,11532.75,20.636897859623602,1.8656602977925567,122.50457210583122
Co1309,355.0,2.7017780428134603,0.8425627440039234,11564.5,19.39713574810264,1.9007572801083026,117.23543579504584
Co1309,363.0,3.2371336585365897,0.8341164822962549,11594.75,23.91063654714466,2.398372209623804,147.2221151510034
Co1309,371.0,2.8453064971751405,0.8582807486334921,11624.75,21.11230551371581,2.046402151393106,128.06206792875705
Co1309,379.0,3.07217519125683,0.8596159133558003,11655.25,24.272726877178656,2.349085454188981,147.26747243299138
Co1309,387.0,2.8871291842105298,0.903896074685616,11686.75,22.371565649930528,1.9038578809824063,152.56882218219044
Co1309,395.0,2.6633427607362004,0.9361056823875996,11715.0,18.23466186019906,1.7728431280316665,124.13876993535625
Co1309,403.0,2.47653085790885,0.9169049708380852,11744.5,17.71934605763212,1.7209273980213928,123.90980863042554
Co1309,425.0,2.05780911671924,0.8920947398415484,11827.75,15.571837110742178,1.246811610542941,113.01538999439069
Co1309,449.0,1.7663095121951202,0.8145548942599936,11931.75,11.32875830442461,1.0698394333335741,88.63322644626913
Co1309,473.0,2.19923181008902,0.8440786506712714,12036.5,15.965656599993252,1.2388189155522344,123.62703375148867
Co1309,497.0,1.84065182370821,0.8567200728116009,12147.0,13.853095684923757,1.097373146431699,109.19674706405408
Co1309,521.0,2.70422085492228,0.97243007136021,12243.25,25.026822227956135,2.0836359263398636,190.46290224835056
Co1309,547.0,2.50418028169014,1.092744023925934,12345.0,27.938143125817664,2.0476081026813717,190.11985928504288
Co1309,571.0,1.94673342342342,1.0924835208405146,12415.75,21.454636609402783,1.5741539098327784,147.19467702913647
Co1309,595.0,2.25170147757256,0.6582349836187655,12558.25,15.537527798089593,0.35449579406269316,71.2319223263581
Co1309,619.0,2.1386003305785097,0.7279898704714307,12711.5,16.755144758776705,0.8369360351541966,69.2868272175539
Co1309,643.0,2.3628241256830598,0.7679391519917189,12802.5,19.310486308800165,0.8091477253368248,81.69702679912018
Co1309,667.0,2.4411128342246,0.8177335657824973,12883.5,24.321738797899116,2.037986779107935,97.61835463026719
Co1309,691.0,2.82574661458333,0.8464761682513106,12953.5,28.753960477114614,3.9027212618359175,118.08086332750764
Co1309,715.0,2.23551375,0.8747918838824233,13014.25,23.966728449963355,3.137830235682135,94.04414332226708
Co1309,739.0,2.43833278106509,0.8442921990557788,13082.0,24.211242176647517,3.186264213546021,105.65537345772924
Co1309,763.0,2.2253238260869597,0.8041304858508158,13150.0,20.859199619768713,2.3581880153667414,98.19683291068431
Co1309,787.0,1.7830412264150899,0.962969165651232,13209.25,24.206911438646713,3.137402850472761,96.4086312674375
Co1309,811.0,2.14244753048781,1.123621358953279,13262.75,35.08212504538524,5.193480345482381,153.0232871360319
Co1309,835.0,2.7081030107526898,1.1187294135819112,13310.0,40.9409564095721,6.039688931784903,180.08489842982482
Co1309,859.0,2.16589373595506,1.1254293577433685,13357.75,34.12096631382915,5.289256487156214,156.77734756087483
Co1309,883.0,2.14332327225131,1.1550011089127,13402.0,38.506838415364406,5.914303053968665,171.0528072647214
Co1309,907.0,2.34630552147239,1.2809007675789346,13446.25,47.49939151168538,6.539484981269854,238.64873874131584
Co1309,931.0,1.98263480916031,1.3973245359625626,13486.0,45.3344717416038,5.780441260247264,215.0484283343192
Co1309,955.0,1.75833197889182,1.3573029089155382,13524.25,33.39332096636383,4.345431520130791,162.68158146076394
Co1309,977.0,1.9976758620689699,1.6042112678558178,13574.25,57.28905943438533,6.615771054813457,312.73607044701026
Co1309,1001.0,1.4217760217983602,1.6267800664145116,13608.75,40.22946925662225,4.398374211326919,218.62523599538977
Co1309,1025.0,2.02559782608696,1.979154622025829,13645.25,72.3812763443898,6.507463518337809,501.2611717536759
Co1309,1049.0,1.92894758152174,2.262189872032605,13676.75,80.28315589442626,6.346479469605999,487.1468991793886
Co1309,1073.0,2.1130420738636397,2.043143808663515,13707.0,83.02241113663405,7.310873484469164,559.7316489120119
Co1309,1097.0,1.8905143287671202,2.058990182143396,13737.25,76.06751455577293,6.710640298744636,514.4697039471852
Co1309,1121.0,2.10734567656766,2.256853570108724,13769.25,96.41758295012471,7.151211839328704,754.8895798010607
Co1309,1145.0,2.1167599999999998,2.276961068374521,13800.25,100.82581952091536,7.301327351100653,801.4279582600996
Co1309,1169.0,2.9598687150838,2.331738502771884,13833.0,151.8356830311632,3.1008068065679333,1188.3945254019172
Co1309,1193.0,2.27144285714286,2.3759625807850844,13873.0,103.91878832992921,6.9434054738203645,897.5050389309379
Co1309,1201.0,2.9313518808777403,2.3766573391595283,13883.0,160.20672412908706,10.252824250275339,1372.569418470328
Co1309,1209.0,3.36676338983051,2.3718496987457987,13892.75,180.93798331270688,11.60304359824276,1553.3264216143984
Co1309,1217.0,2.4568442159383,2.4468156512892274,13902.5,121.60120386683393,7.634283993534213,1011.94468466283
Co1309,1225.0,2.6985957800511495,2.332651022902048,13912.25,144.27525744635426,9.760900963401046,1243.4839684905053
Co1309,1233.0,2.30954782608696,2.292978300771044,13921.75,119.39932568392055,7.991080842029784,1030.1226396609816
Co1309,1241.0,2.7201213746630697,2.330318371174778,13932.0,145.36139628207164,9.729998920771113,1239.5148771966587
Co1309,1249.0,1.98219375,2.3232994031943,13941.5,95.62596070843007,6.420215348938274,823.8718679193968
Co1309,1258.0,2.3247319047619,2.323398627585476,13952.5,126.74639740080517,8.554261829294475,1084.0013228230334
Co1309,1266.0,2.16727643044619,2.278192680106003,13962.0,115.11727684770493,8.003232347665568,990.8651332872023
Co1309,1274.0,2.31168148351648,2.3124699755704983,13972.25,129.69718835437945,8.735184455649403,1092.21477723533
Co1309,1282.0,1.15083017751479,2.2628152744595105,13982.5,59.79144525158759,3.795309497979135,514.568905385968
Co1412,0.5,47.446311526479796,0.02334938997799957,-6.875,4.386902400135686,0.2948521663237343,16.93428521724972
Co1412,4.5,47.042863965517206,0.02393279221644907,387.375,4.610647466464564,0.6849326235482814,16.853570441460064
Co1412,8.5,33.818010838323396,0.024723506580555665,737.5,3.7324533595994813,0.5869346089142856,13.725468310796257
Co1412,12.5,38.68628475,0.024777816815803093,1075.0,4.185904857926265,0.6540439805948748,15.157670574727343
Co1412,16.5,46.8836564516129,0.026910695492169234,1405.75,5.391911460394669,0.7706837824529935,19.466150496547247
Co1412,20.5,36.6595230379747,0.02609423670317912,1731.75,4.385499404151493,0.6422840884520066,15.879054071133952
Co1412,24.5,42.9178693820225,0.026390018532008216,2054.625,4.815063771574542,0.7014989174646382,16.951054825972324
Co1412,28.5,46.1067008746356,0.026552045890935756,2376.75,5.128120193894988,0.7425685490235076,17.816356919598427
Co1412,32.5,56.163429915493005,0.026332522156306597,2701.375,5.949229539378286,0.8730772327303387,21.837563899443378
Co1412,36.5,33.2089922093023,0.02605774695777581,3028.875,3.9644022127353358,0.5792002224568854,13.830827421179327
Co1412,40.5,46.12697448979589,0.025365315808062228,3361.625,5.062443740009529,0.7554662519849414,18.47599015461076
Co1412,44.5,41.8022928783383,0.024594979551418438,3701.5,4.5900061520179225,0.7063166921336893,16.71910831210919
Co1412,48.5,47.035247368421096,0.022677063921550195,4057.5,4.645820570383542,0.5284405521378361,18.086597492275978
Co1412,52.5,49.0090785263158,0.022289405564743507,4505.125,4.841195207948845,0.3231038815210006,18.53044023217189
Co1412,56.5,42.2959330275229,0.02301317708563607,4953.5,4.331136056192845,0.5256109435075554,16.190710590918084
Co1412,60.5,35.8244627096774,0.021810419412254017,5362.375,3.5673778210833142,0.5744203549480501,13.158729585368809
Co1412,64.5,37.8980308985507,0.022944375515833615,5775.0,4.031063333737307,0.6120484867705371,15.1135108414467
Co1412,68.5,26.789811420118298,0.023381607383039148,6182.5,3.1515629008934605,0.48693370891182264,11.596672112525257
Co1412,72.5,39.5479566767372,0.02311065413552872,6582.75,4.30694032407982,0.6602085175839375,16.29320508113649
Co1412,76.5,36.41821532710279,0.024353120669789462,6981.75,4.320521201863749,0.6523940984789143,16.549107650556284
Co1412,80.5,43.43438252149,0.023691878508290028,7378.875,4.667952048321414,0.7117197705014744,17.069152399070923
Co1412,84.5,57.1804115730337,0.022346360305345897,7782.125,5.636572258379069,0.9032615943654915,21.056398518099595
Co1412,88.5,52.814864419889496,0.02237490689386332,8195.125,5.436445615778515,0.8473126202393387,20.948454326084082
Co1412,92.5,50.4875774147727,0.02320014769423512,8620.0,5.324807204221595,0.6450338537047252,20.26453211872176
Co1412,96.5,62.270834375,0.020434127019886946,9070.0,5.627494889569031,0.41408420927248735,23.57325279233602
Co1412,100.5,75.31577920000001,0.019327648073455616,9636.625,6.241156611969264,0.5061758121609118,26.404896685025417
Co1412,104.5,57.7926352941176,0.020102200289646086,10116.625,5.266216640783155,0.6549712609877072,20.95341373441213
Co1412,108.5,40.1291380327869,0.02023630091703701,10561.875,3.8908304107009584,0.5809233807182266,15.456644949310261
Co1412,112.5,32.4065991964286,0.020948929812708933,10996.5,3.367688806810452,0.5162350336299908,13.416548239206453
Co1412,116.5,26.6628392112676,0.021720992042686335,11422.25,2.8956378229681,0.44072620026905573,10.961417690486787
Co1412,120.5,28.9380584293194,0.02781194768220837,11843.125,3.538857542670769,0.41636210159246373,10.301189149791282
Co1412,124.5,19.9632297213622,0.021030927246111934,12279.375,1.9213718760357041,0.30052418278276805,7.318936084306134
Co1412,128.5,22.717192457142897,0.021478237220791563,12718.375,2.3228088054400136,0.339619091010727,8.886221076922045
Co1412,132.5,24.3440593548387,0.020883221643951747,13158.625,2.4763369675988547,0.3452124276214552,8.84517742847775
Co1412,136.5,19.437788070175397,0.02207353392740142,13601.75,2.0571872155563,0.2741301757207801,7.813362231244078
Co1412,140.5,19.229452802056603,0.02102984552090037,14046.0,1.9412063880007604,0.2875725684379239,7.356094084487204
Co1412,144.5,19.7763494025157,0.02098768876789132,14489.25,2.083678176720828,0.3102803135628422,8.081018884254675
Co1412,148.5,22.907961933534697,0.02126588470323684,14936.0,2.3737735020874178,0.3250427149461225,9.217164421257706
Co1412,152.5,17.4207043630573,0.021099736771281616,15388.5,1.8422790640586655,0.24562969696499745,7.190803491752105
Co1412,156.5,10.260874559585499,0.020199617482739837,15842.875,1.0020495474804911,0.1319428479723704,4.202196731170891
Co1412,160.5,13.784055567567599,0.020163746217874513,16307.25,1.459373361635336,0.16619694771415927,5.619480758562224
Co1412,168.5,14.5165833149171,0.017848464338153413,17387.125,1.3662928862184271,0.05937922425500734,6.699239098282164
Co1412,172.5,12.494598990825699,0.02306386482576611,17954.25,1.4821065778039522,0.1376182651025441,8.606381374921135
Co1412,176.5,12.291301008403401,0.024238555044710945,18428.625,1.7142136268534323,0.21244022268431426,10.103228535172036
Co1412,180.5,12.487256666666699,0.025271769073878163,18881.875,1.7191048645645792,0.2166180244620409,11.337452340191922
Co1412,184.5,11.5873401960784,0.025730523184297308,19338.25,1.627817000971999,0.18567508501502558,10.544007657835051
Co1412,188.5,11.511739387755101,0.027268993480609197,19795.875,1.7075143112213493,0.17917550293939524,12.523486152399075
Co1412,192.5,9.66939058375635,0.026908689332262196,20251.25,0.985951006538443,0.10662674368510372,7.32812359876879
Co1412,196.5,13.646923180593,0.027876805661402645,20702.25,1.636131365592951,0.1662451803910867,11.738298752487896
Co1412,200.5,7.94921520618557,0.02857207449883259,21150.0,1.0708276506893573,0.10643908189919643,7.495624097809976
Co1412,208.5,7.7262483495145595,0.029727937526030757,22036.5,0.9851428577554852,0.09349041428770219,6.627724219972286
Co1412,212.5,7.52863782222222,0.02905161010240598,22475.75,0.9070836904966426,0.09180796885615777,6.2446362683459
Co1412,216.5,7.43147654494382,0.02884367154920033,22911.375,0.9575270981340572,0.09563565184547694,6.63942588932028
Co1412,220.5,9.764795,0.028925821769429316,23350.625,1.3703304924455444,0.1349149715774933,9.474790402627722
Co1412,224.5,9.763269421487609,0.028868618333838816,23791.0,1.5277355683863727,0.15680085671555544,10.584057406000706
Co1412,228.5,9.52212371052632,0.028071127512796955,24235.0,1.3187720724855878,0.13216266713248964,9.395932328577763
Co1412,232.5,8.31221669117647,0.027730217801897987,24683.5,1.1164547995174874,0.11385883398480626,8.052261309257167
Co1412,236.5,8.02162809160305,0.0263856598087362,25135.625,0.9266979295908793,0.10631001861207653,7.024254358680491
Co1412,240.5,8.31714432748538,0.02613655450223197,25589.5,1.0984656969525963,0.12059165969866029,7.705123403218472
Co1412,244.5,9.0448027100271,0.024819784868160097,26061.5,1.001435469779088,0.10078886110715733,6.724712261465334
Co1412,248.5,7.760745431472079,0.02312711479804136,26554.625,0.8301546283213374,0.09413198708567312,5.12789941016176
Co1412,252.5,8.528594229607249,0.015729390744929583,27090.625,0.6008162093721513,0.04141942593323369,3.846375896604748
Co1412,256.5,9.082706528189911,0.011456401317420714,28096.875,0.4891858240854188,0.03308316403725873,2.8018596516513785
Co1412,260.5,9.0938817699115,0.016146698781785988,29015.625,0.5783121097993134,0.06424492639533279,2.7497136774527724
Co1412,264.5,8.09534147268409,0.01789665792867452,29611.75,0.734309321790425,0.08162477154794404,3.0213270592424615
Co1412,268.5,9.992601072319198,0.017630217052959807,30176.375,0.9785377798703766,0.11297562058571124,4.034413581591656
Co1412,272.5,9.918220338983051,0.01712156249982121,30743.375,0.7955099470015595,0.0844264150747685,3.501711723135403
Co1412,276.5,10.070998695652198,0.016799318253617215,31330.0,0.8146921184177499,0.08649444052680631,3.617315961168287
Co1412,280.5,9.680843652561249,0.02126834860585039,32002.375,1.1017953508852998,0.06996438838241335,5.352249743038164
Co1412,284.5,9.52657321875,0.021901811301563413,32674.75,1.0710201097114902,0.06857022953666253,5.121955308420981
Co1412,287.5,10.0264392744479,0.031217334439141924,33150.5,1.8163412821843437,0.1333098725817013,8.083854753621134
Co1412,299.5,4.780175,0.029588490052924653,34400.25,0.9140608784196866,0.09624578842630739,4.303598778071492
Co1412,303.5,7.21157365625,0.03564585499336654,34804.125,1.4790532077342236,0.1058914996218703,6.0642332556756955
Co1412,307.5,7.9771141137123704,0.046703759673570114,35178.0,2.225749899973535,0.1328642285546004,8.553884381626913
Co1412,311.5,10.0432927058824,0.04981100511250095,35467.125,2.6890203085153854,0.22536173412141833,9.902021460055945
Co1412,315.5,7.336727892271661,0.05102428675296894,35732.625,2.1125648382129594,0.17398175678869893,7.459054207263137
Co1412,319.5,11.5801451612903,0.05223698774192416,35991.875,3.705909123694383,0.2952546030499391,12.435540876025042
Co1412,323.5,10.8733331707317,0.05284554337626582,36249.125,3.5717882748401624,0.28190446236943995,11.755843339466784
Co1412,327.5,11.401297206703902,0.052397817650344035,36505.625,3.90829582224662,0.31219192912831006,12.909714718115742
Co1412,331.5,9.75151842751843,0.05277211732750584,36763.0,2.9883086195326336,0.23719912449020425,9.800841011413622
Co1412,335.5,10.7682592419825,0.051588022027578145,37025.5,3.408198301384402,0.2756254737964412,11.410592106929041
Co1412,339.5,7.83537206798867,0.04890823118314574,37295.0,2.45403366974968,0.197660954153252,8.73090112232515
Co1412,343.5,8.60894233830846,0.04687963106443041,37591.75,2.674630566595276,0.10611029916927389,9.827900011912957
Co1412,347.5,11.5124233170732,0.037441120562789865,38004.125,2.9425535003783008,0.16351523653226469,9.399531675363887
Co1412,351.5,9.48993884931507,0.037871956096861434,38365.75,2.3817386890299854,0.21817636969554616,6.79302724905698
Co1412,355.5,9.940087390180881,0.03973782450144424,38699.875,2.6848323534490683,0.2508403125339192,8.248723812004531
Co1412,359.5,10.2199239524838,0.04048930079551699,39024.375,2.8739914858458526,0.2779916317304264,8.66280877305611
Co1412,363.5,13.003242488038302,0.037009146254848815,39341.625,3.247533301606659,0.3441349368433255,9.749942109636622
Co1412,367.5,12.239711627906999,0.03730172422067542,39670.875,3.0266886487474003,0.31772155075191716,9.015635222655716
Co1412,371.5,11.6171753005464,0.037089037363307445,40005.5,2.93497828813782,0.31010957382772547,7.913330991549064
Co1412,375.5,11.2815641902314,0.03605850920187617,40351.0,2.851865062907689,0.2986421373460759,7.665523422952341
Co1412,379.5,13.2186161388889,0.036217870492463444,40709.625,3.3242577226267396,0.28972715157236173,8.598752534992377
Co1412,383.5,12.9274495738636,0.03465427012219189,41086.75,3.236017094962875,0.20158778784421758,8.976137447100907
Co1412,387.5,12.7772468324607,0.03855187040949143,41532.125,3.351408231081682,0.16252263884152868,13.94769940312306
Co1412,391.5,10.756726395664,0.04014896062494979,41892.0,3.099153857814927,0.2783367862712553,12.394820416431074
Co1412,395.5,10.904915229357801,0.04098274752238947,42219.25,3.167866006820403,0.29434424349181715,12.514477835370162
Co1412,399.5,13.1460889361702,0.040936033064481,42533.0,3.635190538884066,0.33380082882115425,14.378731164968489
Co1412,403.5,13.755296705882401,0.04105312945018606,42847.0,4.28667557683414,0.39047497057776265,16.90524029224467
Co1412,407.5,12.349822383720902,0.03875359251704223,43162.25,3.2632073548911142,0.31990345811321474,13.544638815028357
Co1412,411.5,11.9365132231405,0.037376627638961414,43489.25,3.2813951700216064,0.27641010917773035,14.097101567316166
Co1412,415.5,14.7157066285714,0.038787737254792426,43855.25,4.163406666126943,0.1424980314923801,19.544446667424857
Co1412,419.5,14.2673370392749,0.05018449041524699,44192.375,4.988364565055508,0.3730401221204587,24.789735784011178
Co1412,423.5,12.536160870712399,0.051076125422811494,44462.625,4.751804421222912,0.38282920530400416,23.235522542858245
Co1412,427.5,10.9151203608247,0.053192048694283074,44713.75,4.3419381728822115,0.3326732906479809,20.35729867502091
Co1412,431.5,10.9431258850575,0.0544563579217413,44956.0,4.487538844149723,0.3402654532889068,20.207742016141427
Co1412,435.5,10.4454719128329,0.054700824215017256,45196.5,4.169295638932708,0.3127043002227293,18.517741260561827
Co1412,439.5,10.820066584158402,0.05524016200371632,45434.875,4.610964611054426,0.34131513506168565,20.30728599206874
Co1412,443.5,8.658590384615389,0.05513113024971222,45673.0,3.6034559430368978,0.2690576296508237,15.901473147199026
Co1412,447.5,6.81862821256039,0.053679613316004446,45911.875,2.7484588010265596,0.21345739889531992,12.401865716434996
Co1412,451.5,7.950849777777781,0.05350068192477374,46153.5,3.303486247915474,0.25933521002214277,15.043784024255054
Co1412,455.5,8.991918448753461,0.052857151243350255,46399.75,3.60596116616221,0.2856948061284741,16.752418066051185
Co1412,459.5,10.0131666666667,0.050477164652064845,46654.5,3.9331613535133756,0.31183980038356407,19.191147169864784
Co1412,463.5,11.6253694852941,0.045228862491745736,46933.625,4.2574849703647475,0.17382336430197656,21.137514096276508
Co1412,467.5,13.3589240597015,0.04140731587477964,47295.875,4.432355719428977,0.3148101547886566,21.2571607610396
