KaBP	Longitude	Latitude	Mega_biome
0.0000 	-178.9000 	65.9000 	8.0000 
0.0000 	-178.8300 	67.7500 	8.0000 
0.0000 	-178.8300 	67.7500 	8.0000 
0.0000 	-172.0800 	64.7500 	8.0000 
0.0000 	-162.2000 	63.5000 	8.0000 
0.0000 	-161.4167 	68.1500 	8.0000 
0.0000 	-157.2167 	66.7667 	8.0000 
0.0000 	-156.0333 	68.1333 	8.0000 
0.0000 	-155.0500 	67.9333 	8.0000 
0.0000 	-155.0333 	67.6833 	8.0000 
0.0000 	-153.9000 	67.1333 	8.0000 
0.0000 	-153.6500 	67.1472 	8.0000 
0.0000 	-152.6000 	67.2500 	8.0000 
0.0000 	-151.4167 	67.5833 	8.0000 
0.0000 	-151.2667 	64.3333 	4.0000 
0.0000 	-151.0833 	63.4833 	4.0000 
0.0000 	-149.8000 	67.4167 	8.0000 
0.0000 	-149.4800 	61.1200 	4.0000 
0.0000 	-146.9075 	64.4444 	4.0000 
0.0000 	-146.4833 	68.3333 	8.0000 
0.0000 	-145.7000 	63.0667 	4.0000 
0.0000 	-145.2167 	68.2667 	8.0000 
0.0000 	-144.7500 	64.0000 	8.0000 
0.0000 	-144.6583 	63.9400 	4.0000 
0.0000 	-144.6500 	63.7111 	4.0000 
0.0000 	-143.1500 	66.5833 	4.0000 
0.0000 	-142.0667 	67.2000 	4.0000 
0.0000 	-141.9667 	60.0333 	4.0000 
0.0000 	-138.4000 	64.6333 	4.0000 
0.0000 	-138.3833 	68.3833 	8.0000 
0.0000 	-137.9578 	60.9500 	4.0000 
0.0000 	-135.6556 	66.0500 	8.0000 
0.0000 	-135.5142 	65.9422 	4.0000 
0.0000 	-135.4000 	59.2000 	4.0000 
0.0000 	-133.5833 	69.2833 	8.0000 
0.0000 	-133.4667 	68.2667 	4.0000 
0.0000 	-133.4500 	69.0500 	4.0000 
0.0000 	-132.1667 	69.1167 	8.0000 
0.0000 	-132.0167 	67.6500 	4.0000 
0.0000 	-131.9067 	54.4167 	4.0000 
0.0000 	-131.7643 	52.9464 	4.0000 
0.0000 	-130.6500 	61.6833 	4.0000 
0.0000 	-129.0167 	60.0333 	4.0000 
0.0000 	-128.0833 	64.6500 	4.0000 
0.0000 	-127.6167 	64.1667 	4.0000 
0.0000 	-127.4833 	65.0167 	4.0000 
0.0000 	-127.0500 	65.2167 	4.0000 
0.0000 	-126.4167 	65.2333 	4.0000 
0.0000 	-126.1167 	65.2167 	4.0000 
0.0000 	-124.2667 	71.7500 	8.0000 
0.0000 	-124.1967 	48.5964 	3.0000 
0.0000 	-124.0022 	48.5292 	4.0000 
0.0000 	-123.9067 	46.1006 	3.0000 
0.0000 	-123.6467 	60.3567 	4.0000 
0.0000 	-122.6667 	71.7833 	3.0000 
0.0000 	-122.5621 	49.3197 	3.0000 
0.0000 	-122.5472 	49.3083 	3.0000 
0.0000 	-122.4917 	45.8000 	3.0000 
0.0000 	-122.2500 	46.5917 	8.0000 
0.0000 	-122.1667 	59.5167 	4.0000 
0.0000 	-122.0417 	43.6500 	3.0000 
0.0000 	-121.6167 	48.2333 	3.0000 
0.0000 	-121.4321 	49.4931 	3.0000 
0.0000 	-121.4200 	56.2500 	4.0000 
0.0000 	-120.8806 	45.9181 	3.0000 
0.0000 	-120.6667 	57.4500 	4.0000 
0.0000 	-120.2167 	73.5333 	8.0000 
0.0000 	-119.9767 	33.9564 	7.0000 
0.0000 	-119.8333 	37.0000 	3.0000 
0.0000 	-119.8167 	37.9500 	3.0000 
0.0000 	-119.7167 	56.7167 	4.0000 
0.0000 	-119.6250 	37.7250 	3.0000 
0.0000 	-119.5833 	55.5114 	4.0000 
0.0000 	-119.5333 	37.9000 	4.0000 
0.0000 	-119.4833 	56.7667 	4.0000 
0.0000 	-119.4333 	55.5750 	4.0000 
0.0000 	-119.2603 	37.1958 	3.0000 
0.0000 	-119.2583 	37.9083 	3.0000 
0.0000 	-119.0833 	37.0000 	3.0000 
0.0000 	-119.0675 	37.6625 	4.0000 
0.0000 	-119.0083 	37.5958 	4.0000 
0.0000 	-118.7000 	62.0500 	4.0000 
0.0000 	-117.8583 	33.6583 	6.0000 
0.0000 	-117.6167 	52.7333 	4.0000 
0.0000 	-117.2167 	52.2417 	4.0000 
0.0000 	-117.0833 	52.7833 	4.0000 
0.0000 	-116.4167 	51.6500 	4.0000 
0.0000 	-116.3300 	50.7500 	4.0000 
0.0000 	-115.3167 	67.8333 	8.0000 
0.0000 	-114.5995 	50.8153 	4.0000 
0.0000 	-114.1500 	59.2500 	4.0000 
0.0000 	-112.7167 	48.5500 	3.0000 
0.0000 	-112.4808 	54.7253 	4.0000 
0.0000 	-112.3956 	46.5311 	3.0000 
0.0000 	-112.2167 	36.7167 	3.0000 
0.0000 	-112.1658 	46.4517 	3.0000 
0.0000 	-112.1000 	57.7667 	8.0000 
0.0000 	-111.7523 	34.6492 	3.0000 
0.0000 	-111.7000 	37.9500 	3.0000 
0.0000 	-111.6667 	38.6167 	3.0000 
0.0000 	-111.1833 	44.1250 	3.0000 
0.0000 	-110.8333 	34.3333 	6.0000 
0.0000 	-110.7333 	44.9167 	3.0000 
0.0000 	-110.6007 	44.9561 	4.0000 
0.0000 	-110.6000 	44.6500 	3.0000 
0.0000 	-110.6000 	43.7500 	3.0000 
0.0000 	-110.5833 	64.1333 	4.0000 
0.0000 	-110.5667 	64.1167 	4.0000 
0.0000 	-110.4843 	47.6352 	6.0000 
0.0000 	-110.3500 	44.9333 	3.0000 
0.0000 	-110.3167 	43.7667 	3.0000 
0.0000 	-110.2836 	44.4900 	3.0000 
0.0000 	-110.2606 	44.2986 	3.0000 
0.0000 	-110.2333 	43.9333 	3.0000 
0.0000 	-110.2333 	44.1500 	3.0000 
0.0000 	-109.9500 	43.4389 	3.0000 
0.0000 	-109.9408 	43.4500 	3.0000 
0.0000 	-109.9389 	43.4717 	3.0000 
0.0000 	-109.4250 	34.0000 	6.0000 
0.0000 	-109.1939 	42.7289 	3.0000 
0.0000 	-108.8333 	36.0056 	6.0000 
0.0000 	-108.8108 	35.9819 	3.0000 
0.0000 	-108.5039 	37.4739 	6.0000 
0.0000 	-108.2500 	33.8667 	7.0000 
0.0000 	-108.1500 	37.4167 	6.0000 
0.0000 	-108.1025 	37.4694 	4.0000 
0.0000 	-107.9333 	50.8736 	6.0000 
0.0000 	-107.8083 	37.6125 	3.0000 
0.0000 	-107.8000 	37.4833 	3.0000 
0.0000 	-107.6975 	37.7378 	3.0000 
0.0000 	-107.6836 	37.7458 	3.0000 
0.0000 	-107.6154 	37.9021 	7.0000 
0.0000 	-107.4667 	44.5500 	3.0000 
0.0000 	-107.2597 	44.1786 	3.0000 
0.0000 	-107.0825 	38.8722 	3.0000 
0.0000 	-107.0778 	38.8325 	3.0000 
0.0000 	-107.0508 	40.0242 	3.0000 
0.0000 	-107.0333 	38.8650 	4.0000 
0.0000 	-107.0124 	44.2697 	3.0000 
0.0000 	-106.4103 	38.8286 	3.0000 
0.0000 	-106.0792 	53.8000 	4.0000 
0.0000 	-105.7250 	53.2375 	4.0000 
0.0000 	-105.5800 	39.9367 	4.0000 
0.0000 	-105.5417 	40.0833 	3.0000 
0.0000 	-105.5000 	37.7000 	3.0000 
0.0000 	-105.5000 	37.5500 	3.0000 
0.0000 	-105.4500 	43.5000 	6.0000 
0.0000 	-105.2667 	55.2667 	4.0000 
0.0000 	-104.0000 	50.7800 	8.0000 
0.0000 	-103.4833 	61.5833 	4.0000 
0.0000 	-102.4993 	41.7211 	6.0000 
0.0000 	-102.3000 	49.8167 	6.0000 
0.0000 	-101.6817 	54.7422 	4.0000 
0.0000 	-101.5397 	48.0094 	6.0000 
0.0000 	-101.2333 	62.6333 	4.0000 
0.0000 	-100.8989 	51.6514 	4.0000 
0.0000 	-100.4667 	64.7167 	8.0000 
0.0000 	-99.9081 	44.8354 	6.0000 
0.0000 	-99.6584 	50.6910 	4.0000 
0.0000 	-99.5763 	49.8414 	8.0000 
0.0000 	-99.2897 	49.4480 	6.0000 
0.0000 	-99.2333 	47.1500 	6.0000 
0.0000 	-98.9506 	48.0315 	6.0000 
0.0000 	-98.6667 	38.4667 	6.0000 
0.0000 	-98.5866 	47.0747 	6.0000 
0.0000 	-98.5389 	73.5914 	8.0000 
0.0000 	-98.1598 	46.8559 	6.0000 
0.0000 	-97.3501 	44.9842 	6.0000 
0.0000 	-97.2768 	45.5014 	6.0000 
0.0000 	-97.1261 	30.3600 	6.0000 
0.0000 	-96.2500 	46.6622 	6.0000 
0.0000 	-96.1667 	47.6000 	3.0000 
0.0000 	-96.0941 	47.2725 	6.0000 
0.0000 	-96.0933 	47.1948 	6.0000 
0.0000 	-96.0199 	45.7610 	6.0000 
0.0000 	-95.9153 	46.1739 	6.0000 
0.0000 	-95.8687 	47.1815 	3.0000 
0.0000 	-95.8333 	47.2089 	3.0000 
0.0000 	-95.8083 	34.4056 	3.0000 
0.0000 	-95.7866 	47.1932 	3.0000 
0.0000 	-95.7736 	47.1907 	3.0000 
0.0000 	-95.7555 	47.2036 	3.0000 
0.0000 	-95.7350 	47.1825 	3.0000 
0.0000 	-95.7027 	47.1709 	3.0000 
0.0000 	-95.5750 	46.9222 	8.0000 
0.0000 	-95.5583 	47.1650 	3.0000 
0.0000 	-95.5133 	39.5300 	6.0000 
0.0000 	-95.4746 	47.1330 	3.0000 
0.0000 	-95.3972 	47.1239 	3.0000 
0.0000 	-95.3167 	46.9667 	3.0000 
0.0000 	-95.3069 	46.1844 	6.0000 
0.0000 	-95.2842 	46.2119 	6.0000 
0.0000 	-95.2833 	73.1333 	8.0000 
0.0000 	-95.2000 	43.3333 	6.0000 
0.0000 	-95.1627 	47.1775 	4.0000 
0.0000 	-95.0077 	47.2448 	3.0000 
0.0000 	-94.9708 	47.5592 	4.0000 
0.0000 	-94.9500 	46.9500 	3.0000 
0.0000 	-94.9440 	47.1740 	3.0000 
0.0000 	-94.9390 	47.1723 	3.0000 
0.0000 	-94.7533 	46.2189 	3.0000 
0.0000 	-94.7500 	46.8667 	3.0000 
0.0000 	-94.5579 	44.8036 	6.0000 
0.0000 	-94.5516 	46.2706 	3.0000 
0.0000 	-94.4207 	44.9458 	3.0000 
0.0000 	-94.4080 	46.3416 	3.0000 
0.0000 	-94.2500 	51.3833 	4.0000 
0.0000 	-94.2041 	44.8958 	6.0000 
0.0000 	-94.1333 	46.5500 	3.0000 
0.0000 	-94.1130 	47.0810 	3.0000 
0.0000 	-93.9817 	45.4090 	3.0000 
0.0000 	-93.9815 	45.4281 	3.0000 
0.0000 	-93.8707 	44.2329 	3.0000 
0.0000 	-93.8590 	44.8708 	6.0000 
0.0000 	-93.8298 	44.2261 	6.0000 
0.0000 	-93.7500 	49.5833 	4.0000 
0.0000 	-93.7357 	44.2965 	3.0000 
0.0000 	-93.7039 	46.1281 	3.0000 
0.0000 	-93.6833 	47.1333 	3.0000 
0.0000 	-93.6800 	46.0683 	8.0000 
0.0000 	-93.6667 	47.1333 	3.0000 
0.0000 	-93.6436 	47.1356 	3.0000 
0.0000 	-93.6305 	45.0350 	3.0000 
0.0000 	-93.6190 	44.4701 	6.0000 
0.0000 	-93.6154 	44.3604 	6.0000 
0.0000 	-93.6005 	47.2860 	3.0000 
0.0000 	-93.5727 	45.0050 	3.0000 
0.0000 	-93.5667 	44.5889 	6.0000 
0.0000 	-93.5451 	44.9577 	3.0000 
0.0000 	-93.5222 	45.4000 	3.0000 
0.0000 	-93.5083 	45.3333 	3.0000 
0.0000 	-93.4976 	44.7072 	3.0000 
0.0000 	-93.4667 	45.7250 	3.0000 
0.0000 	-93.4335 	44.6269 	6.0000 
0.0000 	-93.4297 	43.1251 	6.0000 
0.0000 	-93.4083 	45.5722 	3.0000 
0.0000 	-93.3853 	47.9826 	4.0000 
0.0000 	-93.3642 	45.7494 	3.0000 
0.0000 	-93.3411 	44.7116 	3.0000 
0.0000 	-93.2731 	45.7806 	3.0000 
0.0000 	-93.2700 	42.0200 	6.0000 
0.0000 	-93.1972 	45.4111 	6.0000 
0.0000 	-93.1833 	45.4250 	3.0000 
0.0000 	-93.1678 	45.8489 	3.0000 
0.0000 	-93.1667 	32.4667 	3.0000 
0.0000 	-93.1645 	44.7582 	6.0000 
0.0000 	-93.1598 	44.7999 	6.0000 
0.0000 	-93.1226 	44.7709 	3.0000 
0.0000 	-93.1167 	44.7584 	6.0000 
0.0000 	-93.1028 	46.0861 	3.0000 
0.0000 	-93.1000 	44.8747 	3.0000 
0.0000 	-92.8703 	46.3533 	3.0000 
0.0000 	-92.7000 	49.3500 	4.0000 
0.0000 	-92.6200 	46.7200 	4.0000 
0.0000 	-92.6147 	46.6336 	3.0000 
0.0000 	-92.4667 	46.5833 	3.0000 
0.0000 	-92.1833 	48.1833 	4.0000 
0.0000 	-92.1583 	48.2333 	4.0000 
0.0000 	-92.0000 	49.4800 	4.0000 
0.0000 	-91.9947 	47.9242 	4.0000 
0.0000 	-91.9000 	48.0333 	4.0000 
0.0000 	-91.8667 	47.9167 	4.0000 
0.0000 	-91.6600 	47.4717 	4.0000 
0.0000 	-91.6417 	47.7083 	4.0000 
0.0000 	-91.4833 	45.2833 	3.0000 
0.0000 	-91.4750 	45.2750 	3.0000 
0.0000 	-91.4583 	45.2833 	3.0000 
0.0000 	-91.4500 	44.1500 	4.0000 
0.0000 	-91.1000 	36.8000 	3.0000 
0.0000 	-90.9333 	47.9583 	4.0000 
0.0000 	-90.5833 	36.6000 	3.0000 
0.0000 	-90.3500 	45.3000 	3.0000 
0.0000 	-90.0833 	45.3333 	3.0000 
0.0000 	-89.8667 	43.0833 	3.0000 
0.0000 	-89.7321 	43.4178 	3.0000 
0.0000 	-89.7000 	46.1833 	4.0000 
0.0000 	-89.6708 	43.4396 	3.0000 
0.0000 	-89.6250 	45.9333 	3.0000 
0.0000 	-89.4833 	45.7833 	3.0000 
0.0000 	-89.4167 	43.1000 	3.0000 
0.0000 	-89.3750 	45.9861 	3.0000 
0.0000 	-89.3239 	48.4222 	4.0000 
0.0000 	-89.3167 	45.8500 	3.0000 
0.0000 	-89.1169 	44.5000 	3.0000 
0.0000 	-88.7400 	48.5600 	4.0000 
0.0000 	-88.4744 	33.5633 	3.0000 
0.0000 	-88.1848 	42.3515 	6.0000 
0.0000 	-88.1000 	43.4000 	3.0000 
0.0000 	-88.0167 	46.6667 	3.0000 
0.0000 	-87.9721 	46.7194 	3.0000 
0.0000 	-87.9500 	46.7500 	4.0000 
0.0000 	-87.8481 	44.2381 	3.0000 
0.0000 	-87.7333 	44.0500 	3.0000 
0.0000 	-87.5156 	44.4500 	3.0000 
0.0000 	-87.4550 	45.6667 	3.0000 
0.0000 	-87.0722 	41.6500 	3.0000 
0.0000 	-86.9583 	46.4700 	3.0000 
0.0000 	-86.5446 	41.6385 	3.0000 
0.0000 	-86.5300 	41.6700 	3.0000 
0.0000 	-86.1342 	31.7211 	3.0000 
0.0000 	-85.7246 	37.4326 	3.0000 
0.0000 	-85.6611 	46.4292 	3.0000 
0.0000 	-85.5013 	36.0302 	3.0000 
0.0000 	-85.3833 	42.4000 	3.0000 
0.0000 	-85.2500 	41.5831 	3.0000 
0.0000 	-85.0403 	46.7000 	3.0000 
0.0000 	-85.0167 	30.2667 	3.0000 
0.0000 	-85.0000 	43.4800 	3.0000 
0.0000 	-84.9583 	44.7000 	3.0000 
0.0000 	-84.9583 	46.4272 	3.0000 
0.0000 	-84.9300 	48.2100 	3.0000 
0.0000 	-84.8833 	43.4167 	3.0000 
0.0000 	-84.7833 	45.0667 	3.0000 
0.0000 	-84.7500 	41.4167 	3.0000 
0.0000 	-84.6894 	40.2167 	6.0000 
0.0000 	-84.5583 	54.3056 	4.0000 
0.0000 	-84.2583 	47.3083 	4.0000 
0.0000 	-84.2106 	35.5847 	6.0000 
0.0000 	-84.1867 	35.6208 	3.0000 
0.0000 	-83.8000 	40.3500 	2.0000 
0.0000 	-83.6300 	42.3300 	3.0000 
0.0000 	-83.5333 	40.1000 	6.0000 
0.0000 	-83.2583 	30.7250 	3.0000 
0.0000 	-83.2539 	30.6222 	3.0000 
0.0000 	-83.1950 	30.6417 	3.0000 
0.0000 	-82.9375 	39.6681 	3.0000 
0.0000 	-82.7600 	41.9200 	3.0000 
0.0000 	-82.5000 	75.3500 	8.0000 
0.0000 	-82.3200 	42.9800 	3.0000 
0.0000 	-81.7667 	47.3167 	3.0000 
0.0000 	-81.7500 	43.1800 	3.0000 
0.0000 	-81.7300 	43.2200 	3.0000 
0.0000 	-81.6369 	31.0808 	3.0000 
0.0000 	-81.5000 	46.6000 	4.0000 
0.0000 	-81.4167 	45.1500 	3.0000 
0.0000 	-81.3348 	41.1962 	3.0000 
0.0000 	-81.3167 	48.4000 	4.0000 
0.0000 	-81.2667 	49.1833 	4.0000 
0.0000 	-81.2500 	42.9167 	3.0000 
0.0000 	-80.8600 	44.7400 	3.0000 
0.0000 	-80.7762 	34.1676 	6.0000 
0.0000 	-80.6983 	46.8283 	4.0000 
0.0000 	-80.6597 	43.2250 	3.0000 
0.0000 	-80.4133 	43.2367 	3.0000 
0.0000 	-80.4000 	43.9000 	7.0000 
0.0000 	-80.4000 	43.9100 	3.0000 
0.0000 	-80.3667 	43.2333 	3.0000 
0.0000 	-80.2833 	38.2000 	3.0000 
0.0000 	-80.2500 	44.3700 	3.0000 
0.0000 	-80.2000 	50.2200 	4.0000 
0.0000 	-80.1333 	37.6000 	3.0000 
0.0000 	-80.1167 	47.0000 	4.0000 
0.0000 	-80.0900 	45.0500 	3.0000 
0.0000 	-79.9800 	44.8200 	3.0000 
0.0000 	-79.9800 	44.8500 	3.0000 
0.0000 	-79.8300 	43.5000 	3.0000 
0.0000 	-79.7800 	47.2300 	4.0000 
0.0000 	-79.7800 	44.9300 	3.0000 
0.0000 	-79.6378 	48.5039 	4.0000 
0.0000 	-79.6164 	38.1547 	3.0000 
0.0000 	-79.5128 	44.1958 	3.0000 
0.0000 	-79.5100 	45.3800 	3.0000 
0.0000 	-79.5000 	43.6500 	3.0000 
0.0000 	-79.4900 	43.6400 	3.0000 
0.0000 	-79.4800 	43.6400 	6.0000 
0.0000 	-79.4700 	43.6400 	3.0000 
0.0000 	-79.4500 	45.2167 	3.0000 
0.0000 	-79.4400 	44.1800 	3.0000 
0.0000 	-79.3900 	45.4100 	3.0000 
0.0000 	-79.3800 	44.0000 	3.0000 
0.0000 	-79.1167 	47.2875 	3.0000 
0.0000 	-79.1000 	43.8200 	3.0000 
0.0000 	-79.0722 	37.9958 	3.0000 
0.0000 	-78.9972 	37.9847 	3.0000 
0.0000 	-78.9534 	33.7989 	3.0000 
0.0000 	-78.9167 	46.4000 	3.0000 
0.0000 	-78.6703 	42.5417 	3.0000 
0.0000 	-78.6400 	45.5500 	3.0000 
0.0000 	-78.5500 	39.7667 	2.0000 
0.0000 	-78.4667 	42.6222 	3.0000 
0.0000 	-78.3400 	44.1000 	3.0000 
0.0000 	-78.1500 	43.5567 	3.0000 
0.0000 	-78.1000 	44.1000 	3.0000 
0.0000 	-77.9250 	41.9167 	3.0000 
0.0000 	-77.9167 	44.3000 	3.0000 
0.0000 	-77.9167 	42.2500 	3.0000 
0.0000 	-77.5500 	39.9667 	3.0000 
0.0000 	-77.4333 	45.0333 	3.0000 
0.0000 	-77.4167 	40.8000 	3.0000 
0.0000 	-77.3500 	45.1833 	3.0000 
0.0000 	-77.3400 	46.0300 	3.0000 
0.0000 	-77.1750 	44.8500 	3.0000 
0.0000 	-76.9000 	43.5100 	3.0000 
0.0000 	-76.7800 	78.4917 	8.0000 
0.0000 	-76.7000 	44.2200 	3.0000 
0.0000 	-76.6833 	36.1667 	3.0000 
0.0000 	-76.6831 	44.8000 	3.0000 
0.0000 	-76.6439 	54.0278 	4.0000 
0.0000 	-76.6000 	44.5167 	3.0000 
0.0000 	-76.4786 	38.5478 	3.0000 
0.0000 	-76.4500 	36.5833 	3.0000 
0.0000 	-76.3947 	38.8864 	3.0000 
0.0000 	-76.3783 	57.1167 	8.0000 
0.0000 	-76.3500 	41.6739 	3.0000 
0.0000 	-76.3392 	53.0908 	4.0000 
0.0000 	-76.2200 	38.0269 	3.0000 
0.0000 	-76.1456 	54.7994 	4.0000 
0.0000 	-76.1203 	54.0472 	4.0000 
0.0000 	-76.1000 	45.6000 	3.0000 
0.0000 	-75.8333 	41.7667 	3.0000 
0.0000 	-75.8083 	45.4694 	3.0000 
0.0000 	-75.6167 	57.9167 	4.0000 
0.0000 	-75.2928 	41.3819 	3.0000 
0.0000 	-75.2833 	56.1000 	4.0000 
0.0000 	-75.2667 	41.0333 	3.0000 
0.0000 	-75.2500 	58.5833 	4.0000 
0.0000 	-75.2489 	55.1108 	4.0000 
0.0000 	-75.2450 	58.5783 	8.0000 
0.0000 	-75.1500 	58.1417 	8.0000 
0.0000 	-75.1000 	56.2833 	4.0000 
0.0000 	-75.0933 	41.3761 	3.0000 
0.0000 	-75.0267 	41.1353 	3.0000 
0.0000 	-74.9861 	41.2518 	3.0000 
0.0000 	-74.9450 	56.0233 	4.0000 
0.0000 	-74.8370 	41.0723 	3.0000 
0.0000 	-74.6833 	43.9167 	3.0000 
0.0000 	-74.5833 	49.6833 	4.0000 
0.0000 	-74.4953 	41.0051 	3.0000 
0.0000 	-74.4833 	40.4000 	2.0000 
0.0000 	-74.4669 	46.0578 	4.0000 
0.0000 	-74.4333 	40.3833 	3.0000 
0.0000 	-74.3992 	40.8558 	3.0000 
0.0000 	-74.3958 	46.1719 	3.0000 
0.0000 	-74.3708 	45.9458 	3.0000 
0.0000 	-74.3708 	44.3086 	3.0000 
0.0000 	-74.2042 	41.2394 	3.0000 
0.0000 	-74.0378 	41.3914 	3.0000 
0.0000 	-74.0300 	41.0200 	3.0000 
0.0000 	-74.0170 	43.7486 	3.0000 
0.0000 	-73.9928 	45.9958 	3.0000 
0.0000 	-73.9675 	44.1806 	3.0000 
0.0000 	-73.8681 	45.9611 	3.0000 
0.0000 	-73.5167 	55.0092 	4.0000 
0.0000 	-73.4758 	46.2758 	3.0000 
0.0000 	-73.3308 	45.9639 	3.0000 
0.0000 	-73.3169 	45.5458 	3.0000 
0.0000 	-73.3167 	42.5000 	3.0000 
0.0000 	-73.3167 	42.2833 	3.0000 
0.0000 	-73.3111 	45.5431 	3.0000 
0.0000 	-73.3028 	45.9919 	3.0000 
0.0000 	-73.2169 	46.0000 	4.0000 
0.0000 	-73.1500 	42.3333 	3.0000 
0.0000 	-72.9986 	46.6139 	3.0000 
0.0000 	-72.9833 	42.5333 	3.0000 
0.0000 	-72.9828 	45.2828 	3.0000 
0.0000 	-72.5847 	45.3589 	3.0000 
0.0000 	-72.5086 	42.5744 	3.0000 
0.0000 	-72.2992 	41.3525 	3.0000 
0.0000 	-72.1833 	42.5333 	3.0000 
0.0000 	-72.1469 	48.2939 	4.0000 
0.0000 	-72.0669 	58.2328 	4.0000 
0.0000 	-71.9267 	42.6797 	3.0000 
0.0000 	-71.8333 	44.0333 	3.0000 
0.0000 	-71.8078 	46.8919 	4.0000 
0.0000 	-71.7833 	41.7000 	3.0000 
0.0000 	-71.7333 	44.1333 	3.0000 
0.0000 	-71.7169 	58.8669 	8.0000 
0.0000 	-71.6667 	44.1667 	3.0000 
0.0000 	-71.6500 	57.6500 	4.0000 
0.0000 	-71.5669 	48.3658 	4.0000 
0.0000 	-71.4500 	41.5167 	3.0000 
0.0000 	-71.4333 	41.7833 	3.0000 
0.0000 	-71.4228 	47.0778 	3.0000 
0.0000 	-71.2514 	44.2469 	3.0000 
0.0000 	-71.1628 	47.2578 	4.0000 
0.0000 	-71.1167 	41.9667 	3.0000 
0.0000 	-71.0333 	41.9500 	3.0000 
0.0000 	-70.9328 	46.9328 	4.0000 
0.0000 	-70.6847 	47.4817 	4.0000 
0.0000 	-70.6750 	45.5667 	3.0000 
0.0000 	-70.6333 	45.6000 	3.0000 
0.0000 	-70.6200 	46.5800 	3.0000 
0.0000 	-70.6158 	47.6097 	4.0000 
0.0000 	-70.3578 	54.3558 	4.0000 
0.0000 	-70.3500 	44.0333 	3.0000 
0.0000 	-70.3000 	46.7167 	3.0000 
0.0000 	-70.2083 	41.2833 	8.0000 
0.0000 	-70.0583 	41.2750 	3.0000 
0.0000 	-70.0583 	41.2750 	3.0000 
0.0000 	-70.0500 	44.4700 	3.0000 
0.0000 	-70.0005 	41.9327 	3.0000 
0.0000 	-69.9583 	60.9875 	8.0000 
0.0000 	-69.4103 	43.9214 	3.0000 
0.0000 	-69.3528 	47.8439 	4.0000 
0.0000 	-69.3167 	44.9833 	3.0000 
0.0000 	-69.3000 	43.7667 	4.0000 
0.0000 	-68.9439 	47.5328 	3.0000 
0.0000 	-68.9000 	46.0833 	3.0000 
0.0000 	-68.7667 	45.9333 	4.0000 
0.0000 	-68.7333 	45.0417 	3.0000 
0.0000 	-68.6392 	44.6275 	3.0000 
0.0000 	-68.2000 	45.0333 	3.0000 
0.0000 	-67.8833 	46.2833 	3.0000 
0.0000 	-67.5000 	54.8000 	4.0000 
0.0000 	-67.5000 	55.0167 	4.0000 
0.0000 	-67.1319 	50.1403 	4.0000 
0.0000 	-67.0667 	52.2500 	4.0000 
0.0000 	-66.9500 	52.9333 	4.0000 
0.0000 	-66.7667 	53.9000 	4.0000 
0.0000 	-66.7167 	45.1444 	3.0000 
0.0000 	-66.2667 	50.5500 	4.0000 
0.0000 	-66.1250 	48.9108 	4.0000 
0.0000 	-66.0833 	66.1350 	8.0000 
0.0000 	-65.9500 	48.9660 	4.0000 
0.0000 	-65.8389 	48.2375 	4.0000 
0.0000 	-64.9400 	48.1978 	4.0000 
0.0000 	-64.8333 	56.7833 	4.0000 
0.0000 	-64.6800 	56.6700 	4.0000 
0.0000 	-64.1833 	45.0167 	4.0000 
0.0000 	-64.0750 	46.6736 	4.0000 
0.0000 	-63.8833 	56.6333 	4.0000 
0.0000 	-63.6428 	44.5633 	3.0000 
0.0000 	-63.2500 	55.6667 	4.0000 
0.0000 	-63.2000 	55.3333 	4.0000 
0.0000 	-63.0333 	58.2000 	8.0000 
0.0000 	-63.0250 	46.2500 	4.0000 
0.0000 	-62.6333 	55.0333 	4.0000 
0.0000 	-62.1500 	46.4083 	8.0000 
0.0000 	-60.3917 	46.0667 	3.0000 
0.0000 	-60.1667 	53.5167 	4.0000 
0.0000 	-58.9650 	48.6186 	8.0000 
0.0000 	-58.9167 	53.9500 	4.0000 
0.0000 	-58.8000 	48.2600 	4.0000 
0.0000 	-58.5500 	53.2333 	4.0000 
0.0000 	-58.2400 	48.2400 	4.0000 
0.0000 	-58.0500 	52.2667 	4.0000 
0.0000 	-57.9500 	49.6700 	4.0000 
0.0000 	-57.7500 	53.0500 	4.0000 
0.0000 	-57.7167 	54.4000 	4.0000 
0.0000 	-57.7100 	49.6900 	8.0000 
0.0000 	-57.3000 	51.5167 	4.0000 
0.0000 	-57.0333 	52.5167 	4.0000 
0.0000 	-56.1964 	50.0342 	4.0000 
0.0000 	-55.5500 	51.5733 	8.0000 
0.0000 	-55.5300 	51.6000 	4.0000 
0.0000 	-55.5167 	50.7689 	4.0000 
0.0000 	-55.5056 	48.9361 	4.0000 
0.0000 	-55.4731 	49.4714 	4.0000 
0.0000 	-53.1333 	47.3222 	4.0000 
0.0000 	-52.7139 	47.5903 	4.0000 
0.0000 	-52.6667 	47.6167 	4.0000 
0.0000 	-10.1686 	52.1989 	8.0000 
0.0000 	-9.9000 	51.9667 	4.0000 
0.0000 	-9.7256 	53.9567 	8.0000 
0.0000 	-9.7042 	51.8103 	3.0000 
0.0000 	-9.5797 	52.0103 	3.0000 
0.0000 	-9.5614 	53.7600 	3.0000 
0.0000 	-9.5492 	53.7561 	3.0000 
0.0000 	-9.5281 	52.0147 	3.0000 
