CompositeDepth,TOC_mg_g,DBD_min,DBD_max,DBD_mean,CoreID
271.0,6.2,0.5556787662736825,0.7814800623802474,0.6383418867037057,CON01-603-5
273.0,6.0,0.5562821384636137,0.7870037054938525,0.6414664138035079,CON01-603-5
275.0,6.0,0.5582319793515784,0.7895129027278034,0.6436728603039327,CON01-603-5
277.0,6.3,0.5602710860428578,0.7910229896331185,0.6440867260119706,CON01-603-5
279.0,5.6,0.5610452230253656,0.7874594713356298,0.6449255792704424,CON01-603-5
281.0,6.0,0.5637192286183078,0.7879032201764016,0.6473414674565187,CON01-603-5
283.0,5.5,0.5632159655900862,0.7995687143726583,0.6502537012706454,CON01-603-5
285.0,5.8,0.5640212208217235,0.8268268597810039,0.6509897047187065,CON01-603-5
287.0,6.3,0.5668896955194022,0.7909994187420579,0.6509468832286645,CON01-603-5
289.0,5.4,0.5683742327674209,0.7949677995384048,0.6550036001850561,CON01-603-5
291.0,6.0,0.5689262391034641,0.7900323216934276,0.655397174945013,CON01-603-5
293.0,5.4,0.5718194210260362,0.8020069873409821,0.6563326727165419,CON01-603-5
295.0,5.9,0.5719130616785181,0.8333923112459696,0.6574832731586338,CON01-603-5
297.0,4.7,0.5788942585877481,0.8007274861010398,0.6633095490575853,CON01-603-5
299.0,6.0,0.5740090103224144,0.8092890090802544,0.6608403627895906,CON01-603-5
301.0,5.3,0.577815537855383,0.8081077470008526,0.663890029800507,CON01-603-5
303.0,5.9,0.5775620141236107,0.8034024158947272,0.6648534483100428,CON01-603-5
305.0,5.8,0.5788956087364132,0.7981015962073763,0.6646515103748035,CON01-603-5
307.0,5.2,0.5821236862346049,0.8553961472546215,0.6698742358351628,CON01-603-5
309.0,5.1,0.5862109376372876,0.8183470070708975,0.6708482866351613,CON01-603-5
311.0,5.0,0.583388161545946,0.8190458655680484,0.6733329716675289,CON01-603-5
313.0,4.9,0.58586739024345,0.8205976411686379,0.6737189373637024,CON01-603-5
315.0,5.3,0.5862471155219636,0.8277750617503608,0.6757280096860612,CON01-603-5
317.0,6.1,0.5869898520978987,0.8320966956028183,0.6744524046814143,CON01-603-5
319.0,5.7,0.5882716005863313,0.8262948308090107,0.6770733379503329,CON01-603-5
321.0,4.3,0.5945054690569407,0.83044411838134,0.6833333853489266,CON01-603-5
323.0,4.6,0.5935924299510392,0.8552477897270377,0.6832886335136306,CON01-603-5
325.0,4.5,0.5944935596308442,0.8653916794375163,0.6858650256157133,CON01-603-5
327.0,4.3,0.5985065111425324,0.8399534891601363,0.6873684118658581,CON01-603-5
329.0,4.6,0.599042998149708,0.8476431433252909,0.6877964696149088,CON01-603-5
331.0,5.6,0.5966122635480077,0.8389558804900922,0.6868223831949102,CON01-603-5
333.0,4.8,0.5990927277139757,0.8433746109718986,0.6910404016790301,CON01-603-5
335.0,4.8,0.6016542918310437,0.8466425996528476,0.6935602403555622,CON01-603-5
337.0,4.8,0.6025479747613913,0.8694222963709611,0.6946173127143048,CON01-603-5
339.0,4.6,0.6044372513663175,0.8667143147876846,0.6952314372749409,CON01-603-5
341.0,4.1,0.6082621743129939,0.8386889698413555,0.6997482937431093,CON01-603-5
343.0,4.2,0.6105016099846272,0.8633645891149841,0.7017138185307468,CON01-603-5
344.0,4.4,0.6085308469315853,0.8524198995523034,0.7015278782542124,CON01-603-5
7.75,315.34,0.1196484772084547,0.16831273230656432,0.13773542784516038,ESM-1
19.75,278.55,0.1407028657784196,0.19747755749868517,0.16169238152116217,ESM-1
31.75,281.76,0.14114917581390793,0.20090817368142277,0.16163310509302647,ESM-1
43.75,271.88,0.1485402763648086,0.21049442593078918,0.17084610175104156,ESM-1
51.75,313.66,0.12668166597850192,0.1804223584926193,0.1462239538467738,ESM-1
63.75,296.62,0.1377325978046249,0.19479307405378926,0.1588933479618566,ESM-1
71.75,301.96,0.13653339474435522,0.1927027534327075,0.15711690544544166,ESM-1
83.75,284.38,0.14805654620341938,0.2068138031246033,0.17030772935402316,ESM-1
95.75,305.46,0.13812012027268503,0.19786162738993066,0.15923242925128858,ESM-1
104.75,309.07,0.13849089271714318,0.19268961586964334,0.15856615246566316,ESM-1
119.5,235.32,0.18733842651674018,0.26493321025339006,0.21597521368676828,ESM-1
129.5,266.22,0.16813134718038789,0.2322506116083722,0.19327449449777936,ESM-1
139.5,253.63,0.1785367789573934,0.24802384829473106,0.20562157680730797,ESM-1
149.5,312.39,0.14293475379900508,0.20013158931206798,0.16492284566703225,ESM-1
164.5,308.65,0.14783132109608793,0.20593485998388375,0.17056817402691227,ESM-1
174.5,294.6,0.15847962353224096,0.2242730246321853,0.18226207772101155,ESM-1
184.5,292.72,0.1612226446806928,0.22528984955437015,0.18576759931165396,ESM-1
194.5,295.7,0.16147610584646763,0.2298073163277353,0.18555896467777244,ESM-1
204.5,304.44,0.157820558331627,0.22284770854649721,0.18171077876396532,ESM-1
214.5,307.82,0.1575817705207868,0.22635537724068033,0.18098645205546818,ESM-1
224.5,305.12,0.1608850587498024,0.2268951712277081,0.18539147959531466,ESM-1
229.5,272.24,0.18450738997887342,0.2632986947421659,0.21216639933679282,ESM-1
234.5,273.62,0.18455014912709217,0.26327738339580126,0.21241746587552382,ESM-1
244.5,278.31,0.1835354732044437,0.26441488474276764,0.21116455793017588,ESM-1
254.5,294.96,0.17339324730901823,0.24268898775239064,0.20019273947375066,ESM-1
264.5,282.94,0.18454255096796346,0.25858894659807946,0.21256694129593146,ESM-1
274.5,277.79,0.19008501986018383,0.26526574221615884,0.21939854587663785,ESM-1
284.5,302.61,0.17458016069490806,0.24615590193458634,0.20046182128184242,ESM-1
294.5,339.71,0.15221457383833584,0.2163602716591292,0.17556622725761242,ESM-1
304.5,311.7,0.17233320022574547,0.23796665234695596,0.19826533207471905,ESM-1
314.5,317.71,0.17012742990605545,0.2437877116429535,0.19616346791986505,ESM-1
329.5,315.24,0.17539778693019378,0.24708370995399787,0.20142102909816517,ESM-1
334.5,294.58,0.19151621561678392,0.2723107918087799,0.219822444473934,ESM-1
349.5,322.35,0.17416941131050812,0.24345250554216347,0.20059405957523455,ESM-1
360.5,306.52,0.1878963998408096,0.2622188316282995,0.21651131946715474,ESM-1
370.5,313.08,0.18548592935552397,0.26496773451956307,0.21323765980493287,ESM-1
0.5,113.6,0.26359467388381297,0.3652572624626975,0.30362817133739906,LS-9
0.5,110.1,0.2677660814791302,0.37235424534709377,0.3071703740346419,LS-9
5.5,105.6,0.2737186523490074,0.38592890668058366,0.3155924764001011,LS-9
10.5,89.4,0.2946982658444314,0.4237660115337762,0.3376219731967718,LS-9
15.5,95.6,0.2874138645361669,0.40310193232001157,0.33138942660342946,LS-9
20.5,81.8,0.30674072326097174,0.4337546160579158,0.35257138110073233,LS-9
25.5,73.5,0.31830769224090183,0.4478030363559434,0.36622229044168353,LS-9
30.5,93.2,0.2959079979643861,0.4108870030476514,0.341108053930603,LS-9
35.5,78.8,0.3149537552520973,0.44690595791548693,0.3629737854998717,LS-9
35.5,97.9,0.2925657499600694,0.41113001691154577,0.3367399680755158,LS-9
42.5,79.3,0.31638439325139,0.446113259531471,0.36537558891688693,LS-9
49.5,75.2,0.32554983718999314,0.46587462800095625,0.3744955327811618,LS-9
56.5,60.4,0.34717606548235175,0.4884216718245666,0.39984945428660146,LS-9
61.0,116.5,0.2804702370094656,0.3953964482109309,0.3231026488127465,LS-9
68.0,70.0,0.33915410310937444,0.4838105151017629,0.390363554572579,LS-9
75.0,79.0,0.329934188227463,0.469782707652865,0.38022053211862744,LS-9
82.0,66.3,0.3506823517862464,0.49567655857636317,0.4035708564027727,LS-9
82.0,72.1,0.34345776702178293,0.48377316168866735,0.39377788604107,LS-9
89.0,83.2,0.32956617689435513,0.46244633093582077,0.38042250478092626,LS-9
96.0,72.6,0.34631202113400916,0.4943118827783653,0.3991802674114144,LS-9
103.0,75.6,0.3456759013843555,0.5004710158327186,0.39848222131943484,LS-9
110.0,83.9,0.3365271445956631,0.4788902250716885,0.388741925382973,LS-9
117.0,103.5,0.3155925154840259,0.44360482270994506,0.36268685764531566,LS-9
124.0,79.5,0.3495580478565482,0.5055739747414877,0.4021726194368934,LS-9
131.0,85.3,0.3432032290993377,0.49842203274471025,0.3957727543896705,LS-9
131.0,84.9,0.3447288020542257,0.49471805846233174,0.3968125669333377,LS-9
138.0,93.1,0.335580011832211,0.48047600094712256,0.386907664958541,LS-9
145.0,97.6,0.3325605240472181,0.4744069822077637,0.38342919016139826,LS-9
152.0,116.7,0.3104744068835345,0.4408457734720389,0.3586319331238017,LS-9
159.0,124.0,0.3048150454269429,0.4257187727287644,0.35132232962965776,LS-9
166.0,92.2,0.34935174637071365,0.4901597124540657,0.40138205535625693,LS-9
173.0,71.0,0.3830132693765537,0.5469769429739454,0.4403180551847945,LS-9
180.0,67.7,0.39028282667779407,0.5702361327493669,0.4491409734155366,LS-9
180.0,69.6,0.3886072895613039,0.5574701054068553,0.4469161567423077,LS-9
187.0,102.4,0.34397068798923874,0.4815798267129779,0.3954195005546583,LS-9
194.0,113.8,0.33088759343342894,0.45860668300687024,0.38129921912897047,LS-9
201.0,84.7,0.3744296606480785,0.5285260967393459,0.43082344621329305,LS-9
201.0,115.1,0.33195881411839967,0.4817451299584704,0.38240468387285115,LS-9
208.0,106.8,0.34594680560168733,0.4958251549172908,0.3986955309833126,LS-9
215.0,89.1,0.3738113740271725,0.5296832616650058,0.4311032777783534,LS-9
222.0,95.9,0.36768996792224806,0.5272248098738765,0.4229404404009511,LS-9
229.0,161.1,0.2855954425460504,0.41201372806540504,0.32967627335150523,LS-9
236.0,123.2,0.3353473825722738,0.4717725855923978,0.3854321172210747,LS-9
243.0,120.5,0.3419992420150164,0.48178259064344175,0.39403901933943947,LS-9
249.0,96.0,0.3801600898450289,0.5489650111641303,0.43651337886905145,LS-9
249.0,96.8,0.37845234327348254,0.5427185057138235,0.4346080158326353,LS-9
256.0,112.0,0.35915415966986886,0.4945215840608053,0.41405885493032485,LS-9
263.0,142.4,0.32046767903033846,0.4597609001696023,0.36928599642065196,LS-9
270.0,84.8,0.4066159377702234,0.5904355541722709,0.46775063339531014,LS-9
277.0,88.0,0.4035475588646516,0.5681340890638032,0.4656284578898228,LS-9
284.0,126.0,0.3503285947429399,0.4845358797658379,0.4041001583067104,LS-9
291.0,114.9,0.3685108665916891,0.5193110165316768,0.4252354401201929,LS-9
298.0,115.7,0.3703577366973825,0.5178248401896154,0.42777727985513814,LS-9
298.0,131.6,0.34811134664024085,0.4849754050582341,0.401547123599338,LS-9
305.0,61.2,0.4652771120042174,0.6493089594750988,0.5351473327906205,LS-9
315.5,14.5,0.5662628296672514,0.8118021937742703,0.6501445934065971,LS-9
326.0,32.6,0.534077115910928,0.7582263945962554,0.6143461584158411,LS-9
336.5,79.4,0.44987779049615384,0.6339794671962757,0.5166934011753083,LS-9
354.0,25.0,0.5675541551464471,0.8010275921815937,0.6545079000047092,LS-9
10.0,2.799,0.41411677173304723,0.5730378863649547,0.47624182849473473,PER3
20.0,3.605,0.4170671958320809,0.5753980800207749,0.4796451955408088,PER3
30.0,8.693999999999999,0.41323470549742713,0.583153310774423,0.47553485048876604,PER3
40.0,25.398000000000003,0.3908002151741512,0.5486148904641865,0.45109887450218067,PER3
50.0,69.2,0.3333961984766117,0.46190117506308076,0.3832822373754927,PER3
60.0,75.742,0.3280987275397914,0.45646001302311434,0.37827633558507323,PER3
70.0,86.0,0.31882001540880583,0.4508802536054201,0.3670656017384595,PER3
80.0,88.822,0.31936485424640393,0.4489211138616625,0.3679373431667335,PER3
90.0,73.965,0.3424588972089216,0.5017577612640154,0.39535860678052676,PER3
100.0,55.67100000000001,0.37303498105969757,0.5341437994140739,0.43054093547116634,PER3
110.0,32.005,0.41423770510030955,0.5821153457316368,0.4780101627682523,PER3
120.0,53.312,0.38581467171741457,0.5460253986142155,0.4434139138030455,PER3
130.0,4.638999999999999,0.47324409556120783,0.6585542730104126,0.5449292002978146,PER3
140.0,1.232,0.4843595352494791,0.6668416712035897,0.5582989505046104,PER3
150.0,1.6680000000000001,0.49046336215154307,0.700813021529212,0.5644565524107252,PER3
160.0,76.3,0.36879000845357274,0.5154111861935722,0.4241572233804295,PER3
170.0,12.765,0.48126127883108843,0.6669116993315105,0.5524097397111033,PER3
180.0,2.947,0.5030824221212836,0.7080887035317603,0.5815008709825668,PER3
190.0,69.1,0.39385767711548547,0.5574011352790931,0.4530982179587109,PER3
200.0,68.652,0.3979809687417954,0.558151564266005,0.4594537757119822,PER3
210.0,64.428,0.4106061855844914,0.5764900514639524,0.4726816225880622,PER3
220.0,72.1,0.4039809296930192,0.5701496082652523,0.4633465728662599,PER3
230.0,89.155,0.38048394075638414,0.5351993183133167,0.4382516282616296,PER3
240.0,70.264,0.41408484158582687,0.5968335798615545,0.4780562829246153,PER3
260.0,78.562,0.4112245865300539,0.5855946126983714,0.4744217594232301,PER3
270.0,95.515,0.3891324165371603,0.5620838142673227,0.44836481575287834,PER3
280.0,64.12899999999999,0.4467089813667642,0.6256136482592842,0.513300995531998,PER3
290.0,60.448,0.4590193144194134,0.6510563357456677,0.5275281915380382,PER3
300.0,93.344,0.40826931349890494,0.5743855862710605,0.4678965985462315,PER3
310.0,82.13,0.43141426231320357,0.5994305012308577,0.4945506079881291,PER3
320.0,69.12100000000001,0.45821302964962785,0.6550969801736075,0.5286677584731518,PER3
330.0,56.1,0.4890636850313185,0.6871695445628422,0.5620331323468265,PER3
340.0,53.7,0.49747434465396284,0.7089214040703522,0.5739634072167914,PER3
350.0,44.075,0.5270816988979489,0.7444307281782532,0.6028033445165851,PER3
360.0,33.864000000000004,0.5523584616089051,0.7675142665600192,0.6354413722310882,PER3
370.0,61.8,0.5011887214378693,0.7081559324827975,0.5751394879759536,PER3
380.0,69.23100000000001,0.4919142411680723,0.6821631490696921,0.5653977757005325,PER3
390.0,51.623000000000005,0.5329158986294578,0.756547959317402,0.6136795055666017,PER3
400.0,76.344,0.4888533741833679,0.7025152860853229,0.5635311732425767,PER3
410.0,88.523,0.47327742620072144,0.6563301688735041,0.5427967481441127,PER3
420.0,67.531,0.5189944853414595,0.7345931789947275,0.5986854044394663,PER3
430.0,1.6440000000000001,0.6825910805351074,1.002505006881363,0.7844348706630497,PER3
440.0,42.623999999999995,0.5865566076719011,0.8348277945621071,0.6761542547929551,PER3
450.0,28.299,0.6269643918689947,0.8838275796205413,0.7225099154219697,PER3
460.0,62.9,0.5552473424320391,0.7741977842958813,0.6374214678875431,PER3
470.0,31.447,0.634110977447868,0.9079024360199317,0.732152543736628,PER3
480.0,24.467,0.6611655900431929,0.9356221271657151,0.7608129690262748,PER3
490.0,34.330999999999996,0.6450996740648332,0.9271077582871664,0.7414670087039572,PER3
500.0,5.072,0.7303663272047508,1.0518202650382793,0.8424337334443621,PER3
510.0,44.464,0.6313641884142711,0.8963334264384187,0.728114614522193,PER3
520.0,58.42,0.6074385738962479,0.8706542514097658,0.6965655274509294,PER3
530.0,60.339,0.606363618481451,0.8655208274142012,0.6995491892970672,PER3
540.0,51.792,0.636387727043147,0.9073063890554045,0.7336193063538259,PER3
550.0,64.156,0.6144939035726138,0.8671540518704529,0.7072444186065703,PER3
560.0,61.555,0.6259526133942065,0.8933648498163893,0.7210779576929074,PER3
570.0,56.2,0.6461948774525523,0.9484370313278218,0.7459211002076824,PER3
580.0,31.462,0.7219418858204202,1.0240598894827597,0.8332969640642724,PER3
590.0,42.391000000000005,0.6988385991666973,0.9710833764255749,0.8069852304371483,PER3
600.0,57.143,0.6673419459418002,0.9401368607419478,0.7704282075330938,PER3
610.0,50.153999999999996,0.6955652271404963,0.9626561580836733,0.8015189754772586,PER3
620.0,56.2,0.6867419518211293,0.997890425711899,0.7905613349719885,PER3
630.0,80.289,0.6318296826638201,0.8749847017910414,0.727042527436209,PER3
640.0,70.2,0.6650081714943656,0.9228166400974457,0.7662338446363466,PER3
650.0,436.356,0.15767798446667639,0.2219783013985755,0.18210274325907985,PER3
660.0,409.3095,0.17806956901465124,0.25301939444047866,0.20515185938678826,PER3
671.0,507.23800000000006,0.1227332132451656,0.1748352806833381,0.14115444651475967,PER3
680.0,503.88800000000003,0.12564294523648928,0.17523941668343335,0.14454270220442614,PER3
690.0,486.1,0.13611374796376338,0.1990855445990309,0.15709036310623692,PER3
0.25,9.4,0.3995507409879707,0.5741974152845912,0.45876775459344904,PG1111
1.25,9.4,0.40011216850279796,0.5525199286243241,0.4585103631600651,PG1111
1.75,9.4,0.4006020476718765,0.5688748210269537,0.45857816396587336,PG1111
2.25,9.7,0.398640557820751,0.5713333011835291,0.45935758026889756,PG1111
3.0,8.07,0.4034008007878931,0.560061015272301,0.46199355173615486,PG1111
3.0,9.4,0.39883893205117155,0.5598984761487044,0.4602702037002034,PG1111
4.0,7.7,0.4025596240860942,0.5670412139629818,0.4629159290909219,PG1111
5.0,7.4,0.4041333976058939,0.5658565502118001,0.46519585958716675,PG1111
6.0,7.07,0.40440725696439,0.5704605791252267,0.46558429994160627,PG1111
6.0,7.2,0.40502990282670287,0.5733839962219001,0.46614685896028846,PG1111
7.0,7.1,0.40503917106925574,0.5645868373950486,0.46561200557163146,PG1111
8.0,9.0,0.40234847452070505,0.5781964697226892,0.46296395129512774,PG1111
9.0,8.4,0.4042764724505546,0.5613193916098745,0.4653482514827118,PG1111
10.0,9.3,0.40350452815054183,0.569263539326866,0.46303579001628875,PG1111
11.0,8.31,0.4056735574618856,0.5619596988251587,0.46654457228291074,PG1111
11.0,8.8,0.4048018647154004,0.5717238619114404,0.4654302388303357,PG1111
13.0,9.1,0.4043237360552586,0.5704145168219491,0.4652003838942014,PG1111
14.0,11.1,0.40409199748571595,0.5737573594784239,0.4629403300092868,PG1111
15.0,8.1,0.4063745544378583,0.5665341045445064,0.46855439702566354,PG1111
16.0,7.85,0.4085079968532177,0.5783250149272543,0.47064278347008737,PG1111
16.0,8.4,0.40835780729274407,0.5610189445977183,0.4680231972483537,PG1111
17.0,7.6,0.40913226687024723,0.577876780267123,0.47109598033370054,PG1111
22.0,7.2,0.41171443818158565,0.5836807811833888,0.4749578789839882,PG1111
32.0,6.57,0.4209833005667114,0.5989429480568832,0.4806315506087571,PG1111
47.0,7.44,0.42363811569572385,0.6032152863717932,0.48908773606123196,PG1111
54.0,6.26,0.43049790971746055,0.6277642910109273,0.49466200691006385,PG1111
64.0,6.11,0.43633586306510785,0.6304004905094386,0.4999166052784134,PG1111
74.0,6.31,0.44204268312350015,0.6103234703427232,0.5065494312782238,PG1111
109.0,6.45,0.4578720020745093,0.6695891208447688,0.5275420646482771,PG1111
119.0,5.87,0.4639212503174984,0.6513974805541282,0.5346354007124063,PG1111
129.0,6.36,0.46909918451582244,0.6603494591625138,0.5398609722273225,PG1111
139.0,6.16,0.4749408145030883,0.6859733934488823,0.5471526712576318,PG1111
149.0,6.38,0.4798459515577652,0.6708443349448239,0.5526213390455819,PG1111
159.0,5.69,0.48833919390875213,0.6772018771095505,0.5620010965225906,PG1111
