CoreID,CompositeDepth,TOC_percent,TOC_mg_g
PG1351,1228,0.2,2
PG1351,1232,0.17,1.7
PG1351,1236,0.23,2.3
PG1351,1240,0.18,1.8
PG1351,1244,0.2,2
PG1351,1248,0.21,2.1
PG1351,1252,0.22,2.2
PG1351,1256,0.3,3
PG1351,1260,0.32,3.2
PG1351,1264,0.19,1.9
PG1351,1268,0.5,5
PG1351,1284,0.59,5.9
PG1351,1286,0.58,5.8
PG1351,1288,0.85,8.5
PG1351,1290,1.03,10.3
PG1437,1,2.1622,21.622
PG1437,5,2.652,26.52
PG1437,9,1.64355,16.4355
PG1437,13,2.05595,20.5595
PG1437,17,1.7613,17.613
PG1437,21,2.297,22.97
PG1437,25,2.7142,27.142
PG1437,29,2.9629,29.629
PG1437,33,2.2434,22.434
PG1437,37,2.02505,20.2505
PG1437,41,2.4166,24.166
PG1437,45,2.49675,24.9675
PG1437,49,2.25445,22.5445
PG1437,53,1.59765,15.9765
PG1437,57,2.3156,23.156
PG1437,61,2.38965,23.8965
PG1437,65,2.29515,22.9515
PG1437,69,1.5595,15.595
PG1437,73,1.92615,19.2615
PG1437,77,2.18165,21.8165
PG1437,81,1.53385,15.3385
PG1437,85,1.99445,19.9445
PG1437,89,2.48445,24.8445
PG1437,93,0.99645,9.9645
PG1437,97,2.3003,23.003
PG1437,101,1.8092,18.092
PG1437,105,2.03635,20.3635
PG1437,109,2.46875,24.6875
PG1437,113,2.3744,23.744
PG1437,117,2.19885,21.9885
PG1437,121,1.5974,15.974
PG1437,125,2.0736,20.736
PG1437,129,1.30685,13.0685
PG1437,133,1.1594,11.594
PG1437,137,1.38275,13.8275
PG1437,141,2.0084,20.084
PG1437,145,2.12395,21.2395
PG1437,149,1.73485,17.3485
PG1437,153,1.5216,15.216
PG1437,157,1.22265,12.2265
PG1437,161,1.67065,16.7065
PG1437,165,1.9127,19.127
PG1437,169,1.4951,14.951
PG1437,173,1.65015,16.5015
PG1437,177,1.711,17.11
PG1437,181,1.5749,15.749
PG1437,185,1.7353,17.353
PG1437,189,2.0466,20.466
PG1437,193,1.7056,17.056
PG1437,197,1.36035,13.6035
PG1437,199,1.47195,14.7195
PG1437,205,1.74555,17.4555
PG1437,209,1.9433,19.433
PG1437,213,1.65705,16.5705
PG1437,217,2.54885,25.4885
PG1437,221,2.5295,25.295
PG1437,225,2.45705,24.5705
PG1437,229,2.51365,25.1365
PG1437,233,2.57251,25.7251
PG1437,237,1.51385,15.1385
PG1437,241,1.13875,11.3875
PG1437,245,1.66135,16.6135
PG1437,249,1.7973,17.973
PG1437,253,2.4202,24.202
PG1437,257,2.5571,25.571
PG1437,261,2.3406,23.406
PG1437,265,2.8536,28.536
PG1437,269,2.6354,26.354
PG1437,273,2.6535,26.535
PG1437,277,2.51105,25.1105
PG1437,281,2.88795,28.8795
PG1437,285,2.7631,27.631
PG1437,289,2.6963,26.963
PG1437,293,2.99615,29.9615
PG1437,297,3.1776,31.776
PG1437,301,3.1777,31.777
PG1437,305,2.81935,28.1935
PG1437,309,2.18065,21.8065
PG1437,313,4.49265,44.9265
PG1437,317,3.6162,36.162
PG1437,321,2.6609,26.609
PG1437,325,1.9044,19.044
PG1437,329,4.09245,40.9245
PG1437,333,3.62135,36.2135
PG1437,337,3.6911,36.911
PG1437,341,3.5932,35.932
PG1437,345,3.9026,39.026
PG1437,349,3.53745,35.3745
PG1437,353,2.9865,29.865
PG1437,357,4.80345,48.0345
PG1437,361,4.47585,44.7585
PG1437,365,3.82325,38.2325
PG1437,369,4.05885,40.5885
PG1437,373,4.0281,40.281
PG1437,377,4.00015,40.0015
PG1437,381,3.6771,36.771
PG1437,385,3.7018,37.018
PG1437,389,3.5486,35.486
PG1437,393,3.04195,30.4195
PG1437,397,2.3067,23.067
PG1437,401,3.6586,36.586
PG1437,405,3.93705,39.3705
PG1437,409,4.5954,45.954
PG1437,413,4.5227,45.227
PG1437,417,4.61875,46.1875
PG1437,421,3.6821,36.821
PG1437,425,4.28085,42.8085
PG1437,429,4.02805,40.2805
PG1437,433,3.84095,38.4095
PG1437,437,3.843,38.43
PG1437,441,3.85275,38.5275
PG1437,445,4.2077,42.077
PG1437,449,4.22905,42.2905
PG1437,453,4.4426,44.426
PG1437,457,3.90635,39.0635
PG1437,461,3.3163,33.163
PG1437,463,2.8315,28.315
PG1437,465,4.22595,42.2595
PG1437,469,4.14835,41.4835
PG1437,471,1.64645,16.4645
PG1437,473,3.9002,39.002
PG1437,477,3.9867,39.867
PG1437,479,1.65215,16.5215
PG1437,481,4.1511,41.511
PG1437,485,3.52255,35.2255
PG1437,487,1.91595,19.1595
PG1437,489,3.62545,36.2545
PG1437,493,3.07015,30.7015
PG1437,495,3.39075,33.9075
PG1437,497,3.0378,30.378
PG1437,499,2.97355,29.7355
PG1437,501,2.7508,27.508
PG1437,503,2.90325,29.0325
PG1437,507,2.4667,24.667
PG1437,511,3.7294,37.294
PG1437,515,4.68915,46.8915
PG1437,519,4.14265,41.4265
PG1437,523,3.7423,37.423
PG1437,527,3.5294,35.294
PG1437,531,3.61475,36.1475
PG1437,535,3.60805,36.0805
PG1437,539,4.10795,41.0795
PG1437,543,4.34635,43.4635
PG1437,547,3.8482,38.482
PG1437,551,3.67235,36.7235
PG1437,555,3.6472,36.472
PG1437,559,3.9067,39.067
PG1437,563,3.82475,38.2475
PG1437,567,3.89315,38.9315
PG1437,571,3.19475,31.9475
PG1437,575,3.52585,35.2585
PG1437,579,3.4062,34.062
PG1437,583,3.73685,37.3685
PG1437,587,3.03705,30.3705
PG1437,591,3.3013,33.013
PG1437,595,2.5602,25.602
PG1437,599,3.05425,30.5425
PG1437,603,2.9903,29.903
PG1437,608,2.9477,29.477
PG1437,611,3.0548,30.548
PG1437,615,3.08605,30.8605
PG1437,619,2.6468,26.468
PG1437,623,3.62005,36.2005
PG1437,627,3.375,33.75
PG1437,631,3.3355,33.355
PG1437,635,2.80555,28.0555
PG1437,639,3.86155,38.6155
PG1437,643,2.6266,26.266
PG1437,647,2.1282,21.282
PG1437,651,1.4266,14.266
PG1437,655,1.39825,13.9825
PG1437,659,1.2222,12.222
PG1437,663,1.19535,11.9535
PG1437,667,0.9459,9.459
PG1437,671,1.0463,10.463
PG1437,675,0.8384,8.384
PG1437,679,0.8389,8.389
PG1437,683,0,0
PG1437,687,0.7195,7.195
PG1437,695,0.47935,4.7935
PG1437,699,0.3219,3.219
PG1437,703,0.35985,3.5985
PG1437,707,0.37705,3.7705
PG1437,711,0.4197,4.197
PG1437,715,0.4502,4.502
PG1437,719,0.4066,4.066
PG1437,731,0.36385,3.6385
PG1437,751,0.5646,5.646
PG1437,771,0.39415,3.9415
PG1437,791,0.37155,3.7155
PG1437,811,0.59645,5.9645
PG1437,831,0.47555,4.7555
PG1437,851,0.44715,4.4715
PG1437,871,0.37205,3.7205
PG1437,891,0.3463,3.463
PG1437,911,0.35535,3.5535
PG1437,931,0.35305,3.5305
PG1437,951,0.38825,3.8825
PG1437,971,0.40565,4.0565
PG1437,971,0.46465,4.6465
PG1437,991,0.4905,4.905
PG1437,991,0.3914,3.914
PG1437,1011,0.5634,5.634
PG1437,1031,2.6813,26.813
PG1437,1051,0.36795,3.6795
PG1437,1071,0.4144,4.144
PG1437,1091,0.3514,3.514
PG1437,1111,0.39145,3.9145
PG1437,1131,0.38905,3.8905
PG1437,1151,0.38465,3.8465
PG1437,1171,0.2814,2.814
PG1437,1178,0.24945,2.4945
PG1746,0,43.55,435.5
PG1746,10,43.225,432.25
PG1746,15,44.075,440.75
PG1746,20,43.87,438.7
PG1746,25,43.975,439.75
PG1746,30,44.845,448.45
PG1746,35,45.09,450.9
PG1746,40,45.605,456.05
PG1746,45,45.475,454.75
PG1746,50,45.58,455.8
PG1746,55,46.345,463.45
PG1746,60,47.385,473.85
PG1746,65,48.21,482.1
PG1746,70,47.575,475.75
PG1746,73,48.61,486.1
PG1746,75,47.725,477.25
PG1746,80,48.945,489.45
PG1746,85,48.15,481.5
PG1746,90,47.36,473.6
PG1746,95,45.195,451.95
PG1746,100,44.57,445.7
PG1746,105,44.93,449.3
PG1746,110,45.255,452.55
PG1746,115,48.245,482.45
PG1746,120,47.075,470.75
PG1746,125,46.09,460.9
PG1746,130,45.16,451.6
PG1746,135,43.465,434.65
PG1746,140,41.605,416.05
PG1746,145,41.995,419.95
PG1746,150,40.475,404.75
PG1746,155,40.48,404.8
PG1746,160,39.49,394.9
PG1746,165,37.5,375
PG1746,170,35.235,352.35
PG1746,175,35.6605,356.605
PG1746,180,35.625,356.25
PG1746,185,35.01,350.1
PG1746,190,35.835,358.35
PG1746,195,37.645,376.45
PG1746,200,38.545,385.45
PG1746,205,37.545,375.45
PG1746,210,31.8,318
PG1746,215,36.025,360.25
PG1746,220,35.26,352.6
PG1746,225,34.95,349.5
PG1746,230,35.565,355.65
PG1746,235,37.14,371.4
PG1746,240,33.91,339.1
PG1746,245,32.71,327.1
PG1746,250,30.33,303.3
PG1746,255,30.205,302.05
PG1746,260,31.45,314.5
PG1746,265,34.465,344.65
PG1746,270,33.305,333.05
PG1746,275,35.32,353.2
PG1746,280,36.905,369.05
PG1746,285,34.615,346.15
PG1746,290,32.675,326.75
PG1746,295,34.39,343.9
PG1746,300,32.9,329
PG1746,303,29.035,290.35
PG1746,305,28.41,284.1
PG1746,310,24.225,242.25
PG1746,315,21.445,214.45
PG1746,320,18.38,183.8
PG1746,325,17.225,172.25
PG1746,328,17.915,179.15
PG1746,330,16.715,167.15
PG1746,335,13.99,139.9
PG1746,340,12.29,122.9
PG1746,345,13.46,134.6
PG1746,349,14.43,144.3
PG1746,351,13.475,134.75
PG1746,353,11.88,118.8
PG1746,355,7.8695,78.695
PG1746,360,2.7395,27.395
PG1746,365,2.4965,24.965
PG1746,370,2.108,21.08
PG1746,375,2.7665,27.665
PG1856,202,1.46309906244277,14.6309906244277
PG1856,209,1.98558557033538,19.8558557033538
PG1856,219,1.97002154588699,19.7002154588699
PG1856,227,2.05699002742767,20.5699002742767
PG1856,239,2.00103533267974,20.0103533267974
PG1856,249,2.0230050086975,20.230050086975
PG1856,259,2.13395226001739,21.3395226001739
PG1856,269,2.03061532974243,20.3061532974243
PG1856,279,1.70861399173736,17.0861399173736
PG1856,289,1.6421713232994,16.421713232994
PG1856,299,2.39276719093322,23.9276719093322
PG1856,309,2.37930822372436,23.7930822372436
PG1856,319,2.36491227149963,23.6491227149963
PG1856,329,2.90308701992034,29.0308701992034
PG1856,339,2.18040740489959,21.8040740489959
PG1856,349,1.82811123132705,18.2811123132705
PG1856,359,2.19088160991668,21.9088160991668
PG1856,369,2.15501749515533,21.5501749515533
PG1856,379,2.21540284156799,22.1540284156799
PG1856,389,2.18188548088073,21.8188548088073
PG1856,399,2.55999267101287,25.5999267101287
PG1856,409,2.55366361141204,25.5366361141204
PG1856,419,2.19628262519836,21.9628262519836
PG1856,429,2.17594420909881,21.7594420909881
PG1857,3,2.10269594192504,21.0269594192504
PG1857,9,1.9376060962677,19.376060962677
PG1857,19,1.93985229730606,19.3985229730606
PG1857,29,1.70934641361236,17.0934641361236
PG1857,39,1.6874976158142,16.874976158142
PG1857,49,1.24913054704666,12.4913054704666
PG1857,58,1.27056032419204,12.7056032419204
PG1857,69,1.58942633867263,15.8942633867263
PG1857,79,1.61070472002029,16.1070472002029
PG1857,89,1.57370364665985,15.7370364665985
PG1857,99,1.79638761281967,17.9638761281967
PG1857,109,1.538,15.38
PG1857,119,1.56403976678848,15.6403976678848
PG1857,129,1.71104311943054,17.1104311943054
PG1857,139,1.58958840370178,15.8958840370178
PG1857,149,1.72572672367095,17.2572672367095
PG1857,158,1.73965138196945,17.3965138196945
PG1857,170,1.78510516881942,17.8510516881942
PG1857,174,1.66243988275527,16.6243988275527
PG1857,184,1.4459154009819,14.459154009819
PG1857,194,1.07991814613342,10.7991814613342
PG1857,204,2.01348793506622,20.1348793506622
PG1857,214,2.19215929508209,21.9215929508209
PG1857,224,1.98076492547988,19.8076492547988
PG1857,226,2.04657292366027,20.4657292366027
PG1857,234,1.99440032243728,19.9440032243728
PG1857,244,1.78519386053085,17.8519386053085
PG1857,254,1.07076770067214,10.7076770067214
PG1857,264,1.82226949930191,18.2226949930191
PG1857,274,1.04174274206161,10.4174274206161
PG1857,284,1.80910241603851,18.0910241603851
PG1857,294,1.73346370458602,17.3346370458602
PG1857,305,1.99633836746215,19.9633836746215
PG1857,314,1.73,17.3
PG1858,0.5,11.1677346229553,111.677346229553
PG1858,5.5,10.2530083656311,102.530083656311
PG1858,10.5,11.5873651504516,115.873651504516
PG1858,15.5,10.7127437591552,107.127437591552
PG1858,20.5,9.68565034866333,96.8565034866333
PG1858,21.5,10.3514518737792,103.514518737792
PG1858,23.5,8.70880460739135,87.0880460739135
PG1858,25.5,8.38955783843994,83.8955783843994
PG1858,31.5,11.0655131340026,110.655131340026
PG1858,33.5,9.61306238174438,96.1306238174438
PG1858,35.5,5.72306847572326,57.2306847572326
PG1858,40.5,6.56838488578796,65.6838488578796
PG1858,42.5,4.79668354988098,47.9668354988098
PG1858,44.5,9.86870622634887,98.6870622634887
PG1858,46.5,13.3163313865661,133.163313865661
PG1858,48.5,13.9128956794738,139.128956794738
PG1858,50.5,12.307828426361,123.07828426361
PG1858,52.5,10.6569037437438,106.569037437438
PG1858,58.5,10.4882116317749,104.882116317749
PG1858,60.5,6.71228456497192,67.1228456497192
PG1858,63.5,9.37989664077758,93.7989664077758
PG1858,65.5,4.02572131156921,40.2572131156921
PG1858,67.5,3.13513553142547,31.3513553142547
PG1858,69.5,6.29857897758483,62.9857897758483
PG1858,74.5,9.95832824707031,99.5832824707031
PG1858,77.5,15.3815360069274,153.815360069274
PG1858,79.5,12.9685955047607,129.685955047607
PG1858,81.5,9.70183944702148,97.0183944702148
PG1858,83.5,6.92039227485656,69.2039227485656
PG1858,86.5,21.3872604370117,213.872604370117
PG1858,88.5,17.8426141738891,178.426141738891
PG1858,90.5,18.9511747360229,189.511747360229
PG1858,92.5,17.7456045150756,177.456045150756
PG1858,94.5,9.54994201660156,95.4994201660156
PG1858,96.5,5.26501083374023,52.6501083374023
PG1858,98.5,2.74720895290374,27.4720895290374
PG1858,99.5,2.21918809413909,22.1918809413909
PG1890,6.5,5.61714458465576,56.1714458465576
PG1890,7.5,5.18172526359558,51.8172526359558
PG1890,8.5,4.07461977005004,40.7461977005004
PG1890,9.5,2.71772766113281,27.1772766113281
PG1890,10.5,3.16460788249969,31.6460788249969
PG1890,11.5,3.08442687988281,30.8442687988281
PG1890,12.5,3.01447570323944,30.1447570323944
PG1890,13.5,3.43824851512908,34.3824851512908
PG1890,14.5,2.9457471370697,29.457471370697
PG1890,15.5,3.16599476337432,31.6599476337432
PG1890,16.5,3.29464137554168,32.9464137554168
PG1890,17.5,2.93983256816864,29.3983256816864
PG1890,18.5,2.68884825706481,26.8884825706481
PG1890,19.5,3.56305217742919,35.6305217742919
PG1890,20.5,4.50632143020629,45.0632143020629
PG1890,21.5,4.38686347007751,43.8686347007751
PG1890,22.5,3.98247325420379,39.8247325420379
PG1890,23.5,2.75646305084228,27.5646305084228
PG1890,24.5,2.86802911758422,28.6802911758422
PG1890,25.5,2.96871364116668,29.6871364116668
PG1890,26.5,3.00862622261047,30.0862622261047
PG1890,27.5,3.02127814292907,30.2127814292907
PG1890,28.5,4.38875985145568,43.8875985145568
PG1890,29.5,3.44971454143524,34.4971454143524
PG1890,30.5,4.41490817070007,44.1490817070007
PG1890,31.5,1.84275364875793,18.4275364875793
PG1890,32.5,2.22808194160461,22.2808194160461
PG1890,33.5,2.73872435092926,27.3872435092926
PG1890,34.5,2.92602956295013,29.2602956295013
PG1890,35.5,2.61162853240966,26.1162853240966
PG1890,36.5,2.18540549278259,21.8540549278259
PG1890,37.5,2.35074400901794,23.5074400901794
PG1890,38.5,1.9290058016777,19.290058016777
PG1890,39.5,2.56889331340789,25.6889331340789
PG1890,43.5,1.20998722314834,12.0998722314834
PG1890,44.5,1.79018372297286,17.9018372297286
PG1890,45.5,2.32132852077484,23.2132852077484
PG1890,46.5,1.51357388496398,15.1357388496398
PG1890,47.5,0.780499786138534,7.80499786138534
PG1890,48.5,0.294755876064301,2.947558760643
PG1890,51.5,0.83988606929779,8.3988606929779
PG1890,52.5,1.5717921257019,15.717921257019
PG1890,53.5,1.62448281049728,16.2448281049728
PG1890,54.5,1.36046159267425,13.6046159267425
PG1890,55.5,1.35742986202239,13.5742986202239
PG1890,61.5,1.25737595558166,12.5737595558166
PG1890,62.5,1.78004586696624,17.8004586696624
PG1890,63.5,1.86231583356857,18.6231583356857
PG1890,64.5,2.08577263355255,20.8577263355255
PG1890,65.5,1.99916619062423,19.9916619062423
PG1890,66.5,1.91795867681503,19.1795867681503
PG1890,67.5,1.10373735427856,11.0373735427856
PG1890,68.5,1.07894456386566,10.7894456386566
PG1890,69.5,0.837637364864349,8.37637364864349
PG1890,70.5,1.49755305051803,14.9755305051803
PG1890,71.5,1.35024207830429,13.5024207830429
PG1890,74.5,1.52559298276901,15.2559298276901
PG1890,75.5,2.0012023448944,20.012023448944
PG1890,76.5,2.17991304397583,21.7991304397583
PG1890,77.5,1.67187011241912,16.7187011241912
PG1890,78.5,0.747425764799118,7.47425764799118
PG1890,79.5,2.62269556522369,26.2269556522369
PG1890,80.5,3.02854633331298,30.2854633331298
PG1890,81.5,2.92507779598236,29.2507779598236
PG1890,82.5,2.80164849758148,28.0164849758148
PG1890,83.5,2.66114175319671,26.6114175319671
PG1890,84.5,3.45624840259552,34.5624840259552
PG1890,85.5,3.41992473602294,34.1992473602294
PG1890,86.5,3.99355638027191,39.9355638027191
PG1890,87.5,3.08658528327941,30.8658528327941
PG1890,88.5,2.03292822837829,20.3292822837829
PG1890,89.5,1.45327866077423,14.5327866077423
PG1890,90.5,1.43193942308425,14.3193942308425
PG1890,91.5,1.57641607522964,15.7641607522964
PG1890,92.5,1.68314552307128,16.8314552307128
PG2023,0.5,11.9231896400451,119.231896400451
PG2023,2.5,12.1992468833923,121.992468833923
PG2023,4.5,12.7307586669921,127.307586669921
PG2023,6.5,12.3433609008789,123.433609008789
PG2023,8.5,12.9347343444824,129.347343444824
PG2023,10.5,12.2956852912902,122.956852912902
PG2023,12.5,11.261088848114,112.61088848114
PG2023,14.5,11.0374054908752,110.374054908752
PG2023,16.5,11.6757450103759,116.757450103759
PG2023,18.5,11.4835286140441,114.835286140441
PG2023,20.5,10.5087871551513,105.087871551513
PG2023,25.5,11.0883350372314,110.883350372314
PG2023,30.5,11.1425671577453,111.425671577453
PG2023,35.5,10.5843482017517,105.843482017517
PG2023,40.5,10.6202039718627,106.202039718627
PG2023,45.5,11.9787783622741,119.787783622741
PG2023,50.5,13.3703002929687,133.703002929687
PG2023,55.5,13.175175666809,131.75175666809
PG2023,60.5,12.5880937576293,125.880937576293
PG2023,65.5,13.1500687599182,131.500687599182
PG2023,80.5,13.983130455017,139.83130455017
PG2023,85.5,10.5486903190612,105.486903190612
PG2023,90.5,8.7997760772705,87.997760772705
PG2023,95.5,8.22239303588867,82.2239303588867
PG2023,100.5,6.34843182563781,63.4843182563781
PG2023,105.5,6.46246075630187,64.6246075630187
PG2023,110.5,7.19048285484313,71.9048285484313
PG2023,115.5,7.74226570129394,77.4226570129394
PG2023,120.5,7.93857145309448,79.3857145309448
PG2023,125.5,7.94393754005432,79.4393754005432
PG2023,130.5,8.42601108551025,84.2601108551025
PG2023,135.5,8.61618280410766,86.1618280410766
PG2023,140.5,6.43691062927246,64.3691062927246
PG2023,145.5,9.55676221847534,95.5676221847534
PG2023,150.5,8.57725524902343,85.7725524902343
PG2023,155.5,9.8874773979187,98.874773979187
PG2023,160.5,10.6287274360656,106.287274360656
PG2023,165.5,10.2747654914855,102.747654914855
PG2023,170.5,9.54047203063964,95.4047203063964
PG2023,175.5,8.76817274093627,87.6817274093627
PG2023,180.5,9.44716644287109,94.4716644287109
PG2023,185.5,9.96791839599609,99.6791839599609
PG2023,190.5,9.68542289733886,96.8542289733886
PG2023,195.5,10.4008083343505,104.008083343505
PG2023,200.5,10.4110579490661,104.110579490661
PG2023,205.5,10.5455660820007,105.455660820007
PG2023,210.5,10.4260187149047,104.260187149047
PG2023,215.5,10.0986380577087,100.986380577087
PG2023,220.5,10.5932302474975,105.932302474975
PG2023,225.5,10.6076197624206,106.076197624206
PG2023,230.5,10.5245327949523,105.245327949523
PG2023,235.5,11.0109915733337,110.109915733337
PG2023,240.5,11.3099474906921,113.099474906921
PG2023,245.5,10.9190163612365,109.190163612365
PG2023,250.5,10.3335623741149,103.335623741149
PG2023,255.5,10.05180311203,100.5180311203
PG2023,260.5,9.03622770309448,90.3622770309448
PG2023,265.5,8.90786981582641,89.0786981582641
PG2023,270.5,8.65319013595581,86.5319013595581
PG2023,275.5,9.14005470275878,91.4005470275878
PG2023,280.5,10.287793636322,102.87793636322
PG2023,285.5,10.7183184623718,107.183184623718
PG2023,290.5,11.5292401313781,115.292401313781
PG2023,295.5,10.416341304779,104.16341304779
PG2023,300.5,10.0923585891723,100.923585891723
PG2023,305.5,9.44274854660034,94.4274854660034
PG2023,310.5,10.3575654029846,103.575654029846
PG2023,315.5,10.8716158866882,108.716158866882
PG2023,320.5,11.7865796089172,117.865796089172
PG2023,325.5,12.5103282928466,125.103282928466
PG2023,330.5,12.9223494529724,129.223494529724
PG2023,335.5,10.2323269844055,102.323269844055
PG2023,340.5,13.0001988410949,130.001988410949
PG2023,345.5,11.9767069816589,119.767069816589
PG2023,350.5,12.0234756469726,120.234756469726
PG2023,355.5,12.6568441390991,126.568441390991
PG2023,360.5,12.8642563819885,128.642563819885
PG2023,365.5,12.3954524993896,123.954524993896
PG2023,370.5,12.1269154548645,121.269154548645
PG2023,375.5,12.2993569374084,122.993569374084
PG2023,380.5,12.0459146499633,120.459146499633
PG2023,385.5,13.0197224617004,130.197224617004
PG2023,390.5,12.9492149353027,129.492149353027
PG2023,400.5,12.3719305992126,123.719305992126
PG2023,405.5,12.499665737152,124.99665737152
PG2023,410.5,11.3438835144042,113.438835144042
PG2023,415.5,11.4387044906616,114.387044906616
PG2023,420.5,11.556704044342,115.56704044342
PG2023,425.5,9.92518615722656,99.2518615722656
PG2023,430.5,12.4809250831604,124.809250831604
PG2023,435.5,13.1663036346435,131.663036346435
PG2023,440.5,8.87071800231933,88.7071800231933
PG2023,445.5,6.79899835586547,67.9899835586547
PG2023,450.5,4.04044246673583,40.4044246673583
PG2023,455.5,5.15435719490051,51.5435719490051
PG2023,460.5,5.66815876960754,56.6815876960754
PG2023,465.5,4.52346897125244,45.2346897125244
PG2023,470.5,3.19554448127746,31.9554448127746
PG2023,475.5,1.75137859582901,17.5137859582901
PG2023,480.5,0.648954182863235,6.48954182863235
PG2023,485.5,1.19521617889404,11.9521617889404
PG2023,490.5,1.26779603958129,12.6779603958129
PG2023,495.5,1.28491306304931,12.8491306304931
PG2023,500.5,1.07970297336578,10.7970297336578
PG2023,525.5,0.697571069002151,6.97571069002151
PG2023,550.5,1.30450230836868,13.0450230836868
PG2023,575.5,1.14259147644042,11.4259147644042
PG2023,600.5,0.680692791938781,6.80692791938781
PG2023,625.5,0.630904823541641,6.30904823541641
PG2023,650.5,0.963757872581481,9.63757872581481
PG2023,675.5,0.771577090024948,7.71577090024948
PG2023,700.5,0.40514113008976,4.05141130089759
PG2023,710,0.516922771930694,5.16922771930694
Tel2006,0.5,1.79585938697318,17.9585938697318
Tel2006,1.75,1.17965203125,11.7965203125
Tel2006,2.25,1.22846506603125,12.2846506603125
Tel2006,2.75,0.988064170040486,9.88064170040486
Tel2006,3.25,0.96587591522158,9.6587591522158
Tel2006,3.75,0.896644136807818,8.96644136807818
Tel2006,4.25,1.09323472222222,10.9323472222222
Tel2006,4.75,0.983260454545455,9.83260454545455
Tel2006,5.25,0.751666962699822,7.51666962699822
Tel2006,5.75,0.664408450704225,6.64408450704225
Tel2006,6.25,0.945691995934563,9.45691995934564
Tel2006,6.75,0.920720758483034,9.20720758483034
Tel2006,7.75,0.893371470165527,8.93371470165527
Tel2006,8.25,1.01728323529412,10.1728323529412
Tel2006,8.75,1.23527626168224,12.3527626168224
Tel2006,9.25,1.02684271685761,10.2684271685761
Tel2006,9.75,1.02325024311183,10.2325024311183
Tel2006,10.75,1.03040782873136,10.3040782873136
Tel2006,11.25,0.93635243902439,9.3635243902439
Tel2006,12.25,0.85309875,8.5309875
Tel2006,12.75,0.756627586206897,7.56627586206897
Tel2006,13.25,0.690923709677419,6.90923709677419
Tel2006,13.75,0.705463014988072,7.05463014988072
Tel2006,14.25,1.13814145543228,11.3814145543228
Tel2006,14.75,0.86063875502008,8.6063875502008
Tel2006,15.75,1.22771063829787,12.2771063829787
Tel2006,16.25,0.861309274873524,8.61309274873524
Tel2006,16.75,0.811375184138835,8.11375184138836
Tel2006,17.75,1.24833333333333,12.4833333333333
Tel2006,18.25,1.37266323232323,13.7266323232323
Tel2006,18.75,0.941301136363637,9.41301136363636
Tel2006,19.75,0.985081481481482,9.85081481481482
Tel2006,20.25,1.12870478107986,11.2870478107986
Tel2006,21.75,0.709109135399674,7.09109135399674
Tel2006,22.25,0.8624,8.624
Tel2006,22.75,0.785390311418685,7.85390311418685
Tel2006,23.75,0.684200308641975,6.84200308641975
Tel2006,24.75,0.808029423182067,8.08029423182067
Tel2006,25.75,0.85254112754159,8.5254112754159
Tel2006,26.75,1.12983522012579,11.2983522012579
Tel2006,27.75,0.976783355525966,9.76783355525966
Tel2006,28.25,0.816241420118344,8.16241420118344
Tel2006,28.75,0.934605593979045,9.34605593979045
Tel2006,29.25,0.93359329529244,9.3359329529244
Tel2006,29.75,0.879649281045752,8.79649281045752
Tel2006,30.75,0.832240070175439,8.32240070175439
Tel2006,31.25,0.784331081081081,7.84331081081081
Tel2006,31.75,0.782726442012351,7.82726442012351
Tel2006,32.75,0.755207922272048,7.55207922272048
Tel2006,33.25,0.669314790996785,6.69314790996785
Tel2006,33.75,0.682379373368146,6.82379373368146
Tel2006,34.25,0.710198882681564,7.10198882681564
Tel2006,34.75,0.744650709298871,7.44650709298871
Tel2006,35.75,0.6118,6.118
Tel2006,36.75,0.530166197183099,5.30166197183099
Tel2006,37.25,0.564806125827815,5.64806125827815
Tel2006,37.75,0.543112694560967,5.43112694560967
Tel2006,38.75,1.02713505527087,10.2713505527087
Tel2006,39.75,0.865961032216641,8.65961032216641
Tel2006,40.75,0.91858308195451,9.1858308195451
Tel2006,41.25,0.920706754966888,9.20706754966888
Tel2006,41.75,0.955908781558727,9.55908781558727
Tel2006,42.25,0.957458779576588,9.57458779576588
Tel2006,42.75,0.912666856848961,9.12666856848961
Tel2006,43.25,0.81017119205298,8.1017119205298
Tel2006,43.75,0.767452848484849,7.67452848484849
Tel2006,44.25,0.758011851851852,7.58011851851852
Tel2006,44.75,0.807334200743494,8.07334200743495
Tel2006,45.25,0.680890404624277,6.80890404624277
Tel2006,46.25,0.760759151515152,7.60759151515152
Tel2006,46.75,0.955705559130892,9.55705559130892
Tel2006,47.25,0.857905139664805,8.57905139664805
Tel2006,47.75,0.915138636363636,9.15138636363636
Tel2006,48.25,0.902155856966708,9.02155856966708
Tel2006,48.75,0.757711797133407,7.57711797133407
Tel2006,49.25,0.789168973747017,7.89168973747017
Tel2006,49.75,0.859444108108108,8.59444108108108
Tel2006,50.25,0.914296716224871,9.14296716224871
Tel2006,51.25,0.949919610231425,9.49919610231425
Tel2006,51.75,0.876555555555556,8.76555555555556
Tel2006,52.25,0.9799265,9.799265
Tel2006,53.25,0.893223648648649,8.93223648648649
Tel2006,53.75,0.783426235380117,7.83426235380117
Tel2006,54.25,0.82922546875,8.2922546875
Tel2006,54.75,0.864450740740741,8.64450740740741
