CoreID,CompositeDepth,DryBulkDensity,WaterContent,TOC_percent,TOC_mg_g
EN18208,681.5,0.999983333,46.2860672688696,0.650386542,6.50386542
EN18208,703.5,0.852433333,49.2558933248671,0.827281609,8.27281609
EN18208,709.5,0.6217,55.8122179181918,0.627204746,6.27204746
EN18208,715.5,0.915633333,48.4276139158515,0.392857477,3.92857477
EN18208,721.5,0.862783333,49.6400568126544,0.378846735,3.78846735
EN18208,733.5,0.745033333,56.302603153501,0.35692516,3.5692516
EN18208,739.5,0.853083333,50.9642374716189,0.389565393,3.89565393
EN18208,745.5,0.831,51.4134533867337,0.391693622,3.91693622
EN18208,757.7,0.612614286,59.3637767817377,0.328945369,3.28945369
EN18208,763.5,0.92482,47.6076094222685,0.381737977,3.81737977
EN18208,769.5,0.684866667,55.0823650295683,0.368045405,3.68045405
EN18208,781.5,0.648433333,58.6049134454765,0.341382876,3.41382876
EN18208,787.5,0.81595,52.7131708070935,0.328780323,3.28780323
EN18208,793.5,0.552066667,64.04606584246,0.427705705,4.27705705
EN18208,799.5,0.849383333,52.1037940659568,0.420902669,4.20902669
EN18208,805.5,0.615133333,61.9363887628398,0.334707305,3.34707305
EN18208,811.5,0.726483333,52.326319013037,0.354260713,3.54260713
EN18208,817.5,0.853783333,48.4658565047684,0.401441842,4.01441842
EN18208,829.5,0.843416667,50.6716185128865,0.349854961,3.49854961
EN18208,841.5,0.470966667,65.1079802931335,0.334949076,3.34949076
EN18208,853.5,0.946766667,47.4325162173917,0.33494325,3.3494325
