"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-2.58138122558591
21997,-1.45301411946612
21996,-2.32147827148435
21995,-1.42944437662758
21994,-1.67678426106769
21993,-1.45840047200519
21992,-1.3397277832031
21991,-1.79473470052081
21990,-1.43294372558591
21989,-1.02623596191404
21988,-1.80281677246091
21987,-2.35417277018227
21986,-1.73872985839841
21985,-2.09959513346352
21984,-1.77177022298175
21983,-0.675446573893206
21982,-0.47868957519529
21981,-1.17770487467446
21980,-0.634959920247373
21979,-1.06169738769529
21978,-0.790528361002581
21977,-0.636190795898415
21976,-1.11143595377602
21975,-0.959743245442686
21974,-0.841965738932269
21973,-1.77331644694008
21972,-1.84166564941404
21971,-1.50597229003904
21970,-1.92315266927081
21969,-2.29003499348956
21968,-2.61565755208331
21967,-1.82564900716144
21966,-2.61152750651039
21965,-2.10853169759112
21964,-1.56184997558591
21963,-1.44652404785154
21962,-2.44174804687498
21961,-1.93849283854164
21960,-1.43505452473956
21959,-1.25289510091144
21958,-1.14930826822914
21957,-1.6693176269531
21956,-0.0963297526041439
21955,-1.25435485839841
21954,-1.36736653645831
21953,-1.45726623535154
21952,-0.208990478515602
21951,-1.03584899902341
21950,-2.24277343749998
21949,-1.76011759440102
21948,-0.773835245768206
21947,-1.60992024739581
21946,-1.41596577962237
21945,-2.39472554524737
21944,-1.45187479654946
21943,-1.65830078124998
21942,-2.35666503906248
21941,-1.62623697916664
21940,-1.89049377441404
21939,-1.23231608072914
21938,-1.35544433593748
21937,-2.41077779134112
21936,-1.28528951009112
21935,-0.902497355143206
21934,-1.47103983561196
21933,-1.45650838216144
21932,-1.19899088541664
21931,-0.777629597981748
21930,-1.32821248372394
21929,-1.68402709960935
21928,-1.46821187337237
21927,-2.10211283365883
21926,-1.05109761555987
21925,-0.939037068684873
21924,-1.12115071614581
21923,-1.17439371744789
21922,-2.03280741373696
21921,-2.02139383951821
21920,-0.545960489908831
21919,-2.55170796712237
21918,-1.24260559082029
21917,-1.94847717285154
21916,-0.814896647135394
21915,-2.00883585611977
21914,-1.18570048014321
21913,-0.703329467773415
21912,-1.22845560709633
21911,-1.07087809244789
21910,-1.80551249186196
21909,-1.70730183919269
21908,-1.79364115397133
21907,-3.17178446451821
21906,-3.07027282714841
21905,-2.16177469889321
21904,-1.92390034993487
21903,-1.52736002604164
21902,-1.13199462890623
21901,-1.703960164388
21900,-3.64720255533852
21899,-1.91496378580727
21898,-1.61158854166664
21897,-0.695471191406227
21896,-1.54736429850258
21895,-1.69189554850258
21894,-1.42183024088539
21893,-2.65144449869789
21892,-2.20349222819008
21891,-0.266928100585915
21890,-0.584417724609352
21889,-0.492636108398415
21888,-1.57721048990883
21887,-0.374497477213519
21886,-0.603913370768206
21885,-1.10359293619789
21884,-0.911637369791644
21883,-1.41259358723956
21882,-1.16389058430987
21881,-1.24000651041664
21880,-1.65597127278644
21879,-1.53642883300779
21878,-2.03531494140623
21877,-2.0749572753906
21876,-1.02923177083331
21875,-1.06759745279946
21874,-2.6581837972005
21873,-1.67635192871091
21872,-1.56568501790362
21871,-1.23361307779946
21870,-1.79014689127602
21869,-1.98164978027341
21868,-1.31423543294269
21867,-2.05381876627602
21866,-2.03631693522133
21865,-1.65388590494789
21864,-1.23220926920571
21863,-2.17184549967446
21862,-2.52475077311196
21861,-1.67635701497394
21860,-1.4447082519531
21859,-1.42475992838539
21858,-1.35922342936196
21857,-1.0761525472005
21856,-1.62557067871091
21855,-2.197856648763
21854,-1.77871805826821
21853,-2.32259724934894
21852,-2.86701049804685
21851,-1.93887430826821
21850,-1.92355957031248
21849,-0.881170654296852
21848,-1.17915954589841
21847,-1.00378519694008
21846,-1.59532267252602
21845,-1.35876566569008
21844,-0.767095947265602
21843,-1.48332824707029
21842,-1.73738708496091
21841,-1.47926432291664
21840,-2.21875101725258
21839,-2.17500915527341
21838,-2.1418518066406
21837,-1.04946492513019
21836,-1.67202860514321
21835,-1.60260111490883
21834,-1.75899353027341
21833,-1.42988688151039
21832,-1.85888264973956
21831,-1.50894775390623
21830,-1.29068094889321
21829,-1.64344380696612
21828,-1.57111714680987
21827,-1.55902709960935
21826,-1.84926452636716
21825,-1.231303914388
21824,-0.525330607096331
21823,-2.12619628906248
21822,-1.79099121093748
21821,-1.59052124023435
21820,-1.3310353597005
21819,-0.739757283528623
21818,-1.16653035481769
21817,-0.811661783854144
21816,-0.93645324707029
21815,-1.19717508951821
21814,-0.88884582519529
21813,-2.19305013020831
21812,-1.72140096028644
21811,-1.54055887858071
21810,-1.08608093261716
21809,-1.93563944498696
21808,-1.53514709472654
21807,-1.27659708658852
21806,-0.960780843098936
21805,-1.14526468912758
21804,-1.74482320149737
21803,-1.57333475748696
21802,-2.638774617513
21801,-2.82077128092446
21800,-2.86382141113279
21799,-2.63243713378904
21798,-2.65229390462237
21797,-3.01679585774737
21796,-1.87615051269529
21795,-1.85829264322914
21794,-2.59423421223956
21793,-3.48996582031248
21792,-2.52812805175779
21791,-2.25440572102862
21790,-2.7546447753906
21789,-3.80150451660154
21788,-3.11621195475258
21787,-1.21242370605466
21786,-0.969966634114561
21785,-1.97476298014321
21784,-2.43857421874998
21783,-1.70701700846352
21782,-0.99608459472654
21781,-0.672481282552061
21780,-1.29490763346352
21779,-1.2153381347656
21778,-1.39273681640623
21777,-1.09742329915362
21776,-1.78399759928383
21775,-0.923483276367165
21774,-1.57111206054685
21773,-1.35961507161456
21772,-0.806163533528623
21771,-1.95420939127602
21770,-2.53360595703123
21769,-1.96700642903644
21768,-2.11966552734373
21767,-2.06068013509112
21766,-0.993490600585915
21765,-0.866862996419248
21764,-1.12445678710935
21763,-1.14269612630206
21762,-1.02796529134112
21761,-0.281703694661436
21760,-1.5415100097656
21759,-0.780076090494769
21758,-0.871155802408831
21757,-2.24679158528644
21756,-1.53836669921873
21755,-1.92835591634112
21754,-1.50078430175779
21753,-2.51940511067706
21752,-2.20358378092446
21751,-2.4037892659505
21750,-1.20190531412758
21749,-2.10419311523435
21748,-0.833029174804665
21747,-0.843649291992165
21746,-2.61366882324216
21745,-1.64217224121091
21744,-2.27877909342446
21743,-2.26342875162758
21742,-1.27979634602862
21741,-2.3134572347005
21740,-2.98514912923175
21739,-2.29722696940102
21738,-2.0273244222005
21737,-2.29651997884112
21736,-2.08306477864581
21735,-1.64797566731769
21734,-2.04763387044269
21733,-2.80496317545571
21732,-1.36900939941404
21731,-1.62564697265623
21730,-0.871664428710915
21729,-0.99474182128904
21728,-1.22241312662758
21727,-1.59618225097654
21726,-0.918987019856748
21725,-1.74850056966144
21724,-1.65953165690102
21723,-1.50355631510414
21722,-1.61378072102862
21721,-2.53065083821612
21720,-2.01157226562498
21719,-2.23832804361977
21718,-2.33897501627602
21717,-2.1225646972656
21716,-0.906479899088519
21715,-1.92077738444008
21714,-1.58827311197914
21713,-2.94150390624998
21712,-2.2003234863281
21711,-2.38404439290362
21710,-1.94142252604164
21709,-2.09494628906248
21708,-2.23443196614581
21707,-1.89669901529946
21706,-1.63810323079425
21705,-1.22583109537758
21704,-1.8671681722005
21703,-1.74864807128904
21702,-2.01454264322914
21701,-1.94710896809894
21700,-2.23237202962237
21699,-1.6146301269531
21698,-2.42959187825519
21697,-0.909409586588519
21696,-1.48739725748696
21695,-0.523224894205706
21694,-0.927587890624977
21693,-0.681575520833311
21692,-1.333354695638
21691,-1.35381164550779
21690,-2.23359781901039
21689,-1.08040974934894
21688,-0.426468912760394
21687,-1.04755757649737
21686,-1.12196960449216
21685,-1.13043823242185
21684,-1.18866068522133
21683,-1.18221130371091
21682,-2.01254374186196
21681,-2.27414042154946
21680,-1.53494364420571
21679,-1.48212788899737
21678,-0.377666219075498
21677,-1.89681091308591
21676,-1.81197204589841
21675,-1.55872701009112
21674,-1.60670572916664
21673,-1.37111002604164
21672,-0.960114542643206
21671,-0.353638712565081
21670,-1.25954793294269
21669,-1.58458557128904
21668,-0.979935709635394
21667,-1.35957438151039
21666,-0.994324747721331
21665,-1.26174519856769
21664,-0.919775390624977
21663,-0.989396158854144
21662,-1.75500590006508
21661,-2.04714050292966
21660,-3.3636535644531
21659,-2.32539469401039
21658,-0.570578002929665
21657,-1.65353495279946
21656,-1.32863464355466
21655,-1.22209777832029
21654,-1.70880737304685
21653,-1.41088460286456
21652,-0.681000773111956
21651,-0.934845987955706
21650,-1.07019144694008
21649,-1.39035135904946
21648,-1.63389689127602
21647,-0.969432576497373
21646,-1.67733357747394
21645,-1.19359436035154
21644,-1.82811584472654
21643,-1.71771341959633
21642,-1.4760803222656
21641,-1.60231119791664
21640,-1.14508666992185
21639,-1.75572306315102
21638,-1.48173624674477
21637,-1.13295084635414
21636,-1.28835144042966
21635,-0.663814290364561
21634,-1.09904073079425
21633,-0.213791910807269
21632,-0.483857218424456
21631,-1.57414855957029
21630,-0.823751831054665
21629,-0.774730428059873
21628,-1.88246765136716
21627,-1.6059631347656
21626,-0.83592834472654
21625,-0.843272908528623
21624,-1.11204630533852
21623,-0.502478027343727
21622,-1.11784464518227
21621,-1.55457661946612
21620,-1.56855875651039
21619,-0.71739807128904
21618,-1.65107320149737
21617,-2.21747945149737
21616,-0.988887532552061
21615,-1.05992228190102
21614,-0.746593221028623
21613,-0.909714762369769
21612,-1.45051167805987
21611,-1.1433166503906
21610,-1.96051635742185
21609,-1.61575419108071
21608,-1.70645751953123
21607,-0.733394368489561
21606,-1.60428975423175
21605,-1.03941955566404
21604,-1.06051228841144
21603,-2.11251424153644
21602,-1.52897745768227
21601,-2.23815002441404
21600,-0.990128580729144
21599,-1.27686665852862
21598,-1.72168070475258
21597,-1.53786315917966
21596,-1.42105204264321
21595,-1.84362386067706
21594,-1.979106648763
21593,-1.48078002929685
21592,-1.62308858235675
21591,-2.3056701660156
21590,-1.69008483886716
21589,-1.60160929361977
21588,-1.73751424153644
21587,-1.18968811035154
21586,-0.998597208658831
21585,-1.4045216878255
21584,-1.80774027506508
21583,-0.591711425781227
21582,-1.15473531087237
21581,-1.94832967122394
21580,-1.2746643066406
21579,-0.880875651041644
21578,-1.5878967285156
21577,-1.35935058593748
21576,-0.947480265299456
21575,-1.318462117513
21574,-0.828751627604144
21573,-1.52610880533852
21572,-1.06714986165362
21571,-1.04945475260414
21570,-0.655279541015602
21569,-1.16735432942706
21568,-1.0528625488281
21567,-2.84199117024737
21566,-2.073589070638
21565,-0.994848632812477
21564,-2.83950907389321
21563,-1.60392354329425
