"Calendar years [yr BP]","Average yearly mean temperature [degree C]"
21999,-21.1540206909179
21998,-23.0700172424316
21997,-23.1438023885091
21996,-22.1312075297038
21995,-21.0319046020508
21994,-20.48722559611
21993,-21.804125213623
21992,-20.558265431722
21991,-21.9832150777181
21990,-20.9452588399251
21989,-23.2987655639648
21988,-20.7448168436686
21987,-22.1566973368327
21986,-21.0421089172363
21985,-22.3983469645182
21984,-20.9880025227864
21983,-21.4625826517741
21982,-22.2706169128418
21981,-22.7613204956054
21980,-23.2368314107259
21979,-21.1057774861653
21978,-21.7035481770833
21977,-21.5752916971842
21976,-21.3880129496256
21975,-21.4485153198242
21974,-21.7573099772135
21973,-21.3912147521972
21972,-21.0963361104329
21971,-21.1532259623209
21970,-21.4706253051758
21969,-21.2644599914551
21968,-21.0344032287597
21967,-21.3961484273275
21966,-21.1945073445638
21965,-21.5498387654622
21964,-20.8766273498535
21963,-21.5192830403646
21962,-22.0152903238932
21961,-21.3432487487793
21960,-21.0809552510579
21959,-21.9537185668945
21958,-21.4036290486653
21957,-21.4346565246582
21956,-22.7107681274414
21955,-20.207253519694
21954,-19.837074025472
21953,-20.7171577453613
21952,-21.763042195638
21951,-21.6750523885091
21950,-21.8648640950521
21949,-21.5703605651855
21948,-21.6994893391927
21947,-19.7302879333496
21946,-21.4748901367187
21945,-22.2090044657389
21944,-20.1770156860351
21943,-22.3405517578125
21942,-22.6358690897623
21941,-22.2024559020996
21940,-21.492716217041
21939,-21.6094421386719
21938,-22.0530609130859
21937,-20.4248311360677
21936,-22.8528121948242
21935,-22.287201944987
21934,-19.0475969950358
21933,-22.483802541097
21932,-19.4461641947428
21931,-21.8775034586588
21930,-21.8359016418457
21929,-19.8911193847656
21928,-22.4439287821452
21927,-21.8222590128581
21926,-19.7446731567383
21925,-23.045029703776
21924,-21.5187680562337
21923,-21.5139030456543
21922,-24.8088389078776
21921,-21.0634241739909
21920,-22.6393747965495
21919,-22.909028116862
21918,-21.5463228861491
21917,-23.4019162495931
21916,-20.5337649027506
21915,-21.1632789611816
21914,-23.308208211263
21913,-21.4274696350097
21912,-21.2421440124511
21911,-22.7827845255534
21910,-21.441763305664
21909,-20.7532333374023
21908,-21.6154947916666
21907,-21.3747365315755
21906,-21.3044520060221
21905,-21.1349332173665
21904,-20.2356959025065
21903,-21.7935890197754
21902,-20.9226860046386
21901,-21.070482635498
21900,-21.8496752421061
21899,-20.7345896402995
21898,-22.7141250610351
21897,-22.8108568827311
21896,-21.7423322041829
21895,-23.1607930501302
21894,-20.492227935791
21893,-21.6041816711426
21892,-22.7673502604166
21891,-22.5876106262207
21890,-22.1501907348633
21889,-21.8699885050456
21888,-22.2110516866048
21887,-22.5568222045898
21886,-22.7793436686198
21885,-22.5538734436035
21884,-21.6003135681152
21883,-21.0435368855794
21882,-22.5651458740234
21881,-21.8311205546061
21880,-22.3422175089518
21879,-21.8640159606933
21878,-22.2709818522135
21877,-22.5057866414388
21876,-21.2703320821126
21875,-21.9552164713541
21874,-22.2121782938639
21873,-22.0952374776204
21872,-21.8304364522298
21871,-21.4847778320312
21870,-19.9154457092285
21869,-22.0029930114746
21868,-22.3217859903971
21867,-19.0423085530599
21866,-21.4862210591634
21865,-21.3019254048665
21864,-21.88796971639
21863,-20.8955838521321
21862,-21.0275507609049
21861,-20.9885314941406
21860,-21.226909383138
21859,-20.9118115743001
21858,-20.8491984049479
