"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-50.0782938639323
21997,-49.0334838867187
21996,-51.151235961914
21995,-48.6780838012695
21994,-49.366318766276
21993,-45.6967198689778
21992,-48.2197682698568
21991,-48.3141718546549
21990,-49.7520075480143
21989,-48.4618082682291
21988,-51.6374191284179
21987,-49.4823720296224
21986,-48.0575393676758
21985,-47.0476211547851
21984,-48.843478902181
21983,-40.3011433919271
21982,-43.8943644205729
21981,-45.7749516805013
21980,-47.2934783935547
21979,-47.9584309895833
21978,-42.9737737019857
21977,-48.4790506998698
21976,-46.9185139973958
21975,-49.2831659952799
21974,-47.158051554362
21973,-49.1500864664713
21972,-49.7554077148437
21971,-47.9013656616211
21970,-46.9627568562825
21969,-55.0401697794596
21968,-46.5399892171224
21967,-51.5499481201172
21966,-51.4473327636719
21965,-49.4677973429362
21964,-47.6492879231771
21963,-50.6387669881185
21962,-51.9816599527995
21961,-48.5355997721354
21960,-48.0554768880208
21959,-48.9381418863932
21958,-47.3769058227539
21957,-50.0823501586914
21956,-44.9834299723307
21955,-48.3593022664388
21954,-45.8101333618164
21953,-47.5446380615234
21952,-45.3988632202148
21951,-48.4798772176107
21950,-52.3586613972982
21949,-50.8404652913411
21948,-47.0896794637044
21947,-48.1463048299153
21946,-51.1570139567057
21945,-51.2630142211914
21944,-46.8008127848307
21943,-47.8083023071289
21942,-49.6571614583333
21941,-49.8536590576172
21940,-50.6927881876627
21939,-48.9064341227213
21938,-48.6781219482422
21937,-51.0551946004232
21936,-48.8073130289713
21935,-47.2213577270508
21934,-46.4921325683594
21933,-47.1420374552409
21932,-50.4817896525065
21931,-47.4446294148763
21930,-48.499250793457
21929,-49.0842473347982
21928,-47.1352244059245
21927,-48.4174611409505
21926,-44.8721883138021
21925,-44.7427251180013
21924,-46.6749379475911
21923,-50.1708028157552
21922,-49.48753712972
21921,-52.3792302449544
21920,-42.7597513834635
21919,-47.8583180745443
21918,-46.0750844319661
21917,-47.8635594685872
21916,-48.2417104085286
21915,-47.3706904093424
21914,-48.8829991658528
21913,-48.5534754435221
21912,-51.160752360026
21911,-46.732903544108
21910,-50.7406143188476
21909,-50.9534845987955
21908,-47.601904296875
21907,-53.3578043619791
21906,-51.5518427530924
21905,-48.9262374877929
21904,-46.0114298502604
21903,-47.0368687947591
21902,-49.2697789510091
21901,-49.3180730183919
21900,-48.9071919759114
21899,-49.6705307006836
21898,-48.7156051635742
