"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-8.96906127929685
21998,-6.86680704752602
21997,-9.12831217447914
21996,-8.72317097981769
21995,-7.90216674804685
21994,-8.96571451822914
21993,-7.30028889973956
21992,-8.48134969075519
21991,-8.68440348307289
21990,-8.21932576497394
21989,-6.98812459309894
21988,-8.90477091471352
21987,-6.51535644531248
21986,-9.10407104492185
21985,-8.50214233398435
21984,-7.1746887207031
21983,-8.22542928059894
21982,-7.22744344075519
21981,-9.4910949707031
21980,-7.70807495117185
21979,-8.24989420572914
21978,-7.95473836263019
21977,-7.65502522786456
21976,-10.2425089518229
21975,-9.43876749674477
21974,-8.33198649088539
21973,-9.97170613606769
21972,-8.43806559244789
21971,-7.66948038736977
21970,-8.45135091145831
21969,-8.80631103515623
21968,-8.82098999023435
21967,-7.75968017578123
21966,-7.28391113281248
21965,-8.47312011718748
21964,-7.40982666015623
21963,-6.93722127278644
21962,-10.9677591959635
21961,-10.0067199707031
21960,-7.48869425455727
21959,-7.20673217773435
21958,-8.02742106119789
21957,-8.33190511067706
21956,-8.69074096679685
21955,-7.57437744140623
21954,-6.47714843749998
21953,-6.8610900878906
21952,-7.49513346354164
21951,-8.58537394205727
21950,-9.2838195800781
21949,-9.1186584472656
21948,-8.51348470052081
21947,-8.06207885742185
21946,-6.75076904296873
21945,-8.31984049479164
21944,-7.83124389648435
21943,-6.85544433593748
21942,-9.05173339843748
21941,-7.83962605794269
21940,-7.46030273437498
21939,-8.61657307942706
21938,-9.1622375488281
21937,-7.77038167317706
21936,-8.40408935546873
21935,-8.98501180013019
21934,-7.31959635416664
21933,-8.88375447591144
21932,-7.06066487630206
21931,-8.40861612955727
21930,-8.03630167643227
21929,-7.45867513020831
21928,-8.10670572916664
21927,-8.28063557942706
21926,-6.9176086425781
21925,-7.79801025390623
21924,-7.89876912434894
21923,-7.24750366210935
21922,-8.29788818359373
21921,-7.06628011067706
21920,-7.94823811848956
21919,-6.40168863932289
21918,-7.65567626953123
21917,-10.2528645833333
21916,-8.96005859374998
21915,-7.55642293294269
21914,-8.65959269205727
21913,-9.55991210937498
21912,-9.04741007486977
21911,-5.80677897135414
21910,-8.58882242838539
21909,-10.209814453125
21908,-7.96940714518227
21907,-10.6081197102864
21906,-8.6296447753906
21905,-9.54832560221352
21904,-8.16025390624998
21903,-6.89859619140623
21902,-7.83839518229164
21901,-8.27011718749998
21900,-8.45196126302081
21899,-6.49228515624998
21898,-8.36270751953123
21897,-9.04864095052081
