"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-24.7077138264974
21997,-20.4851593017578
21996,-27.261831665039
21995,-20.9578257242838
21994,-21.9461324055989
21993,-19.7584391276041
21992,-19.1755279541015
21991,-23.8625447591146
21990,-20.6305653889974
21989,-20.1639872233073
21988,-19.4785573323567
21987,-25.2974202473958
21986,-19.9396525065104
21985,-19.9126342773437
21984,-23.6582702636719
21983,-19.5414591471354
21982,-23.2261973063151
21981,-19.5693471272786
21980,-16.7127797444661
21979,-21.8162089029948
21978,-18.9896657307942
21977,-19.259629313151
21976,-20.3034016927083
21975,-24.6107594807942
21974,-17.488862101237
21973,-20.3933319091797
21972,-23.0266530354817
21971,-23.9174611409505
21970,-20.1356465657552
21969,-26.321401977539
21968,-21.4529988606771
21967,-23.3407908121745
21966,-17.4460662841797
21965,-23.3479522705078
21964,-20.5722056070963
21963,-23.7663889567057
21962,-23.0482645670573
21961,-22.4378265380859
21960,-23.3492543538411
21959,-21.183701578776
21958,-20.2612111409505
21957,-20.8338684082031
21956,-17.6582143147786
21955,-20.6534434000651
21954,-17.9046183268229
21953,-20.9598347981771
21952,-18.2058980305989
21951,-25.098237101237
21950,-22.8461466471354
21949,-21.2718617757161
21948,-20.0455637613932
21947,-18.1373352050781
21946,-20.1868398030599
21945,-22.3310302734375
21944,-21.0671549479166
21943,-18.9350087483724
21942,-22.230810546875
21941,-22.0023813883463
21940,-24.0840616861979
21939,-23.9973256429036
21938,-22.23251953125
21937,-24.8820098876953
21936,-22.7189697265625
21935,-22.7138376871745
21934,-20.9259094238281
21933,-20.6118428548177
21932,-21.888520304362
21931,-20.7284708658854
21930,-20.8410502115885
21929,-23.5673583984375
21928,-19.593115234375
21927,-21.4203908284505
21926,-22.8186350504557
21925,-22.4652974446614
21924,-20.904150390625
21923,-22.4009409586588
21922,-25.433945719401
21921,-22.9781148274739
21920,-20.2898569742838
21919,-18.7380686442057
21918,-23.898046875
21917,-21.5425323486328
21916,-24.042837524414
21915,-21.3887542724609
21914,-22.6343190511067
21913,-19.0338399251302
21912,-21.316025797526
21911,-19.9617879231771
21910,-21.0834716796875
21909,-16.3752909342448
