"Full hydrological years [yr BP]","Average yearly mean temperature [degree C]"
21998,-36.7390871683756
21997,-35.5260452270508
21996,-37.4149256388346
21995,-34.7952967325846
21994,-35.6667770385742
21993,-34.9527687072754
21992,-35.5979840596517
21991,-35.9516993204752
21990,-36.4762468973795
21989,-35.0643447875976
21988,-37.4622596740722
21987,-35.2782602945963
21986,-35.9438435872396
21985,-35.046733601888
21984,-34.9256042480469
21983,-30.8454345703125
21982,-33.5122055053711
21981,-34.8887771606445
21980,-35.3016036987304
21979,-36.0764373779297
21978,-33.0967277526855
21977,-35.8694760640462
21976,-35.45437596639
21975,-34.9157089233398
21974,-35.1101414998372
21973,-35.7872400919596
21972,-36.0578420003255
21971,-34.4219751993815
21970,-35.0256141662597
21969,-39.1825876871745
21968,-34.6300173441569
21967,-36.5765022277832
21966,-37.7306045532226
21965,-36.3308306376139
21964,-35.0810633341471
21963,-36.2096504211426
21962,-37.8640528361002
21961,-37.0871134440104
21960,-35.1309023539225
21959,-36.0791598002116
21958,-35.3636828104655
21957,-35.9526123046875
21956,-33.864719136556
21955,-35.5979433695475
21954,-33.8651896158854
21953,-35.6479146321614
21952,-34.1745641072591
21951,-35.852818552653
21950,-37.5667505900065
21949,-36.7330090840657
21948,-36.5072705586751
21947,-35.4857353210449
21946,-36.1217254638672
21945,-37.1152201334635
21944,-33.8191563924153
21943,-35.202973429362
21942,-36.5132570902506
21941,-35.3754015604655
21940,-35.9260276794433
21939,-36.338658396403
21938,-35.6615394592285
21937,-37.1963727315267
21936,-35.5101519266764
21935,-34.2137486775716
21934,-33.5570739746094
21933,-35.2672930399577
21932,-36.2616816202799
21931,-35.3712003072103
21930,-35.9925178527832
21929,-35.2284899393717
21928,-34.696334584554
21927,-34.8985796610514
21926,-34.3797248840332
21925,-32.3300460815429
21924,-35.0698404947916
21923,-37.2099238077799
21922,-35.4537452697754
21921,-36.6314999898275
21920,-33.056997680664
21919,-34.6965749104818
21918,-34.6121620178222
21917,-35.5772066752116
21916,-35.7778889973958
