"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-15.906846110026
21998,-15.7820292154948
21997,-15.730093383789
21996,-16.874863688151
21995,-15.8165496826172
21994,-15.0144765218099
21993,-16.7269856770833
21992,-18.0074625651041
21991,-16.8883524576823
21990,-16.8361826578776
21989,-15.5179758707682
21988,-15.5278889973958
21987,-12.2037414550781
21986,-18.8621836344401
21985,-18.5188252766927
21984,-13.5224772135416
21983,-15.4701599121094
21982,-15.2347930908203
21981,-17.4571492513021
21980,-15.0265055338541
21979,-15.7970998128255
21978,-15.0471862792969
21977,-16.0011403401692
21976,-16.5751047770182
21975,-15.7794657389323
21974,-14.5764933268229
21973,-16.1324879964192
21972,-15.1088673909505
21971,-14.9273132324219
21970,-16.6775217692057
21969,-15.4758972167969
21968,-17.6295176188151
21967,-15.0581370035807
21966,-15.8006754557291
21965,-16.829438273112
21964,-16.0835734049479
21963,-14.540625
21962,-19.7008473714192
21961,-19.6647399902344
21960,-14.6718048095703
21959,-15.4841929117838
21958,-16.2957875569661
21957,-16.1158101399739
21956,-15.9811818440755
21955,-16.0067148844401
21954,-15.1980600992838
21953,-15.4894063313802
21952,-15.4293375651041
21951,-17.0349843343099
21950,-16.7146870930989
21949,-16.3483744303385
21948,-17.1811635335286
21947,-16.7373921712239
21946,-14.4683898925781
21945,-16.2895772298177
21944,-14.7954874674479
21943,-14.7208465576172
21942,-16.7955790201823
21941,-16.5895395914713
21940,-15.0164042154948
21939,-16.280615234375
21938,-17.0512502034505
21937,-15.7055470784505
21936,-15.8356282552083
21935,-15.22470703125
21934,-15.2207600911458
21933,-16.4545908610026
21932,-15.1289225260416
21931,-15.902451578776
21930,-16.4415547688802
21929,-14.6206420898437
21928,-15.7613789876302
21927,-15.2161926269531
21926,-14.7802591959635
21925,-15.2516133626302
21924,-15.5623077392578
21923,-16.1020314534505
21922,-17.4264383951823
21921,-13.9605824788411
21920,-14.8817504882812
21919,-14.0558634440104
21918,-15.3213155110677
21917,-17.0044362386067
21916,-18.2312428792317
21915,-16.0239725748698
21914,-15.2628285725911
21913,-18.9347086588541
21912,-19.1660268147786
21911,-14.1041778564453
21910,-14.790864054362
21909,-20.1142588297526
21908,-16.761826578776
21907,-18.4306243896484
21906,-18.1829996744791
21905,-16.0385294596354
21904,-16.486924235026
21903,-15.1309061686198
21902,-15.7047790527344
21901,-18.6189280192057
21900,-15.6084299723307
21899,-14.5104685465495
21898,-16.7684488932291
21897,-16.8646504720052
21896,-14.4760091145833
21895,-17.7692220052083
21894,-15.7634236653646
21893,-16.3669087727864
21892,-16.3752604166666
21891,-16.8252522786458
21890,-17.2780670166015
21889,-14.9780334472656
21888,-18.5607157389323
21887,-16.6097066243489
21886,-16.6180430094401
21885,-17.6193044026692
21884,-15.2707580566406
21883,-14.3396158854166
21882,-15.9746510823567
21881,-17.0265309651692
21880,-18.8411468505859
21879,-14.991807047526
21878,-18.3803466796875
21877,-16.7036041259765
21876,-14.2708089192708
21875,-17.9081431070963
21874,-17.9841522216797
21873,-14.5459452311198
21872,-14.6181498209635
21871,-16.8529266357422
21870,-15.9579833984375
21869,-15.2643391927083
21868,-16.5250610351562
21867,-15.8304656982422
21866,-16.2707427978515
21865,-14.0388142903646
21864,-18.2338673909505
21863,-15.5527150472005
21862,-16.1123514811198
21861,-15.4025838216146
21860,-16.8541727701823
21859,-18.1262369791666
21858,-16.7981068929036
21857,-17.1299652099609
21856,-15.143662516276
21855,-17.679790242513
21854,-14.2791961669922
21853,-14.9559590657552
21852,-15.315288289388
21851,-14.9627644856771
21850,-15.570669555664
21849,-14.3274546305338
21848,-13.8469197591146
21847,-15.8450937906901
21846,-15.362900797526
