"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-26.15390625
21997,-23.8219385782877
21996,-28.0222559611002
21995,-25.165146891276
21994,-25.431255086263
21993,-24.4867869059245
21992,-25.2135401407877
21991,-24.5857477823893
21990,-25.8770304361979
21989,-25.9084788004557
21988,-25.3888737996419
21987,-26.3009882609049
21986,-25.455061340332
21985,-23.4578333536784
21984,-24.8339548746745
21983,-21.944428507487
21982,-23.8579772949219
21981,-22.646592203776
21980,-23.9219116210937
21979,-26.540256245931
21978,-22.7086980183919
21977,-23.4095240275065
21976,-24.7581288655599
21975,-27.5371180216471
21974,-25.0158727010091
21973,-24.6056630452474
21972,-25.8072596232096
21971,-27.3009373982747
21970,-25.6034734090169
21969,-29.3173482259114
21968,-25.4241114298502
21967,-26.436984761556
21966,-25.4695927937825
21965,-27.6361221313476
21964,-24.4461502075195
21963,-27.7065414428711
21962,-29.348621114095
21961,-25.5079355875651
21960,-26.6223180135091
21959,-26.4977554321289
21958,-24.2656285603841
21957,-25.5881891886393
21956,-23.2898315429687
21955,-24.1259343465169
21954,-21.6329788208008
21953,-24.5423009236653
21952,-22.7064448038737
21951,-27.1463684082031
21950,-26.7781509399414
21949,-26.0835327148437
21948,-24.1613347371419
21947,-23.5832605997721
21946,-24.9011545817057
21945,-27.5057637532552
21944,-25.9764923095703
21943,-25.0052576700846
21942,-25.251557413737
21941,-25.6706527709961
21940,-28.4058364868164
21939,-26.1848943074544
21938,-26.3722112019857
21937,-28.6915852864583
21936,-26.6436879475911
21935,-26.062846883138
21934,-23.9254389444987
21933,-25.3872843424479
21932,-27.1552871704101
21931,-25.1740580240885
21930,-26.1934773763021
21929,-27.6530899047851
21928,-24.845322672526
21927,-24.5556218465169
21926,-23.6786916097005
21925,-24.5388575236002
21924,-22.4697174072265
21923,-27.4115865071614
21922,-26.9837198893229
21921,-27.1270329793294
21920,-22.1973658243815
21919,-25.6463353474935
21918,-25.6113215128581
21917,-25.1210032145182
21916,-26.1410685221354
21915,-25.2323567708333
21914,-27.4308456420898
21913,-25.4639368693034
21912,-27.1143910725911
21911,-24.4937271118164
21910,-25.9413436889648
21909,-26.6649841308594
21908,-25.766948445638
21907,-27.7483759562174
21906,-27.9098724365234
21905,-25.7229827880859
21904,-24.5850611368815
21903,-24.5260147094726
21902,-27.3143269856771
21901,-23.6257944742838
21900,-27.0489588419596
21899,-25.4996475219726
21898,-24.987033589681
21897,-23.5363703409831
21896,-24.3860712687174
21895,-25.5459070841471
21894,-25.8326019287109
21893,-24.1708638509114
21892,-25.0282068888346
21891,-24.9793685913086
21890,-23.1604751586914
21889,-23.9320943196614
21888,-26.2798650105794
21887,-24.4361353556315
21886,-26.2384653727213
21885,-26.0520309448242
21884,-27.664419555664
21883,-27.0839472452799
21882,-25.9388666788737
21881,-25.6738444010416
21880,-24.6129847208659
21879,-24.8875335693359
21878,-25.7010431925456
21877,-26.9328928629557
21876,-24.1460047403971
21875,-24.5807225545247
21874,-27.9781148274739
21873,-24.2871510823567
21872,-24.2293762207031
21871,-24.2989919026692
21870,-30.9503489176432
21869,-25.9612513224284
21868,-26.2163528442383
21867,-27.0990458170573
21866,-25.5236190795898
21865,-26.6292098999023
21864,-26.1401962280273
21863,-26.7054326375325
21862,-25.7331069946289
21861,-25.3445292154948
21860,-26.6097625732422
21859,-26.5786295572916
21858,-25.1342402140299
21857,-23.1646128336588
21856,-24.3417444864909
21855,-24.8376780192057
21854,-26.0914342244466
21853,-25.6152023315429
21852,-25.5816940307617
21851,-26.67197265625
21850,-26.980810546875
21849,-26.4657780965169
21848,-27.0945877075195
21847,-25.2932596842448
21846,-26.9061925252278
21845,-23.7733393351237
21844,-21.9232849121094
21843,-25.9230763753255
