"Calendar years [yr BP]","Average yearly mean temperature [degree C]"
21999,-20.355997467041
21998,-17.5980438232422
21997,-18.773914082845
21996,-20.0136156717936
21995,-17.7338152567545
21994,-18.3215901692708
21993,-19.4727386474609
21992,-17.2069051106771
21991,-19.1115834554036
21990,-18.6854194641113
21989,-19.2690973917643
21988,-18.9705897013346
21987,-18.3438031514485
21986,-18.1683525085449
21985,-18.682107035319
21984,-15.9571276346842
21983,-17.6330881754557
21982,-17.6566299438476
21981,-18.2717422485351
21980,-17.8546203613281
21979,-19.2441429138183
21978,-17.6380091349284
21977,-18.6010993957519
21976,-19.777508799235
21975,-19.9468953450521
21974,-17.9409914652506
21973,-19.1819442749023
21972,-18.4403760274251
21971,-19.8412078857422
21970,-20.0077601114909
21969,-19.5984062194824
21968,-18.8760386149088
21967,-18.3480145772298
21966,-19.2542734781901
21965,-19.4369974772135
21964,-17.6410952250163
21963,-21.037767791748
21962,-20.1431996663411
21961,-19.4296503702799
21960,-18.7084653218587
21959,-18.82218653361
21958,-18.3573605855306
21957,-18.0100323994954
21956,-18.0393305460612
21955,-16.7546028137207
21954,-16.2697954813639
21953,-18.2273531595866
21952,-17.5259498596191
21951,-20.2012034098307
21950,-19.5143620808919
21949,-17.7870277404785
21948,-19.0147473653157
21947,-17.8903450012207
21946,-17.6592366536458
21945,-18.8520823160807
21944,-19.3157587687174
21943,-17.7074442545573
21942,-19.3490152994791
21941,-18.5233139038086
21940,-19.7721936543782
21939,-19.6607180277506
21938,-20.026355489095
21937,-19.6352218627929
21936,-19.2423220316569
21935,-18.7306325276692
21934,-17.6006645202636
21933,-20.429067993164
21932,-18.4772768656413
21931,-18.4401357014974
21930,-19.3677594502767
21929,-18.712313079834
21928,-18.615705871582
21927,-18.1390454610189
21926,-17.1149823506673
21925,-17.3112180074056
21924,-18.6304077148437
21923,-19.4305455525716
21922,-19.2779996236165
21921,-17.3673118591308
21920,-17.9261878967285
21919,-17.7743794759114
21918,-19.660991414388
21917,-19.3646606445312
21916,-18.7704744974772
21915,-18.5847445170084
21914,-20.1975209554036
21913,-19.6239774068196
21912,-19.4512682596842
