"Calendar years [yr BP]","Average yearly mean temperature [degree C]"
21999,-15.4292561848958
21998,-13.1125867207845
21997,-15.2282165527344
21996,-15.066929880778
21995,-16.8776852925618
21994,-16.0439387003581
21993,-14.7749249776204
21992,-14.2544273376465
21991,-15.2317654927571
21990,-16.3411214192708
21989,-17.5109670003255
21988,-16.0910781860351
21987,-14.0546058654785
21986,-15.0631151835123
21985,-11.5301027933756
21984,-11.3920349121094
21983,-14.6435709635416
21982,-13.9725529988607
21981,-17.3326756795247
21980,-17.3605305989583
21979,-15.018724822998
21978,-13.6347717285156
21977,-14.9194155375163
21976,-15.8594968159993
21975,-14.32023340861
21974,-14.232270304362
21973,-15.4264816284179
21972,-15.6705828348795
21971,-16.0635526021321
21970,-18.2332125345866
21969,-16.8654782613118
21968,-14.3582799275716
21967,-16.1996762593587
21966,-15.2409576416015
21965,-14.6921727498372
21964,-14.9019251505534
21963,-15.1438278198242
21962,-12.2901443481445
21961,-13.0069691975911
21960,-16.6810859680176
21959,-15.0707560221354
21958,-18.8154396057129
21957,-14.8562098185221
21956,-15.2566068013509
21955,-12.9451838175455
21954,-12.7421287536621
21953,-15.2558171590169
21952,-14.5169789632161
21951,-14.4039621988932
21950,-15.3380747477213
21949,-13.1367362976074
21948,-13.0067225138346
21947,-14.7524386088053
21946,-16.441083017985
21945,-17.1616856892903
21944,-16.133896891276
21943,-14.0720212300618
21942,-14.3163983662923
21941,-15.2822784423828
21940,-18.4798721313476
21939,-15.3282786051432
21938,-14.702926381429
21937,-13.5714401245117
21936,-13.1579981486002
21935,-15.764091237386
21934,-16.2087018330892
21933,-18.2039245605469
21932,-14.4781618754069
21931,-17.0971333821614
21930,-16.3289792378743
21929,-15.151163482666
21928,-14.8596354166666
21927,-13.9070673624674
21926,-12.8106178283691
21925,-14.0808547973633
21924,-14.2556709289551
21923,-14.9463129679362
21922,-15.4050417582194
21921,-14.5006952921549
21920,-15.4949172973633
21919,-16.6377179463704
21918,-16.1194480895996
21917,-16.0361007690429
21916,-15.2888206481933
21915,-15.7374570210775
21914,-17.9865542093913
21913,-14.283851369222
21912,-15.664720916748
21911,-14.2596280415853
21910,-17.2486874898275
21909,-16.1141698201497
21908,-16.1159334818522
21907,-14.7352559407552
21906,-14.1159627278646
21905,-15.028428141276
21904,-14.8167226155599
21903,-16.7213818868001
21902,-15.6294527689616
21901,-15.3348691304525
21900,-15.4197168986002
21899,-13.6314249674479
21898,-14.1183113098144
21897,-15.0044565836588
21896,-13.5386693318685
21895,-16.594891611735
21894,-14.1670834859212
21893,-12.7702596028646
21892,-14.2110224405924
21891,-14.6025566101074
21890,-14.1925211588541
21889,-16.822622680664
21888,-16.9853792826334
21887,-14.6910703023275
21886,-14.7957977294922
21885,-15.8120101928711
21884,-17.0840527852376
21883,-14.9048688252767
21882,-13.5019325256347
21881,-15.1381312052409
21880,-16.6750676472982
21879,-16.7674558003743
21878,-17.6633539835612
21877,-15.5628583272298
21876,-16.6580490112304
21875,-15.7915265401204
21874,-12.4192171732584
21873,-14.0082102457682
21872,-15.5610349019368
21871,-16.4901985168457
21870,-14.7077049255371
21869,-15.2689676920573
21868,-16.8827829996745
21867,-18.2018417358398
21866,-14.2996874491373
21865,-16.454391225179
21864,-17.506751759847
21863,-15.3677670796712
21862,-13.8916013081868
21861,-15.6288093566894
21860,-15.1425015767415
21859,-16.2803113301595
21858,-15.7702354431152
21857,-13.6678591410319
21856,-12.6725690205892
21855,-14.3493764241536
21854,-15.0827265421549
21853,-17.2015416463216
21852,-14.2251406351725
21851,-13.7195597330729
21850,-15.2056971232096
21849,-16.2265304565429
21848,-16.7591295878092
21847,-14.8020805358886
21846,-12.5268348693847
21845,-10.3918721516927
21844,-14.6090593973795
21843,-17.0900558471679
21842,-16.4753707885742
21841,-15.6288360595703
21840,-16.0820805867513
21839,-14.0845321655273
21838,-16.6576637268066
21837,-15.6152506510416
21836,-17.5485443115234
21835,-17.1381782531738
21834,-14.391694132487
21833,-14.49295018514
21832,-13.4932896931966
21831,-14.5676432291666
21830,-14.672393544515
21829,-15.3621671040853
21828,-14.1040634155273
21827,-15.5098086039225
21826,-16.2222236633301
21825,-15.8761810302734
21824,-15.8800745646159
21823,-13.9771789550781
21822,-15.1778561909993
21821,-17.9733973185221
21820,-14.3827486673991
21819,-15.91495997111
21818,-14.3543813069661
21817,-15.0601905822754
21816,-15.2244171142578
21815,-15.5204071044922
21814,-16.2583755493164
21813,-16.5020151774088
21812,-15.790941619873
21811,-15.9442225138346
21810,-14.1686424255371
21809,-15.228867594401
21808,-14.7679987589518
21807,-16.1411003112793
21806,-13.3433860778808
21805,-14.1838325500488
21804,-13.7055038452148
21803,-16.2631057739258
21802,-16.7069826761881
21801,-15.5456794738769
21800,-17.1618217468261
21799,-15.3718602498372
21798,-15.2316383361816
21797,-17.0184171040853
21796,-17.5322530110677
21795,-14.6322273254394
21794,-16.7591842651367
21793,-14.6848154703776
21792,-17.0658795674642
21791,-13.7603820800781
21790,-15.4510101318359
21789,-14.9426546732584
21788,-15.3200070699056
21787,-16.7428777058919
21786,-16.1489204406738
21785,-16.6818272908528
21784,-17.8154497782389
21783,-15.744497680664
21782,-15.7680076599121
21781,-15.2609339396159
21780,-13.943893178304
21779,-15.8976221720377
21778,-14.1337354024251
21777,-13.3887619018554
21776,-14.4993016560872
21775,-15.4088831583659
21774,-15.5623153686523
21773,-14.227086130778
21772,-16.4876744588216
21771,-14.127045694987
21770,-14.7479537963867
21769,-16.2001925150553
21768,-14.1047424316406
21767,-15.4915959676107
21766,-16.6095667521159
21765,-14.4541191101074
21764,-15.0805953979492
21763,-13.3078598022461
21762,-13.687306467692
21761,-14.5220499674479
21760,-15.0568463643392
21759,-14.4283075968424
21758,-15.1333424886067
21757,-13.5429023742676
21756,-13.35525487264
21755,-15.1533582051595
21754,-15.9207227071126
21753,-15.7653004964192
21752,-16.9869674682617
21751,-14.3336547851562
21750,-13.7290888468424
21749,-12.4600026448567
21748,-13.9631713867187
21747,-16.0135889689127
21746,-16.0358019510905
21745,-15.5368408203125
21744,-14.1685279846191
21743,-14.4309219360351
21742,-15.1568766276041
21741,-15.6515640258789
21740,-14.4142453511556
21739,-16.9632044474284
21738,-17.1654304504394
21737,-15.3296989440918
21736,-15.1340443929036
21735,-15.9689163208008
21734,-17.0218999226888
21733,-13.8502029418945
21732,-13.7306808471679
21731,-14.6413317362467
21730,-13.7375116984049
21729,-15.6677421569824
21728,-18.3715843200683
21727,-17.3508399963379
21726,-16.5638399759928
21725,-16.877486928304
21724,-14.5955083211263
21723,-14.4862274169922
21722,-16.0169281005859
21721,-16.4231157938639
21720,-15.7689600626627
21719,-14.8882596333821
21718,-16.1211977640788
21717,-17.1538528442383
21716,-16.4986824035644
21715,-15.0414998372396
21714,-16.534895324707
21713,-14.3337501525879
21712,-15.5439971923828
21711,-15.6815742492676
21710,-15.6838923136393
21709,-16.5148783365885
21708,-17.9410614013672
21707,-14.4172538757324
21706,-15.2384691874186
21705,-16.6544987996419
21704,-15.1679176330566
21703,-18.8272956848144
21702,-15.3337832132975
21701,-16.7340988159179
