"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-22.7454844156901
21998,-23.3622802734375
21997,-21.5896464029948
21996,-19.2050130208333
21995,-19.9999501546224
21994,-22.5421356201172
21993,-22.6030181884765
21992,-22.055532836914
21991,-22.0031748453776
21990,-21.8374542236328
21989,-23.5536610921224
21988,-20.895844523112
21987,-23.8280954996745
21986,-20.7368631998698
21985,-21.1975056966146
21984,-22.0786956787109
21983,-18.9140431722005
21982,-22.3658101399739
21981,-22.9584208170573
21980,-22.0715037027995
21979,-22.6307434082031
21978,-24.9298207600911
21977,-22.4209401448567
21976,-23.0903889973958
21975,-22.3243774414062
21974,-23.1873891194661
21973,-21.2003794352213
21972,-23.2377126057942
21971,-21.7384857177734
21970,-22.6810414632161
21969,-22.1926991780599
21968,-24.4336558024088
21967,-22.9082499186198
21966,-22.1678476969401
21965,-21.4892690022786
21964,-20.6714640299479
21963,-22.4044809977213
21962,-21.5097005208333
21961,-21.25791015625
21960,-21.6850646972656
21959,-22.7083750406901
21958,-21.981802368164
21957,-21.1167307535807
21956,-21.9343221028646
21955,-22.4342712402344
21954,-22.7264363606771
21953,-21.7211364746094
21952,-24.9242919921875
21951,-19.6747243245442
21950,-21.8286041259765
21949,-21.587983194987
21948,-17.4592041015625
21947,-23.2414408365885
21946,-20.6980753580729
21945,-20.6141571044922
21944,-24.3897003173828
21943,-22.2091430664062
21942,-22.2352559407552
21941,-22.6908579508463
21940,-22.9871429443359
21939,-22.5986287434896
21938,-20.730820719401
21937,-22.0046956380208
21936,-21.932236735026
21935,-22.8486643473307
21934,-20.8604339599609
21933,-22.1285919189453
21932,-22.304057820638
21931,-20.4201721191406
21930,-21.9618286132812
21929,-21.6975107828776
21928,-22.849234008789
21927,-24.0554972330729
21926,-23.6089131673177
21925,-23.0444803873698
21924,-23.7170674641927
21923,-19.8620768229166
21922,-22.9015665690104
21921,-21.8642995198567
21920,-22.4444030761719
21919,-23.4298716227213
21918,-21.3622243245442
21917,-23.2188222249349
21916,-23.4201924641927
21915,-21.788687133789
21914,-20.4273691813151
21913,-23.988633219401
21912,-22.7487752278646
21911,-19.7575388590495
21910,-23.497417195638
21909,-20.5686350504557
21908,-24.0567128499349
21907,-23.237412516276
21906,-22.9586649576823
21905,-17.1718200683594
21904,-18.9814819335937
21903,-19.7719584147135
21902,-21.3711405436198
21901,-20.4906117757161
21900,-19.9460611979166
21899,-20.8751739501953
21898,-20.0090545654297
21897,-22.7129577636719
21896,-21.549175008138
21895,-22.7609924316406
21894,-22.6018076578776
21893,-23.6439676920573
21892,-23.7394877115885
21891,-22.7839162190755
21890,-21.5637929280599
21889,-22.7394419352213
21888,-21.4379079182942
21887,-19.6686920166015
21886,-22.1946268717448
21885,-23.0192423502604
21884,-20.9258026123047
21883,-23.5872762044271
21882,-23.4042165120442
21881,-23.7578847249349
21880,-23.2627827962239
21879,-24.3500325520833
21878,-20.9592193603515
21877,-23.243017578125
21876,-22.9920969645182
21875,-20.651459757487
21874,-21.7024342854817
21873,-22.101670328776
21872,-22.9558675130208
21871,-24.3521179199219
21870,-23.2369394938151
21869,-22.8407094319661
21868,-20.0100311279297
21867,-21.7161417643229
21866,-21.7124796549479
21865,-20.8506123860677
21864,-21.4028279622396
21863,-22.5929626464844
21862,-21.1765045166015
21861,-19.5758982340495
21860,-21.3739481608073
21859,-23.1288869222005
21858,-23.2967742919922
21857,-21.9477294921875
21856,-20.4803476969401
21855,-19.7115488688151
21854,-22.0702016194661
21853,-21.6015736897786
21852,-20.6608439127604
21851,-22.655625406901
21850,-23.2185170491536
21849,-23.0112925211588
21848,-21.3021402994791
21847,-21.9531565348307
21846,-22.1908376057942
21845,-22.743760172526
21844,-21.9854339599609
21843,-22.2921203613281
21842,-22.1015380859375
21841,-25.3752197265625
21840,-24.3046681722005
21839,-22.8490152994791
21838,-22.1798665364583
21837,-19.7073984781901
21836,-22.8953257242838
21835,-19.9812225341797
21834,-22.3062042236328
21833,-21.6438252766927
21832,-22.766938273112
21831,-23.3519500732422
21830,-22.674897257487
21829,-23.5040954589844
21828,-18.1382405598958
21827,-22.172964477539
21826,-22.2452809651692
21825,-21.4315806070963
21824,-22.2585357666015
21823,-21.980317179362
21822,-23.1084554036458
21821,-20.9421651204427
21820,-24.1535044352213
21819,-23.1458292643229
21818,-22.9731709798177
21817,-21.1607116699219
21816,-22.5893920898437
21815,-21.6161407470703
21814,-23.5134999593099
21813,-21.509130859375
21812,-18.8809977213541
21811,-21.6691497802734
21810,-22.0151580810547
21809,-22.41123046875
21808,-21.3994201660156
21807,-22.4464223225911
21806,-21.4497029622396
21805,-22.2049011230469
21804,-22.0635589599609
21803,-22.3818776448567
21802,-22.3006856282552
21801,-22.3428354899088
21800,-24.0244659423828
21799,-23.6791646321614
21798,-23.3596506754557
21797,-21.6080688476562
21796,-23.3128061930338
21795,-22.6295837402344
21794,-20.9989278157552
21793,-24.0520385742187
21792,-22.1100372314453
21791,-20.397812906901
21790,-23.3178568522135
21789,-20.3031575520833
21788,-24.0743520100911
21787,-20.7169504801432
21786,-21.9250091552734
