"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-4.3675598144531
21998,-2.6655334472656
21997,-3.71596883138019
21996,-3.78122558593748
21995,-2.45682373046873
21994,-5.76547851562498
21993,-3.76399332682289
21992,-4.20119832356769
21991,-4.78600667317706
21990,-5.44863484700519
21989,-5.49809366861977
21988,-4.27190755208331
21987,-2.5282043457031
21986,-3.77654622395831
21985,-2.74925333658852
21984,-1.86638997395831
21983,-4.42196248372394
21982,-2.30068562825519
21981,-3.41775105794269
21980,-3.71126912434894
21979,-4.22064819335935
21978,-3.25111490885414
21977,-3.27945556640623
21976,-4.93227742513019
21975,-3.91604207356769
21974,-2.79679972330727
21973,-3.22049560546873
21972,-4.47305908203123
21971,-3.58520100911456
21970,-3.81617838541664
21969,-2.62121175130206
21968,-3.61547444661456
21967,-3.14950154622394
21966,-3.45063883463539
21965,-3.32211914062498
21964,-1.96197102864581
21963,-2.36929931640623
21962,-2.96809488932289
21961,-4.40095621744789
21960,-3.31988118489581
21959,-4.03556925455727
21958,-3.66604207356769
21957,-3.20560302734373
21956,-2.69256184895831
21955,-2.03063557942706
21954,-2.48773803710935
21953,-2.50510253906248
21952,-2.86538289388019
21951,-2.07714436848956
21950,-3.49818522135414
21949,-1.33585205078123
21948,-3.39390665690102
21947,-2.91024373372394
21946,-3.65838216145831
21945,-3.09307454427081
21944,-3.67593994140623
21943,-1.95763753255206
21942,-3.42973429361977
21941,-2.86254475911456
21940,-3.36699015299477
21939,-3.09438680013019
21938,-3.76216227213539
21937,-1.42089436848956
21936,-2.26933390299477
21935,-4.22413736979164
21934,-2.5139221191406
21933,-4.86504720052081
21932,-4.04380900065102
21931,-3.64633789062498
21930,-4.80553792317706
21929,-3.58663533528644
21928,-2.25397338867185
21927,-3.98383178710935
21926,-2.14447631835935
21925,-3.09563802083331
21924,-3.34177246093748
21923,-3.02019856770831
21922,-4.17655029296873
21921,-3.31993204752602
21920,-2.61062215169269
21919,-4.67943929036456
21918,-4.20073038736977
21917,-4.57612711588539
21916,-2.85122273763019
21915,-2.52482706705727
21914,-3.21915283203123
21913,-3.61026611328123
21912,-3.42572631835935
21911,-3.21013997395831
21910,-4.85630900065102
21909,-4.72677205403644
21908,-3.85075480143227
21907,-4.85102945963539
21906,-3.25751342773435
21905,-3.30795898437498
21904,-3.35125325520831
21903,-4.67215576171873
21902,-3.04185587565102
21901,-3.18191121419269
21900,-3.51905924479164
21899,-4.37730509440102
21898,-3.11977742513019
21897,-4.57210896809894
21896,-2.27746175130206
21895,-4.09231160481769
21894,-2.53848876953123
21893,-2.49677124023435
21892,-3.19221598307289
21891,-2.86701049804685
21890,-3.38018391927081
21889,-3.14049886067706
21888,-5.57164103190102
21887,-3.98699544270831
21886,-2.61483357747394
21885,-4.23142089843748
21884,-3.71984456380206
21883,-3.27080891927081
21882,-2.04794921874998
21881,-3.62597249348956
21880,-4.46519571940102
21879,-5.23081054687498
21878,-4.4987854003906
21877,-3.42588907877602
21876,-4.11156819661456
21875,-4.06217041015623
21874,-2.43087361653644
21873,-2.67705891927081
21872,-3.18414916992185
21871,-3.60236206054685
21870,-2.76110432942706
21869,-3.31648356119789
21868,-2.99685262044269
21867,-4.76460367838539
21866,-3.22874552408852
21865,-2.95388387044269
21864,-4.17658081054685
21863,-3.21968180338539
21862,-2.16457722981769
21861,-3.22427978515623
21860,-2.64903361002602
21859,-5.97383219401039
21858,-4.86814982096352
21857,-2.68405761718748
21856,-4.08112182617185
21855,-3.26925252278644
21854,-2.82481486002602
21853,-3.17311197916664
21852,-2.08169148763019
21851,-2.70994669596352
21850,-3.29892578124998
21849,-2.56518147786456
21848,-2.90148518880206
21847,-2.98628336588539
21846,-1.74821573893227
21845,-2.69457600911456
21844,-3.81507975260414
21843,-3.6982482910156
21842,-3.72685343424477
21841,-3.55006510416664
21840,-3.19387410481769
21839,-2.48317057291664
21838,-4.32674763997394
21837,-5.44400634765623
21836,-3.33572998046873
21835,-3.09315592447914
21834,-3.88590087890623
21833,-2.45176798502602
21832,-2.35354207356769
21831,-2.93150431315102
21830,-4.23623250325519
21829,-3.2694152832031
21828,-3.08090820312498
21827,-3.43637695312498
21826,-3.27267049153644
21825,-3.91058959960935
21824,-3.48866373697914
21823,-1.83121337890623
21822,-2.84295247395831
21821,-3.72200113932289
21820,-1.84641113281248
21819,-3.71313069661456
21818,-2.98397420247394
21817,-2.75747273763019
21816,-3.73810424804685
21815,-3.28678995768227
21814,-4.23311971028644
