"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-43.4810445149739
21997,-45.535627746582
21996,-47.0451365152995
21995,-47.711533610026
21994,-44.4598500569661
21993,-46.3063084920247
21992,-48.4194295247396
21991,-48.2456013997396
21990,-45.8203872680664
21989,-48.4334498087565
21988,-44.149506632487
21987,-45.3916458129883
21986,-44.5398951212565
21985,-46.8214528401693
21984,-47.4399017333984
21983,-46.4562744140625
21982,-44.4970052083333
21981,-45.6596155802409
21980,-45.1746251424153
21979,-45.1148081461588
21978,-45.4582224527995
21977,-45.8880193074544
21976,-46.206536356608
21975,-46.4976486206054
21974,-46.6558898925781
21973,-45.0279754638672
21972,-46.9603485107422
21971,-46.7119354248047
21970,-47.1178802490234
21969,-46.531342569987
21968,-46.0935017903646
21967,-45.2069330851237
21966,-46.5345825195312
21965,-43.4801213582357
21964,-42.0663818359375
21963,-44.7389714558919
21962,-45.6053070068359
21961,-43.8466832478841
21960,-47.2961664835612
21959,-47.6735290527344
21958,-46.7700256347656
21957,-46.6867635091146
21956,-44.7437932332357
21955,-45.9295079549153
21954,-47.9446421305338
21953,-47.2163248697916
21952,-42.5986567179362
21951,-45.4805892944336
21950,-46.6759348551432
21949,-43.6486165364583
21948,-47.3187850952148
21947,-44.1522277832031
21946,-46.4598526000976
21945,-47.3176839192708
21944,-46.5648534138997
21943,-47.9448354085286
21942,-45.8596048990885
21941,-50.0207478841146
21940,-46.9191853841146
21939,-48.1014134724935
21938,-47.0917978922526
21937,-45.860833231608
21936,-46.4654296875
21935,-47.5104583740234
21934,-46.5755905151367
21933,-44.0622873942057
21932,-46.5240412394205
21931,-46.4544102986653
21930,-46.5611150105794
21929,-48.2062337239583
21928,-45.0882985432943
21927,-46.2233210245768
21926,-44.7625818888346
21925,-46.6357533772786
21924,-43.2893407185872
21923,-47.045258585612
21922,-46.7276112874349
21921,-47.2435592651367
21920,-47.6857437133789
21919,-45.1423604329427
21918,-47.4914001464844
21917,-46.8429931640625
21916,-43.3061228434245
21915,-47.3326680501302
21914,-44.165500386556
21913,-44.3727045694987
21912,-45.2721618652344
21911,-45.5120351155599
21910,-43.7597005208333
21909,-44.3153798421224
21908,-45.683203125
21907,-44.8818878173828
21906,-42.9397542317708
21905,-45.6907892862955
21904,-45.8615427652995
21903,-47.7102696736653
21902,-45.1600301106771
21901,-46.3370193481445
21900,-44.8279327392578
21899,-44.1251688639323
21898,-43.801486714681
21897,-46.3345474243164
21896,-45.2906224568685
21895,-45.7538462320963
21894,-44.7381907145182
21893,-45.6042287190755
21892,-47.0078186035156
21891,-46.3106928507487
21890,-43.7468322753906
21889,-46.5264470418294
21888,-45.0016693115234
21887,-47.7268915812174
21886,-45.496799214681
21885,-45.7711675008138
21884,-46.6404505411784
21883,-45.5421864827474
21882,-45.5178665161133
21881,-44.170886739095
21880,-44.5088765462239
21879,-45.1884826660156
21878,-44.9092646280924
21877,-46.6872695922851
21876,-46.8310353597005
21875,-44.3799448649088
21874,-49.3103520711263
21873,-45.6910614013672
21872,-46.2062667846679
21871,-46.7280665079752
21870,-47.2790969848633
21869,-46.9190124511719
21868,-47.475325012207
21867,-45.4757268269857
21866,-47.0902135213216
21865,-46.3384562174479
21864,-46.5406377156575
21863,-46.7686014811198
21862,-46.3652989705403
21861,-44.668803914388
21860,-47.0030756632487
21859,-46.5536254882812
21858,-45.633149210612
21857,-44.8826126098633
21856,-47.6442550659179
21855,-46.3439697265625
21854,-47.6690302530924
21853,-44.9724690755208
21852,-45.987282816569
21851,-45.7297907511393
21850,-46.1115834554036
21849,-45.5316960652669
21848,-46.2389765421549
21847,-44.1575352986653
21846,-46.5459808349609
21845,-44.3177042643229
21844,-46.2497543334961
21843,-46.9401713053385
21842,-48.7738784790039
21841,-45.6406539916992
21840,-44.5811955769857
21839,-48.7564936319987
21838,-45.5168543497721
21837,-46.9773188273112
21836,-43.2146947224935
21835,-45.5601460774739
21834,-43.9992024739583
21833,-43.6327346801758
21832,-44.4864766438802
21831,-42.7613154093424
21830,-45.4605799357096
21829,-45.0426315307617
21828,-44.2267110188802
21827,-44.68675587972
21826,-44.8893086751302
21825,-45.990207417806
21824,-46.6169952392578
21823,-47.6852554321289
21822,-46.8503504435221
21821,-44.459689839681
21820,-43.6804590861002
21819,-46.6607625325521
21818,-46.8387029012044
21817,-47.230073038737
21816,-45.2951950073242
21815,-44.4688934326172
21814,-44.1662175496419
21813,-44.6972997029622
21812,-45.7433151245117
21811,-44.4350189208984
21810,-47.8765853881836
21809,-48.2103968302409
21808,-45.2383611043294
21807,-49.5120936075846
21806,-45.5767272949219
21805,-47.4579147338867
21804,-45.0199645996094
21803,-45.1740198771159
21802,-45.4672607421875
21801,-48.8956410725911
21800,-46.1003580729166
21799,-47.0838175455729
21798,-45.5177012125651
21797,-46.3993413289388
21796,-44.1376022338867
21795,-47.4800018310547
21794,-45.646821085612
21793,-45.1236048380534
21792,-45.5571578979492
21791,-43.5372146606445
21790,-50.35570119222
21789,-42.9016250610351
21788,-44.81943359375
21787,-45.3581120808919
21786,-46.9132115681966
21785,-45.8331512451172
21784,-45.6663955688476
21783,-46.3973119099935
21782,-45.2455276489258
21781,-47.8396718343099
21780,-45.415131632487
21779,-47.8845453898112
21778,-48.608625793457
21777,-49.0531041463216
21776,-44.895969136556
21775,-46.7360519409179
21774,-46.8635340372721
21773,-44.6207260131836
21772,-45.808088684082
21771,-46.2196258544922
21770,-45.8899597167969
21769,-49.1157491048177
21768,-44.9404917399088
21767,-45.4107218424479
21766,-43.0051915486653
21765,-47.107883199056
21764,-46.5397221883138
21763,-44.8917119344075
21762,-45.7965733846028
21761,-45.8399032592773
21760,-46.0667048136393
21759,-46.623637898763
21758,-43.8150517781575
21757,-44.4666987101237
21756,-45.3863179524739
21755,-46.7823725382487
21754,-46.2511861165364
21753,-45.4808842976888
21752,-44.6823689778646
21751,-45.9286966959635
21750,-45.3939829508463
21749,-45.9191930135091
21748,-47.262180074056
21747,-46.150010172526
21746,-44.078113301595
21745,-44.1298507690429
21744,-47.7901952107747
21743,-44.2792826334635
21742,-45.3001210530599
21741,-46.0812642415364
21740,-47.027805074056
21739,-46.243391418457
21738,-43.6659606933594
21737,-47.2450393676758
21736,-44.9116907755534
21735,-45.0093292236328
21734,-45.7123575846354
21733,-44.4345128377278
21732,-47.540396118164
21731,-46.671006266276
21730,-44.1797368367513
21729,-44.3143142700195
21728,-44.5820551554362
21727,-45.2433787027995
21726,-43.7172251383463
21725,-43.4106201171875
21724,-47.3102274576823
21723,-46.8695027669271
21722,-43.8064966837565
21721,-44.3018376668294
21720,-44.6165756225586
21719,-47.2865483601888
21718,-44.2721466064453
21717,-45.814560953776
21716,-46.1918853759765
21715,-46.5122131347656
21714,-46.6292607625325
21713,-49.2154780069987
21712,-45.6688446044922
21711,-43.8752426147461
21710,-45.1218958536784
21709,-42.8819132486979
21708,-47.1995580037435
21707,-46.9672938028971
21706,-44.6078374226888
21705,-43.6209142049153
21704,-43.5050084431966
21703,-47.1813084920247
21702,-45.3341608683268
21701,-46.044426981608
21700,-47.5252695719401
21699,-48.8489390055338
21698,-46.7831380208333
21697,-46.8995193481445
21696,-45.5393814086914
21695,-45.6396138509114
21694,-46.6527186075846
21693,-47.295523071289
21692,-46.24095509847
21691,-46.2965504964193
21690,-48.8318008422851
21689,-45.3139124552409
21688,-44.2340047200521
21687,-45.5190109252929
21686,-46.0245854695638
21685,-45.3807942708333
21684,-44.1641347249349
21683,-46.3733327229818
21682,-46.9787862141927
21681,-48.2554484049479
21680,-44.0053059895833
21679,-43.8997151692708
21678,-48.6600224812825
21677,-45.636328125
21676,-46.5969884236653
21675,-47.4049947102864
21674,-45.9587056477864
21673,-45.4046666463216
21672,-45.4556182861328
21671,-47.3230346679687
21670,-48.4177612304687
