"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-8.28132731119789
21998,-5.87182210286456
21997,-7.96237792968748
21996,-7.5965637207031
21995,-7.39519856770831
21994,-7.81935221354164
21993,-6.37947184244789
21992,-8.58546549479164
21991,-7.53944498697914
21990,-7.76638387044269
21989,-6.65752766927081
21988,-8.34487508138019
21987,-5.53116455078123
21986,-8.00846964518227
21985,-7.76816406249998
21984,-6.39003092447914
21983,-7.36911621093748
21982,-6.25400390624998
21981,-8.99698486328123
21980,-6.97378133138019
21979,-7.43574625651039
21978,-7.78493855794269
21977,-6.50067749023435
21976,-9.70472819010414
21975,-8.74872436523435
21974,-7.21723022460935
21973,-8.98177693684894
21972,-7.6439270019531
21971,-7.23541870117185
21970,-7.47748413085935
21969,-7.78731892903644
21968,-7.78239542643227
21967,-6.72894897460935
21966,-6.15171915690102
21965,-7.33381754557289
21964,-6.90257364908852
21963,-6.39773152669269
21962,-9.5450500488281
21961,-9.26403401692706
21960,-6.44376220703123
21959,-7.0235656738281
21958,-7.39806722005206
21957,-7.24460449218748
21956,-7.85711263020831
21955,-6.95331420898435
21954,-5.72295735677081
21953,-6.18577677408852
21952,-6.53108317057289
21951,-7.63302205403644
21950,-8.42836100260414
21949,-8.20702718098956
21948,-7.43215535481769
21947,-7.28523356119789
21946,-5.9998840332031
21945,-7.34610595703123
21944,-7.42329508463539
21943,-5.80815226236977
21942,-8.0493225097656
21941,-6.89683634440102
21940,-6.67692667643227
21939,-7.68828938802081
21938,-8.35821126302081
21937,-6.07637125651039
21936,-7.4073547363281
21935,-8.25423787434894
21934,-6.29726765950519
21933,-8.63218790690102
21932,-6.49308878580727
21931,-7.76132812499998
21930,-7.28157145182289
21929,-6.45121866861977
21928,-7.3147033691406
21927,-7.84334920247394
21926,-5.73738199869789
21925,-7.18136189778644
21924,-6.98851114908852
21923,-6.68305053710935
21922,-8.12442626953123
21921,-6.61087646484373
21920,-7.14271647135414
21919,-5.65189208984373
21918,-6.51541748046873
21917,-9.8768371582031
21916,-8.26242675781248
21915,-6.67773030598956
21914,-7.66598103841144
21913,-8.43162638346352
21912,-8.32872111002602
21911,-5.32656453450519
21910,-7.7465881347656
21909,-9.09451904296873
21908,-6.73125813802081
21907,-9.01676025390623
21906,-7.40201416015623
21905,-8.50920206705727
21904,-7.43032430013019
21903,-6.61354166666664
21902,-7.82332967122394
21901,-7.22530721028644
21900,-7.90199381510414
21899,-5.53954671223956
21898,-6.96855265299477
21897,-7.7774719238281
21896,-6.38554484049477
21895,-9.36294148763019
21894,-8.50775756835935
21893,-6.64698893229164
21892,-8.14846394856769
21891,-7.92682495117185
21890,-8.0510314941406
21889,-6.84023640950519
21888,-8.2729553222656
21887,-6.66592000325519
21886,-7.8731750488281
21885,-7.24981282552081
21884,-6.29839680989581
21883,-7.15410970052081
21882,-6.91906331380206
21881,-7.79366658528644
21880,-8.82299397786456
21879,-6.77150065104164
21878,-8.17277628580727
21877,-8.36070353190102
21876,-6.67695719401039
21875,-8.92374267578123
21874,-8.37857666015623
21873,-6.54552815755206
21872,-5.97243855794269
21871,-6.9543518066406
21870,-7.39318440755206
21869,-6.87938028971352
21868,-7.77434895833331
21867,-6.99491984049477
21866,-8.42157592773435
21865,-7.07240397135414
21864,-9.22012939453123
21863,-8.87465006510414
21862,-7.11007283528644
21861,-7.21144205729164
21860,-6.46477864583331
21859,-9.49467569986977
21858,-8.41433308919269
21857,-7.95533854166664
21856,-7.64315388997394
21855,-8.17836100260414
21854,-6.21197102864581
21853,-8.03883463541664
21852,-6.42773030598956
21851,-7.07714436848956
21850,-6.55007527669269
21849,-6.26814371744789
21848,-6.68187052408852
21847,-7.32394002278644
21846,-6.69078165690102
21845,-7.57201741536456
21844,-9.5172180175781
21843,-7.81392008463539
