"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-44.6199910481771
21997,-46.1071278889974
21996,-43.5511688232422
21995,-40.3349517822265
21994,-49.2299560546875
21993,-39.5908467610677
21992,-40.6223714192708
21991,-46.7109181722005
21990,-41.0199798583984
21989,-46.5473541259765
21988,-42.9720825195312
21987,-43.7417307535807
21986,-43.7203379313151
21985,-41.6212727864583
21984,-41.5755218505859
21983,-43.8291025797526
21982,-47.2184254964193
21981,-50.030859375
21980,-43.2367919921875
21979,-51.9357564290364
21978,-44.7315327962239
21977,-47.5190185546875
21976,-45.5331125895182
21975,-47.2107299804687
21974,-42.1311299641927
21973,-41.778667195638
21972,-42.6734731038411
21971,-44.3364064534505
21970,-42.0486358642578
21969,-40.5532643636068
21968,-41.1976481119791
21967,-41.2546040852864
21966,-44.2182779947916
21965,-43.6872873942057
21964,-44.5791483561198
21963,-46.0659800211588
21962,-40.9377146402995
21961,-47.7092041015625
21960,-40.6387898763021
21959,-44.7028615315755
21958,-42.7938649495443
21957,-44.109955851237
21956,-50.1210439046224
21955,-43.5974487304687
21954,-42.4351003011068
21953,-41.9972696940104
21952,-38.9929005940755
21951,-50.0795043945312
21950,-47.5776733398437
21949,-43.9963999430338
21948,-41.5843770345052
21947,-38.5075286865234
21946,-39.1460683186849
21945,-44.9920715332031
21944,-44.8296417236328
21943,-45.4838165283203
21942,-44.5177317301432
21941,-44.1987620035807
21940,-46.9023803710937
21939,-38.2401489257812
21938,-48.036235555013
21937,-47.5529744466146
21936,-47.049169921875
21935,-48.4411071777344
21934,-44.5075592041015
21933,-48.5748402913411
21932,-42.2835856119791
21931,-43.5692657470703
21930,-48.0813659667969
21929,-44.3779307047526
21928,-47.1122039794922
21927,-52.7326212565104
21926,-42.4386199951172
21925,-49.2462727864583
21924,-42.281841023763
21923,-46.3262084960937
21922,-49.6157745361328
21921,-41.854844156901
21920,-50.6848409016927
21919,-49.1687479654948
21918,-41.4696665445963
21917,-46.3802449544271
21916,-43.174164835612
21915,-45.5809895833333
21914,-48.8929606119791
21913,-45.2308003743489
21912,-49.5692657470703
21911,-50.0040649414062
21910,-42.4095469156901
21909,-41.8058939615885
21908,-43.8451802571614
21907,-47.2413747151693
21906,-46.9344645182291
21905,-46.2948211669922
21904,-39.7289693196614
21903,-40.6335968017578
21902,-49.4682423909505
21901,-48.3412638346354
21900,-46.047216796875
21899,-41.879242960612
21898,-46.5929016113281
21897,-51.0055552164713
21896,-43.1083740234375
21895,-49.7900909423828
21894,-45.1563680013021
21893,-43.4934346516927
21892,-44.3078013102213
21891,-38.7312021891276
21890,-45.387803141276
21889,-46.2005879720052
21888,-44.402192179362
21887,-40.692246500651
21886,-47.8788665771484
21885,-44.8963684082031
21884,-45.319448852539
21883,-36.6147623697916
21882,-43.9859171549479
21881,-46.798691813151
21880,-45.6610727945963
21879,-44.1296905517578
21878,-43.8835255940755
21877,-51.1777150472005
21876,-47.3255676269531
21875,-49.9777486165364
21874,-44.6353413899739
21873,-44.7442281087239
21872,-44.9322469075521
21871,-45.307964070638
21870,-41.5042175292969
21869,-43.1646128336588
21868,-46.1433929443359
21867,-33.3557037353515
21866,-47.1854817708333
21865,-44.4457000732422
21864,-50.0155802408854
21863,-47.9618387858073
21862,-39.8786427815755
21861,-44.6848002115885
21860,-36.5244405110677
21859,-47.088227335612
21858,-46.4003255208333
21857,-45.0643880208333
21856,-45.3875742594401
21855,-48.9879821777344
21854,-44.1315216064453
21853,-49.1238667805989
21852,-43.9088399251302
21851,-41.3523518880208
21850,-48.7339233398437
21849,-40.3109141031901
21848,-46.0346995035807
21847,-48.2289235432943
21846,-45.6896626790364
21845,-41.7391825358073
21844,-44.3317576090495
21843,-43.587510172526
21842,-48.5252085367838
21841,-50.1229461669922
21840,-46.3151204427083
21839,-42.3747009277344
21838,-46.1681935628255
21837,-47.166372680664
21836,-46.1178548177083
21835,-44.3513956705729
21834,-50.4974985758463
21833,-46.6404479980469
21832,-44.6556355794271
21831,-45.2319040934245
21830,-41.1406311035156
21829,-45.1289683024088
21828,-44.8386952718099
21827,-44.9790456136068
21826,-48.3583333333333
21825,-47.1420756022135
21824,-47.272065226237
21823,-41.0250508626302
21822,-39.5577758789062
21821,-41.8656016031901
21820,-44.2947448730469
21819,-42.7597412109375
21818,-42.4795135498047
21817,-45.4224863688151
21816,-45.7367919921875
21815,-44.7703816731771
21814,-43.2697865804036
21813,-46.6868245442708
21812,-42.6357940673828
21811,-42.227158610026
21810,-44.2000081380208
21809,-44.6686767578125
21808,-48.6938232421875
21807,-42.9051523844401
21806,-49.8677225748698
21805,-47.4561930338541
21804,-41.4841166178385
21803,-46.3717254638672
21802,-49.8120330810547
21801,-50.1579549153646
21800,-44.8036865234375
21799,-47.6507731119791
21798,-40.3643452962239
21797,-46.5609344482422
21796,-49.5773223876953
21795,-45.2781026204427
21794,-46.6408192952474
21793,-42.2115641276041
21792,-47.428086344401
21791,-45.9674082438151
21790,-44.6928975423177
21789,-42.5735127766927
21788,-47.0535949707031
21787,-49.4023396809896
21786,-50.0867065429687
21785,-41.0723988850911
21784,-41.3364725748698
21783,-43.4170796712239
21782,-44.5232198079427
21781,-45.1193857828776
21780,-44.2690490722656
21779,-50.7929951985677
21778,-49.377798461914
21777,-49.9156097412109
21776,-43.442984008789
21775,-39.7702189127604
21774,-44.8440714518229
21773,-49.0302185058594
21772,-46.2389638264974
21771,-38.1610219319661
21770,-43.0343383789062
21769,-40.1459309895833
21768,-42.8172821044922
21767,-45.9473887125651
21766,-43.0014149983724
21765,-48.6975463867187
21764,-41.27744140625
21763,-43.9916442871094
21762,-44.4309143066406
21761,-45.7290506998698
21760,-45.2291778564453
21759,-47.5744944254557
21758,-46.0230773925781
21757,-50.8293874104818
21756,-42.7335164388021
21755,-47.5675415039062
21754,-42.2453877766927
21753,-43.8211680094401
21752,-48.3344584147135
21751,-45.1002563476562
21750,-46.3816436767578
21749,-42.8008178710937
21748,-47.7268890380859
21747,-47.1961883544922
21746,-44.9908559163411
21745,-44.9846710205078
21744,-43.8791666666666
21743,-44.5341044108073
21742,-49.4581512451172
21741,-45.2646087646484
21740,-43.7297831217448
21739,-44.4267384847005
21738,-41.7389434814453
21737,-45.1105407714844
21736,-48.8125010172526
21735,-44.0875661214193
21734,-44.7370259602864
21733,-49.6966969807943
21732,-49.7648376464844
21731,-47.9401458740234
21730,-45.9631256103515
21729,-47.0692250569661
21728,-50.4349578857422
21727,-42.5322733561198
21726,-48.9957997639974
21725,-45.9728098551432
21724,-47.7715515136719
21723,-38.5369883219401
21722,-45.1383117675781
21721,-39.4435994466146
21720,-40.7771057128906
21719,-45.5780853271484
21718,-45.854833984375
21717,-48.0703643798828
21716,-49.4785420735677
21715,-50.0077270507812
21714,-47.1909495035807
21713,-46.6593231201172
21712,-36.2560028076172
21711,-44.6103627522786
21710,-44.642202758789
21709,-41.9335083007812
21708,-41.3421234130859
21707,-47.4144297281901
21706,-44.4948537190755
21705,-43.9670623779297
21704,-43.1436828613281
21703,-43.9970306396484
21702,-42.9797882080078
21701,-44.1957305908203
21700,-42.4094604492187
21699,-40.5894785563151
21698,-45.3665883382161
21697,-48.9604248046875
21696,-47.3056905110677
21695,-45.806016031901
21694,-45.5185506184896
21693,-40.6278696695963
21692,-44.7278299967448
21691,-43.1473449707031
21690,-47.6366739908854
21689,-52.2130340576172
21688,-43.3382629394531
21687,-50.5250661214193
21686,-48.5491546630859
21685,-40.0752675374349
21684,-42.5740468343099
21683,-42.4187479654948
21682,-42.6761789957682
21681,-41.4414326985677
21680,-41.2069915771484
21679,-46.2700663248698
21678,-40.8942626953125
21677,-44.1457784016927
21676,-43.9900166829427
21675,-47.7083241780599
21674,-47.1436370849609
21673,-45.5671498616536
21672,-45.4719095865885
21671,-50.2678334554036
21670,-47.5500396728515
21669,-50.7752950032552
21668,-46.5453348795573
21667,-50.6540283203125
21666,-47.7940836588541
21665,-48.2512013753255
21664,-48.2308817545573
21663,-43.8731903076172
21662,-46.023041788737
21661,-52.1869923909505
21660,-46.5479085286458
21659,-43.7937835693359
21658,-41.5276448567708
21657,-47.4387064615885
21656,-46.1059733072916
21655,-45.7385569254557
21654,-44.0122945149739
21653,-41.8979248046875
21652,-51.0471405029297
21651,-36.0201375325521
21650,-42.9051829020182
21649,-41.126323445638
21648,-47.2050282796224
21647,-51.4132802327474
21646,-49.3172108968099
21645,-40.2201955159505
21644,-48.7070678710937
21643,-46.0516927083333
21642,-43.6077178955078
21641,-44.7777974446614
21640,-49.656586710612
21639,-44.5359303792318
21638,-42.1075907389323
21637,-45.5154683430989
21636,-43.7300221761068
21635,-41.0043650309245
21634,-43.0273244222005
21633,-44.0721954345703
21632,-48.7591156005859
21631,-47.5849924723307
21630,-46.3293924967448
21629,-47.7116251627604
21628,-47.1697550455729
21627,-45.295517985026
21626,-41.2421986897786
21625,-42.8545237223307
21624,-47.1745768229166
21623,-49.1812398274739
21622,-46.9933583577474
21621,-41.8502716064453
21620,-43.5500447591146
21619,-50.3786732991536
21618,-40.8073588053385
21617,-44.5417287190755
21616,-48.5940612792969
21615,-43.8988861083984
21614,-48.4924936930338
21613,-47.8035339355469
21612,-42.6372029622396
21611,-47.3267883300781
21610,-48.1215270996094
21609,-46.4106048583984
21608,-48.2932139078776
21607,-42.8422251383463
21606,-52.3067637125651
21605,-50.165380859375
21604,-45.0065622965495
21603,-50.4513610839844
21602,-43.9079956054687
21601,-42.9407511393229
21600,-46.665879313151
21599,-48.1030792236328
21598,-42.1364349365234
21597,-45.2715616861979
21596,-47.1530314127604
21595,-47.5245778401693
21594,-43.2709309895833
21593,-41.823105875651
21592,-47.4157826741536
21591,-39.0185760498047
21590,-44.2115895589193
21589,-42.6198435465495
21588,-41.3972585042318
21587,-44.4211537679036
21586,-46.5645050048828
21585,-40.656596883138
21584,-44.6110850016276
21583,-45.7783721923828
21582,-43.055771891276
21581,-44.0167551676432
21580,-49.6140757242838
21579,-43.7473866780599
21578,-44.0698964436849
21577,-46.0705067952474
21576,-48.6937723795573
21575,-42.6217305501302
21574,-44.9819600423177
21573,-45.2451283772786
21572,-47.8673461914062
21571,-41.8721272786458
21570,-53.1004140218099
21569,-47.3251861572265
21568,-45.0086171468099
21567,-53.5635284423828
21566,-39.4128479003906
21565,-45.0112823486328
21564,-38.2819630940755
21563,-47.2429361979166
21562,-45.402695719401
21561,-47.3297383626302
21560,-47.0320088704427
21559,-43.9712381998698
21558,-41.2863271077474
21557,-46.275732421875
21556,-47.3745279947916
21555,-44.701279703776
21554,-38.3461313883463
21553,-46.8927062988281
21552,-46.4821482340495
21551,-42.6486673990885
21550,-50.2089599609375
21549,-47.1590077718099
21548,-43.7867492675781
21547,-46.073828125
21546,-40.984487915039
21545,-49.3396667480469
21544,-42.8077911376953
21543,-45.9290323893229
21542,-41.4123901367187
21541,-48.1709147135416
21540,-40.9824025472005
