"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-57.9024108886719
21997,-54.3793446858724
21996,-55.2559850056966
21995,-55.1835184733073
21994,-58.0888249715169
21993,-52.9875778198242
21992,-51.9779724121094
21991,-55.8187978108724
21990,-55.9644658406575
21989,-55.1823181152344
21988,-54.4310465494791
21987,-54.4829925537109
21986,-53.6296930948893
21985,-54.6231292724609
21984,-56.5712875366211
21983,-53.5723225911458
21982,-55.1884470621745
21981,-53.1807490030924
21980,-56.8857711791992
21979,-58.5535949707031
21978,-56.5154861450195
21977,-55.3492645263672
21976,-55.4515213012695
21975,-57.8600448608398
21974,-54.7550465901693
21973,-54.6818018595377
21972,-57.025872294108
21971,-55.3197260538737
21970,-51.2163324991862
21969,-53.7545303344726
21968,-54.546868387858
21967,-55.6333552042643
21966,-55.0383819580078
21965,-57.1104721069336
21964,-52.1170995076497
21963,-56.499126180013
21962,-55.4013656616211
21961,-54.3718551635742
21960,-53.9201772054036
21959,-55.562717183431
21958,-56.7453750610351
21957,-56.5827952067057
21956,-53.1373453776041
21955,-53.2043518066406
21954,-53.389018758138
21953,-57.5318283081054
21952,-55.0318588256836
21951,-55.6121480305989
21950,-56.5281916300455
21949,-52.9853042602539
21948,-55.7103510538737
21947,-48.5041819254557
21946,-56.1986729939778
21945,-53.4738830566406
21944,-57.3350611368815
21943,-55.7706970214844
21942,-54.8204788208008
21941,-56.0378097534179
21940,-57.6583872477213
21939,-52.1315216064453
21938,-57.2621826171875
21937,-53.0873067220052
21936,-58.0342646280924
21935,-56.7327534993489
21934,-56.832378133138
21933,-57.2594436645508
21932,-52.7622843424479
21931,-57.4104395548502
21930,-58.5997578938802
21929,-58.1859191894531
21928,-56.4163930257161
21927,-55.871575419108
21926,-54.4068435668945
21925,-58.0459325154622
21924,-57.0518046061198
21923,-54.4721842447916
21922,-59.1287953694661
21921,-53.4448684692383
21920,-58.1739791870117
21919,-57.4898081461588
21918,-54.4071131388346
21917,-55.717268371582
21916,-55.2664677937825
21915,-55.3011891682943
21914,-56.1366485595703
21913,-52.7841044108073
21912,-57.582871500651
21911,-55.1261759440104
21910,-52.3561004638672
21909,-56.5873677571614
21908,-55.9577087402344
21907,-57.3748128255208
21906,-56.0145324707031
21905,-55.9603841145833
21904,-55.7013865152995
21903,-53.7119430541992
21902,-55.2765385945638
21901,-56.4623168945312
21900,-58.6102991739909
21899,-50.9011316935221
21898,-53.7367741902669
21897,-58.5761754353841
21896,-54.6604395548502
21895,-55.8523162841797
21894,-58.189914449056
21893,-56.1532145182291
21892,-55.480576578776
21891,-54.8067738850911
21890,-53.7895670572916
21889,-55.798935953776
21888,-52.471538289388
21887,-55.834694925944
21886,-57.6299372355143
21885,-53.1693277994791
21884,-54.0028569539388
21883,-54.2571624755859
21882,-55.101665242513
21881,-57.2275146484375
21880,-53.5436996459961
21879,-52.2455403645833
21878,-54.6257181803385
21877,-56.1035598754883
21876,-56.9286204020182
21875,-58.031477355957
21874,-54.552722676595
21873,-54.6956517537435
21872,-55.449311319987
21871,-53.2358637491862
21870,-54.2536198933919
21869,-56.7565063476562
21868,-53.741791788737
21867,-53.7466262817383
21866,-59.2624216715495
21865,-57.4913162231445
21864,-56.1626241048177
21863,-57.8574813842773
21862,-51.9867436726888
21861,-54.5292419433594
21860,-54.1639668782552
21859,-54.6167587280273
21858,-57.5016235351562
21857,-56.252549235026
21856,-56.6891998291015
21855,-55.022563680013
21854,-60.0545232137044
21853,-57.8586054484049
21852,-52.3841740926107
21851,-53.7157730102539
21850,-55.7612416585286
21849,-55.5073557535807
21848,-53.6845789591471
21847,-57.8486465454101
21846,-56.6503814697265
21845,-53.4955759684245
21844,-56.3646682739258
21843,-57.1733688354492
21842,-53.8092966715495
21841,-56.9758565266927
21840,-53.6441635131836
21839,-55.4900624593099
