"Full hydrological years [yr BP]","Average yearly mean temperature [degree C]"
21998,-9.21784947713214
21997,-7.25764948527016
21996,-6.18764979044594
21995,-5.55098826090493
21994,-5.16257960001625
21993,-4.46652323404946
21992,-6.30864562988279
21991,-4.90196329752602
21990,-6.42646128336586
21989,-8.55676625569659
21988,-5.37673288981118
21987,-5.63987579345701
21986,-4.63584747314451
21985,-6.91555124918618
21984,-6.27715021769203
21983,-4.63191070556638
21982,-4.82285919189451
21981,-4.79704386393227
21980,-4.83239339192706
21979,-5.78438669840493
21978,-4.11402231852211
21977,-6.31098022460935
21976,-4.63371124267576
21975,-3.2927052815755
21974,-4.74469604492185
21973,-4.85819346110024
21972,-6.16642100016274
21971,-4.27276713053383
21970,-6.1238337198893
21969,-5.3832331339518
21968,-6.00959116617836
21967,-4.0562321980794
21966,-5.70200831095375
21965,-7.39974314371743
21964,-5.41024119059243
21963,-4.85263417561847
21962,-5.36124521891274
21961,-5.12689565022784
21960,-6.54794667561847
21959,-7.09120534261065
21958,-5.68553517659503
21957,-4.45928802490232
21956,-4.12008768717446
21955,-4.54213307698565
21954,-6.06843287150063
21953,-5.20769348144529
21952,-6.22268142700193
21951,-6.38871739705401
21950,-4.81840871175128
21949,-5.39223327636716
21948,-4.81894531249998
21947,-4.47357533772784
21946,-4.71922912597654
21945,-4.49033966064451
21944,-3.70222574869789
21943,-6.84814809163409
21942,-3.99304046630857
21941,-7.56076914469399
21940,-4.10876566569008
21939,-4.96375885009763
21938,-4.419292195638
21937,-5.36836217244464
21936,-6.91409276326495
21935,-5.74884770711261
21934,-2.87195180257159
21933,-4.15701395670571
21932,-5.08585713704425
21931,-4.80772247314451
21930,-4.88340606689451
21929,-5.76843109130857
21928,-4.06918690999347
21927,-6.24398015340167
21926,-4.16090240478513
21925,-4.97661183675128
21924,-4.95861409505206
21923,-5.42959187825519
21922,-7.10909754435219
21921,-6.1120412190755
21920,-6.84972864786782
21919,-4.80958913167315
21918,-4.27239074707029
21917,-5.48665720621743
21916,-4.7448308308919
21915,-4.79122772216795
21914,-5.2554509480794
21913,-6.62732798258461
21912,-5.12090148925779
21911,-5.14096425374347
21910,-5.98116658528644
21909,-4.08348185221352
21908,-4.7242492675781
21907,-3.73942667643227
21906,-5.56399637858071
21905,-4.26051177978513
21904,-5.42240244547524
21903,-5.73259582519529
21902,-5.39092102050779
21901,-5.33290456136065
21900,-7.11209462483722
21899,-4.63020172119138
21898,-6.95451456705727
21897,-4.48709716796873
21896,-4.74400177001951
21895,-4.3208297729492
21894,-3.89995930989581
21893,-5.47325490315753
21892,-9.33592834472654
21891,-5.78250223795571
21890,-8.5662050882975
21889,-5.32670694986977
21888,-10.8170608520508
21887,-7.27692260742185
21886,-4.37656504313149
21885,-4.04319610595701
21884,-4.81313680013019
21883,-6.01133066813149
21882,-9.6800458272298
21881,-5.45742390950519
21880,-4.75838826497394
21879,-6.23116149902341
21878,-5.42587636311847
21877,-4.70366007486977
21876,-4.34528961181638
21875,-6.66660919189451
21874,-8.80448760986326
21873,-6.99906768798826
21872,-5.5355768839518
21871,-4.27344868977862
21870,-4.47651011149086
21869,-8.15867589314776
21868,-4.96014760335284
21867,-4.44461669921873
21866,-4.78891855875649
21865,-4.91026916503904
21864,-5.31382598876951
21863,-5.22577006022133
21862,-4.89342600504555
21861,-4.51581420898435
21860,-6.82514038085935
21859,-5.41645406087237
21858,-4.45082702636716
21857,-5.19118855794269
21856,-6.54289855957029
21855,-4.35087178548175
21854,-4.5749572753906
21853,-5.54073562622068
21852,-3.61954091389972
21851,-4.16861826578774
21850,-4.6118225097656
21849,-4.84676971435545
21848,-4.20269622802732
21847,-6.70931599934894
21846,-7.57979303995766
21845,-4.67901204427081
21844,-6.72578404744464
21843,-5.84496917724607
21842,-7.94662831624347
21841,-5.18118896484373
21840,-5.76366526285805
21839,-6.76478932698565
21838,-6.81343180338539
21837,-4.9011774698893
21836,-5.16341501871743
21835,-5.28275909423826
21834,-4.56951751708982
21833,-4.16925913492836
21832,-4.27737019856769
21831,-4.61661885579425
21830,-3.91696777343748
21829,-6.32631276448565
21828,-4.76050669352211
21827,-6.33859990437823
21826,-4.76413319905597
21825,-5.56197331746417
21824,-4.8460271199544
21823,-5.99115854899086
21822,-4.93474171956378
21821,-6.5488087972005
21820,-6.15948588053383
21819,-4.60796203613279
21818,-5.62976430257159
21817,-5.14369812011716
21816,-6.5828549702962
21815,-6.37033945719399
21814,-4.37188822428383
21813,-5.79381663004555
21812,-6.03669204711912
21811,-4.57049916585284
21810,-6.84283803304034
21809,-6.16274363199868
21808,-5.89296824137368
21807,-5.74659194946287
21806,-5.18170013427732
21805,-5.22047271728513
21804,-6.56811879475909
21803,-4.89661509195961
21802,-4.16821390787758
21801,-4.61976979573565
21800,-4.95507914225258
21799,-4.4200500488281
21798,-4.5066462198893
21797,-8.60378494262693
21796,-5.51034393310545
21795,-4.71329600016274
21794,-3.94011281331378
21793,-3.39936421712237
21792,-4.23731587727862
21791,-5.32180379231769
21790,-4.62266387939451
21789,-5.27274678548175
21788,-5.88613230387368
21787,-5.74019724527993
21786,-10.413178507487
21785,-4.90280253092446
21784,-6.77786992390948
21783,-5.86474202473956
21782,-4.70700429280597
21781,-5.4064264933268
21780,-4.25102335611977
21779,-4.56496785481769
21778,-7.12083663940427
21777,-5.10509847005206
21776,-4.28069661458331
21775,-5.32462921142576
21774,-6.58071111043292
21773,-3.75809326171873
21772,-4.64313863118487
21771,-5.44476420084633
21770,-5.76372884114581
21769,-6.08850453694659
21768,-4.73367411295571
21767,-6.12335815429685
21766,-6.47326253255206
21765,-5.51981709798175
21764,-5.84548034667966
21763,-5.59291432698565
21762,-5.46054433186847
21761,-4.79898681640623
21760,-7.3585494995117
21759,-4.30965779622394
21758,-4.88150380452472
21757,-4.75289001464841
21756,-5.22963307698565
21755,-4.8896774291992
21754,-4.42887217203774
21753,-4.26154937744138
21752,-4.27650553385414
21751,-4.15961558024086
21750,-4.45314636230466
21749,-5.0553522745768
21748,-5.01279042561847
21747,-4.95087788899737
21746,-4.6117741902669
21745,-5.56245524088539
21744,-3.21273142496743
21743,-6.47526652018227
21742,-4.91466878255206
21741,-4.10857747395831
21740,-4.49872690836586
21739,-3.96459045410154
21738,-6.55552775065102
21737,-6.22048924763995
21736,-5.34466145833331
21735,-5.28434855143227
21734,-4.59408162434894
21733,-5.78935597737628
21732,-5.56024017333982
21731,-4.42508799235024
21730,-7.76651102701821
21729,-5.01121368408201
21728,-5.5311823527018
21727,-4.18450012207029
21726,-4.14113718668618
21725,-4.08888600667315
21724,-3.90831349690753
21723,-8.04254887898761
21722,-3.771098836263
21721,-4.44988098144529
21720,-4.59588724772133
21719,-4.58134307861326
21718,-5.60614115397133
21717,-4.72064056396482
21716,-4.92015177408852
21715,-7.53908386230466
21714,-5.90641123453774
21713,-7.10421981811521
21712,-3.92016703287758
21711,-4.70091349283852
21710,-6.68175862630206
21709,-6.28033803304034
21708,-4.6567189534505
21707,-4.00936991373696
21706,-4.57602284749347
21705,-4.30371195475258
21704,-5.08748728434243
21703,-7.69061253865558
21702,-6.05755208333331
21701,-6.72722473144529
21700,-6.71965382893878
21699,-5.06704050699868
21698,-6.36272277832029
21697,-5.08391164143878
21696,-4.6582829793294
21695,-5.48477274576821
21694,-9.35094299316404
21693,-6.87902297973631
21692,-5.52053934733071
21691,-5.54718882242836
21690,-9.71565093994138
21689,-4.91332600911456
21688,-6.48803812662758
21687,-4.37511545817055
21686,-5.37526550292966
21685,-5.55324910481769
21684,-5.13190053304034
21683,-5.23099365234373
21682,-5.7859176635742
21681,-4.17045949300128
21680,-3.41002248128253
