"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-57.4989430745443
21997,-54.8806213378906
21996,-54.964707438151
21995,-52.5736958821614
21994,-55.8573313395182
21993,-50.5686604817708
21992,-50.4434010823568
21991,-54.336289469401
21990,-58.2212636311849
21989,-55.677837117513
21988,-55.1949778238932
21987,-55.0148885091146
21986,-53.2263397216797
21985,-52.3308420817057
21984,-56.7834533691406
21983,-50.8066111246745
21982,-55.0253153483073
21981,-54.4868377685547
21980,-56.5226552327474
21979,-57.4857950846354
21978,-56.0476491292318
21977,-56.0221160888672
21976,-55.3211120605469
21975,-58.0655171712239
21974,-55.6169342041015
21973,-54.8158477783203
21972,-57.9267130533854
21971,-50.8263509114583
21970,-48.9582427978515
21969,-51.2815460205078
21968,-59.0988220214844
21967,-53.9655314127604
21966,-55.2915405273437
21965,-56.2194885253906
21964,-52.6610524495443
21963,-54.5912434895833
21962,-51.8198150634765
21961,-54.0951090494791
21960,-53.410752360026
21959,-56.0383972167969
21958,-53.5995900472005
21957,-52.6964375813802
21956,-50.8448801676432
21955,-53.7897043863932
21954,-48.884390258789
21953,-56.1721862792969
21952,-55.8547932942708
21951,-54.601426188151
21950,-58.1117665608724
21949,-51.6265879313151
21948,-57.641460164388
21947,-51.7826293945312
21946,-56.1065073649088
21945,-54.0390380859375
21944,-55.0052856445312
21943,-56.495458984375
21942,-54.3645284016927
21941,-58.2122100830078
21940,-54.6231953938802
21939,-49.845805867513
21938,-58.4419209798177
21937,-51.5530049641927
21936,-55.4270131429036
21935,-57.0583760579427
21934,-55.7012084960937
21933,-54.5499888102213
21932,-55.6609456380208
21931,-57.384130859375
21930,-57.9091094970703
21929,-55.199799601237
21928,-54.9498809814453
21927,-53.5828155517578
21926,-52.8529876708984
21925,-57.7785756429036
21924,-57.5811828613281
21923,-54.6490030924479
21922,-58.1962849934896
21921,-51.3726765950521
21920,-58.1110443115234
21919,-54.913916015625
21918,-49.7328959147135
21917,-53.5298573811849
21916,-52.7492380777995
21915,-52.2040618896484
21914,-55.3576568603515
21913,-52.3943033854166
21912,-56.9606689453125
21911,-55.465923055013
21910,-50.2654429117838
21909,-58.7718617757161
21908,-57.8319458007812
21907,-55.4522766113281
21906,-54.9845540364583
21905,-54.2335520426432
21904,-53.6587585449219
21903,-52.1970784505208
21902,-56.2377787272135
21901,-55.9006052652995
21900,-57.8623311360677
21899,-50.5000518798828
21898,-55.8349212646484
21897,-56.5070404052734
21896,-51.4055440266927
21895,-55.5083475748698
21894,-56.5819559733073
21893,-55.6964782714844
21892,-53.9886077880859
21891,-53.2239339192708
21890,-54.2091990152995
21889,-56.2410288492838
21888,-55.3786427815755
21887,-57.5751607259114
21886,-54.3701792399088
21885,-52.2597920735677
21884,-52.1889099121094
21883,-53.691254679362
21882,-52.5717376708984
21881,-58.4180257161458
21880,-53.9672505696614
21879,-50.004014078776
21878,-54.0730702718099
21877,-53.1866414388021
21876,-53.1296091715495
21875,-58.4355631510416
21874,-55.3039713541666
21873,-54.2104654947916
21872,-55.4689544677734
21871,-49.8141082763672
21870,-51.5831868489583
21869,-57.918081665039
21868,-55.7121388753255
21867,-53.8465586344401
21866,-57.4905405680338
21865,-54.2230997721354
21864,-56.4824788411458
21863,-56.5229451497396
21862,-51.8522755940755
21861,-50.6032979329427
21860,-52.5192881266276
21859,-54.9141042073568
21858,-56.9260976155599
21857,-54.6278289794922
21856,-54.2459014892578
21855,-52.2829600016276
21854,-59.2463948567708
21853,-57.7602244059245
21852,-52.9807088216146
21851,-53.4726826985677
21850,-54.0079559326172
21849,-55.6498677571614
21848,-55.2096720377604
21847,-53.7777669270833
21846,-54.6263793945312
21845,-52.1426452636719
21844,-58.8041137695312
21843,-54.2399658203125
21842,-55.773046875
21841,-56.0882120768229
21840,-54.3450480143229
21839,-54.6635498046875
21838,-51.8317321777344
21837,-56.1059529622396
21836,-51.8901072184245
21835,-53.1236226399739
21834,-55.6432149251302
21833,-54.9704752604166
21832,-54.9657145182291
21831,-57.7082478841146
21830,-51.1020111083984
21829,-56.7027038574219
21828,-49.7318379720052
21827,-51.458344523112
21826,-56.5908823649088
21825,-56.2195190429687
21824,-59.0906331380208
21823,-54.4774180094401
21822,-51.229833984375
21821,-55.4132598876953
21820,-52.8110616048177
21819,-54.7625081380208
21818,-53.7895467122396
21817,-58.0047159830729
21816,-54.9540161132812
21815,-55.5451009114583
21814,-52.986441040039
21813,-59.2099009195963
21812,-49.6388865152995
21811,-56.6982432047526
21810,-49.8326833089193
21809,-52.9113118489583
21808,-55.6051849365234
21807,-54.2660837809245
21806,-56.476421101888
21805,-55.3576721191406
21804,-52.4678049723307
21803,-56.2622233072916
21802,-54.0531473795573
21801,-58.0917063395182
21800,-54.7744557698568
21799,-55.5277313232422
21798,-51.4330403645833
21797,-57.9986938476562
21796,-56.0495259602864
21795,-50.4669759114583
21794,-56.4760142008463
21793,-50.3414469401041
21792,-54.5043650309245
21791,-52.3796702067057
21790,-57.8195810953776
21789,-53.862173461914
21788,-58.3515736897786
21787,-55.9674438476562
21786,-52.5167856852213
21785,-52.082133992513
21784,-56.0393636067708
21783,-55.05283203125
21782,-54.309678141276
21781,-56.9696360270182
21780,-58.4552978515625
21779,-55.8826863606771
21778,-55.0536356608073
21777,-57.9647430419922
21776,-54.0355336507161
21775,-51.8526926676432
21774,-53.0928304036458
21773,-52.4273844401041
21772,-54.7585001627604
21771,-51.3668426513672
21770,-52.9086313883463
21769,-56.012553914388
21768,-57.2595021565755
21767,-52.1979532877604
21766,-51.8793395996094
21765,-57.0764017740885
21764,-53.6389475504557
21763,-53.206879679362
21762,-48.5902109781901
21761,-53.0164042154948
21760,-52.0586456298828
21759,-56.7348642985026
21758,-53.9568135579427
21757,-54.9170237223307
21756,-52.4358072916666
21755,-57.8520212809245
21754,-49.3106903076172
21753,-48.5655476888021
21752,-55.394888305664
21751,-50.383413696289
21750,-54.6537333170573
21749,-49.2107706705729
21748,-53.319682820638
21747,-52.090434773763
21746,-54.6408142089844
21745,-51.2768666585286
21744,-56.704941813151
21743,-50.8492950439453
21742,-53.5290842692057
21741,-53.9058949788411
21740,-51.6936197916666
21739,-56.0354777018229
21738,-54.2337148030599
21737,-55.6583872477213
21736,-50.4362904866536
21735,-51.4936838785807
21734,-56.1404225667318
21733,-55.1483317057291
21732,-57.9022176106771
