"Calendar years [yr BP]","Average yearly mean temperature [degree C]"
21999,-38.2896929423014
21998,-35.9302378336588
21997,-35.8037183125814
21996,-37.3053662618001
21995,-34.736483001709
21994,-33.5431668599446
21993,-37.0105804443359
21992,-35.2691024780273
21991,-36.437670135498
21990,-36.0610196431478
21989,-36.4711288452148
21988,-36.9153834025065
21987,-34.7369954427083
21986,-35.6932459513346
21985,-35.8188804626465
21984,-30.8089533487956
21983,-32.945228322347
21982,-34.1214342753092
21981,-35.0579602559407
21980,-34.9587984720866
21979,-34.2672866821289
21978,-34.8324849446614
21977,-36.9146268208821
21976,-35.7688863118489
21975,-34.4911687215169
21974,-35.8921875
21973,-35.5885884602864
21972,-34.2013254801432
21971,-35.6750040690104
21970,-36.9818697611491
21969,-37.3324900309245
21968,-35.4742327372233
21967,-36.4008494059245
21966,-37.1843030293782
21965,-36.6474161783854
21964,-34.8306844075521
21963,-36.5944109598795
21962,-37.4973917643229
21961,-36.8364992777506
21960,-34.4923271179199
21959,-36.0599527994791
21958,-36.3718653361002
21957,-34.7375727335612
21956,-34.4178349812825
21955,-34.1521324157715
21954,-34.6522951761881
21953,-36.0593221028646
21952,-33.831702931722
21951,-37.2583043416341
21950,-38.9163332621256
21949,-33.7079414367676
21948,-38.8993540445963
21947,-35.0395200093587
21946,-36.2105252583821
21945,-34.7316090901693
21944,-35.2404477437337
21943,-35.2636856079101
21942,-36.6597389221191
21941,-35.6453333536784
21940,-35.551434580485
21939,-36.3144922892252
21938,-36.1095476786295
21937,-37.0159528096517
21936,-35.0801897684733
21935,-34.1177136739095
21934,-33.3732767740885
21933,-37.3281222025553
21932,-34.7560829162597
21931,-34.4190060933431
21930,-36.0650937398275
21929,-34.7474973042806
21928,-35.9064290364583
21927,-34.010538482666
21926,-33.1859764099121
21925,-33.9452537536621
21924,-36.2099594116211
21923,-36.8630266825358
21922,-36.4769106547038
21921,-33.8159609476725
21920,-34.3865023295084
21919,-33.415567779541
21918,-36.0382751464844
21917,-35.3073257446289
21916,-35.6738545735677
21915,-34.919349416097
21914,-36.0621920267741
21913,-37.1343432108561
21912,-37.2454271952311
21911,-35.6390988667806
21910,-37.1916094462077
21909,-35.8130528767903
21908,-38.4065333048502
21907,-38.1578010559082
21906,-37.2819859822591
21905,-34.9005429585775
21904,-34.7623873392741
21903,-36.2272768656413
21902,-35.7597081502278
21901,-37.3862785339355
21900,-35.8474042256673
21899,-35.9807838439941
21898,-33.1386296590169
21897,-35.333053334554
21896,-35.1289339701334
21895,-37.2096224466959
21894,-33.7140411376953
21893,-33.8806111653646
21892,-34.9481503804525
21891,-35.0578305562337
21890,-33.6653566996256
21889,-36.9460980733235
21888,-37.681748453776
21887,-34.2327992757161
21886,-37.3811261494954
21885,-36.7655598958333
21884,-37.5673418680827
21883,-38.3514478047689
21882,-34.8589411417643
21881,-34.5454277038574
21880,-35.7665110270182
21879,-35.1061042785644
21878,-35.7811098734538
21877,-32.7042106628418
21876,-34.8124755859375
21875,-35.7446095784505
