"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-56.2376820882161
21997,-51.5547597249349
21996,-54.7982798258463
21995,-50.2524729410807
21994,-55.938818359375
21993,-47.9076802571614
21992,-50.7634490966797
21991,-54.1735697428385
21990,-52.5643829345703
21989,-50.2672688802083
21988,-52.3462331136068
21987,-54.2619689941406
21986,-50.7197631835937
21985,-48.910264078776
21984,-52.7975118001302
21983,-46.9383860270182
21982,-46.3923350016276
21981,-49.4191243489583
21980,-49.237890625
21979,-49.5878458658854
21978,-48.1535502115885
21977,-53.2771158854166
21976,-50.4129903157552
21975,-52.0684265136719
21974,-51.9533192952474
21973,-54.2196919759114
21972,-52.2357391357422
21971,-52.6302500406901
21970,-51.9909525553385
21969,-62.4616200764974
21968,-48.3710032145182
21967,-54.2423970540364
21966,-50.8191538492838
21965,-52.312368774414
21964,-48.436626180013
21963,-55.2695068359375
21962,-55.9061289469401
21961,-49.119736735026
21960,-54.2005828857422
21959,-53.1696228027344
21958,-54.6891489664713
21957,-57.0849314371745
21956,-48.9455067952474
21955,-52.5347401936849
21954,-51.8462331136068
21953,-51.3380849202474
21952,-50.7854522705078
21951,-53.2041432698568
21950,-55.0173451741536
21949,-50.3396514892578
21948,-54.7004964192708
21947,-47.9487162272135
21946,-56.6345631917318
21945,-54.0389363606771
21944,-48.7958740234375
21943,-50.0033782958984
21942,-52.752294921875
21941,-53.1613423665364
21940,-55.1425791422526
21939,-53.9193939208984
21938,-52.4683339436849
21937,-54.4075073242187
21936,-55.2192698160807
21935,-48.3618174235026
21934,-51.055776977539
21933,-49.6682698567708
21932,-52.1579803466797
21931,-48.9927174886068
21930,-54.6277018229166
21929,-55.0315307617187
21928,-53.0798095703125
21927,-48.2732757568359
21926,-49.9241953531901
21925,-50.282319132487
21924,-48.8978892008463
21923,-54.5986846923828
21922,-51.5144002278646
21921,-55.7027903238932
21920,-45.8769185384114
21919,-47.4037536621094
21918,-52.7502400716146
21917,-50.2457946777344
21916,-53.9258992513021
21915,-50.3914906819661
21914,-52.0692759195963
21913,-49.4816396077474
21912,-55.624136352539
21911,-48.0709187825521
21910,-52.451279703776
21909,-51.4687306722005
21908,-48.8511973063151
21907,-57.5020050048828
21906,-55.26376953125
21905,-52.1367909749349
21904,-51.841889444987
21903,-53.0851806640625
21902,-54.0711985270182
21901,-53.0435139973958
21900,-54.0635131835937
21899,-54.9797932942708
21898,-49.9027923583984
21897,-49.8716593424479
21896,-51.6734934488932
21895,-53.0808624267578
21894,-47.3174397786458
21893,-47.3585164388021
21892,-53.5367746988932
21891,-51.5233164469401
21890,-47.1599385579427
21889,-46.9400797526041
21888,-57.5076100667318
21887,-50.6733917236328
21886,-53.382676188151
21885,-50.432719930013
21884,-56.1975667317708
21883,-58.482758585612
21882,-54.1936096191406
21881,-50.0874542236328
21880,-48.2580780029297
21879,-50.8936014811198
21878,-53.1862396240234
21877,-55.7810729980469
21876,-45.7845469156901
21875,-50.5112416585286
21874,-54.9523681640625
21873,-46.5295471191406
21872,-53.229605102539
21871,-52.4154774983724
21870,-53.7782958984375
21869,-51.2116709391276
21868,-50.6791697184245
21867,-55.1559051513672
21866,-47.1275848388672
21865,-55.2780110677083
21864,-49.2019205729166
21863,-55.8032796223958
21862,-52.6444610595703
21861,-53.5243794759114
21860,-53.2514912923177
21859,-52.0142883300781
21858,-49.0835021972656
21857,-48.9942230224609
21856,-50.1714385986328
21855,-53.9208689371745
21854,-49.2897349039713
21853,-52.4691121419271
21852,-52.6815653483073
21851,-52.500601196289
21850,-53.024038696289
21849,-52.4997212727864
21848,-51.6047424316406
21847,-52.0857045491536
21846,-52.9846608479818
21845,-47.1587331136068
21844,-50.2302510579427
21843,-51.4719858805338
21842,-50.7314005533854
21841,-53.3132283528646
21840,-52.4887603759765
21839,-55.2821614583333
21838,-50.3813995361328
21837,-50.2099975585937
21836,-56.0343587239583
21835,-54.5899871826172
21834,-58.2948567708333
21833,-55.5788075764974
21832,-48.0259104410807
21831,-50.0354726155599
21830,-55.6649129231771
21829,-54.4206095377604
21828,-52.7624216715495
21827,-51.3478607177734
21826,-52.591889444987
21825,-48.5471048990885
21824,-48.9296071370443
21823,-56.3995625813802
21822,-51.9375366210937
21821,-55.304551188151
21820,-51.8596150716146
21819,-51.7745778401693
21818,-50.0743520100911
21817,-48.9558166503906
21816,-50.2851572672526
21815,-52.8850870768229
21814,-55.3645487467448
21813,-52.7365936279297
21812,-56.7697052001953
21811,-54.5378224690755
21810,-52.5964111328125
21809,-50.9063374837239
21808,-48.7020579020182
21807,-56.3994659423828
21806,-54.757681274414
21805,-55.6049407958984
21804,-56.6798716227213
21803,-54.282334391276
21802,-60.8767252604166
21801,-57.8136199951172
21800,-54.9468597412109
21799,-55.3713897705078
21798,-55.673681640625
21797,-55.3736633300781
21796,-54.074067179362
21795,-54.602651977539
21794,-54.1773946126302
21793,-56.3009501139323
21792,-49.2066864013672
21791,-55.0922505696614
21790,-49.3574432373047
21789,-53.1095794677734
21788,-50.0672770182291
21787,-45.7716684977213
21786,-51.1091725667318
21785,-53.9023447672526
21784,-55.0114196777344
21783,-50.9637613932291
21782,-54.3396514892578
21781,-49.5806945800781
21780,-55.5977742513021
21779,-52.793803914388
