measurementid,modeloutput_median,modeloutput_mean,lower_2_sigma,lower_1_sigma,upper_1_sigma,upper_2_sigma,model_name,preselection
EN18218 588,26099,26082,25364,25977,26230,26623,clam T4 S6,Yes
EN18218 589,26161,26145,25438,26040,26291,26684,clam T4 S6,Yes
EN18218 590,26222,26208,25514,26103,26351,26747,clam T4 S6,Yes
EN18218 591,26285,26271,25587,26167,26412,26808,clam T4 S6,Yes
EN18218 592,26345,26333,25662,26231,26473,26869,clam T4 S6,Yes
EN18218 593,26406,26395,25735,26294,26533,26932,clam T4 S6,Yes
EN18218 594,26467,26457,25804,26356,26592,26990,clam T4 S6,Yes
EN18218 595,26528,26519,25873,26419,26651,27051,clam T4 S6,Yes
EN18218 596,26588,26581,25947,26480,26710,27113,clam T4 S6,Yes
EN18218 597,26650,26642,26018,26541,26770,27173,clam T4 S6,Yes
EN18218 598,26711,26704,26093,26604,26829,27234,clam T4 S6,Yes
EN18218 599,26771,26765,26170,26666,26888,27295,clam T4 S6,Yes
EN18218 600,26832,26827,26243,26728,26948,27352,clam T4 S6,Yes
EN18218 601,26892,26888,26315,26788,27007,27414,clam T4 S6,Yes
EN18218 602,26953,26949,26389,26849,27066,27474,clam T4 S6,Yes
EN18218 603,27014,27011,26460,26911,27125,27535,clam T4 S6,Yes
EN18218 604,27076,27072,26532,26972,27183,27594,clam T4 S6,Yes
EN18218 605,27136,27132,26601,27033,27242,27651,clam T4 S6,Yes
EN18218 606,27196,27193,26673,27093,27301,27708,clam T4 S6,Yes
EN18218 607,27257,27254,26740,27155,27359,27765,clam T4 S6,Yes
EN18218 608,27317,27314,26808,27214,27417,27822,clam T4 S6,Yes
EN18218 609,27377,27374,26873,27274,27476,27879,clam T4 S6,Yes
EN18218 610,27436,27434,26938,27334,27534,27938,clam T4 S6,Yes
EN18218 611,27495,27494,27004,27393,27593,27995,clam T4 S6,Yes
EN18218 612,27554,27554,27069,27453,27651,28054,clam T4 S6,Yes
EN18218 613,27613,27613,27133,27513,27710,28112,clam T4 S6,Yes
EN18218 614,27671,27672,27197,27572,27769,28172,clam T4 S6,Yes
EN18218 615,27730,27731,27259,27630,27827,28229,clam T4 S6,Yes
EN18218 616,27787,27790,27322,27688,27884,28287,clam T4 S6,Yes
EN18218 617,27844,27848,27379,27747,27942,28346,clam T4 S6,Yes
EN18218 618,27902,27906,27441,27805,28000,28406,clam T4 S6,Yes
EN18218 619,27959,27964,27499,27863,28057,28463,clam T4 S6,Yes
EN18218 620,28015,28022,27558,27921,28113,28518,clam T4 S6,Yes
EN18218 621,28071,28079,27616,27978,28169,28580,clam T4 S6,Yes
EN18218 622,28127,28136,27676,28034,28225,28636,clam T4 S6,Yes
EN18218 623,28182,28192,27731,28090,28283,28692,clam T4 S6,Yes
EN18218 624,28237,28249,27782,28146,28338,28752,clam T4 S6,Yes
EN18218 625,28293,28304,27837,28200,28395,28807,clam T4 S6,Yes
EN18218 626,28347,28360,27890,28254,28450,28868,clam T4 S6,Yes
EN18218 627,28400,28415,27944,28309,28506,28928,clam T4 S6,Yes
EN18218 628,28455,28470,27998,28363,28561,28989,clam T4 S6,Yes
EN18218 629,28508,28525,28049,28416,28616,29049,clam T4 S6,Yes
EN18218 630,28561,28579,28100,28469,28671,29108,clam T4 S6,Yes
EN18218 631,28614,28633,28153,28521,28725,29170,clam T4 S6,Yes
EN18218 632,28666,28687,28204,28572,28779,29228,clam T4 S6,Yes
EN18218 633,28719,28741,28255,28624,28833,29288,clam T4 S6,Yes
EN18218 634,28770,28794,28306,28676,28885,29348,clam T4 S6,Yes
EN18218 635,28822,28847,28355,28728,28938,29407,clam T4 S6,Yes
EN18218 636,28873,28900,28405,28779,28990,29469,clam T4 S6,Yes
EN18218 637,28925,28953,28457,28831,29043,29529,clam T4 S6,Yes
EN18218 638,28976,29006,28508,28882,29095,29589,clam T4 S6,Yes
EN18218 639,29027,29058,28557,28933,29147,29652,clam T4 S6,Yes
EN18218 640,29078,29111,28608,28983,29199,29711,clam T4 S6,Yes
EN18218 641,29129,29163,28659,29034,29252,29772,clam T4 S6,Yes
EN18218 642,29180,29216,28709,29084,29304,29834,clam T4 S6,Yes
EN18218 643,29230,29268,28758,29134,29355,29900,clam T4 S6,Yes
EN18218 644,29281,29320,28805,29184,29408,29963,clam T4 S6,Yes
EN18218 645,29330,29372,28852,29233,29459,30029,clam T4 S6,Yes
EN18218 646,29381,29424,28899,29282,29510,30096,clam T4 S6,Yes
EN18218 647,29431,29476,28946,29331,29561,30160,clam T4 S6,Yes
EN18218 648,29483,29528,28995,29380,29614,30222,clam T4 S6,Yes
EN18218 649,29534,29581,29040,29429,29665,30290,clam T4 S6,Yes
EN18218 650,29584,29633,29087,29477,29718,30350,clam T4 S6,Yes
EN18218 651,29634,29685,29134,29525,29771,30420,clam T4 S6,Yes
EN18218 652,29685,29737,29180,29573,29824,30492,clam T4 S6,Yes
EN18218 653,29735,29789,29228,29620,29877,30558,clam T4 S6,Yes
