"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-6.25929361979164
21997,-7.66016743977862
21996,-7.18998311360675
21995,-7.07769368489581
21994,-8.63931884765623
21993,-6.71007893880206
21992,-6.3537658691406
21991,-7.98015441894529
21990,-9.54656066894529
21989,-7.77440490722654
21988,-8.6293014526367
21987,-6.45687967936196
21986,-7.01756896972654
21985,-6.22916768391925
21984,-4.93957621256508
21983,-8.34318389892576
21982,-6.69560852050779
21981,-7.32663574218748
21980,-7.5205368041992
21979,-7.36759033203123
21978,-6.63133850097654
21977,-8.24758249918617
21976,-7.61920776367185
21975,-7.12424316406248
21974,-6.52896219889321
21973,-8.16560211181638
21972,-9.22647959391274
21971,-7.05594482421873
21970,-8.82029062906899
21969,-7.92393595377602
21968,-7.77040964762368
21967,-6.54384460449216
21966,-6.74298706054685
21965,-6.49943644205727
21964,-6.40620015462237
21963,-6.59177246093748
21962,-4.89585978190102
21961,-7.90052388509112
21960,-7.66471455891925
21959,-6.69337819417315
21958,-8.02072245279946
21957,-6.30807088216144
21956,-7.05293375651039
21955,-6.15621032714841
21954,-5.92350107828774
21953,-6.40962320963539
21952,-7.56913604736326
21951,-6.1494201660156
21950,-7.47307179768878
21949,-5.94119873046873
21948,-7.4169499715169
21947,-6.04004007975258
21946,-8.44262797037758
21945,-7.49475453694659
21944,-6.93151957194008
21943,-7.36729278564451
21942,-7.23191935221352
21941,-6.98147176106769
21940,-8.67883656819659
21939,-7.32910003662107
21938,-7.21626383463539
21937,-5.87873433430987
21936,-5.75502115885414
21935,-8.27540690104164
21934,-7.88837788899737
21933,-9.25946146647133
21932,-7.90821940104164
21931,-7.3862365722656
21930,-8.42901967366534
21929,-7.34655863444008
21928,-6.12474670410154
21927,-6.64938964843748
21926,-7.08579864501951
21925,-7.00154724121091
21924,-7.11214294433591
21923,-6.48627827962237
21922,-7.71210835774737
21921,-6.95003865559894
21920,-7.30084075927732
21919,-7.46313069661456
21918,-7.50798390706378
21917,-8.36281433105466
21916,-5.89023437499998
21915,-6.77834167480466
21914,-7.66395670572914
21913,-8.41653798421222
21912,-8.41022084554034
21911,-7.43414408365883
21910,-8.69802195231117
21909,-7.48293151855466
21908,-7.51760203043618
21907,-8.8580866495768
21906,-8.17192179361977
21905,-7.17567036946612
21904,-8.27520345052081
21903,-7.78347371419269
21902,-7.59857788085935
21901,-8.06610972086586
21900,-6.66137797037758
21899,-6.96896972656248
21898,-7.58607076009112
21897,-7.92637736002602
21896,-6.9603815714518
21895,-8.44154459635414
21894,-5.37782897949216
21893,-5.44264831542966
21892,-5.12234598795571
21891,-6.60114390055336
21890,-7.77300872802732
21889,-8.39040730794269
21888,-8.31129048665362
21887,-6.43179423014321
21886,-6.57110443115232
21885,-7.64835205078123
21884,-7.5175587972005
21883,-6.86674601236977
21882,-4.69694620768227
21881,-7.40396728515623
21880,-7.86478780110675
21879,-8.91422882080076
21878,-7.8158986409505
21877,-6.85035298665362
21876,-7.27570190429685
21875,-9.04984130859373
21874,-5.36536763509112
21873,-6.50792541503904
21872,-7.06933695475258
21871,-8.48522542317706
21870,-6.66643880208331
21869,-6.87914123535154
21868,-7.74294637044269
21867,-8.43206634521482
21866,-5.92878316243487
21865,-6.60814005533852
21864,-8.32879231770831
21863,-8.04315795898435
21862,-5.84567362467446
21861,-7.33934631347654
21860,-7.19747517903644
21859,-9.29866638183591
21858,-8.944194539388
21857,-7.33476867675779
21856,-7.81637674967446
21855,-7.51293284098305
21854,-6.15313822428383
21853,-7.45449930826821
21852,-6.35640055338539
21851,-6.9948791503906
21850,-6.40368245442706
21849,-7.07403666178383
21848,-7.02079366048175
21847,-7.23446756998696
21846,-4.70211385091144
21845,-5.81175333658852
21844,-6.41799519856769
21843,-7.40848897298175
21842,-8.81036224365232
21841,-7.90388081868487
21840,-5.99477233886716
21839,-7.24457651774086
21838,-9.2721008300781
21837,-8.26930338541664
21836,-6.89145507812498
21835,-7.65069681803383
21834,-8.55991465250649
21833,-7.98752441406248
21832,-5.70690511067706
21831,-6.7558654785156
21830,-7.06662597656248
21829,-7.71241861979164
21828,-6.1994435628255
21827,-9.51037190755206
21826,-7.14506123860675
21825,-6.83979899088539
21824,-7.20970255533852
21823,-6.25351562499998
21822,-7.62369639078774
21821,-7.79421335856118
21820,-6.03201904296873
21819,-7.73165995279946
21818,-5.65964355468748
21817,-6.82870585123696
21816,-7.48284505208331
21815,-7.86201578776039
21814,-8.31551208496091
21813,-6.95852762858071
21812,-6.67696990966795
21811,-7.96507873535154
21810,-8.51164601643878
21809,-7.34609578450519
21808,-7.11105702718097
21807,-7.78136291503904
21806,-6.01315917968748
21805,-5.615825398763
21804,-6.47079569498696
21803,-7.35858001708982
21802,-10.6892074584961
21801,-6.47797241210935
21800,-7.95061848958331
21799,-7.26251831054685
21798,-6.87132110595701
21797,-8.20009460449216
21796,-7.7943176269531
21795,-7.34906616210935
21794,-8.82192077636716
21793,-6.86190388997394
21792,-8.65032806396482
21791,-6.75105895996091
21790,-6.82742411295571
21789,-6.66975250244138
21788,-7.68705342610675
21787,-7.90013224283852
21786,-7.42310434977211
21785,-9.11463267008461
21784,-9.31716003417966
21783,-6.93501892089841
21782,-8.49628804524737
21781,-7.92854156494138
21780,-6.456157430013
21779,-7.26479187011716
21778,-6.49388478597003
21777,-6.65127665201821
21776,-6.20447896321612
21775,-7.41944986979164
21774,-7.24181467692055
21773,-6.4251770019531
21772,-7.37527567545571
21771,-7.93410085042315
21770,-5.72359822591144
21769,-8.95601501464841
21768,-5.45445861816404
21767,-7.13492940266925
21766,-6.17819824218748
21765,-6.16363118489581
21764,-8.89472554524737
21763,-5.02001037597654
21762,-7.53633728027341
21761,-6.77365722656248
21760,-7.54656066894529
21759,-6.14979146321612
21758,-6.37280375162758
21757,-6.25299428304034
21756,-7.21822713216144
21755,-6.6008361816406
21754,-6.76339314778644
21753,-5.36353658040362
21752,-8.40501251220701
21751,-7.69095967610675
21750,-6.53627624511716
21749,-5.84282531738279
21748,-8.41114654541013
21747,-8.98914438883461
21746,-7.56826375325519
21745,-7.09539896647133
21744,-6.96242879231769
21743,-6.44384358723956
21742,-7.87885131835935
21741,-7.75556538899737
21740,-7.94335530598956
21739,-7.83191019694008
21738,-7.20278523763019
21737,-7.46992594401039
21736,-7.12684987386065
21735,-6.95055236816404
21734,-9.15245157877602
21733,-7.33170166015623
21732,-7.13830668131508
21731,-6.22811991373696
21730,-6.07224121093748
21729,-9.16262919108071
21728,-9.25143280029295
21727,-7.62735850016274
21726,-6.35151265462237
21725,-7.74504191080727
21724,-6.59875335693357
21723,-8.19826863606769
21722,-5.63532613118487
21721,-7.56653951009112
21720,-7.95143737792966
21719,-8.07241923014321
21718,-6.13766072591144
21717,-9.11603902180987
21716,-8.86739705403644
21715,-6.70422210693357
21714,-6.88099772135414
21713,-5.18903706868487
21712,-8.00091654459633
21711,-8.06827138264972
21710,-6.52076314290362
21709,-5.74991455078123
21708,-8.31921488444008
21707,-7.13274230957029
21706,-8.11260833740232
21705,-8.97937367757159
21704,-8.49497070312498
21703,-9.88612467447914
21702,-6.8034729003906
21701,-7.71917826334633
21700,-9.004497273763
21699,-9.35804850260414
21698,-8.06802469889321
21697,-6.47550048828123
21696,-5.79096069335935
21695,-9.9731989542643
21694,-9.70210367838539
21693,-5.83191019694008
21692,-5.39027506510414
21691,-7.45152384440102
21690,-5.60855204264321
21689,-7.65053660074868
21688,-8.28591003417966
21687,-7.62721354166664
21686,-6.78588968912758
21685,-8.26156717936196
21684,-6.2314514160156
21683,-8.6705383300781
21682,-8.5009826660156
21681,-7.40327555338539
21680,-7.26235555013019
21679,-8.21868998209633
21678,-8.78227589925128
21677,-8.42774556477862
21676,-6.9890426635742
21675,-7.46812540690102
21674,-6.9079396565755
21673,-8.01705525716144
21672,-7.99545644124347
21671,-6.65887044270831
21670,-7.55202840169269
21669,-8.17347819010414
21668,-7.54990234374998
21667,-8.97761128743487
21666,-7.90388336181638
21665,-6.48500162760414
21664,-8.20151112874347
21663,-8.07673238118487
21662,-6.39131774902341
21661,-7.18124745686847
21660,-7.36674601236977
21659,-6.8481506347656
21658,-8.15855509440102
21657,-6.27859090169269
21656,-7.54782206217446
21655,-5.89111684163409
21654,-6.26802164713539
21653,-8.64520111083982
21652,-8.37011566162107
21651,-6.9768610636393
21650,-7.92377827962237
21649,-7.66872507731118
21648,-6.14818929036456
21647,-5.86870422363279
21646,-7.50939025878904
21645,-7.99150695800779
21644,-6.77551371256508
21643,-7.82653147379555
21642,-6.77919616699216
21641,-7.59372558593748
21640,-7.18678385416664
21639,-7.92908833821612
21638,-7.97364145914711
21637,-7.48738199869789
21636,-8.36769714355466
21635,-8.87449493408201
21634,-8.32505900065102
21633,-7.62529602050779
21632,-8.35681508382159
21631,-7.68825378417966
21630,-6.96337992350258
21629,-9.74130096435545
21628,-8.39402618408201
21627,-5.44582214355466
21626,-7.71600952148435
21625,-6.04724222819008
21624,-6.48672587076821
21623,-9.49457143147784
21622,-7.59631449381508
21621,-6.96715393066404
21620,-6.47155863444008
21619,-7.83886566162107
21618,-7.29234161376951
21617,-7.3515202840169
21616,-9.42287801106769
21615,-6.03343302408852
21614,-8.71621297200519
21613,-5.77733459472654
21612,-8.86994781494138
21611,-8.15548044840492
21610,-7.32668660481769
21609,-8.01658732096352
21608,-6.14657694498696
21607,-7.65754801432289
21606,-7.18722635904946
21605,-7.56565958658852
21604,-10.3500961303711
21603,-8.18021240234373
21602,-6.73539326985675
21601,-9.97976023356117
21600,-6.63494466145831
21599,-8.92360280354815
21598,-8.62336324055987
21597,-7.85858256022133
21596,-6.3310124715169
21595,-8.22758076985675
21594,-6.49761810302732
21593,-6.57860921223956
21592,-7.33939717610675
21591,-6.24981282552081
21590,-7.6213185628255
21589,-7.85690155029295
21588,-8.18058369954425
21587,-7.05507761637368
21586,-8.62811126708982
21585,-7.90146484374998
21584,-7.23246866861977
21583,-7.57324574788409
21582,-8.74034474690753
21581,-9.04295196533201
21580,-7.1623596191406
21579,-7.07704518636065
21578,-8.51207834879555
21577,-9.78065592447914
21576,-8.28546244303383
21575,-7.37167460123696
21574,-6.44493204752602
21573,-8.37840372721352
21572,-7.05602620442706
21571,-9.16509094238279
21570,-8.18549702962237
21569,-5.84777933756508
21568,-5.82703755696612
21567,-6.649272664388
21566,-8.78458760579425
21565,-5.49945170084633
21564,-6.07244974772133
21563,-8.39654134114581
21562,-8.76479695638019
21561,-6.62220357259112
21560,-7.00604349772133
21559,-8.7355026245117
21558,-6.37543080647784
21557,-5.62254943847654
21556,-6.33628946940102
21555,-6.22926940917966
21554,-9.72951354980466
21553,-7.64401346842446
21552,-7.8471486409505
21551,-6.41566569010414
21550,-7.33348693847654
21549,-6.40506083170571
21548,-6.76761728922524
21547,-7.70988311767576
21546,-7.99534454345701
21545,-9.85878092447914
21544,-7.45603790283201
21543,-7.56698964436847
21542,-6.82291259765623
21541,-7.74136708577472
21540,-7.76805216471352
21539,-8.01559549967446
21538,-6.75663604736326
21537,-6.79260355631508
21536,-6.1551091512044
21535,-5.16301574707029
21534,-5.55035502115883
21533,-5.88864746093748
21532,-5.1728576660156
21531,-5.66232910156248
21530,-6.37781880696612
21529,-6.09969685872394
21528,-7.06098022460935
21527,-7.59121297200519
21526,-6.84420369466144
21525,-6.18898111979164
21524,-7.74570058186847
21523,-7.98944193522133
21522,-5.61388244628904
21521,-5.58360900878904
21520,-6.88075866699216
21519,-6.79942677815753
21518,-5.88861694335935
21517,-7.4342102050781
21516,-6.76217244466144
21515,-6.46109873453774
21514,-7.34330596923826
21513,-6.53148752848305
21512,-7.55618387858071
21511,-8.9021540323893
21510,-5.75883076985675
21509,-5.91051330566404
21508,-7.26760965983071
21507,-8.07943827311196
21506,-8.47187398274737
21505,-7.55497843424477
21504,-5.80168253580727
21503,-8.54219665527341
21502,-6.77306213378904
21501,-7.14013264973956
21500,-6.60086161295571
21499,-9.68202819824216
21498,-5.71844075520831
21497,-6.86256764729815
21496,-6.02401326497394
21495,-7.25121154785154
21494,-6.36535746256508
21493,-6.90125630696612
21492,-10.4898768107096
21491,-6.69116312662758
21490,-8.55087381998696
21489,-8.97062530517576
21488,-5.93754170735675
21487,-7.80112304687498
21486,-8.56977945963539
21485,-7.81591644287107
21484,-5.76887105305987
21483,-5.70521138509112
21482,-9.01898549397784
21481,-7.70964152018227
21480,-7.39481709798175
21479,-8.33549855550128
21478,-5.61632893880206
21477,-8.75361226399737
21476,-8.40904337565102
21475,-9.40044759114581
21474,-6.56308593749998
21473,-6.98578999837237
21472,-5.21956990559894
21471,-8.71100718180336
21470,-9.15851440429685
21469,-6.04074198404946
21468,-7.54526112874347
21467,-6.27291463216144
21466,-6.901469930013
21465,-8.67656046549477
21464,-8.17230580647784
21463,-7.75696156819659
21462,-7.85292663574216
21461,-6.73463033040362
21460,-6.95086263020831
21459,-6.80835316975909
21458,-7.70750274658201
21457,-7.41858011881508
21456,-6.04017486572263
21455,-6.48977762858071
21454,-7.13452250162758
21453,-7.6352345784505
21452,-6.860698445638
21451,-9.84710540771482
21450,-6.78316345214841
21449,-6.61336364746091
21448,-7.36905517578123
21447,-7.778667195638
21446,-7.28705698649086
21445,-8.96993611653644
21444,-6.66294962565102
21443,-7.3564514160156
21442,-7.79547220865883
21441,-7.54218648274737
21440,-8.14729410807289
21439,-7.55615590413409
21438,-8.80184783935545
21437,-8.95071004231769
21436,-8.98004252115883
21435,-9.59262440999347
21434,-6.01629740397133
21433,-7.01329650878904
21432,-7.06573842366534
21431,-5.40558471679685
21430,-7.45468241373696
21429,-6.63301696777341
21428,-6.0822560628255
21427,-7.7497848510742
21426,-7.47019297281899
21425,-7.60094807942706
21424,-8.31707865397133
21423,-8.38541514078774
21422,-5.22891845703123
21421,-9.37639211018878
21420,-8.62303517659503
21419,-7.73855692545571
21418,-8.40025939941404
21417,-7.23484903971352
21416,-5.90300598144529
21415,-7.10366923014321
21414,-6.27428792317706
21413,-8.06001383463539
21412,-6.50641988118487
21411,-7.23095804850258
21410,-6.47640075683591
21409,-7.20889638264972
21408,-5.95848693847654
21407,-5.82345682779946
21406,-8.26164347330727
21405,-5.94750569661456
21404,-7.35848083496091
21403,-7.99426371256508
21402,-9.88441060384112
21401,-6.90848134358722
21400,-7.54119974772133
21399,-8.05304056803383
21398,-6.84753011067706
21397,-7.03649749755857
21396,-7.50572052001951
21395,-6.71349182128904
21394,-7.81333262125649
21393,-6.48441925048826
21392,-9.13551686604815
21391,-7.55896097819008
21390,-9.08719736735024
21389,-9.82051188151039
21388,-5.68557840983071
21387,-5.01220804850258
21386,-6.57974853515623
21385,-4.41420084635414
21384,-4.85299784342446
21383,-6.75986582438149
21382,-8.37484079996742
21381,-6.61254730224607
21380,-7.20286407470701
21379,-8.50120900472003
21378,-5.40702921549477
21377,-7.02802124023435
21376,-5.23391316731769
21375,-6.76836242675779
21374,-5.78737487792966
21373,-4.36640523274737
21372,-8.10176696777341
21371,-7.2459040323893
21370,-7.48624776204425
21369,-8.52645467122394
21368,-7.37034962972003
21367,-6.00410054524737
21366,-5.33066406249998
21365,-6.57777506510414
21364,-8.52282053629555
21363,-7.8298146565755
21362,-8.81987355550128
21361,-4.4169982910156
21360,-5.62236633300779
21359,-5.93200276692706
21358,-6.102641805013
21357,-5.62977193196612
21356,-7.12797139485675
21355,-6.43046417236326
21354,-5.86748860677081
21353,-6.63261515299477
21352,-8.85786031087237
21351,-9.0858215332031
21350,-6.55368398030597
21349,-7.25032908121743
21348,-6.0440734863281
21347,-7.13272705078123
21346,-5.57382812499998
21345,-7.34639587402341
21344,-6.50572306315102
21343,-7.88172760009763
21342,-9.91222991943357
21341,-8.15268554687498
21340,-6.94289754231769
21339,-7.07535400390623
21338,-6.76404927571612
21337,-7.82020416259763
21336,-8.95343373616534
21335,-7.83703715006508
21334,-7.92311197916664
21333,-8.2774719238281
21332,-6.39253845214841
21331,-6.81985575358071
21330,-7.63859151204425
21329,-6.55223693847654
21328,-6.86820322672524
21327,-6.39641418457029
21326,-7.62485351562498
21325,-5.74134419759112
21324,-7.34360351562498
21323,-6.456645711263
21322,-6.67366638183591
21321,-7.19355367024737
21320,-7.08035380045571
21319,-8.15239054361977
21318,-5.36416219075519
21317,-6.38603312174477
21316,-6.61467336018878
21315,-8.01420694986977
21314,-6.84791158040362
21313,-8.25041809082029
21312,-7.39982706705727
21311,-9.17219136555987
21310,-6.52186177571612
21309,-8.21732177734373
21308,-6.39796549479164
21307,-9.20017852783201
21306,-6.55473429361977
21305,-5.74977722167966
21304,-9.3620412190755
21303,-6.23837381998696
21302,-6.57526753743487
21301,-6.85434061686196
21300,-7.08278503417966
21299,-6.23995564778644
21298,-9.50726165771482
21297,-7.73341979980466
21296,-8.50302225748696
21295,-8.21994374593097
21294,-5.6557678222656
21293,-7.5959050496419
21292,-4.22993062337237
21291,-7.84631449381508
21290,-8.25836791992185
21289,-7.35071665445961
21288,-8.05472920735675
21287,-5.50001627604164
21286,-4.85767720540362
21285,-6.92366892496743
21284,-4.9327453613281
21283,-6.22166290283201
21282,-6.47879638671873
21281,-6.1902654012044
21280,-6.01726125081378
21279,-7.26181386311847
21278,-7.29756266276039
21277,-7.82173767089841
21276,-5.19089355468748
21275,-6.55217081705727
21274,-9.38846944173175
21273,-7.23425394694008
21272,-7.07322794596352
21271,-6.88468271891274
21270,-6.61055094401039
21269,-8.83223826090492
21268,-6.42689615885414
21267,-7.45079905192055
21266,-6.56141764322914
21265,-6.78522847493487
21264,-6.245708211263
21263,-7.78800048828123
21262,-6.24670003255206
21261,-7.22090759277341
21260,-6.31418457031248
21259,-7.26140950520831
21258,-7.71818644205727
21257,-7.37576649983722
21256,-5.87161865234373
21255,-5.58204752604164
21254,-7.08103027343748
21253,-6.3526672363281
21252,-8.31223398844399
21251,-4.94659016927081
21250,-8.12038014729815
21249,-6.44335530598956
21248,-7.56708882649737
21247,-7.1486623128255
21246,-6.50198465983071
21245,-6.77996419270831
21244,-7.10634714762368
21243,-7.26434936523435
21242,-9.57137654622394
21241,-4.61739196777341
21240,-7.94230499267576
21239,-7.01521148681638
21238,-8.85407613118487
21237,-7.24513854980466
21236,-8.83055216471352
21235,-7.50831451416013
21234,-5.86455383300779
21233,-7.75932413736977
21232,-7.87827402750649
21231,-6.54255269368487
21230,-7.10835367838539
21229,-6.76874898274737
21228,-7.3218063354492
21227,-7.68655497233071
21226,-9.02327575683591
21225,-9.4019353230794
21224,-5.90254313151039
21223,-8.4145568847656
21222,-8.48268737792966
21221,-10.0485265096028
21220,-8.85788574218748
21219,-6.87830963134763
21218,-6.11136983235675
21217,-6.71006113688149
21216,-5.44698689778644
21215,-6.51914062499998
21214,-6.5632614135742
21213,-7.10221455891925
21212,-8.18047688802081
21211,-6.77325286865232
21210,-7.17149200439451
21209,-8.52637583414711
21208,-8.29533996582029
21207,-7.70600738525388
21206,-7.68963724772133
21205,-9.35963033040362
21204,-8.04328511555987
21203,-7.9514958699544
21202,-9.19854329427081
21201,-8.72916259765623
21200,-8.9428517659505
21199,-8.39310302734373
21198,-8.41547749837237
21197,-10.2689651489258
21196,-8.04655303955076
21195,-7.78847859700519
21194,-7.71096140543618
21193,-7.72016754150388
21192,-7.20296325683591
21191,-7.40425211588539
21190,-5.73874511718748
21189,-7.84650522867836
21188,-7.57044576009112
21187,-7.07602539062498
21186,-7.20095926920571
21185,-7.4951970418294
21184,-6.8993464152018
21183,-7.07866516113279
21182,-8.39515279134112
21181,-7.46985219319659
21180,-7.76446889241534
21179,-8.28858286539711
21178,-7.2923161824544
21177,-8.12039794921873
21176,-5.61574910481769
21175,-7.65436909993487
21174,-7.32524719238279
21173,-6.67640533447263
21172,-7.56693623860675
21171,-7.42757771809894
21170,-7.21759897867836
21169,-9.49336853027341
21168,-7.73199564615883
21167,-8.66185353597003
21166,-6.62770436604815
21165,-8.19921468098956
21164,-8.65292968749998
21163,-9.0299133300781
21162,-8.38195648193357
21161,-7.64371337890623
21160,-7.6630920410156
21159,-7.44749298095701
21158,-9.25426584879555
21157,-7.02096659342446
21156,-7.2132146199544
21155,-4.32594909667966
21154,-6.47779947916664
21153,-8.69930877685545
21152,-9.97168070475258
21151,-9.56830190022784
21150,-6.67946472167966
21149,-7.54878336588539
21148,-6.95642191569008
21147,-8.9626525878906
21146,-6.92921549479164
21145,-7.7632634480794
21144,-7.22947794596352
21143,-5.27989298502602
21142,-7.64566904703774
21141,-7.24027353922524
21140,-7.54508565266925
21139,-9.07977396647133
21138,-6.47777913411456
21137,-6.82646789550779
21136,-8.27256113688149
21135,-8.16648203531899
21134,-7.39374898274737
21133,-6.13253885904946
21132,-5.78549804687498
21131,-7.34626871744789
21130,-7.87168986002602
21129,-6.85147196451821
21128,-6.40261433919269
21127,-5.83985493977862
21126,-8.31182454427081
21125,-6.68181457519529
21124,-7.53719940185545
21123,-8.10825958251951
21122,-8.52147013346352
21121,-8.08532053629555
21120,-7.16553853352862
21119,-8.62714487711586
21118,-6.55922292073565
21117,-6.91612854003904
21116,-9.01400095621742
21115,-9.21417846679685
21114,-7.97502492268878
21113,-8.36168772379555
21112,-7.4719782511393
21111,-8.38890431722003
21110,-9.82313130696612
21109,-8.5714909871419
21108,-7.78516743977862
21107,-8.87546132405597
21106,-7.70792744954425
21105,-8.7221486409505
21104,-7.17454630533852
21103,-9.48433787027992
21102,-7.29564768473305
21101,-8.06278839111326
21100,-6.44368082682289
21099,-7.79060465494789
21098,-8.46315612792966
21097,-9.62707875569659
21096,-7.37409057617185
21095,-6.85356241861977
21094,-7.56532389322914
21093,-8.68116861979164
21092,-6.4639953613281
21091,-6.1682673136393
21090,-7.8883346557617
21089,-6.53697814941404
21088,-8.86584065755206
21087,-7.79365386962888
21086,-6.36177164713539
21085,-4.47912699381508
21084,-5.58962097167966
21083,-7.67530924479164
21082,-5.51214701334633
21081,-9.25790252685545
21080,-7.25967508951821
21079,-6.70957031249998
21078,-6.4021057128906
21077,-7.04830525716144
21076,-7.19046885172524
21075,-9.27052917480466
21074,-5.12975158691404
21073,-6.78218688964841
21072,-8.28977050781248
21071,-8.84164530436196
21070,-7.90425720214841
21069,-8.44173278808591
21068,-7.43782653808591
21067,-6.94543558756508
21066,-8.79225769042966
21065,-6.95018107096352
21064,-7.44348246256508
21063,-5.78786315917966
21062,-8.86516418457029
21061,-6.29596303304034
21060,-6.13475646972654
21059,-8.46446838378904
21058,-7.20320231119789
21057,-7.41185353597003
21056,-7.33255360921222
21055,-6.35051066080727
21054,-9.2181457519531
21053,-8.51388142903644
21052,-7.20842590332029
21051,-8.16023864746091
21050,-8.31737111409503
