"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-15.5715698242187
21997,-15.8845377604166
21996,-15.5913604736328
21995,-15.3504954020182
21994,-14.7917922973633
21993,-14.9383122762044
21992,-14.9617955525716
21991,-15.5658630371094
21990,-15.6475713094075
21989,-17.0367975870768
21988,-14.9872650146484
21987,-15.5643244425455
21986,-14.567366027832
21985,-15.59837697347
21984,-14.6039464314778
21983,-15.1889251708984
21982,-14.8689610799153
21981,-17.0046981811523
21980,-15.2099365234375
21979,-14.8645080566406
21978,-14.8569981892903
21977,-15.3117380777995
21976,-13.4115610758463
21975,-15.7721542358398
21974,-16.988498433431
21973,-15.6053654988607
21972,-15.0237055460612
21971,-14.7920771280924
21970,-14.804541015625
21969,-14.7191757202148
21968,-16.1504526774088
21967,-15.6320098876953
21966,-14.7999430338541
21965,-14.0300277709961
21964,-15.2302332560221
21963,-14.7029988606771
21962,-14.901594543457
21961,-14.3795227050781
21960,-15.0304753621419
21959,-15.096304321289
21958,-14.5465174357096
21957,-14.6526270548502
21956,-15.6939173380534
21955,-14.7623733520508
21954,-13.3610595703125
21953,-14.144519551595
21952,-14.7469950358073
21951,-14.2522160847982
21950,-16.8724680582682
21949,-14.8514465332031
21948,-16.0535034179687
21947,-13.982041422526
21946,-16.54271291097
21945,-15.7081766764323
21944,-14.9770111083984
21943,-14.2784942626953
21942,-17.2445994059245
21941,-16.0493937174479
21940,-14.5506983439127
21939,-15.250824991862
21938,-15.4340194702148
21937,-14.3832967122396
21936,-13.6795918782552
21935,-15.9415217081705
21934,-13.4506337483724
21933,-15.1932434082031
21932,-13.7284556070963
21931,-13.5424102783203
21930,-15.5400070190429
21929,-14.8912465413411
21928,-15.9740051269531
21927,-14.0777114868164
21926,-13.0245854695638
21925,-15.2811696370442
21924,-16.1695159912109
21923,-15.6452875773112
21922,-15.8709650675455
21921,-14.2340911865234
21920,-16.0757507324219
21919,-15.5334508260091
21918,-14.837385559082
21917,-15.7854446411133
21916,-15.3525400797526
21915,-14.0199824015299
21914,-14.839468383789
21913,-14.7474858601888
21912,-13.5509780883789
21911,-16.5137339274088
21910,-15.6551879882812
21909,-15.4922571818034
21908,-15.3303563435872
21907,-15.6618179321289
21906,-15.9621592203776
21905,-16.0615600585937
21904,-14.7386866251627
21903,-14.3474131266276
21902,-14.0228866577148
21901,-15.4238825480143
21900,-15.3716364542643
21899,-14.9360870361328
21898,-15.6390518188476
21897,-13.9509516398112
21896,-14.2290430704752
21895,-18.3974212646484
21894,-13.5093317667643
21893,-15.3640630086263
21892,-14.6510121663411
21891,-15.2562927246094
21890,-14.6485427856445
21889,-15.7662516276041
21888,-15.0377690633138
21887,-15.9804748535156
21886,-16.3407399495442
21885,-14.3189249674479
21884,-15.4543034871419
21883,-13.3378433227539
21882,-13.9261001586914
21881,-14.5285552978515
21880,-14.8804814656575
21879,-14.8575271606445
21878,-13.8292475382487
21877,-15.2098831176758
21876,-14.6765935262044
21875,-15.5679611206054
21874,-15.553205871582
21873,-14.229833984375
21872,-17.8964879353841
21871,-13.4086186726888
21870,-14.1261886596679
21869,-15.9968780517578
21868,-16.0537551879883
21867,-12.8938481648763
21866,-14.7583704630534
21865,-14.40550587972
21864,-15.5781005859375
21863,-14.4309321085612
21862,-14.3580917358398
21861,-14.6344818115234
21860,-14.4916951497396
21859,-14.7641764322916
21858,-14.3542846679687
21857,-15.3521789550781
21856,-15.8804433186849
21855,-14.6787424723307
21854,-14.1130788167317
21853,-13.7314030965169
21852,-15.8379323323567
21851,-14.7263931274414
21850,-14.552587890625
21849,-15.4521570841471
21848,-15.1876739501953
21847,-14.6357025146484
21846,-13.6471211751302
21845,-15.37034962972
21844,-14.3091695149739
21843,-14.1925898234049
21842,-14.975319925944
21841,-13.6848637898763
21840,-14.2345286051432
21839,-15.3023895263672
21838,-14.8926503499349
21837,-15.4752843221028
21836,-15.4662078857422
21835,-14.5999842325846
21834,-14.9088144938151
21833,-15.9682245890299
21832,-14.418320719401
21831,-15.4457331339518
21830,-15.4208206176758
21829,-15.0060434977213
21828,-15.5722081502278
21827,-16.1673034667969
21826,-14.0721267700195
21825,-14.7999557495117
21824,-14.2038813273112
21823,-15.0939137776692
21822,-14.1988179524739
21821,-14.8230041503906
21820,-16.1463887532552
21819,-15.2672866821289
21818,-15.0795501708984
21817,-17.1955093383789
21816,-14.7758087158203
21815,-13.7072026570638
21814,-14.8945449829101
21813,-14.0818313598633
21812,-16.2788452148437
21811,-14.9118103027344
21810,-16.4196024576823
21809,-16.4671793619791
21808,-17.1488530476888
21807,-14.7565775553385
21806,-16.276828511556
21805,-14.2883743286133
21804,-15.2964284261067
21803,-14.0117426554362
21802,-14.3282201131185
21801,-15.6613906860351
21800,-16.5067199707031
21799,-14.4270919799804
21798,-14.8567108154297
21797,-14.8492111206054
21796,-15.5298802693685
21795,-16.1138875325521
21794,-15.3566930135091
21793,-14.0501973470052
21792,-15.0950073242187
21791,-14.4708592732747
21790,-15.4518061319987
21789,-14.7300043741862
21788,-13.5371536254883
21787,-14.7952077229817
21786,-15.8637069702148
21785,-14.3195836385091
21784,-15.1278467814127
21783,-14.2279546101888
21782,-15.3157536824544
21781,-15.0524887084961
21780,-14.263650004069
21779,-16.6559432983398
21778,-15.7357264200846
21777,-13.3848098754883
21776,-17.2093134562174
21775,-15.4318501790364
21774,-14.0321487426758
21773,-15.8613444010416
21772,-14.5985549926758
21771,-14.5118876139323
21770,-15.210915629069
21769,-13.785004679362
21768,-16.6862752278646
21767,-15.6531636555989
21766,-16.1955907185872
21765,-14.7394470214844
21764,-16.2170623779297
21763,-14.3444783528646
21762,-15.8399668375651
21761,-13.9349248250325
21760,-13.8856923421224
21759,-13.5199951171875
21758,-15.1041041056315
21757,-14.364963277181
21756,-14.5206359863281
21755,-13.5897939046224
21754,-14.5222813924153
21753,-16.0316426595052
21752,-15.1922261555989
21751,-12.8385401407877
21750,-14.6771530151367
21749,-14.0630503336588
21748,-15.1934824625651
21747,-14.8956461588541
21746,-14.6503331502278
21745,-16.8629923502604
21744,-13.749001566569
21743,-15.1876281738281
21742,-15.3911880493164
21741,-14.6440083821614
21740,-15.965798441569
21739,-13.9535939534505
21738,-15.5231969197591
21737,-14.6265828450521
21736,-14.6082544962565
21735,-14.1298507690429
21734,-16.0148859659831
21733,-14.8965464274088
21732,-16.6704315185547
21731,-14.1369257609049
21730,-13.9072072347005
21729,-15.4952555338541
21728,-14.255723063151
21727,-16.6353261311849
21726,-15.3927139282226
21725,-15.5029205322265
21724,-15.1622782389323
21723,-16.8372914632161
21722,-15.2304545084635
21721,-15.9874888102213
21720,-17.6605387369791
21719,-14.497427368164
21718,-13.9954615275065
21717,-14.1772750854492
21716,-15.4238444010416
21715,-15.0853892008463
21714,-16.3507980346679
21713,-13.0438649495442
21712,-15.2144887288411
21711,-15.0603800455729
21710,-15.3354019165039
21709,-14.9687459309896
21708,-17.0731491088867
21707,-14.8013214111328
21706,-14.7443069458008
21705,-15.7993759155273
21704,-13.206889851888
21703,-16.1991536458333
21702,-14.8843495686849
21701,-14.4467529296875
21700,-14.1647577921549
21699,-14.5770528157552
21698,-15.8457651774088
21697,-14.3547780354817
21696,-15.392571512858
21695,-15.2172276814778
21694,-14.7423334757487
21693,-15.6742029825846
21692,-15.8339116414388
21691,-15.5728388468424
21690,-15.0016845703125
21689,-15.2113276163737
21688,-15.2402048746745
21687,-14.3503097534179
21686,-13.8612960815429
21685,-15.055647277832
21684,-14.9322519938151
21683,-14.0395975748698
21682,-15.7743489583333
21681,-16.4198542277018
21680,-16.1731679280599
21679,-16.2957290649414
21678,-14.5141611735026
21677,-16.6276178995768
21676,-16.0358413696289
21675,-14.6515691121419
21674,-14.9622863769531
21673,-14.8933497111002
21672,-15.0520131429036
21671,-14.6235539754232
21670,-13.7013178507487
21669,-14.8960708618164
21668,-15.4554809570312
21667,-17.2106842041015
21666,-16.0795043945312
21665,-15.6416051228841
21664,-14.0180572509765
21663,-14.7859252929687
21662,-14.9200881958008
21661,-14.484353129069
21660,-14.6675959269205
21659,-14.6068379720052
21658,-15.2896713256836
21657,-15.4176696777344
21656,-14.399880472819
21655,-15.2020706176758
21654,-16.6392247517903
21653,-16.4224914550781
21652,-14.9217488606771
21651,-14.5550318400065
21650,-15.9542424519857
21649,-15.5777852376302
21648,-14.2908665974935
21647,-14.6290344238281
21646,-14.0759541829427
21645,-14.9496317545573
21644,-15.2271840413411
21643,-16.1613779703776
21642,-14.8082310994466
21641,-14.6600911458333
21640,-14.9904413859049
21639,-15.8124094645182
21638,-16.4798721313476
21637,-15.1198308308919
21636,-14.5827646891276
21635,-17.0363855997721
21634,-13.8796549479166
21633,-14.5540400187174
21632,-15.9812428792317
21631,-14.6188440958659
21630,-15.1285741170247
21629,-14.6574005126953
21628,-15.9498784383138
21627,-13.5900583902995
21626,-16.04794921875
21625,-13.8553680419922
21624,-17.0129989624023
21623,-14.9258509318034
21622,-15.5667556762695
21621,-15.6158508300781
21620,-13.7602396647135
21619,-14.3581756591797
21618,-13.8229405721028
21617,-14.0352996826172
21616,-15.4561498006185
21615,-14.9997950236002
21614,-16.417822265625
21613,-15.7912836710612
21612,-14.9833511352539
21611,-15.3531478881836
21610,-16.6554321289062
21609,-14.5237538655599
21608,-15.1343165079752
21607,-14.4420811971028
