"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-3.49544881184894
21997,-2.43772989908852
21996,-3.08848673502602
21995,-2.20238850911456
21994,-2.66380411783852
21993,-1.86265665690102
21992,-1.73034261067706
21991,-2.83487548828123
21990,-2.22172648111977
21989,-1.23142089843748
21988,-2.6013244628906
21987,-3.44850260416664
21986,-2.15489298502602
21985,-2.84083658854164
21984,-2.30348307291664
21983,-1.70835978190102
21982,-1.17727254231769
21981,-1.62594197591144
21980,-0.530584716796852
21979,-1.19038492838539
21978,-0.741278076171852
21977,-1.55575154622394
21976,-1.70170694986977
21975,-1.9608215332031
21974,-1.35826212565102
21973,-2.54015706380206
21972,-2.45491129557289
21971,-2.80539550781248
21970,-2.31725667317706
21969,-3.83649291992185
21968,-3.81086832682289
21967,-2.78145955403644
21966,-3.40633748372394
21965,-2.4731506347656
21964,-1.91012166341144
21963,-1.8040832519531
21962,-3.67597045898435
21961,-3.05201822916664
21960,-1.90993855794269
21959,-1.71051635742185
21958,-2.50596720377602
21957,-2.65167846679685
21956,-0.634965006510394
21955,-1.65327555338539
21954,-2.37791544596352
21953,-2.05520222981769
21952,-1.29024861653644
21951,-1.50935465494789
21950,-3.45766805013019
21949,-2.6961730957031
21948,-1.64032592773435
21947,-1.93138224283852
21946,-2.17834065755206
21945,-2.95448404947914
21944,-1.81380818684894
21943,-2.03362630208331
21942,-3.29874267578123
21941,-1.61901448567706
21940,-2.66603190104164
21939,-2.12021484374998
21938,-2.02634277343748
21937,-3.43376261393227
21936,-2.20318196614581
21935,-1.21719970703123
21934,-1.97649739583331
21933,-2.46355794270831
21932,-2.33890380859373
21931,-1.31676839192706
21930,-2.41798502604164
21929,-3.01213175455727
21928,-2.41438395182289
21927,-3.01357625325519
21926,-2.44335530598956
21925,-1.24745279947914
21924,-2.10162963867185
21923,-2.04613850911456
21922,-2.39409993489581
21921,-2.72354736328123
21920,-1.64571736653644
21919,-2.90274658203123
21918,-2.19539998372394
21917,-2.61606445312498
21916,-1.89899291992185
21915,-2.92716064453123
21914,-1.18561401367185
21913,-1.15526936848956
21912,-2.20083211263019
21911,-1.85077514648435
21910,-2.27911987304685
21909,-2.27091064453123
21908,-2.70249023437498
21907,-4.15324503580727
21906,-3.86718343098956
21905,-2.74377034505206
21904,-3.47174682617185
21903,-1.88253377278644
21902,-2.05414428710935
21901,-2.31276041666664
21900,-5.70596923828123
21899,-2.65477091471352
21898,-2.43998819986977
21897,-1.36876017252602
21896,-2.59451904296873
21895,-2.08859863281248
21894,-1.83924967447914
21893,-3.16925659179685
21892,-2.58207804361977
21891,-0.864986165364561
21890,-0.877966308593727
21889,-0.795914713541644
21888,-2.2028869628906
21887,-0.881201171874977
21886,-1.36858723958331
21885,-2.06829427083331
21884,-1.29390055338539
21883,-2.56912841796873
21882,-1.79575195312498
21881,-2.08574015299477
21880,-1.91347859700519
21879,-1.91097615559894
21878,-2.58687947591144
21877,-2.75932413736977
21876,-1.58568929036456
21875,-1.81156005859373
21874,-3.94637654622394
21873,-2.20436197916664
21872,-2.61211751302081
21871,-1.99601847330727
21870,-2.83403116861977
21869,-2.99159342447914
21868,-1.66130167643227
21867,-2.56930135091144
21866,-2.31553751627602
21865,-2.89110921223956
21864,-1.46275431315102
21863,-3.28279215494789
21862,-3.35374552408852
21861,-2.63608398437498
21860,-2.29800008138019
21859,-2.07476399739581
21858,-1.99186808268227
21857,-1.80916951497394
21856,-2.6481994628906
21855,-3.6344055175781
21854,-3.29750162760414
21853,-3.21190999348956
21852,-4.1709045410156
21851,-3.09796752929685
21850,-2.6315979003906
21849,-1.02888590494789
21848,-1.39265543619789
21847,-1.81941324869789
21846,-2.56675821940102
21845,-2.03240559895831
21844,-1.11996053059894
21843,-2.03590494791664
21842,-2.51707560221352
21841,-1.96866455078123
21840,-2.65360107421873
21839,-3.2583068847656
21838,-3.21134033203123
21837,-1.05883382161456
21836,-2.41136271158852
21835,-2.05091959635414
21834,-2.94538981119789
21833,-2.16912434895831
21832,-2.20091349283852
21831,-2.22837931315102
21830,-2.06857910156248
21829,-2.68010050455727
21828,-2.44187011718748
21827,-2.48122762044269
21826,-3.2135070800781
21825,-2.14655151367185
21824,-0.814662679036436
21823,-2.89284871419269
21822,-2.68351847330727
21821,-2.3863586425781
21820,-2.38274739583331
21819,-1.64460856119789
21818,-1.50481770833331
21817,-0.977962239583311
21816,-1.78752237955727
21815,-1.57002360026039
21814,-2.00272216796873
21813,-2.89033610026039
21812,-3.17173868815102
21811,-2.39665323893227
21810,-1.99722900390623
21809,-2.13609415690102
21808,-2.68080240885414
21807,-2.6843322753906
21806,-1.19721069335935
21805,-1.9240783691406
21804,-2.20806477864581
21803,-2.65889078776039
21802,-3.83413289388019
21801,-4.00526529947914
21800,-3.82964680989581
21799,-4.10994059244789
21798,-3.91182047526039
21797,-4.16471964518227
21796,-2.87121175130206
21795,-2.3732971191406
21794,-3.86672566731769
21793,-5.02599690755206
21792,-2.54068603515623
21791,-3.12303263346352
21790,-3.61671549479164
21789,-5.57982991536456
21788,-3.74480794270831
21787,-1.01108398437498
21786,-1.76338297526039
21785,-2.53911946614581
21784,-3.37436523437498
21783,-1.92442423502602
21782,-1.10347086588539
21781,-1.4726623535156
21780,-1.68354899088539
21779,-2.2125305175781
21778,-2.33087768554685
21777,-2.31817220052081
21776,-2.9637512207031
21775,-1.88287963867185
21774,-2.06795857747394
21773,-2.62393798828123
21772,-1.36535237630206
21771,-2.65218709309894
21770,-3.32224121093748
21769,-3.01109415690102
21768,-2.89391682942706
21767,-3.0786193847656
21766,-1.86655273437498
21765,-1.82122395833331
21764,-1.74076944986977
21763,-1.38461914062498
21762,-1.30350341796873
21761,-0.770635986328102
21760,-2.56693115234373
21759,-1.76673990885414
21758,-1.3575500488281
21757,-3.58238321940102
21756,-2.34588216145831
21755,-2.80909830729164
21754,-2.07554728190102
21753,-3.75311889648435
21752,-3.48101399739581
21751,-4.07604573567706
21750,-1.80418497721352
21749,-3.18557332356769
21748,-1.29202880859373
21747,-1.80239461263019
21746,-3.76427815755206
21745,-2.74814453124998
21744,-3.1051086425781
21743,-2.58190511067706
21742,-2.2042297363281
21741,-2.87766113281248
21740,-3.86722412109373
21739,-3.88601277669269
21738,-3.31614786783852
21737,-3.11275838216144
21736,-2.77199910481769
21735,-2.74806315104164
21734,-3.35753987630206
