"Full hydrological years [yr BP]","Average yearly mean temperature [degree C]"
21998,-14.2814226786295
21997,-14.1039883931478
21996,-15.1230339050293
21995,-15.2091646830241
21994,-18.4486869812011
21993,-13.7170839945475
21992,-14.939441426595
21991,-14.4509834289551
21990,-16.6696978251139
21989,-16.3484113057454
21988,-17.2801383972168
21987,-14.2725306193034
21986,-14.132053120931
21985,-13.1890116373698
21984,-11.9939114888509
21983,-13.342076365153
21982,-14.2716519673665
21981,-15.3691607157389
21980,-17.8633153279622
21979,-17.1093315124511
21978,-13.5597429911295
21977,-13.9247751871745
21976,-14.5658706665039
21975,-15.4317115783691
21974,-13.6640838623047
21973,-15.1373008728027
21972,-16.7932062784831
21971,-15.645491027832
21970,-17.0389516194661
21969,-17.7565635681152
21968,-15.3551862080892
21967,-13.9400403340657
21966,-17.4309473673502
21965,-14.5885236104329
21964,-14.0257184346517
21963,-14.6933870951334
21962,-14.0189130147298
21961,-13.1624575297038
21960,-14.9271008809407
21959,-15.4497169494629
21958,-17.1992998758952
21957,-17.0527061462402
21956,-15.680574798584
21955,-13.3613024393717
21954,-12.5902186075846
21953,-13.4825284322103
21952,-15.6653414408366
21951,-14.7280474344889
21950,-14.4073331197103
21949,-13.5634966532389
21948,-13.6090174357096
21947,-13.250030263265
21946,-17.717200978597
21945,-16.5819826761881
21944,-15.9502827962239
21943,-15.718977355957
21942,-13.2626759847005
21941,-13.7121248881022
21940,-17.9054868062337
21939,-16.8951375325521
21938,-16.2709093729655
21937,-12.1314275105794
21936,-13.8715054829915
21935,-15.2319206237793
21934,-15.6087542215983
21933,-17.8740765889485
21932,-15.974171702067
21931,-15.5661033630371
21930,-17.2459243774414
21929,-15.4982716878255
21928,-14.7027814229329
21927,-14.1618980407715
21926,-13.4211130777995
21925,-13.1725944519043
21924,-14.1488695780436
21923,-15.2779958089192
21922,-13.9054779052734
21921,-16.3686241149902
21920,-14.9735181172689
21919,-16.1695757548014
21918,-15.9143381754557
21917,-16.4042978922526
21916,-14.4584081013997
21915,-15.7619283040364
21914,-17.1249374389648
21913,-15.6948557535807
21912,-16.2619600931803
21911,-13.8377644856771
21910,-15.6856216430664
21909,-17.7510920206706
21908,-15.8275817871094
21907,-16.0679852803548
21906,-14.1849286397298
21905,-13.7072992960612
21904,-16.0649271647135
21903,-14.6040583292643
21902,-17.1300707499186
21901,-14.6596956888834
21900,-16.7378829956054
21899,-12.9334803263346
21898,-14.3667587280273
21897,-13.9670687357584
21896,-15.088304901123
21895,-15.0395797729492
21894,-15.0931393941243
21893,-12.3580408732096
21892,-13.725382232666
21891,-15.2865903218587
21890,-15.2602536519368
21889,-13.5615664164225
21888,-17.8701817830403
21887,-15.580606842041
21886,-14.5435661315918
21885,-15.5768163045247
21884,-17.2982327779134
21883,-16.0332448323567
21882,-13.6248382568359
21881,-14.8059893290202
21880,-16.2580513000488
21879,-16.4620257059733
21878,-17.3688161214192
21877,-17.1836710611979
21876,-14.6679837544759
21875,-17.779337310791
21874,-12.2921343485514
21873,-13.2489621480306
21872,-15.1825291951497
21871,-15.7305842081705
21870,-16.1858352661133
21869,-14.6686780293782
21868,-15.2247591654459
21867,-19.6270571390788
21866,-15.3880892435709
21865,-14.5895917256673
21864,-16.9690956115722
21863,-17.2730456034342
21862,-14.6237739562988
21861,-13.1555363972982
21860,-16.6664934794108
21859,-15.5710548400879
21858,-16.5591428120931
21857,-14.3313952128092
21856,-12.9571670532226
21855,-12.6400283813476
21854,-15.3630661010742
21853,-15.9150756835937
21852,-15.8889005025228
21851,-14.6677764892578
21850,-13.9041491190592
21849,-16.7249257405599
21848,-15.5523183186849
21847,-16.2720639546712
21846,-13.1145678202311
21845,-10.7099708557129
21844,-12.2342819213867
21843,-16.8749081929525
21842,-17.8253667195638
21841,-16.2341636657715
21840,-14.0786282857259
21839,-15.8466438293457
21838,-16.5265398661295
21837,-15.4667940775553
21836,-16.5307678222656
21835,-17.3201774597168
21834,-16.163256072998
21833,-14.8442481994629
21832,-12.1237930297851
21831,-14.5976903279622
21830,-15.1048784891764
21829,-15.7275184631347
21828,-12.9862464904785
21827,-16.3688186645508
21826,-14.6620290120442
21825,-16.979288482666
21824,-15.3395650227864
21823,-13.9269203186035
21822,-15.2153444925944
