"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-19.2268178304036
21997,-18.9727895100911
21996,-19.8123865763346
21995,-19.4736872355143
21994,-20.1394104003906
21993,-19.4296478271484
21992,-20.2404006958008
21991,-19.9816752115885
21990,-19.5194330851237
21989,-19.7511250813802
21988,-19.1656580607096
21987,-19.3670791625976
21986,-20.3175389607747
21985,-18.2678665161133
21984,-20.0718190511067
21983,-19.7167394002278
21982,-21.1263488769531
21981,-20.2601710001627
21980,-20.9811411539713
21979,-19.358371480306
21978,-22.3205678304036
21977,-20.7441594441732
21976,-21.8733454386393
21975,-19.9619786580403
21974,-20.6584508260091
21973,-21.7361028035482
21972,-20.5764933268229
21971,-20.1381032307942
21970,-20.6004826863607
21969,-20.2456929524739
21968,-20.1926635742187
21967,-18.3668680826823
21966,-18.5249516805013
21965,-20.0179402669271
21964,-20.2075103759765
21963,-19.4927429199219
21962,-19.6405014038086
21961,-19.3218444824219
21960,-20.9628763834635
21959,-19.5628189086914
21958,-21.0838124593099
21957,-20.0991271972656
21956,-22.2493982950846
21955,-19.2517786661784
21954,-20.0580912272135
21953,-19.36888478597
21952,-20.024750773112
21951,-20.1265472412109
21950,-21.0349411010742
21949,-18.5065343221028
21948,-18.1738927205403
21947,-18.5379470825195
21946,-19.2300628662109
21945,-18.6670338948567
21944,-20.9179697672526
21943,-17.6359110514323
21942,-20.8911524454752
21941,-18.3890899658203
21940,-20.720566813151
21939,-18.6293294270833
21938,-20.3939931233724
21937,-19.9669987996419
21936,-21.07982228597
21935,-21.2802286783854
21934,-20.593603515625
21933,-20.2506368001302
21932,-20.1953745524088
21931,-20.4540720621745
21930,-20.4939432779948
21929,-19.0601765950521
21928,-19.1225290934245
21927,-19.9108693440755
21926,-19.521706644694
21925,-20.5206309000651
21924,-18.254616800944
21923,-19.3781290690104
21922,-20.4321044921875
21921,-20.105322265625
21920,-19.9638224283854
21919,-20.7857192993164
21918,-20.1245051066081
21917,-20.5469141642252
21916,-18.9964965820312
21915,-20.4059000651041
21914,-21.9170110066732
21913,-18.5199671427409
21912,-20.2797887166341
21911,-19.2491465250651
21910,-19.4211893717448
21909,-19.9120697021484
21908,-19.2069864908854
21907,-19.0511408487956
21906,-18.4268020629883
21905,-18.7598378499349
21904,-18.5446838378906
21903,-20.2022232055664
21902,-19.4314305623372
21901,-17.0769536336263
21900,-17.8245427449544
21899,-18.5116561889648
21898,-19.5868387858073
21897,-18.3683736165364
21896,-18.4691095987956
21895,-19.2203659057617
21894,-21.1893854777018
21893,-18.4241216023763
21892,-20.7336741129557
21891,-21.8348780314127
21890,-18.4067571004232
21889,-19.2726603190104
21888,-20.6955856323242
21887,-18.8666315714518
21886,-20.1561976114909
21885,-19.7372192382812
21884,-19.8504191080729
21883,-21.3795532226562
21882,-20.0185353597005
21881,-19.7061116536458
21880,-19.6135925292969
21879,-20.2726450602213
21878,-20.8494934082031
21877,-20.196272277832
21876,-19.2384043375651
21875,-17.5257222493489
21874,-20.9108998616536
21873,-21.4886891682942
21872,-21.0783065795898
21871,-20.695773824056
21870,-20.962021891276
21869,-20.7572184244791
21868,-20.2370666503906
21867,-20.0609878540039
21866,-18.9652058919271
21865,-20.0782709757487
21864,-18.1590688069661
21863,-21.4326385498047
21862,-19.8407450358073
21861,-18.8616470336914
21860,-19.2305994669596
21859,-19.0158828735351
21858,-20.9352732340495
21857,-20.2152669270833
21856,-18.5681722005208
21855,-20.0226374308268
21854,-20.1856140136719
21853,-21.5913986206054
21852,-17.6107264200846
21851,-20.0593856811523
21850,-19.0520385742187
21849,-19.9518315633138
21848,-19.6424392700195
21847,-21.0859919230143
21846,-20.0436665852864
21845,-18.3927469889323
21844,-21.0755803426107
21843,-20.0746495564778
21842,-20.8561386108398
21841,-19.7292821248372
21840,-20.2768234252929
21839,-20.6775955200195
21838,-21.7323364257812
21837,-20.1753397623698
21836,-19.6957712809245
21835,-19.688080851237
21834,-18.723247273763
21833,-23.1545979817708
21832,-21.7761266072591
21831,-21.4923385620117
21830,-19.8138666788737
21829,-22.6419764200846
21828,-18.4060272216797
21827,-18.2305969238281
21826,-20.2620834350586
21825,-19.4137049357096
21824,-21.0421203613281
21823,-20.4574264526367
21822,-20.3814783732096
21821,-20.1645772298177
21820,-20.0857070922851
21819,-21.4385080973307
21818,-21.7017959594726
21817,-18.6398503621419
21816,-19.2551813761393
21815,-18.7888956705729
21814,-21.658669535319
21813,-18.2618723551432
21812,-16.516226196289
21811,-20.3938939412435
21810,-18.5916020711263
21809,-18.1446136474609
21808,-18.3812723795573
21807,-21.4495071411133
21806,-18.9197423299153
21805,-19.6046152750651
21804,-21.0115697224935
21803,-20.0132049560547
21802,-19.6421061197916
21801,-16.9524648030599
21800,-19.9275624593099
21799,-18.2767929077148
21798,-22.0450907389323
21797,-21.6764587402344
21796,-20.950308227539
21795,-19.9033365885416
21794,-18.2955586751302
21793,-20.9998814900716
21792,-21.0738535563151
21791,-18.8296061197916
21790,-19.4432993570963
21789,-20.0179733276367
21788,-22.1227249145508
21787,-20.2662490844726
21786,-20.6922821044922
21785,-21.9809377034505
21784,-19.4980860392252
21783,-19.0733525594075
21782,-19.9353902180989
21781,-21.2562215169271
21780,-19.2750356038411
21779,-18.8241561889648
21778,-18.4325520833333
21777,-20.3432373046875
21776,-19.0890792846679
21775,-18.7476943969726
21774,-19.4149586995442
21773,-19.1321980794271
21772,-21.9517934163411
21771,-20.0643040974935
21770,-20.5570917765299
21769,-19.7448994954427
21768,-16.9242792765299
21767,-18.3270757039388
21766,-21.6517878214518
21765,-20.1836405436198
21764,-18.5245422363281
21763,-21.8181976318359
21762,-19.1065353393554
21761,-20.3039154052734
21760,-20.9482813517252
21759,-20.9823516845703
21758,-19.8506963094075
21757,-20.8129994710286
21756,-20.5934127807617
21755,-19.8902623494466
21754,-18.0797154744466
21753,-16.6237192789713
21752,-21.2200073242187
21751,-18.1311503092448
21750,-18.7674545288086
21749,-20.3583613077799
21748,-17.7424784342448
21747,-20.3941126505534
21746,-20.6035217285156
21745,-17.7743286132812
21744,-20.7878911336263
21743,-19.0458943684896
21742,-19.2824386596679
21741,-21.3816538492838
21740,-20.1057749430338
21739,-20.7044560750325
21738,-19.9827433268229
21737,-20.2083394368489
21736,-20.7229904174804
21735,-20.9962371826172
21734,-18.9892537434896
21733,-19.787570699056
21732,-17.8137598673502
21731,-21.3576517740885
21730,-19.3967905680338
21729,-19.0272328694661
21728,-20.2825531005859
21727,-21.0005732218424
21726,-20.1876205444336
21725,-20.0779632568359
21724,-21.7954823811849
21723,-20.8944254557291
21722,-21.015000406901
21721,-16.9013580322265
21720,-20.4130818684896
21719,-18.7221333821614
21718,-20.7289693196614
21717,-19.6735697428385
21716,-21.9310465494791
21715,-19.7019409179687
21714,-19.5447601318359
21713,-20.9457661946614
21712,-19.8562149047851
21711,-20.2502298990885
21710,-19.3588139851888
21709,-20.6236073811849
21708,-20.8760513305664
21707,-19.8509302775065
21706,-18.8663263956706
21705,-21.9335973103841
21704,-18.4573450724284
21703,-21.9714645385742
21702,-19.8257405598958
21701,-20.2895721435547
21700,-20.8562835693359
21699,-18.504746500651
21698,-20.9773798624674
21697,-21.8776789347331
21696,-18.3724655151367
21695,-18.9803909301758
21694,-19.9749155680338
21693,-20.6951405843099
21692,-19.9414733886719
21691,-20.9409952799479
21690,-18.9607706705729
21689,-18.8727198282877
21688,-21.1790400187174
21687,-20.0709645589192
21686,-19.2077494303385
21685,-21.3418182373047
21684,-21.3622955322265
21683,-18.7945999145508
21682,-19.0098429361979
21681,-22.0864064534505
21680,-18.6842686971028
21679,-19.6368469238281
21678,-20.1971903483073
21677,-20.061496480306
21676,-21.6966893513997
21675,-20.2286743164062
21674,-20.1478434244791
21673,-21.7330866495768
21672,-18.9393676757812
21671,-20.7274536132812
21670,-19.684428914388
21669,-19.9110295613607
21668,-20.176128133138
21667,-21.2561757405599
21666,-20.2154271443685
21665,-20.4481338500976
21664,-19.8272308349609
21663,-19.8156850179036
21662,-20.2581949869791
21661,-18.7451436360677
21660,-20.2178965250651
21659,-20.0479746500651
21658,-20.299045308431
21657,-19.5599756876627
21656,-20.1481867472331
21655,-19.1096811930338
21654,-20.0857655843099
21653,-17.9739593505859
21652,-21.9651601155599
21651,-20.1024205525716
21650,-19.978862508138
21649,-18.7029479980469
21648,-18.818955485026
21647,-20.1394765218099
21646,-19.2531672159831
21645,-20.3295043945312
21644,-19.912570699056
21643,-18.9943603515625
21642,-20.7673629760742
21641,-20.6130025227864
21640,-19.2792165120442
21639,-18.8595235188802
21638,-17.2227233886719
21637,-20.2995564778646
21636,-21.4254898071289
21635,-21.2793614705403
21634,-20.0509755452474
21633,-19.3515889485677
21632,-19.736550394694
21631,-19.98251953125
21630,-20.1173716227213
21629,-18.3441426595052
21628,-22.3183044433594
21627,-18.870822652181
21626,-19.0440505981445
21625,-18.9059229532877
21624,-17.4630315144857
21623,-19.5378606160482
21622,-19.1892837524414
21621,-19.7263753255208
21620,-20.0247533162435
21619,-19.371082051595
21618,-18.7503672281901
21617,-19.9378036499023
21616,-21.1081654866536
21615,-20.0311976114909
21614,-19.1588246663411
21613,-19.5666971842448
21612,-20.7157908121745
21611,-18.5499226888021
21610,-19.1293167114258
21609,-18.1823257446289
21608,-21.431613667806
21607,-19.9421498616536
21606,-18.4550740559896
21605,-19.5538798014323
21604,-21.3795532226562
21603,-21.2951212565104
21602,-20.4807113647461
21601,-19.8282480875651
21600,-19.1841237386067
21599,-19.3801940917969
21598,-21.9306269327799
21597,-21.08017578125
21596,-20.3124654134114
21595,-22.0198018391927
21594,-18.7792012532552
21593,-20.8929631551107
21592,-20.4924936930338
21591,-20.3414520263672
21590,-19.8585189819336
21589,-20.0302769978841
21588,-19.2412501017252
21587,-20.2423512776692
21586,-20.8393208821614
21585,-19.1365798950195
21584,-20.4982894897461
21583,-21.1131729125976
21582,-20.2416137695312
21581,-19.8109675089518
21580,-19.05150197347
21579,-21.0050567626953
21578,-20.4425923665364
21577,-21.6448272705078
21576,-19.2365732828776
21575,-22.7052775065104
21574,-20.4305760701497
21573,-19.6511571248372
21572,-20.7162689208984
21571,-19.8895833333333
21570,-19.0018422444661
21569,-20.5556701660156
21568,-17.9368728637695
21567,-18.8520950317383
21566,-19.8130401611328
21565,-19.6173767089844
21564,-19.6191492716471
21563,-19.3044469197591
21562,-18.8811426798502
21561,-20.2871561686198
21560,-19.3580052693685
21559,-20.5885019938151
21558,-20.1195917765299
21557,-21.7348261515299
21556,-20.6322591145833
21555,-18.7003260294596
21554,-19.2764139811198
21553,-17.983735148112
21552,-21.9070012410482
21551,-21.6996139526367
21550,-19.8730478922526
21549,-19.5092580159505
21548,-20.7983332316081
21547,-18.8157028198242
21546,-20.9507024129232
21545,-19.7157348632812
21544,-19.4997263590495
21543,-20.6201741536458
21542,-20.217876180013
21541,-20.5836395263672
21540,-19.2710962931315
21539,-19.5971893310547
21538,-20.393179321289
21537,-19.5904627482096
21536,-18.0120173136393
21535,-18.999500020345
21534,-20.413931274414
21533,-18.5370086669922
21532,-19.493386332194
21531,-19.146213277181
21530,-16.1325744628906
21529,-19.4320027669271
21528,-21.1980016072591
21527,-19.4460306803385
21526,-20.2259251912435
21525,-22.0084238688151
21524,-20.7132985432942
21523,-20.5545384724935
21522,-17.8317830403646
21521,-22.1881266276041
21520,-19.6673670450846
21519,-19.7230489095052
21518,-20.8090321858724
21517,-19.0619262695312
21516,-18.1354202270508
21515,-19.2808492024739
21514,-21.0285832722982
21513,-19.1592671712239
21512,-19.8727605183919
21511,-20.9664850870768
21510,-21.4382512410482
21509,-19.4472081502278
21508,-19.4400238037109
21507,-17.6892964680989
21506,-21.5009572347005
21505,-19.9356063842773
21504,-21.1058359781901
21503,-19.6232487996419
21502,-21.4318044026692
21501,-20.0518376668294
21500,-21.0813507080078
21499,-21.9380477905273
21498,-19.4635070800781
21497,-22.2206888834635
21496,-21.0514027913411
21495,-19.7925857543945
21494,-20.8655787150065
21493,-20.3479573567708
21492,-22.6075551350911
21491,-20.9823084513346
21490,-19.4211105346679
21489,-19.054535929362
21488,-18.8884745279948
21487,-19.0439208984375
21486,-19.6328160603841
21485,-19.9442326863607
21484,-20.3937362670898
21483,-20.3797973632812
21482,-20.5034317016601
21481,-19.8801025390625
21480,-18.9648371378581
21479,-19.0453603108724
21478,-20.0056442260742
21477,-20.1612686157226
21476,-17.1971547444661
21475,-18.7795394897461
21474,-20.002424621582
21473,-20.4530064900716
21472,-18.823828125
21471,-20.830658976237
21470,-20.8859415690104
21469,-23.3493687947591
21468,-21.1055791219075
21467,-18.5089655558268
21466,-22.1038396199544
21465,-19.4685043334961
21464,-18.5638056437174
21463,-19.8866282145182
21462,-19.5976623535156
21461,-20.3192276000976
21460,-19.3785385131836
21459,-17.8390157063802
21458,-19.7354466756185
21457,-18.4924479166666
21456,-19.268288675944
21455,-19.2914108276367
21454,-19.6055155436198
21453,-19.7779983520508
21452,-17.6567672729492
21451,-20.1667338053385
21450,-19.7814748128255
21449,-19.0606623331706
21448,-17.3917856852213
21447,-21.9865859985351
21446,-18.2783518473307
21445,-20.394753519694
21444,-19.1209167480469
21443,-18.5737289428711
21442,-20.0703898111979
21441,-21.0851221720377
21440,-20.3692281087239
21439,-21.9388641357422
21438,-19.9648473103841
21437,-20.329682413737
21436,-18.9562693277995
21435,-21.1607955932617
21434,-19.8166361490885
21433,-19.1598241170247
21432,-20.1116622924804
21431,-18.9508906046549
21430,-20.2311055501302
21429,-17.1420527140299
21428,-18.0168645222982
21427,-20.858859761556
21426,-19.5556065877278
21425,-20.3759343465169
21424,-20.8121220906575
21423,-20.1838592529297
21422,-21.2376693725586
21421,-21.6017822265625
21420,-20.8367802937825
21419,-18.9770111083984
21418,-20.5230824788411
21417,-17.8735310872396
21416,-19.5343332926432
21415,-19.3356587727864
21414,-20.2686854044596
21413,-21.1725830078125
21412,-18.6366205851237
21411,-20.1126973470052
21410,-20.6478535970052
21409,-18.9939865112304
21408,-19.7804804484049
21407,-20.3066747029622
21406,-18.4194371541341
21405,-18.7126729329427
21404,-20.4214691162109
21403,-21.5656087239583
21402,-18.0969223022461
21401,-19.618869527181
21400,-18.911001586914
21399,-19.0620025634765
21398,-19.3823532104492
21397,-20.5342976888021
21396,-18.4602671305338
21395,-20.3183171590169
21394,-20.8933522542317
21393,-17.3152475992838
21392,-18.6600021362304
21391,-19.9280634562174
21390,-18.3490636189778
21389,-19.6159729003906
21388,-19.309927368164
21387,-19.1487386067708
21386,-20.5710662841797
21385,-18.3396667480469
21384,-19.2701044718424
21383,-19.1643000284831
21382,-19.3648742675781
21381,-17.8214324951172
21380,-21.9328089396159
21379,-17.6485580444336
21378,-18.0780929565429
21377,-20.3146830240885
