"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-15.5363677978515
21997,-11.2378499348958
21996,-16.5880391438802
21995,-11.7782145182291
21994,-11.8294637044271
21993,-10.7597615559896
21992,-11.3213358561198
21991,-12.9098673502604
21990,-10.6961018880208
21989,-10.5637980143229
21988,-11.7259684244791
21987,-16.7592071533203
21986,-11.3901631673177
21985,-11.8093627929687
21984,-16.6960357666015
21983,-10.4380859375
21982,-12.1643534342448
21981,-10.7288167317708
21980,-8.93124999999998
21979,-10.4462748209635
21978,-10.7896280924479
21977,-11.6058919270833
21976,-11.6507019042969
21975,-13.2177998860677
21974,-9.25267130533852
21973,-12.2395487467448
21972,-13.0741027832031
21971,-14.0402079264323
21970,-11.7197530110677
21969,-16.0146036783854
21968,-12.7264567057291
21967,-14.1814585367838
21966,-10.3593098958333
21965,-14.6114156087239
21964,-12.8704488118489
21963,-13.2894348144531
21962,-14.300634765625
21961,-12.5859232584635
21960,-13.3163818359375
21959,-12.6580871582031
21958,-11.8869995117187
21957,-13.2820292154948
21956,-9.6314758300781
21955,-11.6968139648437
21954,-9.72818603515623
21953,-10.7939717610677
21952,-11.4205078125
21951,-14.4688374837239
21950,-13.7954366048177
21949,-13.3798685709635
21948,-10.3429117838541
21947,-10.7431396484375
21946,-12.3598286946614
21945,-13.8911193847656
21944,-11.7539733886719
21943,-10.9909932454427
21942,-14.1677408854166
21941,-13.4842997233073
21940,-14.1070821126302
21939,-14.7099975585937
21938,-12.3288838704427
21937,-15.8737447102864
21936,-13.2809916178385
21935,-12.9890909830729
21934,-12.1601521809896
21933,-10.2633931477864
21932,-13.6198994954427
21931,-11.603623453776
21930,-11.1574564615885
21929,-13.9200500488281
21928,-10.7397318522135
21927,-11.1773030598958
21926,-13.8317830403646
21925,-11.7845621744791
21924,-13.1456868489583
21923,-12.486680094401
21922,-15.1622833251953
21921,-15.4735982259114
21920,-9.91159667968748
21919,-9.66157633463539
21918,-13.8558461507161
21917,-11.6293904622396
21916,-14.3503173828125
21915,-11.4560201009114
21914,-11.2738301595052
21913,-11.0518961588541
21912,-11.6425537109375
21911,-11.8665425618489
21910,-12.3334513346354
21909,-8.98302815755206
21908,-14.4343119303385
21907,-12.8895833333333
21906,-17.3082285563151
21905,-16.0186421712239
21904,-12.2597005208333
21903,-13.0141560872396
21902,-11.5126607259114
21901,-10.7236796061198
21900,-15.3205017089844
21899,-13.1651672363281
21898,-13.3468790690104
21897,-11.2656311035156
21896,-12.5664021809896
21895,-11.442490641276
21894,-12.5677551269531
21893,-11.959092203776
21892,-11.962266031901
21891,-10.4848592122396
21890,-9.45572509765623
21889,-12.5951599121094
21888,-11.8203999837239
21887,-11.2548889160156
21886,-12.5318969726562
21885,-12.1456461588541
21884,-12.8632771809896
21883,-13.0374104817708
21882,-12.1196248372396
21881,-14.9671793619791
21880,-10.91513671875
21879,-13.1920532226562
21878,-13.0452534993489
21877,-12.9118713378906
21876,-9.78557942708331
21875,-11.9755818684896
21874,-16.1154032389323
21873,-10.5027730305989
21872,-11.8874471028646
21871,-12.8680684407552
21870,-15.3885050455729
21869,-13.2693135579427
21868,-13.6451070149739
21867,-13.1391866048177
21866,-12.8519653320312
21865,-13.8607442220052
21864,-11.2485717773437
21863,-14.2418172200521
21862,-13.6224324544271
21861,-14.7184712727864
21860,-11.6672831217448
21859,-12.2203023274739
21858,-13.1390950520833
21857,-11.6477823893229
21856,-14.2168284098307
21855,-13.4841979980469
21854,-14.0023661295573
21853,-12.9869344075521
21852,-13.4455830891927
21851,-15.0842142740885
21850,-16.1550252278646
21849,-11.5144104003906
21848,-11.7043314615885
21847,-12.3989013671875
21846,-11.7008015950521
21845,-12.3820251464844
21844,-8.79318847656248
21843,-12.4702311197916
21842,-14.0095987955729
21841,-13.6689514160156
21840,-13.9514729817708
21839,-12.7414611816406
21838,-12.1033284505208
21837,-11.7860880533854
21836,-14.0954447428385
21835,-13.3900919596354
21834,-16.4964864095052
21833,-11.803086344401
21832,-10.5806233723958
21831,-10.8302469889323
21830,-12.2106079101562
