"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-30.7669637044271
21997,-28.8135920206706
21996,-29.7061370849609
21995,-27.8353968302409
21994,-27.3165598551432
21993,-28.0729634602864
21992,-25.9087585449219
21991,-28.1798156738281
21990,-26.537934366862
21989,-28.4556437174479
21988,-27.4874150594075
21987,-28.6134806315104
21986,-27.3903767903646
21985,-28.9448837280273
21984,-26.8493815104166
21983,-27.9059661865234
21982,-29.7953475952148
21981,-29.1506154378255
21980,-28.7427480061849
21979,-31.2671798706054
21978,-24.6527643839518
21977,-29.5442031860351
21976,-30.3199040730794
21975,-27.3813690185547
21974,-26.318955485026
21973,-25.9137786865234
21972,-28.0070200602213
21971,-27.6182108561198
21970,-27.5218770345052
21969,-27.8819259643554
21968,-26.6218551635742
21967,-26.1048085530599
21966,-27.3234186808268
21965,-29.0649398803711
21964,-28.6173995971679
21963,-27.0584345499674
21962,-28.721792602539
21961,-29.0303253173828
21960,-26.6860692342122
21959,-29.2024088541666
21958,-27.6598037719726
21957,-28.6805811564127
21956,-29.1990239461263
21955,-27.3834976196289
21954,-25.6948532104492
21953,-25.4628967285156
21952,-28.2520355224609
21951,-31.0078745524088
21950,-25.6599792480469
21949,-29.0830978393554
21948,-26.3190012613932
21947,-28.0600341796875
21946,-24.8006881713867
21945,-29.3318618774414
21944,-25.0699930826823
21943,-30.2902104695638
21942,-28.666726175944
21941,-27.6169850667317
21940,-28.593608601888
21939,-26.1013956705729
21938,-29.4262095133463
21937,-27.4660095214844
21936,-30.7826243082682
21935,-30.3197820027669
21934,-25.2519058227539
21933,-26.8677327473958
21932,-28.2794479370117
21931,-25.9337397257487
21930,-31.3654312133789
21929,-26.0059061686198
21928,-25.9093714396159
21927,-30.7180643717448
21926,-28.1901916503906
21925,-29.3511998494466
21924,-27.1743301391601
21923,-27.8335199991862
21922,-30.076274617513
21921,-29.4281880696614
21920,-30.6486928304036
21919,-31.2594182332357
21918,-26.9769119262695
21917,-30.3604288736979
21916,-27.8364471435547
21915,-26.2717142740885
21914,-30.9637385050456
21913,-29.6213363647461
21912,-28.3826354980469
21911,-30.1619832356771
21910,-29.2155237833659
21909,-24.2763046264648
21908,-27.9820948282877
21907,-26.3258499145508
21906,-28.1190958658854
21905,-25.6464879353841
21904,-25.9603485107422
21903,-28.4252838134765
21902,-27.3627558390299
21901,-27.4130767822265
21900,-27.5980565388997
21899,-27.4094401041666
21898,-29.8825236002604
21897,-28.6453740437825
21896,-30.8431177775065
21895,-30.3457626342773
21894,-26.3753748575846
21893,-26.3144337972005
21892,-31.6715810139974
21891,-27.8099375406901
21890,-31.622661336263
21889,-27.4882339477539
21888,-31.1046432495117
21887,-27.1505416870117
21886,-30.1196451822916
21885,-30.217133585612
21884,-28.6270100911458
21883,-27.4550994873047
21882,-30.8838231404622
21881,-30.3903361002604
21880,-29.900503540039
21879,-29.1320175170898
21878,-30.1017822265625
21877,-31.0721928914388
21876,-27.6283808390299
21875,-28.4584360758463
21874,-28.3564514160156
21873,-28.4300013224284
21872,-28.2701197306315
21871,-27.1224985758463
21870,-28.207632446289
21869,-26.0272226969401
21868,-30.1362823486328
21867,-24.725075785319
21866,-26.6072957356771
21865,-29.6611643473307
21864,-27.4076065063476
21863,-28.4233383178711
21862,-26.5166814168294
21861,-28.2589909871419
21860,-27.7412933349609
21859,-28.3260584513346
21858,-26.7451741536458
21857,-29.4824228922526
21856,-27.8621938069661
21855,-29.454682413737
21854,-26.9845158894857
21853,-28.6923405965169
21852,-27.036599222819
21851,-26.3717661539713
21850,-27.0492513020833
21849,-25.5380945841471
21848,-28.3989496866862
21847,-28.5409530639648
21846,-27.2682708740234
21845,-25.2495559692383
21844,-28.9439478556315
21843,-27.3742685953776
21842,-32.8829076131185
21841,-29.5548029581706
21840,-28.7576024373372
21839,-27.8704157511393
21838,-30.694926961263
21837,-28.6452214558919
21836,-30.5319147745768
21835,-29.1975641886393
21834,-31.6938639322916
21833,-26.3515329996745
21832,-27.2896814982096
21831,-28.5659596761067
21830,-28.5069005330403
21829,-27.2897806803385
21828,-27.9066095987956
21827,-29.5307525634765
21826,-28.1741953531901
21825,-28.0594568888346
21824,-27.9727717081706
21823,-28.1316131591797
21822,-26.31419728597
21821,-28.2685785929362
21820,-28.4643157958984
21819,-27.1279485066732
21818,-27.3625193277995
