"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-10.7569641113281
21998,-10.8367472330729
21997,-11.8638977050781
21996,-12.0817423502604
21995,-13.0292928059896
21994,-12.0487019856771
21993,-11.3630330403646
21992,-11.2299763997396
21991,-13.0125386555989
21990,-11.0129455566406
21989,-11.9606994628906
21988,-12.344580078125
21987,-11.5561889648437
21986,-11.8425252278646
21985,-12.2315734863281
21984,-11.0169637044271
21983,-13.8601440429687
21982,-12.9130920410156
21981,-11.4962524414062
21980,-10.88681640625
21979,-11.4335693359375
21978,-11.3491373697916
21977,-11.7856811523437
21976,-10.7742268880208
21975,-11.3178771972656
21974,-14.756928507487
21973,-11.7248392740885
21972,-11.4072326660156
21971,-12.1493896484375
21970,-11.0766866048177
21969,-9.66777140299477
21968,-12.5515909830729
21967,-11.3876403808594
21966,-11.4805969238281
21965,-11.0905822753906
21964,-11.9872192382812
21963,-10.7789469401041
21962,-11.2397013346354
21961,-10.4911865234375
21960,-11.7539428710937
21959,-12.7990987141927
21958,-11.7371073404948
21957,-13.760361735026
21956,-13.6593790690104
21955,-11.1462463378906
21954,-11.0255798339844
21953,-11.9158386230469
21952,-10.2221130371094
21951,-11.2115234375
21950,-12.2586934407552
21949,-10.7736063639323
21948,-10.9170593261719
21947,-10.3823710123698
21946,-12.396103922526
21945,-13.9578104654948
21944,-12.4597432454427
21943,-10.9283610026041
21942,-14.5082560221354
21941,-10.7829956054687
21940,-11.0421203613281
21939,-13.1735493977864
21938,-13.4287780761719
21937,-11.8344075520833
21936,-10.0430969238281
21935,-13.6094319661458
21934,-10.1283426920573
21933,-10.0388854980469
21932,-9.64671427408852
21931,-11.003037516276
21930,-12.6993876139323
21929,-12.5527404785156
21928,-12.5613464355469
21927,-10.9873311360677
21926,-9.27021891276039
21925,-11.5973164876302
21924,-12.9487162272135
21923,-11.5548055013021
21922,-11.0969706217448
21921,-10.6021179199219
21920,-13.0669921875
21919,-11.602891031901
21918,-12.0849263509114
21917,-11.3098815917969
