"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-10.8527002970377
21997,-11.978000386556
21996,-12.1231190999349
21995,-11.5058502197265
21994,-12.0739756266276
21993,-12.1258834838867
21992,-11.182465616862
21991,-12.3862416585286
21990,-11.8945755004883
21989,-11.1146708170573
21988,-12.3789276123047
21987,-11.373274230957
21986,-12.3559427897135
21985,-12.1709833780924
21984,-11.035882059733
21983,-11.1902552286784
21982,-11.8859848022461
21981,-12.7403040568034
21980,-12.0520411173502
21979,-13.2508529663086
21978,-12.4252787272135
21977,-11.6456614176432
21976,-13.5996943155924
21975,-12.223855082194
21974,-11.8601109822591
21973,-13.5858469645182
21972,-12.0517766316732
21971,-11.5134897867838
21970,-12.0768747965495
21969,-12.5768569946289
21968,-11.9211842854817
21967,-10.9758997599284
21966,-11.7609822591146
21965,-11.9562362670898
21964,-10.9157394409179
21963,-12.1222035725911
21962,-13.2936030069987
21961,-13.0422017415364
21960,-11.8470570882161
21959,-11.3874496459961
21958,-11.7978576660156
21957,-11.9260670979817
21956,-12.3689814249674
21955,-10.5023127237955
21954,-9.85436350504555
21953,-11.3559707641601
21952,-11.6818298339844
21951,-12.0352005004883
21950,-11.8590581258138
21949,-11.650857035319
21948,-12.8661763509114
21947,-12.2883845011393
21946,-10.169660949707
21945,-11.9226796468099
21944,-11.1879155476888
21943,-11.1888997395833
21942,-12.5015116373698
21941,-10.9102335611979
21940,-11.983880106608
21939,-12.6248789469401
21938,-12.3049377441406
21937,-12.1835845947265
21936,-11.839348856608
21935,-12.3465637207031
21934,-11.6022959391276
21933,-12.4988464355469
21932,-11.6268193562825
21931,-12.3617640177409
21930,-12.1947667439778
21929,-11.2307800292969
21928,-11.5110687255859
21927,-12.006455485026
21926,-11.3861653645833
21925,-10.2106689453125
21924,-11.757421875
21923,-11.558208211263
21922,-11.5378224690755
21921,-10.703237915039
21920,-12.1393112182617
21919,-10.7223114013672
21918,-12.5736043294271
21917,-13.1729797363281
21916,-12.4140380859375
21915,-10.6552897135416
21914,-12.5287714640299
21913,-13.4584259033203
21912,-12.6969589233398
21911,-11.4411809285482
21910,-12.9874684651692
21909,-12.5216913859049
21908,-11.5574681599935
21907,-13.8601058959961
21906,-12.3853006998698
21905,-12.5025288899739
21904,-12.4702768961588
21903,-11.1433624267578
21902,-11.884873453776
21901,-11.5575164794922
21900,-12.471667989095
21899,-10.5212361653646
21898,-11.1972005208333
21897,-11.8380493164062
21896,-11.3694061279297
21895,-12.6071202596028
21894,-11.7021163940429
21893,-10.3857889811198
21892,-11.0831309000651
21891,-11.8704335530599
21890,-12.8041010538737
21889,-12.3044774373372
21888,-11.0919199625651
21887,-10.7373057047526
21886,-12.5221974690755
21885,-12.2729807535807
21884,-12.1967783610026
21883,-11.6920176188151
21882,-9.94717508951821
21881,-11.9429026285807
21880,-11.9831960042317
21879,-11.3665857950846
21878,-12.0083958943685
21877,-11.0370849609375
21876,-11.3426778157552
21875,-13.0907653808594
21874,-11.966899617513
21873,-10.8661788940429
21872,-10.7145167032877
21871,-11.3001719156901
21870,-12.0482772827148
21869,-11.6254028320312
21868,-12.5087417602539
21867,-11.3761632283528
21866,-12.7066685994466
21865,-11.2912251790364
21864,-13.5718241373698
21863,-12.015488688151
21862,-10.9411122639974
21861,-10.478618367513
21860,-11.1016016642252
21859,-14.4604960123698
21858,-13.5072260538737
21857,-12.2559926350911
21856,-13.0252848307291
21855,-12.4175476074219
21854,-11.4026728312174
21853,-11.7864949544271
21852,-12.201996866862
21851,-11.4385513305664
21850,-11.1959950764974
21849,-10.776604715983
21848,-11.8373219807942
21847,-11.5776936848958
21846,-11.6362289428711
21845,-12.8418741861979
21844,-12.1696533203125
21843,-12.8604365030924
21842,-13.0192423502604
21841,-11.8399058024088
21840,-11.9385767618815
21839,-11.3222666422526
21838,-12.0809488932291
21837,-11.8054107666015
21836,-10.5739018758138
21835,-12.0149648030599
21834,-12.7921559651692
21833,-13.4216522216797
21832,-11.2336435953776
21831,-13.0034571329752
21830,-11.2721160888672
21829,-12.1894083658854
21828,-9.78468933105466
21827,-12.5487884521484
21826,-11.1607879638672
21825,-11.055288696289
21824,-12.3712804158528
21823,-12.0312866210937
21822,-11.5393381754557
