"Full hydrological years [yr BP]","Average yearly mean temperature [degree C]"
21998,-17.2971735636393
21997,-17.0467196146647
21996,-18.155012512207
21995,-18.2672281901041
21994,-21.2942616780599
21993,-16.653303527832
21992,-17.7345718383789
21991,-17.6821655273437
21990,-19.6744420369466
21989,-18.9037473042806
21988,-20.501510365804
21987,-17.3454638163248
21986,-17.2275489807129
21985,-16.3356002807617
21984,-15.2394432067871
21983,-16.422944132487
21982,-17.218862915039
21981,-17.9934041341146
21980,-20.5399447123209
21979,-20.3540939331054
21978,-16.4784098307291
21977,-17.3054514567057
21976,-18.1293713887532
21975,-18.8817975362142
21974,-17.3139633178711
21973,-18.8575131734212
21972,-20.077313486735
21971,-18.7622868855794
21970,-19.9733578999837
21969,-21.0950073242187
21968,-18.4333455403646
21967,-17.3931411743164
21966,-20.5538416544596
21965,-18.0069272359212
21964,-16.9882848103841
21963,-18.1722918192545
21962,-17.6624969482422
21961,-16.8530207316081
21960,-18.1326800028483
21959,-18.4666681925456
21958,-20.0083183288574
21957,-20.2130098978678
21956,-18.5853421529134
21955,-16.5603291829427
21954,-15.79613087972
21953,-16.8012145996094
21952,-18.5263872782389
21951,-18.0513112386067
21950,-17.9375887552897
21949,-17.3752095540364
21948,-17.4453720092773
21947,-16.5477762858073
21946,-20.4954030354817
21945,-19.6851015726725
21944,-18.7541488647461
21943,-18.5103897094726
21942,-16.4916684468587
21941,-16.6795346577962
21940,-21.3775988260905
21939,-20.282277170817
21938,-19.590486907959
21937,-15.7670247395833
21936,-17.4883585611979
21935,-18.4654055277506
21934,-18.4588760375976
21933,-20.501634979248
21932,-18.7330421447754
21931,-18.2305638631185
21930,-20.2548978169759
21929,-18.7638064066569
21928,-17.6177696228027
21927,-18.01652247111
21926,-17.0070137023926
21925,-16.5714693705241
21924,-17.1681325276692
21923,-18.1423769632975
21922,-17.1757784525553
21921,-19.368505859375
21920,-17.5672693888346
21919,-19.1295354207357
21918,-19.0456095377604
21917,-19.5727511088053
21916,-17.511338297526
21915,-18.7202540079752
21914,-20.1055918375651
21913,-18.807044728597
21912,-19.3770634969075
21911,-17.0105270385742
21910,-19.1372487386067
21909,-20.8802614847819
21908,-19.0611213684082
21907,-19.3779103597005
21906,-17.2380457560221
21905,-16.621082051595
21904,-18.7136990865071
21903,-17.4530726114909
21902,-20.0565691630045
21901,-17.8212455749511
21900,-20.1433738708496
21899,-16.4672213236491
21898,-17.5031761169433
21897,-16.9902214050293
21896,-18.20224609375
21895,-18.0790962219238
21894,-17.9382970174153
21893,-15.637501780192
21892,-16.7197059631347
21891,-18.1596766153971
21890,-18.3993604024251
21889,-16.5042811075846
21888,-20.7205846150716
21887,-18.400441233317
21886,-17.9649032592773
21885,-18.7941256205241
21884,-20.6830899556478
21883,-19.8214363098144
21882,-17.3184226989746
21881,-18.3089711507161
21880,-19.8064280192057
21879,-19.4578028361002
21878,-20.6733039855957
21877,-20.1810516357422
21876,-17.4334205627441
21875,-20.8868748982747
21874,-15.9909423828125
21873,-16.6995796203613
21872,-18.1806434631347
21871,-19.1939224243164
21870,-20.2977533976237
21869,-17.7827145894368
21868,-18.4036811828613
21867,-22.694511159261
21866,-18.5450068155924
21865,-17.8476687113444
21864,-20.0167475382487
21863,-20.5043510437011
21862,-17.4407409667969
21861,-16.2205388387044
21860,-20.0491559346517
21859,-18.8512926737467
21858,-19.9169525146484
21857,-17.6037022908528
21856,-16.4992444356282
21855,-16.1811063130696
21854,-18.4867830912272
21853,-19.255723063151
21852,-19.0703147888183
21851,-17.9156313578288
21850,-16.8743372599284
21849,-19.4752601623535
21848,-18.8207280476888
21847,-19.1672462463379
21846,-16.5595026652018
21845,-14.5382293701172
21844,-15.5038424173991
21843,-19.8630902608235
21842,-21.0025072733561
21841,-19.6436828613281
21840,-17.3966901143392
21839,-19.1191785176595
21838,-19.3991772969564
21837,-18.268776957194
21836,-19.6122116088867
21835,-20.1324256896972
21834,-19.5017227172851
21833,-17.8895375569661
21832,-15.3709383646647
21831,-17.4486742655436
21830,-18.1526219685872
21829,-18.8083353678385
21828,-16.1283554077148
21827,-19.5705652872721
21826,-17.7213259379069
21825,-19.6533124287923
21824,-18.2903821309407
21823,-17.3048144022623
21822,-18.4422286987304
21821,-20.4070889790853
21820,-19.9498224894206
21819,-17.7025970458984
21818,-17.3253756205241
21817,-17.9376294453939
21816,-19.0659088134765
21815,-18.5819508870442
21814,-19.1778663635254
21813,-19.4890617370605
21812,-19.9142745971679
21811,-19.2710810343424
