"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-49.1696940104166
21997,-47.8110158284505
21996,-50.7108164469401
21995,-52.0127471923828
21994,-45.9765584309896
21993,-49.4901590983073
21992,-52.6024688720703
21991,-53.3167785644531
21990,-51.6497304280599
21989,-50.1159779866536
21988,-45.4537821451823
21987,-48.0309611002604
21986,-47.4540262858073
21985,-47.8429524739583
21984,-50.2716074625651
21983,-48.3539693196614
21982,-48.8216868082682
21981,-48.1520446777344
21980,-49.7514607747396
21979,-47.7629659016927
21978,-48.6984670003255
21977,-46.7145751953125
21976,-47.9388844807943
21975,-49.9260060628255
21974,-48.1728881835937
21973,-50.5560974121094
21972,-51.4516815185547
21971,-50.0299285888672
21970,-52.4594838460286
21969,-49.1337290445963
21968,-50.9721333821614
21967,-48.5869049072265
21966,-46.9540771484375
21965,-46.3330393473307
21964,-47.1917785644531
21963,-45.3658915201823
21962,-48.2677215576172
21961,-48.7597768147786
21960,-51.6638702392578
21959,-51.8247894287109
21958,-52.0917724609375
21957,-49.1526041666666
21956,-49.0086730957031
21955,-49.3820963541666
21954,-51.4738220214844
21953,-50.9682881673177
21952,-47.8730834960937
21951,-49.8892120361328
21950,-52.2076782226562
21949,-49.0051127115885
21948,-52.8796905517578
21947,-48.7906046549479
21946,-49.1386576334635
21945,-49.4629781087239
21944,-48.8828592936198
21943,-52.2853403727213
21942,-50.7305511474609
21941,-55.816264851888
21940,-49.390000406901
21939,-53.0995239257812
21938,-50.7731791178385
21937,-48.8979960123698
21936,-49.0937967936198
21935,-51.5215718587239
21934,-49.5957244873047
21933,-46.8468027750651
21932,-52.5662292480469
21931,-47.8092508951823
21930,-50.3695943196614
21929,-50.1577463785807
21928,-48.2850911458333
21927,-51.4248616536458
21926,-49.7337758382161
21925,-50.0933186848958
21924,-48.4006561279297
21923,-49.6290649414062
21922,-50.1521464029948
21921,-50.1573496500651
21920,-48.7096313476562
21919,-47.7761393229166
21918,-51.2887278238932
21917,-51.5988321940104
21916,-46.9782674153646
21915,-51.2682810465495
21914,-46.9893147786458
21913,-45.8188690185547
21912,-49.2892923990885
21911,-50.9601654052734
21910,-47.8709676106771
21909,-48.7177032470703
21908,-48.1321573893229
21907,-47.9984547932943
21906,-46.3191385904948
21905,-48.2100433349609
21904,-50.6826995849609
21903,-50.8332021077474
21902,-47.6490081787109
21901,-48.8839731852213
21900,-48.4237833658854
21899,-46.0038513183594
21898,-47.8226582845052
21897,-48.5555430094401
21896,-50.6259114583333
21895,-49.0189371744791
21894,-49.0544036865234
21893,-48.1828470865885
21892,-50.6979329427083
21891,-48.6197163899739
21890,-46.6947845458984
21889,-49.3436645507812
21888,-48.1772318522135
21887,-50.5997884114583
21886,-47.5264902750651
21885,-49.4469360351562
21884,-50.4957641601562
21883,-48.8997812906901
21882,-49.0346079508463
21881,-49.0075642903646
21880,-49.241323852539
21879,-50.0322326660156
21878,-49.2653411865234
21877,-49.9369669596354
21876,-48.7789672851562
21875,-49.2002827962239
21874,-52.8790496826172
21873,-49.1715708414713
21872,-50.9092671712239
21871,-49.4761922200521
21870,-50.6617085774739
21869,-49.4171763102213
21868,-52.9064900716146
21867,-51.1765655517578
21866,-49.6056833902995
21865,-49.3693756103515
21864,-51.787212117513
21863,-50.9891977945963
21862,-49.9403645833333
21861,-45.0981506347656
21860,-52.6406260172526
21859,-51.4577748616536
21858,-48.0046091715495
21857,-49.6042948404948
21856,-51.2098449707031
21855,-51.1179667154948
21854,-52.2722686767578
21853,-49.2389841715495
21852,-49.2560536702474
21851,-48.6303517659505
21850,-48.1065938313802
21849,-48.9945027669271
21848,-48.8929606119791
21847,-46.4713653564453
21846,-49.7301289876302
21845,-47.5333618164062
21844,-50.9293324788411
21843,-50.9267893473307
21842,-55.0881510416666
21841,-50.0299285888672
21840,-48.0408945719401
21839,-52.0125335693359
21838,-47.5857706705729
21837,-49.3013417561849
21836,-45.7340301513672
21835,-49.8580790201823
21834,-48.0857503255208
21833,-46.4757191975911
21832,-49.1379862467448
21831,-45.7461252848307
21830,-50.4745900472005
21829,-50.0895039876302
21828,-47.1540944417318
21827,-49.4765431722005
21826,-49.7981526692708
21825,-49.7751169840495
21824,-49.3737548828125
21823,-52.6843068440755
21822,-50.469086710612
21821,-51.2827972412109
21820,-47.8411519368489
21819,-50.9589141845703
21818,-52.1515563964844
21817,-49.1474619547526
21816,-49.2454437255859
21815,-49.4684000651041
21814,-47.7140411376953
21813,-48.1684834798177
21812,-50.3965718587239
21811,-47.8327952067057
21810,-50.8693857828776
21809,-54.2037363688151
21808,-50.4852915445963
21807,-53.387564086914
21806,-48.9631510416666
21805,-50.678559366862
21804,-47.8835408528646
21803,-48.4178019205729
21802,-49.7685353597005
21801,-52.4900421142578
21800,-49.9064900716146
21799,-49.5216125488281
21798,-49.2483428955078
21797,-49.8090321858724
21796,-46.9210723876953
21795,-51.9406850179036
21794,-49.7426767985026
21793,-48.2048807779948
21792,-48.8618581136068
21791,-44.3340159098307
21790,-52.6422688802083
21789,-47.7282775878906
21788,-49.6290344238281
21787,-48.8561818440755
21786,-50.4851847330729
21785,-47.132172648112
21784,-48.2527628580729
21783,-49.985444132487
21782,-50.5370391845703
21781,-53.9503234863281
21780,-49.9506134033203
21779,-51.8266052246094
21778,-51.9723368326823
21777,-53.2156483968099
21776,-47.9891469319661
21775,-51.4582326253255
21774,-52.5748911539713
21773,-48.2775380452474
21772,-49.725439453125
21771,-49.8399312337239
21770,-49.2028513590495
21769,-53.2505350748698
21768,-48.4019378662109
21767,-51.2917795817057
21766,-47.6389068603515
21765,-49.1585754394531
21764,-50.2534952799479
21763,-47.2883972167969
21762,-51.5550496419271
21761,-49.4615997314453
21760,-45.2460235595703
21759,-49.5863403320312
21758,-47.2137512207031
21757,-47.9970357259114
21756,-46.1182312011719
21755,-50.1123006184896
21754,-49.462983194987
21753,-47.7078104654948
21752,-50.5520385742187
21751,-48.6027180989583
21750,-49.2223317464193
21749,-49.2353780110677
21748,-51.2674926757812
21747,-47.571880086263
21746,-48.2609873453776
21745,-46.2696695963541
21744,-52.8706013997396
21743,-50.6380828857422
21742,-48.4265350341797
21741,-51.5028137207031
21740,-50.5877339680989
21739,-48.6497151692708
21738,-46.2847045898437
21737,-51.3483489990234
21736,-47.9972951253255
21735,-49.3943695068359
21734,-49.8698842366536
21733,-49.7598327636719
21732,-50.8237569173177
21731,-52.0744740804036
21730,-47.0425221761068
21729,-46.0760508219401
21728,-48.7577931722005
21727,-49.2797861735026
21726,-46.9378112792969
21725,-45.737900797526
21724,-50.6327067057291
21723,-48.2708852132161
21722,-48.487646484375
21721,-47.1671610514323
21720,-48.2353424072265
21719,-48.5727600097656
21718,-49.4397847493489
21717,-49.7958282470703
21716,-50.5736551920573
21715,-48.3778747558594
21714,-49.7216552734375
21713,-51.8617156982422
21712,-50.5269836425781
21711,-47.1896423339844
21710,-45.8203084309896
21709,-46.3338277180989
21708,-52.8017181396484
21707,-50.4850779215495
21706,-48.6012125651041
21705,-46.1811686197916
21704,-46.1635599772135
21703,-51.9203704833984
21702,-49.3694112141927
21701,-50.7838144938151
21700,-50.7051503499349
21699,-52.7628946940104
21698,-50.7483327229818
21697,-49.6831878662109
21696,-50.9304056803385
21695,-49.1836761474609
21694,-47.6989095052083
21693,-52.0332041422526
21692,-48.6622578938802
21691,-49.4840861002604
21690,-52.5812235514323
21689,-48.9597025553385
21688,-45.0802724202474
21687,-46.7670349121094
21686,-50.250591023763
21685,-51.2356424967448
21684,-46.572612508138
21683,-48.7098704020182
21682,-50.2851216634114
21681,-52.1563934326172
21680,-46.7082682291666
21679,-48.094580078125
21678,-51.6056884765625
21677,-49.7431396484375
21676,-51.8026540120443
21675,-49.9248921712239
21674,-50.1907460530599
21673,-49.8815216064453
21672,-50.8645334879557
21671,-49.977896118164
21670,-49.1296600341797
21669,-48.8325764973958
21668,-48.1894236246745
21667,-48.0732279459635
21666,-49.3122619628906
21665,-51.8487508138021
21664,-50.7372039794922
21663,-46.0824900309245
21662,-49.6488911946614
21661,-48.6287038167318
21660,-47.1587025960286
21659,-46.7609771728515
21658,-48.631948852539
21657,-52.8257151285807
21656,-51.6274576822916
21655,-52.0107635498047
21654,-47.237407430013
21653,-51.3657999674479
21652,-49.8598236083984
21651,-49.1974650065104
21650,-48.4139872233073
21649,-48.7773142496745
21648,-49.1977345784505
21647,-51.3798685709635
21646,-51.2065287272135
21645,-50.8485677083333
21644,-47.4031229654948
21643,-45.997915649414
21642,-53.7669738769531
21641,-49.2774312337239
21640,-50.1763112386068
21639,-48.7787689208984
21638,-49.6943369547526
21637,-45.299164835612
21636,-50.4283406575521
21635,-50.9153605143229
21634,-53.3766743977864
21633,-52.8827423095703
21632,-45.2073018391927
21631,-51.7552093505859
21630,-52.3966328938802
21629,-49.7845723470052
21628,-52.3727986653646
21627,-49.5032002766927
21626,-48.2351236979166
21625,-51.9238800048828
21624,-44.2746337890625
21623,-49.4237172444661
21622,-49.4089416503906
21621,-48.868022664388
21620,-51.4612131754557
21619,-50.3777170817057
21618,-48.2151092529297
21617,-48.4039927164713
21616,-47.7964385986328
21615,-48.4296020507812
21614,-50.0209513346354
21613,-52.4646718343099
21612,-50.2190307617187
21611,-48.4811716715495
21610,-52.7016611735026
21609,-48.5830291748047
21608,-50.0838684082031
21607,-49.3725240071614
21606,-47.4821736653646
21605,-50.6182413736979
21604,-50.0809946695963
21603,-49.725678507487
21602,-47.9150705973307
21601,-52.4750478108724
21600,-50.1724151611328
21599,-54.0763356526693
21598,-51.8069163004557
21597,-52.6770182291666
21596,-50.7690439860026
21595,-48.2467966715495
21594,-50.0752217610677
21593,-50.175156656901
21592,-49.5907246907552
21591,-49.1719980875651
21590,-52.995469156901
21589,-53.4870208740234
21588,-48.2230692545573
21587,-49.5228942871094
21586,-49.0210581461588
21585,-48.7695627848307
21584,-47.2045959472656
21583,-50.5487833658854
21582,-48.4184173583984
21581,-50.515961710612
21580,-50.7042500813802
21579,-47.685883585612
21578,-50.005962117513
21577,-50.9810750325521
21576,-51.8264831542969
21575,-50.5794077555338
21574,-52.2962707519531
21573,-49.3055074055989
21572,-50.0960856119791
21571,-49.5462198893229
21570,-49.088003540039
21569,-49.6218424479166
21568,-49.328726196289
21567,-45.8566853841146
21566,-47.9867207845052
21565,-50.8798533121745
21564,-47.5915893554687
21563,-47.7250020345052
21562,-50.1470245361328
21561,-54.4530039469401
21560,-50.5487782796224
21559,-51.2969472249349
21558,-52.1394256591797
21557,-51.8935048421224
21556,-50.4380350748698
21555,-52.8103495279948
21554,-51.3117329915364
21553,-47.3683583577474
21552,-50.9144602457682
21551,-48.6364349365234
21550,-45.9225067138672
21549,-49.2043772379557
21548,-48.7758900960286
21547,-52.7269907633463
21546,-48.3757130940755
21545,-47.1298787434896
21544,-51.551850382487
21543,-45.9315806070963
21542,-49.6346649169922
21541,-48.735199991862
21540,-48.7644460042318
21539,-49.906851196289
21538,-49.0832733154297
21537,-49.8879760742187
21536,-53.3991912841797
21535,-51.5745503743489
21534,-52.0336873372396
21533,-53.0094868977864
21532,-53.7659413655599
21531,-50.7735605875651
21530,-50.5860911051432
21529,-45.8164581298828
21528,-51.878520711263
21527,-54.469834391276
21526,-49.9477650960286
21525,-48.6345631917318
21524,-50.928564453125
21523,-47.9467020670573
21522,-50.2970438639323
21521,-51.3952290852864
21520,-52.1746887207031
21519,-49.2129577636719
21518,-49.0145477294922
