"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-33.4917307535807
21997,-34.9073699951172
21996,-31.3639841715495
21995,-30.2454437255859
21994,-31.8021708170573
21993,-30.3264475504557
21992,-29.1423553466797
21991,-33.9909220377604
21990,-27.8004313151041
21989,-33.9309804280599
21988,-31.9353190104166
21987,-30.7050435384114
21986,-31.2389790852864
21985,-32.9332285563151
21984,-29.1178904215495
21983,-31.0260223388672
21982,-31.5880187988281
21981,-35.7851165771484
21980,-32.3845225016276
21979,-35.2938852945963
21978,-27.9709584554036
21977,-35.2153483072916
21976,-31.0543935139974
21975,-32.0575113932291
21974,-29.409048461914
21973,-28.859238688151
21972,-31.3398549397786
21971,-30.5449279785156
21970,-28.4554860432942
21969,-32.4494028727213
21968,-30.9671895345052
21967,-30.5046142578125
21966,-30.6474517822265
21965,-30.2595225016276
21964,-31.2287760416666
21963,-31.4144348144531
21962,-32.0839599609375
21961,-32.8061686197916
21960,-28.0763763427734
21959,-32.1260131835937
21958,-30.1145538330078
21957,-32.3386698404948
21956,-36.9468444824219
21955,-31.670523071289
21954,-29.9687662760416
21953,-28.4647989908854
21952,-29.3061381022135
21951,-35.1154642740885
21950,-29.4974680582682
21949,-33.2462880452474
21948,-29.4426635742187
21947,-29.8145812988281
21946,-28.7566741943359
21945,-33.3797617594401
21944,-29.9229187011719
21943,-35.9289357503255
21942,-32.2332977294922
21941,-31.1305246988932
21940,-31.7668212890625
21939,-28.8523417154948
21938,-34.8827829996745
21937,-32.2387603759765
21936,-36.114604695638
21935,-33.0071014404297
21934,-27.3740091959635
21933,-29.7589477539062
21932,-31.4349934895833
21931,-29.4832417805989
21930,-34.6152862548828
21929,-30.5281585693359
21928,-30.2411458333333
21927,-38.7668874104818
21926,-29.6188618977864
21925,-32.8427795410156
21924,-29.3735768636067
21923,-31.9246378580729
21922,-35.4759175618489
21921,-29.962739054362
21920,-37.4080769856771
21919,-35.8837443033854
21918,-30.9061899820963
21917,-33.072622680664
21916,-31.2049926757812
21915,-29.7304545084635
21914,-34.966645304362
21913,-33.9026448567708
21912,-33.0847178141276
21911,-34.6591400146484
21910,-31.3112447102864
21909,-29.4763193766276
21908,-30.1325337727864
21907,-29.0370849609375
21906,-30.176117960612
21905,-29.8511159261067
21904,-29.0722157796224
21903,-33.9021107991536
21902,-32.1530161539713
21901,-31.6483723958333
21900,-30.2620096842448
21899,-31.1260284423828
21898,-35.9917053222656
21897,-35.1878723144531
21896,-33.4986735026041
21895,-34.9439097086588
21894,-30.0090087890625
21893,-28.15048828125
21892,-36.6359059651693
21891,-29.7816731770833
21890,-34.147324625651
21889,-30.7431447347005
21888,-37.043803914388
21887,-29.6065887451172
21886,-34.122661336263
21885,-31.8594370524088
21884,-34.277456665039
21883,-29.41953125
21882,-34.6821858723958
21881,-32.8036356608073
21880,-34.6329559326172
21879,-30.9328674316406
21878,-33.6320048014323
21877,-37.8397176106771
21876,-32.1067515055338
21875,-30.8794616699219
21874,-34.6672017415364
21873,-32.308930460612
21872,-29.9105183919271
21871,-30.2830006917317
21870,-31.2240661621094
21869,-29.5185557047526
21868,-34.0215209960937
21867,-25.0903686523437
21866,-30.5231943766276
21865,-31.257432047526
21864,-31.1387593587239
21863,-32.7775736490885
21862,-31.1605946858724
21861,-31.4390065511067
21860,-29.2069559733073
21859,-31.621923828125
21858,-30.1365519205729
21857,-34.0406097412109
21856,-31.8310963948567
21855,-34.5542765299479
21854,-28.0969299316406
21853,-32.5924235026041
21852,-30.4668487548828
21851,-29.3303232828776
21850,-32.494741821289
21849,-29.2098805745442
21848,-32.6879943847656
21847,-34.6035420735677
21846,-31.5264241536458
21845,-26.6827351888021
21844,-30.1900034586588
21843,-31.3077351888021
21842,-40.2425801595052
21841,-34.6056935628255
21840,-33.9764668782552
21839,-30.7220672607422
21838,-35.6233378092448
21837,-33.4278676350911
21836,-33.6967274983724
21835,-33.1148691813151
21834,-37.3800516764323
21833,-28.6496083577474
21832,-31.2736673990885
21831,-29.9722300211588
21830,-31.7830261230469
21829,-31.2361358642578
21828,-32.2227793375651
21827,-33.7267822265625
21826,-32.6124786376953
21825,-32.7217569986979
21824,-31.560166422526
21823,-28.1042236328125
21822,-28.4583190917969
21821,-31.4254211425781
21820,-28.7380228678385
21819,-28.9921681722005
21818,-29.7346099853515
21817,-30.6423350016276
21816,-32.6498881022135
21815,-31.6048136393229
21814,-31.9493520100911
21813,-31.4496164957682
21812,-31.6643737792969
21811,-26.2843892415364
21810,-34.6294260660807
21809,-34.7190561930338
21808,-33.9187733968099
21807,-30.8300994873047
21806,-31.84580078125
21805,-30.8521382649739
21804,-30.266460164388
21803,-32.4234222412109
21802,-34.1352091471354
21801,-32.0013641357422
21800,-30.1009175618489
21799,-30.2169708251953
21798,-32.4809580485026
21797,-33.427847290039
21796,-35.9296376546224
21795,-35.6889251708984
21794,-33.1214558919271
21793,-29.8935607910156
21792,-28.3171447753906
21791,-33.1949523925781
21790,-27.9342712402344
21789,-28.8263661702474
21788,-33.8970143636068
21787,-32.0100616455078
21786,-38.125601196289
21785,-28.5235911051432
21784,-30.3108784993489
21783,-30.6830047607422
21782,-30.8375203450521
21781,-30.0973978678385
21780,-27.840912882487
21779,-34.4984853108724
21778,-35.1594909667969
21777,-32.4172729492187
21776,-28.4435485839844
21775,-29.8420267740885
21774,-35.015971883138
21773,-34.254507446289
21772,-31.0014506022135
21771,-28.9938262939453
21770,-31.9521494547526
21769,-27.0301472981771
21768,-25.64365234375
21767,-32.3994913736979
21766,-35.3450988769531
21765,-33.2013763427734
21764,-30.1584381103515
21763,-29.8102579752604
21762,-31.7477986653646
21761,-31.8623209635416
21760,-33.4566965738932
21759,-31.3568684895833
21758,-28.703237915039
21757,-33.726655069987
21756,-27.7505045572916
21755,-31.0425374348958
21754,-30.8682820638021
21753,-32.2679555257161
21752,-29.9399119059245
21751,-30.8533081054687
21750,-29.3285074869791
21749,-33.7974202473958
21748,-35.8453989664713
21747,-32.9735270182291
21746,-30.8440663655599
21745,-30.5382802327474
21744,-28.0156717936198
21743,-32.2834075927734
21742,-36.1525533040364
21741,-29.5119537353515
21740,-30.024771118164
21739,-29.1952219645182
