"Calendar years [yr BP]","Average yearly mean temperature [degree C]"
21999,-20.7650614420573
21998,-18.3043871561686
21997,-19.284464263916
21996,-20.3436747233073
21995,-18.7412170410156
21994,-18.923006439209
21993,-19.8189033508301
21992,-18.2156077067057
21991,-19.7433367411295
21990,-19.5112645467122
21989,-19.9447667439778
21988,-19.4980021158854
21987,-18.9078315734863
21986,-18.6584724426269
21985,-19.0326370239258
21984,-16.5578330993652
21983,-17.9755704243978
21982,-18.2893191019694
21981,-19.1705039978027
21980,-18.9120913187663
21979,-19.8093132019043
21978,-18.8888076782226
21977,-19.1985305786133
21976,-20.5312561035156
21975,-20.6533785502116
21974,-18.6990786234538
21973,-19.8289995829264
21972,-19.2259557088216
21971,-20.5472587585449
21970,-20.7279228210449
21969,-20.2318392435709
21968,-19.1660140991211
21967,-19.2893432617187
21966,-19.6564760843913
21965,-19.9164337158203
21964,-18.4214207967122
21963,-21.5840642293294
21962,-20.1377370198567
21961,-20.2197085062663
21960,-19.5133460998535
21959,-19.5953735351562
21958,-19.5141649881998
21957,-18.6493553161621
21956,-18.7345158894857
21955,-17.5193822224935
21954,-17.1551447550456
21953,-19.1806116739909
21952,-17.9702120463053
21951,-20.6319755554199
21950,-20.4792236328125
21949,-18.4917065938314
21948,-19.7283780415853
21947,-18.6334340413411
21946,-18.6262369791666
21945,-19.3240684509277
21944,-19.9624211629232
21943,-18.3553057352702
21942,-19.8192339579264
21941,-19.3911600748698
21940,-20.4295956929525
21939,-19.9474459330241
21938,-20.5004943847656
21937,-19.8711748758952
21936,-19.8085515340169
21935,-19.5029574076334
21934,-18.2216883341471
21933,-20.9747426350911
21932,-19.1060139973958
21931,-19.2212661743164
21930,-20.4027923583984
21929,-19.2201802571614
21928,-19.2741277058919
21927,-18.9189158121745
21926,-17.7464063008626
21925,-18.1538503011067
21924,-19.4523249308268
21923,-20.1784576416015
21922,-19.6959060668945
21921,-18.2494542439778
21920,-18.9064303080241
21919,-18.3127426147461
21918,-19.9032946268717
21917,-19.9087649027506
21916,-19.6846870422363
21915,-19.0343243916829
21914,-20.900914255778
21913,-19.7348337809245
21912,-20.0531359354655
21911,-18.6087033589681
21910,-20.8814567565918
21909,-19.4718129475911
21908,-20.3374415079752
21907,-20.6084363301595
21906,-20.120884958903
21905,-19.6132631937663
21904,-18.9311470031738
21903,-19.4654017130534
21902,-19.6868016560872
21901,-19.1368774414062
