"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-10.4521850585937
21997,-11.4573628743489
21996,-11.7012110392252
21995,-11.4953038533528
21994,-11.6320048014323
21993,-11.6986933390299
21992,-11.5841379801432
21991,-11.9487314860026
21990,-11.7603820800781
21989,-10.8930089314778
21988,-12.2041356404622
21987,-10.9064519246419
21986,-11.9051625569661
21985,-11.7029429117838
21984,-10.4996932983398
21983,-10.91038869222
21982,-11.7379389444987
21981,-12.8118372599284
21980,-12.0566950480143
21979,-12.9939178466797
21978,-12.7616714477539
21977,-11.1970937093099
21976,-13.5135075887044
21975,-12.0670303344726
21974,-11.4036137898763
21973,-13.2931452433268
21972,-11.8614079793294
21971,-11.3702428181966
21970,-11.9798416137695
21969,-12.1704137166341
21968,-11.6067591349284
21967,-10.5692886352539
21966,-11.3465713500976
21965,-11.8838155110677
21964,-10.9990956624349
21963,-11.5868209838867
21962,-12.4555241902669
21961,-13.0756006876627
21960,-11.554925028483
21959,-11.4119552612304
21958,-11.9765584309896
21957,-11.4392608642578
21956,-12.2457514444987
21955,-10.4285390218099
21954,-9.57200724283852
21953,-11.4841547648112
21952,-11.207258605957
21951,-11.8351170857747
21950,-11.8165344238281
21949,-11.5707051595052
21948,-12.4802815755208
21947,-11.7417205810547
21946,-10.0276982625325
21945,-11.3616572062174
21944,-10.9653991699219
21943,-10.8029973347982
21942,-12.1281341552734
21941,-10.4847956339518
21940,-11.6548751831054
21939,-11.9156707763672
21938,-12.0598866780599
21937,-11.2172709147135
21936,-11.3937515258789
21935,-12.0653238932291
21934,-11.040744527181
21933,-12.5767145792643
21932,-11.2832117716471
21931,-12.2773345947265
21930,-12.1136306762695
21929,-10.8604746500651
21928,-11.2834279378255
21927,-12.1529118855794
21926,-11.145859781901
21925,-10.2727366129557
21924,-11.6149327596028
21923,-11.623996480306
21922,-11.3192708333333
21921,-10.6028147379557
21920,-12.0059646606445
21919,-10.4863367716471
21918,-12.0013107299804
21917,-13.2432184855143
21916,-12.2368682861328
21915,-10.3457143147786
21914,-11.8811808268229
21913,-12.7500417073567
21912,-12.4364379882812
21911,-11.317864481608
21910,-12.7627497355143
21909,-11.9520197550455
21908,-11.028537495931
21907,-13.4102971394857
21906,-11.9167465209961
21905,-11.9528361002604
21904,-12.3822820027669
21903,-11.2976643880208
21902,-12.2992538452148
21901,-11.4132141113281
21900,-12.1328287760416
21899,-10.1822875976562
21898,-10.6756245930989
21897,-11.3407043457031
21896,-11.2285853068034
21895,-12.6803115844726
21894,-11.5726353963216
21893,-10.3209518432617
21892,-10.9563608805338
21891,-11.8262873331705
21890,-12.2879369099935
21889,-12.1920608520508
21888,-10.9503234863281
21887,-10.6724431355794
21886,-12.517073059082
21885,-12.0078033447265
21884,-11.8925969441732
21883,-11.7954493204752
21882,-10.1780354817708
21881,-12.0459706624349
21880,-11.5844635009765
21879,-11.9369618733724
21878,-11.7590393066406
21877,-10.8670003255208
21876,-11.4004247029622
21875,-13.2344624837239
21874,-11.6582855224609
21873,-10.722265625
21872,-10.6774098714192
21871,-11.2954772949219
21870,-11.8401067097982
21869,-11.1181981404622
21868,-12.392436726888
21867,-10.9623092651367
21866,-12.54759572347
21865,-11.3128112792969
21864,-13.2292566935221
21863,-11.5514790852864
21862,-10.7366038004557
21861,-10.796738688151
21860,-10.7712717692057
21859,-14.4400365193685
21858,-13.1755457560221
21857,-12.1676595052083
21856,-12.7763224283854
21855,-12.1950261433919
21854,-10.9209248860677
21853,-11.724836730957
21852,-11.7452758789062
21851,-11.2427480061849
21850,-10.9495402018229
21849,-10.8535319010416
21848,-11.9742975870768
21847,-11.5007690429687
21846,-11.4736592610677
21845,-12.7053639729817
21844,-12.2794835408528
21843,-12.9135879516601
21842,-12.8318084716797
21841,-11.8619216918945
21840,-11.7842493693034
21839,-11.2196614583333
21838,-11.8007415771484
21837,-11.4275243123372
21836,-10.580793762207
21835,-11.4023905436198
21834,-12.9378926595052
21833,-13.3652735392252
21832,-10.8546254475911
21831,-13.2285319010416
21830,-11.2679504394531
21829,-11.8647267659505
21828,-9.78043212890623
21827,-12.6335408528646
21826,-11.1136027018229
21825,-10.9839258829752
21824,-12.3963963826497
21823,-11.8766133626302
21822,-11.7830744425455
21821,-10.9880355834961
21820,-12.0613566080729
21819,-12.4667724609375
21818,-10.4694274902344
21817,-12.5312052408854
21816,-12.4929514567057
21815,-11.9519866943359
21814,-11.8138539632161
21813,-11.5081568400065
21812,-10.587016805013
21811,-13.2390248616536
21810,-12.1819264729817
21809,-13.1488199869791
21808,-12.1697321573893
21807,-12.1605412801107
21806,-10.6943267822265
21805,-11.7182373046875
21804,-11.8374313354492
21803,-11.7725484212239
21802,-13.6458674112955
21801,-12.0140492757161
21800,-12.3253972371419
21799,-12.1637990315755
21798,-12.6793095906575
21797,-12.8260381062825
21796,-12.0034189860026
