"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-21.0121342976888
21997,-17.6617696126302
21996,-23.5898905436198
21995,-19.0595382690429
21994,-17.8620183308919
21993,-18.8448064168294
21992,-18.4106353759765
21991,-19.0235580444336
21990,-19.0327946980794
21989,-19.3956537882487
21988,-18.6158711751302
21987,-22.1249577840169
21986,-18.9863189697265
21985,-18.4173543294271
21984,-20.3175287882487
21983,-16.1547353108724
21982,-19.1477442423502
21981,-17.2254140218099
21980,-16.8291076660156
21979,-20.383403523763
21978,-17.0971689860026
21977,-16.7582102457682
21976,-19.7159739176432
21975,-22.376333618164
21974,-17.3790242513021
21973,-18.3204686482747
21972,-21.8102986653646
21971,-20.2208211263021
21970,-19.4013936360677
21969,-22.7033269246419
21968,-20.6648798624674
21967,-20.9943374633789
21966,-17.1515589396159
21965,-23.1652180989583
21964,-19.8758783976237
21963,-22.0113255818685
21962,-22.0442667643229
21961,-20.8176406860351
21960,-21.1619094848633
21959,-19.3190622965495
21958,-17.330549621582
21957,-18.4039901733398
21956,-16.8911193847656
21955,-17.8045740763346
21954,-14.8987386067708
21953,-18.5975224812825
21952,-16.4405120849609
21951,-22.6686157226562
21950,-20.786105855306
21949,-20.0673151652018
21948,-17.6330144246419
21947,-17.9973205566406
21946,-17.6647628784179
21945,-21.5720199584961
21944,-18.5293334960937
21943,-18.0588719685872
21942,-19.6061920166015
21941,-20.3241104125976
21940,-21.076030476888
21939,-19.6843068440755
21938,-21.2820190429687
21937,-23.7005142211914
21936,-18.7866882324219
21935,-20.6911300659179
21934,-18.8811477661133
21933,-18.6848993937174
21932,-21.0350784301758
21931,-18.8172897338867
21930,-19.0446838378906
21929,-21.4741628011067
21928,-18.3279098510742
21927,-19.6969233194987
21926,-19.7616612752278
21925,-18.928933207194
21924,-17.7909606933594
21923,-21.2372980753581
21922,-22.736311340332
21921,-21.369367980957
21920,-16.4771306355794
21919,-18.8163131713867
21918,-20.4240910847982
21917,-20.0205368041992
21916,-20.3845962524414
21915,-19.3126892089844
21914,-20.6672398885091
21913,-18.1027002970377
21912,-21.7183898925781
21911,-19.7668492635091
21910,-19.7540242513021
21909,-18.8851760864258
21908,-21.1970352172851
21907,-21.0700210571289
21906,-23.5916961669922
21905,-21.124863688151
21904,-18.7064626057942
21903,-19.9953826904297
21902,-19.0980056762695
21901,-17.7087793986002
21900,-21.5732533772786
21899,-21.2193384806315
21898,-19.8547119140625
21897,-18.7032150268554
21896,-19.082497660319
21895,-19.7245315551758
21894,-20.7920288085937
21893,-19.4893758138021
21892,-18.5071141560872
21891,-17.0780548095703
21890,-16.8515736897786
21889,-20.1308527628581
21888,-18.5118596394857
21887,-17.1105585734049
21886,-19.5092783610026
21885,-20.4028686523437
21884,-20.5996332804362
21883,-20.4340779622396
21882,-19.7667958577474
21881,-21.1218704223633
21880,-19.4811945597331
21879,-20.6641143798828
21878,-18.9338770548502
21877,-21.5601028442383
21876,-17.0173807779948
21875,-19.5626993815104
21874,-22.6591298421224
21873,-18.8373423258463
21872,-18.2792444864909
21871,-17.7674062093099
21870,-24.5669158935547
21869,-19.7400090535482
21868,-21.4591684977213
21867,-19.7865102132161
21866,-20.2929494222005
21865,-20.7762817382812
21864,-19.6179819742838
21863,-21.1955525716146
21862,-20.7635864257812
21861,-20.6014999389648
21860,-18.321267191569
21859,-21.5753362019857
21858,-19.2327713012695
21857,-18.1855072021484
21856,-19.6229944864909
21855,-19.8174118041992
21854,-20.7745091756185
21853,-19.6300262451172
21852,-19.8749806722005
