"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-21.9979894002278
21997,-20.8264806111653
21996,-23.029409790039
21995,-23.2536707560221
21994,-28.6837651570638
21993,-20.4489120483398
21992,-23.5503194173177
21991,-22.789419555664
21990,-23.7742039998372
21989,-23.8058710734049
21988,-26.5288655598958
21987,-22.0544647216797
21986,-21.4745442708333
21985,-21.1042948404948
21984,-18.5367568969726
21983,-18.973237101237
21982,-21.7731435139974
21981,-21.9096155802409
21980,-27.5519470214844
21979,-26.3451115926107
21978,-19.4209045410156
21977,-20.0777521769206
21976,-21.5066665649414
21975,-23.3484380086263
21974,-20.5132303873698
21973,-22.7759053548177
21972,-24.4003611246745
21971,-24.0407826741536
21970,-25.2389333089192
21969,-27.4763219197591
21968,-23.0821924845377
21967,-21.5176935831706
21966,-27.6644653320312
21965,-21.9738449096679
21964,-21.1309417724609
21963,-23.0832122802734
21962,-23.3707717895508
21961,-19.707248433431
21960,-21.6038447062174
21959,-23.9419260660807
21958,-25.5862258911133
21957,-27.8154891967773
21956,-24.1329737345377
21955,-20.3838485717773
21954,-19.3526214599609
21953,-20.2813044230143
21952,-24.1598164876302
21951,-23.3445037841797
21950,-21.6747522989909
21949,-21.3277826944987
21948,-20.8685516357422
21947,-20.5943486531575
21946,-26.3170837402344
21945,-25.6760874430338
21944,-24.7658192952474
21943,-23.9817133585612
21942,-19.3268061319987
21941,-20.7706130981445
21940,-27.6995910644531
21939,-26.0740112304687
21938,-25.3685618082682
21937,-19.0930694580078
21936,-22.2207728068034
21935,-22.1974726359049
21934,-23.0994400024414
21933,-26.0530253092448
21932,-23.3481836954752
21931,-22.8243036905924
21930,-26.6369969685872
21929,-23.9496546427409
21928,-23.2840688069661
21927,-21.8485549926758
21926,-20.0764526367187
21925,-19.1370020548502
21924,-21.0197967529297
21923,-23.8169464111328
21922,-20.2961995442708
21921,-25.7772684733073
21920,-22.4883178710937
21919,-24.5786626180013
21918,-24.5535390218099
21917,-24.1378743489583
21916,-23.3613494873047
21915,-24.898789469401
21914,-26.2368911743164
21913,-24.0933873494466
21912,-24.3240341186523
21911,-20.7667373657226
21910,-22.6385762532552
21909,-27.6568893432617
21908,-24.3462229410807
21907,-23.4252507527669
21906,-20.8138870239258
21905,-20.2006998697916
21904,-23.9678176879883
21903,-21.7357849121094
21902,-26.0715571085612
21901,-22.1591120402018
21900,-26.4184885660807
21899,-19.7158976236979
21898,-20.9426025390625
21897,-20.8027938842773
21896,-23.4269139607747
21895,-21.5914037068685
21894,-24.2011652628581
21893,-18.4867309570312
21892,-21.3375584920247
21891,-24.1929128011067
21890,-22.803574625651
21889,-18.8607976277669
21888,-27.4599594116211
21887,-24.0349512736002
21886,-22.2371225992838
21885,-23.3296569824219
21884,-25.7828608194987
21883,-24.8151509602864
21882,-21.5134287516276
21881,-21.8966506958008
21880,-24.3649836222331
21879,-23.7974889119466
21878,-27.0551005045573
21877,-27.6648773193359
21876,-22.2033040364583
21875,-26.7323211669922
21874,-18.8154281616211
21873,-19.8917017618815
21872,-22.9440241495768
21871,-23.1302703857422
21870,-26.0392313639323
21869,-21.9061238606771
21868,-22.2588689168294
21867,-30.9627873738607
21866,-24.5288630167643
21865,-22.4225601196289
21864,-26.0241683959961
21863,-26.3039637247721
21862,-23.1183354695638
21861,-18.6715047200521
21860,-26.1172775268554
21859,-22.4091018676758
21858,-24.8604924519857
21857,-21.7646876017252
21856,-19.2567097981771
21855,-18.5366500854492
21854,-24.7883921305338
21853,-23.793305460612
21852,-25.6359339396159
21851,-22.5092580159505
21850,-21.6356618245442
21849,-26.1051671346028
21848,-23.539653523763
21847,-25.460915629069
21846,-21.9656560262044
21845,-16.3338200887044
21844,-18.6726287841797
21843,-26.6002080281575
21842,-27.3506963094075
21841,-24.3812393188476
21840,-21.9326258341471
21839,-25.1147471110026
21838,-23.8305877685547
21837,-22.3275283813476
21836,-25.9699768066406
21835,-26.624739074707
21834,-23.951144917806
21833,-21.567371114095
21832,-17.9783284505208
21831,-21.913064066569
21830,-22.8946416219075
21829,-23.5533940633138
21828,-19.3528579711914
21827,-23.9598220825195
21826,-22.1407836914062
21825,-26.3585342407226
21824,-23.9259145100911
21823,-21.5587956746419
21822,-22.6556508382161
21821,-25.8378992716471
21820,-26.3709599812825
21819,-21.5467259724935
21818,-21.7020146687825
21817,-21.9792846679687
21816,-23.1326532999674
21815,-23.8169464111328
21814,-24.186860148112
21813,-25.3912109375
21812,-26.5750132242838
21811,-23.9781809488932
21810,-21.9584538777669
21809,-21.5747894287109
21808,-23.3529469807942
21807,-24.2948542277018
21806,-22.2640034993489
21805,-21.0278915405273
21804,-20.3340464274088
21803,-25.4293273925781
21802,-26.7417994181315
21801,-23.6168731689453
21800,-25.3489237467448
21799,-25.7691024780273
21798,-23.7755823771159
21797,-23.5599833170573
21796,-25.8514338175456
21795,-23.7351033528646
21794,-22.0781692504883
21793,-25.4403137207031
21792,-23.9620702107747
21791,-24.7702621459961
21790,-21.2675867716471
21789,-24.233267211914
21788,-25.0413752237956
21787,-21.9131072998047
21786,-26.8965438842773
21785,-23.9678965250651
21784,-25.6577336629232
21783,-26.532563273112
21782,-25.6396799723307
21781,-20.2228047688802
21780,-24.6415135701497
21779,-22.5783065795898
21778,-23.5645304361979
21777,-19.6187271118164
21776,-20.7290354410807
21775,-19.1385381062825
21774,-25.6994028727213
21773,-24.0790873209635
21772,-22.6412363688151
21771,-25.7261032104492
21770,-18.9343933105469
21769,-24.2163579305013
21768,-22.1632471720377
21767,-23.8655253092448
21766,-26.6697092692057
21765,-24.8164377848307
21764,-20.8863942464192
21763,-20.7023376464844
21762,-19.4997212727864
21761,-21.9282084147135
21760,-19.8139455159505
21759,-26.0051254272461
21758,-24.0152648925781
21757,-24.3701970418294
21756,-16.6674382527669
21755,-23.0602884928385
21754,-22.8456965128581
21753,-25.7439559936523
21752,-24.9774765014648
21751,-26.5436411539713
21750,-21.3798253377278
21749,-18.5056086222331
21748,-18.7864974975586
21747,-22.7655624389648
21746,-24.6191848754883
21745,-21.447976175944
21744,-23.8015070597331
21743,-21.856069946289
21742,-22.4593338012695
21741,-23.342990620931
21740,-23.3401499430338
