"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-30.4741806030273
21997,-30.2162078857422
21996,-28.8400863647461
21995,-28.4682601928711
21994,-30.4048904418945
21993,-29.6281163533528
21992,-31.1825469970703
21991,-29.4360768636067
21990,-28.6018686930338
21989,-30.9734786987304
21988,-30.1019602457682
21987,-31.7977177937825
21986,-29.8637451171875
21985,-29.9005340576172
21984,-29.8677124023437
21983,-28.2966013590495
21982,-30.5643371582031
21981,-30.7015467325846
21980,-30.9053380330403
21979,-30.638899230957
21978,-31.8751612345377
21977,-29.9567804972331
21976,-29.0201604207357
21975,-30.4858459472656
21974,-29.2673299153646
21973,-30.3645029703776
21972,-31.3230575561523
21971,-28.875222269694
21970,-31.2578186035156
21969,-30.3285202026367
21968,-31.6384465535482
21967,-30.9314254760742
21966,-29.17161916097
21965,-30.7298467000325
21964,-29.0527328491211
21963,-31.062358601888
21962,-29.9767415364583
21961,-28.2439178466797
21960,-29.9416844685872
21959,-31.3976094563802
21958,-31.2566919962565
21957,-30.4602264404297
21956,-30.4618336995442
21955,-30.6269897460937
21954,-28.447612508138
21953,-30.3875055948893
21952,-32.8676132202148
21951,-29.3231262207031
21950,-30.0894861857096
21949,-29.686994934082
21948,-26.9032196044922
21947,-30.1601674397786
21946,-30.041118367513
21945,-28.3655939737956
21944,-31.6194519042969
21943,-29.7641688028971
21942,-31.9522333780924
21941,-31.0501795450846
21940,-30.4038630167643
21939,-29.8452463785807
21938,-29.4237681070963
21937,-29.681125386556
21936,-29.7441034952799
21935,-30.3720560709635
21934,-29.9719502766927
21933,-29.1678883870442
21932,-30.4044326782226
21931,-29.1573649088541
21930,-31.0915740966797
21929,-29.5736780802409
21928,-30.8595413208008
21927,-32.2001988728841
21926,-30.1419560750325
21925,-31.5087392171224
21924,-31.0120351155599
21923,-29.9616505940755
21922,-31.0361592610677
21921,-30.2379847208659
21920,-30.1590230305989
21919,-31.0802012125651
21918,-30.1187220255534
21917,-31.9308380126953
21916,-31.436496480306
21915,-30.4355936686198
21914,-28.8666239420573
21913,-30.4326360066732
21912,-30.8098485310872
21911,-29.0177673339844
21910,-31.6868398030599
21909,-29.2612442016601
21908,-28.6556711832682
21907,-31.8112904866536
21906,-31.8427159627278
21905,-28.1640711466471
21904,-28.2457717895508
21903,-29.8634246826172
21902,-31.7430709838867
21901,-29.1409210205078
21900,-27.8424972534179
21899,-27.5211191813151
21898,-28.9660502115885
21897,-30.8220784505208
21896,-30.2571472167969
21895,-31.5943995157877
21894,-30.9623474121094
21893,-29.6736485799153
21892,-32.533799235026
21891,-31.8779383341471
21890,-29.5848068237304
21889,-30.8433390299479
21888,-30.0132151285807
21887,-27.3170405069987
21886,-31.223361714681
21885,-31.8004542032877
21884,-30.1565790812174
21883,-32.3561971028646
21882,-31.5718419392903
21881,-31.3850794474284
21880,-30.7919143676758
21879,-32.3734853108724
