"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-13.7742701212565
21997,-10.3668986002604
21996,-14.857415262858
21995,-11.963720703125
21994,-9.65138854980466
21993,-10.9108083089192
21992,-11.2420104980469
21991,-10.7692576090495
21990,-10.7974965413411
21989,-10.7635711669922
21988,-10.9614267985026
21987,-14.0581293741862
21986,-11.0160024007161
21985,-10.9998942057291
21984,-14.3353612263997
21983,-8.70691019694008
21982,-10.0233164469401
21981,-9.90274658203123
21980,-9.60280965169269
21979,-10.635122680664
21978,-10.023550415039
21977,-10.5763712565104
21976,-10.8310811360677
21975,-11.7910064697265
21974,-10.4510609944661
21973,-10.4525970458984
21972,-13.1520599365234
21971,-11.943955485026
21970,-11.774516805013
21969,-13.5296641031901
21968,-12.4428263346354
21967,-12.4212020874023
21966,-10.2215128580729
21965,-13.8387664794922
21964,-12.4488179524739
21963,-12.1093454996745
21962,-12.2529713948567
21961,-11.5993865966797
21960,-12.8115244547526
21959,-10.978623453776
21958,-9.24930928548175
21957,-11.3005076090495
21956,-9.53638814290362
21955,-10.5241200764974
21954,-7.97284545898435
21953,-10.2334452311198
21952,-9.21204732259112
21951,-12.9773264567057
21950,-13.6363993326823
21949,-11.9426534016927
21948,-9.28794962565102
21947,-10.8894358317057
21946,-9.81921488444008
21945,-13.2290761311849
21944,-10.3778747558594
21943,-10.2633575439453
21942,-11.9771738688151
21941,-12.2211517333984
21940,-11.3904225667317
21939,-11.3326680501302
21938,-12.531596883138
21937,-17.0378987630208
21936,-10.7041737874349
21935,-11.5346130371094
21934,-11.1490234375
21933,-9.69053751627602
21932,-13.379014078776
21931,-10.2724365234375
21930,-10.4877380371094
21929,-12.5116180419922
21928,-10.5503804524739
21927,-10.7128814697265
21926,-11.0741841634114
21925,-9.87777303059894
21924,-10.8275563557942
21923,-12.392691040039
21922,-13.9739262898763
21921,-13.6852783203125
21920,-8.40184631347654
21919,-9.72299296061196
21918,-11.2342717488607
21917,-10.5717732747396
21916,-11.3673055013021
21915,-10.6157541910807
21914,-10.3290059407552
21913,-10.3025675455729
21912,-11.8734853108724
21911,-11.6351328531901
21910,-11.0425679524739
21909,-10.5439717610677
