"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-46.0987101236979
21997,-40.4041351318359
21996,-44.1864176432291
21995,-39.5873779296875
21994,-46.9414886474609
21993,-39.2006744384765
21992,-41.6974853515625
21991,-44.9742645263672
21990,-42.7399098714193
21989,-41.3090932210286
21988,-40.1430725097656
21987,-43.3542846679687
21986,-40.8143473307291
21985,-38.7996988932291
21984,-41.6483571370443
21983,-38.553325398763
21982,-38.8187825520833
21981,-38.7865865071614
21980,-39.6224934895833
21979,-42.6205607096354
21978,-38.5364288330078
21977,-41.0131744384765
21976,-39.4873260498047
21975,-43.7965403238932
21974,-41.028173828125
21973,-42.8432220458984
21972,-41.3368387858073
21971,-46.5380869547526
21970,-43.9320434570312
21969,-52.0258951822916
21968,-37.9717976888021
21967,-42.8919230143229
21966,-41.297715250651
21965,-42.6202962239583
21964,-38.8472198486328
21963,-45.9761922200521
21962,-48.8635365804036
21961,-39.0327565511068
21960,-45.4599568684896
21959,-48.0971740722656
21958,-44.0751352945963
21957,-47.7391367594401
21956,-39.1272237141927
21955,-40.8503173828125
21954,-41.2721974690755
21953,-40.645600382487
21952,-39.6928110758463
21951,-43.9198618570963
21950,-42.5744130452474
21949,-40.9654703776041
21948,-41.9487467447916
21947,-38.1600657145182
21946,-44.7477630615234
21945,-43.6986704508463
21944,-41.4061391194661
21943,-39.6385711669922
21942,-41.6252960205078
21941,-43.125112915039
21940,-48.6487996419271
21939,-47.4596008300781
21938,-42.6982025146484
21937,-44.7030192057291
21936,-47.33896484375
21935,-40.6110188802083
21934,-41.5326395670573
21933,-41.1122904459635
21932,-43.4193888346354
21931,-39.9823771158854
21930,-45.3958343505859
21929,-47.5182505289713
21928,-42.077505493164
21927,-38.7702748616536
21926,-40.8681040445963
21925,-41.7326772054036
21924,-37.5643778483073
21923,-44.912201944987
21922,-40.8037373860677
21921,-44.1404988606771
21920,-37.3842020670573
21919,-37.0087646484375
21918,-43.5552480061849
21917,-41.5837717692057
21916,-46.834585571289
21915,-42.7846944173177
21914,-44.3181365966797
21913,-42.2616689046224
21912,-44.189067586263
21911,-39.5515757242838
21910,-42.0001536051432
21909,-42.8540150960286
21908,-38.7530832926432
21907,-46.2685607910156
21906,-44.0871897379557
21905,-43.2187611897786
21904,-41.0838734944661
21903,-43.5656748453776
21902,-47.1171071370443
21901,-41.6638295491536
21900,-45.2035939534505
21899,-42.7802897135416
21898,-39.1445119222005
21897,-40.7724110921224
21896,-42.6970428466797
21895,-41.3307403564453
21894,-39.510855102539
21893,-37.6364959716797
21892,-43.7577982584635
21891,-42.6372233072916
21890,-37.9919647216797
21889,-38.615586344401
21888,-46.1054290771484
21887,-40.9468190511068
21886,-44.8192148844401
21885,-41.6403411865234
21884,-47.8144236246745
21883,-47.9105387369791
21882,-44.1362314860026
21881,-40.9075022379557
21880,-39.021088663737
21879,-41.9867513020833
21878,-43.0684061686198
21877,-46.0381581624349
21876,-39.0727244059245
21875,-41.1965901692708
21874,-45.6527465820312
21873,-35.9880737304687
21872,-42.9265808105469
21871,-40.9771738688151
21870,-45.5659952799479
21869,-42.171011352539
21868,-41.756943766276
21867,-45.1724456787109
21866,-39.9702921549479
21865,-46.1805684407552
21864,-41.7596445719401
21863,-45.1728068033854
21862,-43.2810221354166
21861,-44.4818786621094
21860,-43.937607828776
21859,-43.222758992513
21858,-40.2586069742838
21857,-38.1057596842448
21856,-41.0197204589844
21855,-42.2478139241536
21854,-41.0475779215495
21853,-40.7268483479818
21852,-41.9127970377604
21851,-43.3866434733073
21850,-43.3910024007161
21849,-44.1000630696614
21848,-43.0139984130859
21847,-44.0618398030599
21846,-42.9543263753255
21845,-38.3455413818359
21844,-39.7506724039713
21843,-43.29697265625
21842,-41.2563944498698
21841,-41.7915049235026
21840,-42.873398844401
21839,-44.8063873291015
21838,-40.5335245768229
21837,-41.6823638916015
21836,-47.1111409505208
21835,-45.3847462972005
21834,-47.3731292724609
21833,-45.4168100992838
21832,-38.0165161132812
21831,-41.1258097330729
21830,-45.5540883382161
21829,-42.5767934163411
21828,-39.7716837565104
21827,-42.1877248128255
21826,-43.2549143473307
21825,-40.6949422200521
21824,-38.9682271321614
21823,-45.6492421468099
21822,-40.7971659342448
21821,-45.0437174479166
21820,-42.4369110107422
21819,-40.5256357828776
21818,-39.8733784993489
21817,-39.5763203938802
21816,-39.7498992919922
21815,-44.325552368164
21814,-43.6603556315104
21813,-42.2219909667969
21812,-46.5351470947265
21811,-44.1890421549479
21810,-43.3638366699219
21809,-41.5805979410807
21808,-40.3967142740885
21807,-48.7514709472656
21806,-44.9477396647135
21805,-46.004263305664
21804,-48.4240020751953
21803,-44.806977335612
21802,-50.1015686035156
21801,-48.5868743896484
21800,-46.4287272135416
21799,-49.0511128743489
21798,-46.3239552815755
21797,-45.4553181966146
21796,-43.9240071614583
21795,-44.6533264160156
21794,-43.5298828125
21793,-44.595317586263
21792,-41.7647867838541
21791,-44.1781931559245
21790,-39.3895222981771
21789,-44.2578084309896
21788,-40.1771352132161
21787,-37.5863199869791
21786,-43.0860707600911
21785,-43.5531168619791
21784,-43.9670928955078
21783,-43.0579793294271
21782,-46.0051991780599
21781,-40.565537516276
21780,-45.9924987792969
21779,-43.0461435953776
21778,-46.9040130615234
21777,-40.4026499430338
21776,-38.9532023111979
21775,-39.8486541748047
21774,-45.5286875406901
21773,-46.3739430745443
21772,-43.4160471598307
21771,-47.50400390625
21770,-42.9926717122396
21769,-41.7311411539713
21768,-38.5096852620443
21767,-42.0555582682291
21766,-48.6470245361328
21765,-45.5898295084635
21764,-44.0981760660807
21763,-40.3290415445963
21762,-41.1698465983073
21761,-43.2252766927083
21760,-37.9550893147786
21759,-40.6690734863281
21758,-43.7782246907552
21757,-38.5504669189453
21756,-41.9807444254557
21755,-44.5074778238932
21754,-46.5936848958333
