"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-24.2860549926758
21997,-24.2825124104817
21996,-22.6660090128581
21995,-22.6950617472331
21994,-22.2133824666341
21993,-23.6240931193034
21992,-21.9379053751627
21991,-21.9050760904948
21990,-21.3334487915039
21989,-23.3403635660807
21988,-22.2080876668294
21987,-24.0204732259114
21986,-24.5406529744466
21985,-23.3717534383138
21984,-23.7786468505859
21983,-20.9736007690429
21982,-23.1175699869791
21981,-23.7594640096028
21980,-21.6260004679362
21979,-25.0540654500325
21978,-21.896955871582
21977,-22.6721328735351
21976,-21.5626942952474
21975,-25.5880493164062
21974,-24.2229293823242
21973,-24.7794148763021
21972,-25.4443903605143
21971,-22.1336120605469
21970,-24.5116256713867
21969,-23.1996241251627
21968,-24.5078516642252
21967,-25.413926188151
21966,-22.4453618367513
21965,-21.7310063680013
21964,-22.0931889851888
21963,-23.4723037719726
21962,-23.4576680501302
21961,-20.4429458618164
21960,-24.2153355916341
21959,-21.8863026936849
21958,-21.6359619140625
21957,-23.3075520833333
21956,-23.7718134562174
21955,-21.6131601969401
21954,-19.2820343017578
21953,-20.222036743164
21952,-24.4337168375651
21951,-21.5351954142252
21950,-25.7450368245442
21949,-23.4802103678385
21948,-23.3428202311198
21947,-22.5163075764974
21946,-24.2615620930989
21945,-22.9952860514323
21944,-25.0528193155924
21943,-22.2260879516601
21942,-27.6639185587565
21941,-23.4009155273437
21940,-24.0967849731445
21939,-24.6040303548177
21938,-23.6390670776367
21937,-21.9431289672851
21936,-21.5073582967122
21935,-26.2894475301107
21934,-23.8400990804036
21933,-22.2436508178711
21932,-23.1190450032552
21931,-19.857644144694
21930,-25.046603902181
21929,-22.5009750366211
21928,-25.4351689656575
21927,-22.509130859375
21926,-19.6057240804036
21925,-25.9537414550781
21924,-25.5633860270182
21923,-23.0481246948242
21922,-23.7904418945312
21921,-22.6039031982422
21920,-23.9842895507812
21919,-23.2548177083333
21918,-22.9957158406575
21917,-23.5765518188476
21916,-25.3791158040364
21915,-20.3085006713867
21914,-25.0053110758463
21913,-23.4382080078125
21912,-22.9505498250325
21911,-25.6575581868489
21910,-25.5357320149739
21909,-22.6639134724935
21908,-21.8543126424153
21907,-24.8848276774088
21906,-25.1535044352213
21905,-24.4304311116536
21904,-21.53343556722
21903,-22.9901056925456
21902,-22.389761352539
21901,-22.0790364583333
21900,-20.6234827677409
21899,-21.5431732177734
21898,-23.9629577636719
21897,-22.4011749267578
21896,-22.9121714274088
21895,-27.6560043334961
21894,-23.5475601196289
21893,-21.8079004923502
21892,-21.8013595581054
21891,-22.5142501831054
21890,-23.0809972127278
21889,-22.863757832845
21888,-22.4619608561198
21887,-21.2299331665039
21886,-25.3223302205403
21885,-23.8274927775065
21884,-24.5073939005534
21883,-22.5331100463867
21882,-22.6688395182291
21881,-23.5446228027344
21880,-24.5977132161458
21879,-23.1880121866862
21878,-21.0558176676432
21877,-23.8336420694987
21876,-22.149994913737
21875,-24.5993281046549
21874,-23.9107294718424
21873,-21.669655863444
21872,-26.2651936848958
21871,-21.1017389933268
21870,-23.4800679524739
21869,-23.5880798339844
21868,-23.0334406534831
21867,-21.6752100626627
21866,-23.8103444417317
21865,-21.8907811482747
21864,-22.9367609659831
21863,-23.0985829671224
21862,-22.2774236043294
21861,-21.3876149495442
21860,-19.257666015625
21859,-23.3606145222982
21858,-23.162934366862
21857,-23.2281606038411
21856,-24.2372624715169
21855,-22.8820836385091
21854,-19.5851552327474
21853,-22.2722178141276
21852,-22.0513544718424
21851,-23.4916137695312
21850,-25.1709197998047
21849,-22.7086878458659
21848,-23.8604034423828
21847,-22.8263788859049
21846,-22.1214126586914
21845,-24.5201909383138
21844,-19.8530487060547
21843,-20.0515553792317
21842,-25.2713862101237
21841,-22.4381495157877
21840,-22.441030883789
21839,-21.78818359375
21838,-22.8728037516276
21837,-20.6998631795247
21836,-22.3319763183594
21835,-21.3049987792969
21834,-24.2401514689127
21833,-24.0628011067708
21832,-23.5425679524739
21831,-22.7869705200195
21830,-22.7539174397786
21829,-21.3165725708008
21828,-22.4613327026367
21827,-24.4343246459961
21826,-22.1774480183919
21825,-21.7395309448242
21824,-22.8439417521159
21823,-23.3186808268229
21822,-19.2128204345703
21821,-22.2641077677409
21820,-23.2913192749023
21819,-22.1816416422526
21818,-23.4455118815104
21817,-24.6138570149739
21816,-19.9545984903971
21815,-23.3188563028971
21814,-24.5541112263997
21813,-24.0947758992513
21812,-22.4474904378255
21811,-22.902566019694
21810,-23.8209238688151
21809,-24.5146901448567
21808,-24.5701558430989
21807,-22.6803853352864
21806,-24.5375579833984
21805,-21.2869984944661
21804,-22.4206705729166
21803,-20.5054433186849
21802,-23.1560958862304
21801,-25.1121912638346
21800,-25.6210210164388
21799,-21.5939926147461
21798,-23.8539667765299
21797,-20.115082804362
21796,-24.6318598429362
21795,-25.9259857177734
21794,-22.9303649902344
21793,-24.4578511555989
21792,-24.2139394124349
21791,-20.2523839314778
21790,-25.0747182210286
21789,-22.6206090291341
21788,-22.4560201009114
21787,-21.6743657430013
21786,-22.6399724324544
21785,-21.8302368164062
21784,-21.2967895507812
21783,-22.2786875406901
21782,-23.455061340332
21781,-22.5510111490885
21780,-22.2125330607096
