"Full hydrological years [yr BP]","Average yearly mean temperature [degree C]"
21998,-19.0108640034993
21997,-18.6013778686523
21996,-20.2854115804036
21995,-19.1600797017415
21994,-19.5629320780436
21993,-18.6612597147623
21992,-19.1125727335612
21991,-19.0926790873209
21990,-19.8453468322754
21989,-19.1160199483235
21988,-19.6763532002767
21987,-19.1066472371419
21986,-19.267795308431
21985,-18.4714899698893
21984,-18.372043355306
21983,-17.0427561442057
21982,-18.4199190775553
21981,-18.5748568216959
21980,-19.0163736979166
21979,-20.5922149658203
21978,-18.6291221618652
21977,-18.3820175170898
21976,-19.7877652486165
21975,-20.608309173584
21974,-19.2037427266439
21973,-19.779586537679
21972,-19.4605786641439
21971,-20.3044761657715
21970,-19.6202351888021
21969,-21.5088040669759
21968,-19.0996040344238
21967,-19.1509625752767
21966,-19.5291516621907
21965,-20.243630472819
21964,-18.39671681722
21963,-20.2452898661295
21962,-21.6012354532877
21961,-19.9659459431966
21960,-19.8397303263346
21959,-19.8337832132975
21958,-18.9990804036458
21957,-19.491142018636
21956,-18.6110354105631
21955,-18.0509030659993
21954,-16.6374153137207
21953,-18.9450973510742
21952,-17.889636739095
21951,-20.0081619262695
21950,-20.0287358601888
21949,-19.578524017334
21948,-19.2896675109863
21947,-18.4661468505859
21946,-18.7076311747233
21945,-20.1775688171386
21944,-19.2579432169596
21943,-18.6894999186198
21942,-19.4453236897786
21941,-18.9396067301432
21940,-20.9027783711751
21939,-19.9047747294108
21938,-19.9259094238281
21937,-20.3074109395345
21936,-19.9182329813639
21935,-19.8564196268717
21934,-18.306509399414
21933,-19.9662498474121
21932,-19.7849067687988
21931,-19.5074968973795
21930,-20.1359809875488
21929,-20.066140238444
21928,-18.8311014811198
21927,-19.136447652181
21926,-18.0688092549642
21925,-18.1485593159993
21924,-18.0052907307942
21923,-20.3043413798014
21922,-19.7174196879069
21921,-19.5795374552409
21920,-18.2786849975586
21919,-18.7695309956868
21918,-19.3810333251953
21917,-19.7365898132324
21916,-19.8585978190104
21915,-18.6731895446777
21914,-20.4096473693847
21913,-19.9660069783528
21912,-20.4338096618652
21911,-18.6768872578939
21910,-19.9896644592285
21909,-20.3939181009928
21908,-19.0984710693359
21907,-21.3816576639811
21906,-20.5667188008626
21905,-19.5912231445312
21904,-19.3579798380534
21903,-18.6047386169433
21902,-20.5291770935058
21901,-18.4567105611165
21900,-20.3901936848958
21899,-18.5166089375814
21898,-18.544053141276
21897,-18.077687327067
21896,-18.4422833760579
21895,-19.8304237365722
21894,-19.4622812906901
21893,-17.9725580851237
21892,-19.0132418314616
21891,-19.3735221862793
21890,-18.6951215108235
21889,-18.7836313883463
21888,-19.4618553161621
21887,-18.5943651835123
21886,-20.2084716796875
21885,-19.4672531127929
21884,-20.6189865112304
21883,-20.3814923604329
21882,-18.9364723205566
21881,-19.6442665100097
21880,-18.7004163106282
21879,-18.8896418253581
21878,-19.673452758789
21877,-19.3315287272135
21876,-18.5475626627604
21875,-19.6689793904622
21874,-20.3827804565429
21873,-18.2621508280436
21872,-18.3192365010579
21871,-18.6935384114583
21870,-21.6437642415364
21869,-19.4058085123698
21868,-19.9241546630859
21867,-19.9610860188802
21866,-19.7322474161784
21865,-19.6110481262207
21864,-20.5313374837239
21863,-19.8177843729655
21862,-18.8537582397461
21861,-18.5647415161133
21860,-19.5500027974446
21859,-21.055834197998
21858,-19.8514554341634
21857,-18.2815498352051
21856,-19.2369483947754
21855,-19.2397356669108
21854,-19.1971038818359
21853,-19.5804695129394
21852,-19.5348241170247
21851,-19.6442932128906
21850,-19.5516571044922
21849,-19.4959879557291
21848,-20.0554044087728
21847,-19.2969090779622
21846,-19.9460294087728
21845,-18.9404001871745
21844,-18.1720184326172
21843,-20.1705065409342
21842,-20.4936075846354
21841,-19.9049591064453
21840,-20.1119216918945
21839,-20.0015408833821
21838,-18.7334935506185
21837,-18.4167465209961
21836,-19.9857861836751
21835,-20.5204795837402
21834,-20.8379234313965
21833,-20.2892491658528
21832,-18.4687433878581
21831,-20.4243275960286
21830,-19.346528116862
21829,-19.7106956481933
21828,-17.1078615824381
21827,-19.261691792806
