"Calendar years [yr BP]","Average yearly mean temperature [degree C]"
21999,-42.8832471211751
21998,-42.4699259440104
21997,-43.3409612019857
21996,-42.0395123799642
21995,-42.2591295878092
21994,-43.9854237874349
21993,-40.9515925089518
21992,-41.3705251057943
21991,-42.8532483418782
21990,-41.7505414326985
21989,-43.676444753011
21988,-41.4553245544433
21987,-43.6368965148926
21986,-42.4554402669271
21985,-42.0276397705078
21984,-43.3332758585612
21983,-40.4644963582357
21982,-42.8571965535482
21981,-42.5144027709961
21980,-44.5495717366536
21979,-43.8281120300293
21978,-43.8207611083984
21977,-42.3566345214844
21976,-43.0309547424316
21975,-42.8977836608886
21974,-42.90599416097
21973,-43.1911478678385
21972,-44.3174143473307
21971,-40.9818926493327
21970,-41.4890846252441
21969,-41.4288340250651
21968,-44.3337552388509
21967,-43.3871622721354
21966,-41.6253621419271
21965,-42.6353096008301
21964,-42.03152440389
21963,-44.3755465189616
21962,-40.9746231079101
21961,-41.8924901326497
21960,-42.7252588907877
21959,-43.2674964904785
21958,-44.2744659423828
21957,-43.3401092529297
21956,-41.3208005269368
21955,-42.5641044616699
21954,-40.8277280171712
21953,-43.2491579691569
21952,-43.5417185465495
21951,-42.8723803202311
21950,-42.7970591227213
21949,-42.8015083312988
21948,-38.5529922485351
21947,-41.9918426513672
21946,-41.8299189249674
21945,-42.9797958374023
21944,-43.1085037231445
21943,-42.0281661987304
21942,-44.3048512776693
21941,-44.0642926534017
21940,-43.1956428527832
21939,-41.8918505350748
21938,-42.5238797505696
21937,-42.4777804056803
21936,-43.425946299235
21935,-43.5212069193522
21934,-43.5795997619629
21933,-41.2296343485514
21932,-43.4122044881185
21931,-43.0069424947103
21930,-45.6568143208821
21929,-43.5782836914062
21928,-42.8941571553548
21927,-43.4918795267741
21926,-43.0447067260742
21925,-44.7320070902506
21924,-43.6236137390136
21923,-43.5411348978678
21922,-43.2672815958659
21921,-42.752975209554
21920,-44.2175621032715
21919,-43.9622100830078
21918,-42.4132433573405
21917,-43.2838678995768
21916,-44.0542727152506
21915,-42.3549268086751
21914,-43.2325360616048
21913,-41.4349833170573
21912,-43.8693171183268
21911,-40.6344398498535
21910,-43.8264755249023
21909,-42.57755762736
21908,-42.4150680541992
21907,-43.8739265441894
21906,-44.6040621439616
21905,-42.475808207194
21904,-41.8539362589518
21903,-41.112521870931
21902,-43.9218378702799
21901,-43.7638521830241
21900,-40.8988797505696
21899,-39.8055455525716
21898,-42.5636950174967
21897,-44.726904296875
21896,-41.7875109354655
21895,-44.4663248697916
21894,-44.3725964864095
21893,-42.0231651306152
21892,-44.9825500488281
21891,-42.3128112792969
21890,-42.3598210652669
21889,-41.6679265340169
21888,-43.2960418701172
21887,-41.3791475931803
21886,-43.6252998352051
21885,-42.046364847819
21884,-43.0045862833659
21883,-43.2243153889974
21882,-43.9414479573568
21881,-43.3769630432129
21880,-41.4883560180664
21879,-43.2354365030924
21878,-42.0531982421875
21877,-43.8894879659017
21876,-43.0798108418782
21875,-43.3488207499186
21874,-41.0251614888509
21873,-42.2374036153157
21872,-43.6524859110514
21871,-41.3711036682129
21870,-44.2192481994629
21869,-42.0252339680989
21868,-42.2938115437825
21867,-43.0609840393066
21866,-44.2221638997396
21865,-43.5407318115234
21864,-42.9502738952636
21863,-43.7465906778971
21862,-40.6213439941406
21861,-41.9490709940592
21860,-40.208484395345
21859,-44.4538851420084
21858,-44.1744445800781
21857,-43.4954615275065
21856,-42.7867467244466
21855,-43.4476913452148
21854,-43.0304041544596
21853,-44.1290420532226
21852,-39.9164515177409
21851,-42.5354967753092
21850,-43.0586685180664
21849,-42.7949750264485
21848,-43.287451171875
21847,-43.6458763122558
21846,-42.5741434733073
21845,-42.7660303751627
21844,-43.6306734720866
21843,-41.8414202372233
21842,-43.2074391682943
21841,-44.402939860026
21840,-44.3712435404459
21839,-43.0554997762044
21838,-42.3143257141113
21837,-42.619430287679
21836,-41.1161979675293
21835,-41.3360237121582
21834,-45.2058001200358
21833,-44.6633565266927
21832,-42.969107055664
21831,-43.6489738464355
21830,-43.2977877298991
21829,-42.5092211405436
21828,-40.2994852701823
21827,-42.4015983581543
21826,-45.1116521199544
21825,-42.5787414550781
21824,-44.3294191996256
21823,-43.1402051289876
21822,-42.1976811726888
21821,-41.7789151509603
21820,-43.0155993143717
21819,-42.6962519327799
21818,-45.4749778747558
21817,-44.0921768188476
21816,-43.0752713521321
21815,-42.0198425292969
21814,-43.8234110514323
21813,-43.8705721537272
21812,-40.71462987264
21811,-42.591099802653
21810,-42.0197395324707
21809,-42.5147638956705
21808,-43.6338651021321
21807,-42.333297475179
21806,-42.3474029541015
21805,-42.5357790629069
21804,-41.6350273132324
21803,-42.7264745076497
21802,-45.0400006612142
21801,-43.4796101888021
21800,-44.7139864603678
21799,-43.6966562906901
21798,-41.9301195780436
21797,-43.3578539530436
21796,-42.0144561767578
21795,-43.3412384033203
21794,-42.4061632792155
21793,-43.7470242818196
21792,-41.7191324869791
21791,-41.9342585245768
21790,-44.3656893412272
21789,-43.1337163289388
21788,-42.0075604756673
21787,-43.4319671630859
21786,-42.4730667114258
21785,-42.9235354105631
21784,-42.0371828715006
21783,-42.8928855895996
21782,-43.4980110168457
21781,-42.9859349568685
21780,-43.9053062438965
21779,-43.3626681009928
21778,-44.9361633300781
21777,-44.4772196451823
21776,-41.6276967366536
21775,-42.0182746887207
21774,-41.4123100280761
21773,-42.8378484090169
21772,-43.9629285176595
21771,-41.0886405944824
21770,-42.5358935038248
21769,-43.9057334899902
21768,-43.8460194905599
21767,-41.1662188212077
21766,-43.6725435892741
21765,-43.1847951253255
21764,-42.7968124389648
21763,-43.3722023010254
21762,-42.7699417114258
21761,-43.0807034810384
21760,-43.8499575297038
21759,-43.2388582865397
21758,-42.9690803527832
21757,-44.6236391703288
21756,-42.2028055826823
21755,-44.2014106750488
21754,-42.3020754496256
21753,-40.9278752644857
21752,-42.71116994222
21751,-43.0678276062011
21750,-41.6435620625814
21749,-40.4841229756673
21748,-43.4780868530273
21747,-42.2685798645019
21746,-42.3818687438965
21745,-44.2370272318522
21744,-41.6294197082519
21743,-42.2669522603353
21742,-43.4772590637207
21741,-42.927281443278
21740,-44.5109657287597
21739,-45.8201723734538
21738,-39.9385080973307
21737,-41.4628191630045
21736,-42.0108703613281
21735,-42.9964177449544
21734,-41.4803438822428
21733,-43.2644854227702
21732,-44.021519724528
21731,-42.7427187601725
21730,-43.8559427897135
21729,-42.1441190083821
21728,-43.2276964823405
21727,-41.7222885131836
21726,-44.4254147847493
21725,-43.8217478434245
21724,-44.1774721781413
21723,-42.8306399027506
21722,-42.1101847330729
21721,-41.8493014017741
21720,-42.4507825215657
21719,-41.5059532165527
21718,-43.8174830118815
21717,-42.0393903096517
21716,-43.0654307047526
21715,-41.6916577657064
21714,-44.8845746358235
21713,-40.5473426818847
21712,-41.494913482666
21711,-44.3736315409342
21710,-42.2586565653483
21709,-41.2464202880859
21708,-40.3368502298991
21707,-42.0324272155761
21706,-43.0734224955241
21705,-42.842387898763
21704,-43.1172152201334
21703,-43.0707827250163
21702,-42.1129516601562
21701,-44.1955958048502
21700,-43.9520604451497
21699,-42.0052907307943
21698,-44.2942108154297
21697,-44.2492482503255
21696,-44.0992950439453
21695,-43.5877237955729
21694,-41.918751780192
21693,-42.4970115661621
21692,-41.4996589660644
21691,-43.4524063110351
21690,-43.1481346130371
21689,-42.8427146911621
21688,-43.3198036193847
21687,-42.8080734252929
21686,-41.5618741353353
21685,-42.024526977539
21684,-41.7991661071777
21683,-43.7191502888997
21682,-41.5265691121419
21681,-41.4846824645996
21680,-41.6365608215332
21679,-43.5582565307617
21678,-43.6457313537597
21677,-44.0377283732096
21676,-41.427276357015
21675,-42.8591623942057
21674,-44.2965250651041
21673,-43.5141026814778
21672,-43.9362904866536
21671,-40.8784990946452
21670,-43.3383888244629
21669,-43.8660453796386
21668,-41.4617446899414
21667,-43.6889238993327
21666,-43.9355186462402
21665,-43.2359959920247
21664,-43.3203236897786
21663,-43.0484349568685
21662,-43.1624270121256
21661,-42.8612363179525
21660,-42.4760765075683
21659,-42.3033126831054
21658,-44.2782424926758
21657,-43.1894070943196
21656,-41.955669148763
21655,-41.7668441772461
21654,-43.379866027832
21653,-43.0919848124186
21652,-43.7753725687663
21651,-39.4896008809407
21650,-42.1521591186523
21649,-41.2517735799153
21648,-42.137979888916
21647,-42.9609423319498
21646,-41.2024190266927
21645,-40.9258827209472
21644,-43.6137947082519
21643,-43.7506749471028
21642,-43.9194574991862
21641,-42.6523956298828
21640,-42.8006017049153
21639,-43.2505948384603
21638,-42.7985417683919
21637,-43.1223841349284
21636,-43.5828346252441
21635,-42.7055610656738
21634,-41.9270614624023
21633,-42.8002825419108
21632,-44.726166788737
21631,-43.4815366109212
21630,-43.2752123514811
21629,-43.3405632019043
21628,-44.2863474527995
21627,-42.0231028238932
21626,-42.6313766479492
21625,-39.3744008382161
21624,-43.1224146525065
21623,-42.585317993164
21622,-41.9567194620768
21621,-42.1369817097982
21620,-43.0474062601725
21619,-45.0507860819498
21618,-42.075796508789
21617,-43.0102244059245
21616,-44.0486956278483
21615,-43.16575978597
21614,-44.0984303792318
21613,-43.1958285013834
21612,-42.5714401245117
21611,-43.4768915812174
21610,-41.9574289957682
21609,-42.4525767008463
21608,-43.0268603006998
21607,-41.8402809143066
21606,-44.5608797709147
21605,-42.3266840616862
21604,-44.5789118448893
21603,-43.7073641459147
21602,-43.1778663635254
21601,-43.4273132324219
21600,-42.8636548360189
21599,-43.479714457194
21598,-42.3065297444661
21597,-43.7634745279948
21596,-43.7571077982584
21595,-43.6711690266927
21594,-42.3958076477051
21593,-40.2243560791015
21592,-43.9129025777181
21591,-42.7243497212728
21590,-42.4309219360351
21589,-41.1753817240397
21588,-42.8736251831054
21587,-42.4156745910644
21586,-44.8034932454427
21585,-41.0425272623698
21584,-42.8580980936686
21583,-43.3537658691406
21582,-42.3236030578613
21581,-43.7370933532715
21580,-43.6575543721517
21579,-41.7970336914062
21578,-42.7609034220377
21577,-44.0174583435058
21576,-43.3054349263509
21575,-42.826020304362
21574,-42.5859079996745
21573,-42.5429684956868
21572,-44.8121297200521
21571,-42.4891621907552
