"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-27.5695429484049
21997,-25.7453928629557
21996,-28.869612121582
21995,-26.8248555501302
21994,-27.4938593546549
21993,-25.6238260904948
21992,-26.6410074869791
21991,-26.2366266886393
21990,-27.9303115844726
21989,-27.3390309651692
21988,-27.1485707600911
21987,-27.3068425496419
21986,-26.6304280598958
21985,-25.2400370279948
21984,-26.2443934122721
21983,-23.1751235961914
21982,-25.101899210612
21981,-24.3378763834635
21980,-25.976052347819
21979,-28.1905120849609
21978,-24.4965728759765
21977,-25.5669413248698
21976,-26.0620229085286
21975,-29.1495880126953
21974,-27.0038716634114
21973,-26.2660278320312
21972,-27.0597493489583
21971,-29.2387095133463
21970,-27.2606287638346
21969,-30.8471944173177
21968,-26.5924489339192
21967,-27.7326365152995
21966,-27.7117319742838
21965,-28.6034454345703
21964,-25.7943379720052
21963,-28.9037587483724
21962,-30.7469467163086
21961,-26.8562911987304
21960,-28.1245356241862
21959,-28.2556111653646
21958,-26.0216023763021
21957,-27.5430231730143
21956,-24.9763193766276
21955,-25.6732671101888
21954,-23.7028233846028
21953,-26.4060399373372
21952,-24.5720148722331
21951,-28.1812067667643
21950,-28.2409372965495
21949,-27.5863428751627
21948,-26.0990534464518
21947,-25.1905731201172
21946,-27.387564086914
21945,-28.9934804280599
21944,-27.5504872639974
21943,-26.5760025024414
21942,-26.7625132242838
21941,-27.3944178263346
21940,-30.1506815592448
21939,-27.8938786824544
21938,-27.7919321695963
21937,-29.3975509643554
21936,-28.4427144368489
21935,-27.6475153605143
21934,-25.5722742716471
21933,-27.3557851155599
21932,-28.2866017659505
21931,-26.7376592000325
21930,-28.1583312988281
21929,-29.2718058268229
21928,-26.378775024414
21927,-26.1199834187825
21926,-24.9917587280273
21925,-26.0243820190429
21924,-24.3956487019857
21923,-28.9846862792969
21922,-28.1155685424804
21921,-28.556260172526
21920,-24.5514053344726
21919,-27.0527252197265
21918,-26.7607559204101
21917,-26.2299611409505
21916,-27.480327351888
21915,-27.0006647745768
21914,-28.9381139119466
21913,-27.1819722493489
21912,-28.4311813354492
21911,-26.0359100341797
21910,-27.2165791829427
