measurementid,modeloutput_median,modeloutput_mean,lower_2_sigma,lower_1_sigma,upper_1_sigma,upper_2_sigma,model_name,preselection
EN18218 405,14577,14591,14231,14454,14719,14963,Bchron,Yes
EN18218 406,14661,14685,14289,14530,14805,15157,Bchron,Yes
EN18218 407,14730,14760,14341,14589,14871,15345,Bchron,Yes
EN18218 408,14789,14825,14389,14644,14933,15485,Bchron,Yes
EN18218 409,14843,14886,14431,14696,14990,15586,Bchron,Yes
EN18218 410,14895,14942,14473,14746,15045,15667,Bchron,Yes
EN18218 411,14943,14995,14513,14794,15098,15743,Bchron,Yes
EN18218 412,14992,15047,14545,14844,15153,15807,Bchron,Yes
EN18218 413,15038,15096,14577,14890,15206,15872,Bchron,Yes
EN18218 414,15086,15145,14606,14936,15256,15924,Bchron,Yes
EN18218 415,15133,15191,14636,14984,15309,15966,Bchron,Yes
EN18218 416,15181,15237,14662,15033,15359,16003,Bchron,Yes
EN18218 417,15230,15281,14685,15082,15409,16050,Bchron,Yes
EN18218 418,15279,15326,14715,15130,15457,16084,Bchron,Yes
EN18218 419,15330,15369,14747,15178,15504,16117,Bchron,Yes
EN18218 420,15381,15412,14779,15227,15552,16146,Bchron,Yes
EN18218 421,15432,15455,14809,15278,15599,16178,Bchron,Yes
EN18218 422,15482,15498,14835,15329,15647,16207,Bchron,Yes
EN18218 423,15531,15541,14865,15378,15695,16235,Bchron,Yes
EN18218 424,15582,15583,14892,15429,15741,16260,Bchron,Yes
EN18218 425,15632,15625,14923,15481,15790,16290,Bchron,Yes
EN18218 426,15683,15668,14954,15531,15836,16314,Bchron,Yes
EN18218 427,15736,15711,14983,15584,15883,16338,Bchron,Yes
EN18218 428,15789,15754,15013,15636,15931,16361,Bchron,Yes
EN18218 429,15840,15797,15048,15688,15979,16388,Bchron,Yes
EN18218 430,15892,15840,15092,15739,16026,16412,Bchron,Yes
EN18218 431,15940,15884,15127,15792,16073,16437,Bchron,Yes
EN18218 432,15990,15929,15161,15845,16117,16462,Bchron,Yes
EN18218 433,16039,15974,15203,15896,16166,16489,Bchron,Yes
EN18218 434,16088,16019,15248,15949,16213,16516,Bchron,Yes
EN18218 435,16138,16066,15300,16003,16258,16543,Bchron,Yes
EN18218 436,16187,16115,15353,16056,16305,16570,Bchron,Yes
EN18218 437,16239,16165,15414,16111,16349,16599,Bchron,Yes
EN18218 438,16288,16217,15480,16168,16393,16630,Bchron,Yes
EN18218 439,16338,16271,15560,16224,16439,16667,Bchron,Yes
EN18218 440,16390,16329,15676,16280,16485,16706,Bchron,Yes
EN18218 441,16441,16392,15789,16338,16534,16748,Bchron,Yes
EN18218 442,16494,16460,15947,16403,16585,16795,Bchron,Yes
EN18218 443,16556,16542,16192,16471,16642,16845,Bchron,Yes
EN18218 444,16649,16659,16388,16567,16734,16950,Bchron,Yes
EN18218 445,16725,16753,16453,16637,16821,17150,Bchron,Yes
EN18218 446,16787,16829,16505,16697,16891,17352,Bchron,Yes
EN18218 447,16845,16897,16553,16752,16957,17492,Bchron,Yes
EN18218 448,16902,16960,16599,16807,17018,17595,Bchron,Yes
EN18218 449,16958,17019,16641,16860,17076,17672,Bchron,Yes
EN18218 450,17015,17075,16676,16915,17136,17747,Bchron,Yes
EN18218 451,17069,17129,16708,16969,17195,17801,Bchron,Yes
EN18218 452,17126,17182,16740,17023,17252,17850,Bchron,Yes
EN18218 453,17182,17234,16769,17079,17308,17898,Bchron,Yes
EN18218 454,17237,17284,16798,17134,17364,17942,Bchron,Yes
EN18218 455,17295,17334,16829,17190,17419,17983,Bchron,Yes
EN18218 456,17351,17383,16859,17245,17474,18020,Bchron,Yes
EN18218 457,17410,17432,16888,17302,17530,18055,Bchron,Yes
EN18218 458,17468,17480,16917,17358,17586,18082,Bchron,Yes
EN18218 459,17525,17528,16950,17413,17639,18111,Bchron,Yes
EN18218 460,17583,17575,16980,17468,17693,18138,Bchron,Yes
EN18218 461,17642,17623,17011,17524,17749,18169,Bchron,Yes
EN18218 462,17700,17672,17047,17581,17805,18197,Bchron,Yes
EN18218 463,17758,17720,17084,17638,17859,18224,Bchron,Yes
EN18218 464,17816,17770,17122,17696,17915,18251,Bchron,Yes
EN18218 465,17875,17820,17166,17753,17972,18280,Bchron,Yes
EN18218 466,17933,17871,17208,17810,18027,18310,Bchron,Yes
EN18218 467,17991,17923,17256,17868,18082,18340,Bchron,Yes
EN18218 468,18047,17976,17314,17926,18136,18367,Bchron,Yes
EN18218 469,18103,18032,17374,17985,18191,18397,Bchron,Yes
EN18218 470,18157,18089,17441,18042,18247,18427,Bchron,Yes
EN18218 471,18211,18149,17541,18101,18303,18458,Bchron,Yes
EN18218 472,18265,18214,17649,18159,18362,18495,Bchron,Yes
EN18218 473,18329,18285,17819,18218,18421,18534,Bchron,Yes
EN18218 474,18409,18368,18085,18283,18483,18582,Bchron,Yes
EN18218 475,18516,18491,18267,18391,18569,18692,Bchron,Yes
EN18218 476,18594,18609,18333,18495,18655,19104,Bchron,Yes
EN18218 477,18662,18702,18390,18569,18731,19353,Bchron,Yes
EN18218 478,18732,18785,18440,18632,18808,19500,Bchron,Yes
EN18218 479,18801,18861,18486,18692,18882,19616,Bchron,Yes
EN18218 480,18872,18934,18530,18755,18956,19703,Bchron,Yes
EN18218 481,18942,19003,18571,18824,19030,19780,Bchron,Yes
EN18218 482,19014,19071,18610,18894,19102,19846,Bchron,Yes
EN18218 483,19084,19137,18648,18966,19177,19908,Bchron,Yes
EN18218 484,19156,19202,18685,19040,19249,19966,Bchron,Yes
EN18218 485,19228,19266,18721,19113,19322,20019,Bchron,Yes
EN18218 486,19300,19329,18760,19186,19394,20060,Bchron,Yes
EN18218 487,19372,19392,18796,19261,19467,20102,Bchron,Yes
EN18218 488,19445,19454,18834,19334,19539,20142,Bchron,Yes
EN18218 489,19518,19516,18870,19409,19613,20177,Bchron,Yes
EN18218 490,19591,19578,18906,19484,19683,20214,Bchron,Yes
EN18218 491,19663,19639,18952,19558,19756,20250,Bchron,Yes
EN18218 492,19737,19702,18990,19632,19828,20285,Bchron,Yes
EN18218 493,19810,19764,19033,19705,19901,20321,Bchron,Yes
EN18218 494,19882,19827,19085,19779,19972,20352,Bchron,Yes
EN18218 495,19954,19891,19137,19854,20044,20385,Bchron,Yes
EN18218 496,20025,19957,19196,19930,20115,20416,Bchron,Yes
EN18218 497,20097,20024,19253,20004,20186,20449,Bchron,Yes
EN18218 498,20170,20093,19324,20080,20256,20484,Bchron,Yes
EN18218 499,20243,20165,19410,20156,20324,20520,Bchron,Yes
EN18218 500,20314,20239,19518,20233,20391,20565,Bchron,Yes
EN18218 501,20385,20319,19661,20310,20456,20616,Bchron,Yes
EN18218 502,20455,20406,19859,20391,20523,20676,Bchron,Yes
EN18218 503,20530,20508,20170,20474,20596,20742,Bchron,Yes
EN18218 504,20614,20619,20443,20560,20673,20816,Bchron,Yes
EN18218 505,20637,20644,20465,20583,20696,20844,Bchron,Yes
EN18218 506,20657,20664,20483,20601,20716,20871,Bchron,Yes
EN18218 507,20674,20682,20498,20618,20735,20895,Bchron,Yes
EN18218 508,20690,20698,20511,20634,20752,20916,Bchron,Yes
EN18218 509,20704,20714,20524,20649,20768,20936,Bchron,Yes
EN18218 510,20719,20729,20537,20663,20783,20955,Bchron,Yes
EN18218 511,20733,20743,20548,20677,20797,20972,Bchron,Yes
EN18218 512,20747,20757,20560,20691,20810,20990,Bchron,Yes
EN18218 513,20761,20771,20572,20704,20824,21007,Bchron,Yes
EN18218 514,20775,20784,20582,20716,20837,21025,Bchron,Yes
EN18218 515,20788,20797,20593,20728,20850,21040,Bchron,Yes
EN18218 516,20801,20810,20602,20740,20863,21053,Bchron,Yes
EN18218 517,20814,20824,20612,20753,20877,21066,Bchron,Yes
EN18218 518,20827,20836,20622,20765,20890,21081,Bchron,Yes
EN18218 519,20839,20849,20632,20776,20904,21094,Bchron,Yes
EN18218 520,20851,20861,20641,20788,20917,21106,Bchron,Yes
EN18218 521,20863,20874,20651,20801,20931,21119,Bchron,Yes
EN18218 522,20876,20887,20662,20813,20945,21132,Bchron,Yes
EN18218 523,20887,20899,20671,20823,20958,21143,Bchron,Yes
EN18218 524,20900,20912,20680,20835,20973,21157,Bchron,Yes
EN18218 525,20912,20925,20691,20846,20986,21171,Bchron,Yes
EN18218 526,20923,20938,20701,20857,21000,21184,Bchron,Yes
EN18218 527,20935,20951,20714,20868,21015,21199,Bchron,Yes
EN18218 528,20948,20965,20726,20880,21030,21214,Bchron,Yes
EN18218 529,20961,20979,20738,20891,21043,21231,Bchron,Yes
EN18218 530,20974,20993,20752,20904,21058,21247,Bchron,Yes
EN18218 531,20988,21008,20766,20917,21075,21264,Bchron,Yes
EN18218 532,21002,21023,20782,20930,21091,21281,Bchron,Yes
EN18218 533,21019,21040,20799,20944,21109,21299,Bchron,Yes
EN18218 534,21036,21058,20818,20959,21129,21317,Bchron,Yes
EN18218 535,21056,21078,20837,20974,21151,21337,Bchron,Yes
EN18218 536,21080,21103,20864,20994,21176,21362,Bchron,Yes
EN18218 537,21210,21278,20950,21111,21323,21876,Bchron,Yes
EN18218 538,21335,21440,21018,21226,21462,22366,Bchron,Yes
EN18218 539,21454,21582,21069,21327,21602,22722,Bchron,Yes
EN18218 540,21579,21712,21113,21418,21748,22983,Bchron,Yes
EN18218 541,21700,21833,21155,21504,21899,23224,Bchron,Yes
EN18218 542,21814,21949,21190,21588,22057,23446,Bchron,Yes
EN18218 543,21925,22060,21229,21672,22214,23592,Bchron,Yes
EN18218 544,22033,22167,21267,21758,22370,23735,Bchron,Yes
EN18218 545,22143,22272,21303,21838,22525,23886,Bchron,Yes
EN18218 546,22249,22376,21335,21922,22680,24025,Bchron,Yes
EN18218 547,22358,22478,21367,22003,22836,24141,Bchron,Yes
EN18218 548,22463,22579,21402,22084,22993,24277,Bchron,Yes
EN18218 549,22569,22679,21436,22163,23145,24410,Bchron,Yes
EN18218 550,22672,22777,21470,22239,23293,24504,Bchron,Yes
EN18218 551,22772,22876,21504,22320,23434,24612,Bchron,Yes
EN18218 552,22879,22975,21538,22402,23575,24724,Bchron,Yes
EN18218 553,22978,23073,21575,22483,23692,24827,Bchron,Yes
EN18218 554,23074,23172,21611,22567,23814,24931,Bchron,Yes
EN18218 555,23182,23271,21650,22655,23921,25035,Bchron,Yes
EN18218 556,23283,23372,21692,22734,24037,25136,Bchron,Yes
EN18218 557,23385,23474,21739,22818,24166,25243,Bchron,Yes
EN18218 558,23489,23579,21782,22905,24303,25348,Bchron,Yes
EN18218 559,23592,23686,21830,22998,24443,25456,Bchron,Yes
EN18218 560,23702,23797,21878,23094,24595,25570,Bchron,Yes
EN18218 561,23818,23911,21944,23191,24770,25673,Bchron,Yes
EN18218 562,23930,24030,22025,23295,24953,25770,Bchron,Yes
EN18218 563,24061,24159,22099,23402,25176,25894,Bchron,Yes
EN18218 564,24200,24299,22182,23540,25437,26023,Bchron,Yes
EN18218 565,24358,24459,22276,23691,25784,26170,Bchron,Yes
EN18218 566,24536,24646,22418,23869,25989,26322,Bchron,Yes
EN18218 567,24608,24719,22544,23969,26006,26370,Bchron,Yes
EN18218 568,24664,24777,22643,24049,26018,26407,Bchron,Yes
EN18218 569,24719,24829,22742,24121,26029,26440,Bchron,Yes
EN18218 570,24760,24877,22835,24188,26039,26471,Bchron,Yes
EN18218 571,24797,24922,22919,24244,26048,26504,Bchron,Yes
EN18218 572,24838,24964,23000,24300,26056,26537,Bchron,Yes
EN18218 573,24874,25005,23078,24350,26064,26571,Bchron,Yes
EN18218 574,24910,25044,23165,24400,26072,26606,Bchron,Yes
EN18218 575,24945,25083,23247,24446,26080,26647,Bchron,Yes
EN18218 576,24981,25121,23326,24499,26087,26686,Bchron,Yes
EN18218 577,25013,25159,23398,24549,26094,26721,Bchron,Yes
EN18218 578,25048,25196,23471,24599,26101,26751,Bchron,Yes
EN18218 579,25079,25233,23547,24645,26109,26785,Bchron,Yes
EN18218 580,25115,25269,23620,24692,26116,26823,Bchron,Yes
EN18218 581,25147,25306,23685,24737,26123,26858,Bchron,Yes
EN18218 582,25178,25343,23761,24785,26130,26887,Bchron,Yes
EN18218 583,25213,25380,23844,24831,26137,26919,Bchron,Yes
EN18218 584,25243,25417,23915,24877,26143,26959,Bchron,Yes
EN18218 585,25275,25454,23984,24922,26151,26993,Bchron,Yes
EN18218 586,25306,25491,24061,24968,26157,27024,Bchron,Yes
EN18218 587,25338,25529,24143,25017,26164,27058,Bchron,Yes
EN18218 588,25367,25568,24217,25066,26171,27093,Bchron,Yes
EN18218 589,25402,25608,24291,25118,26179,27133,Bchron,Yes
EN18218 590,25441,25649,24386,25170,26187,27176,Bchron,Yes
EN18218 591,25480,25692,24483,25222,26194,27215,Bchron,Yes
EN18218 592,25520,25737,24580,25277,26202,27254,Bchron,Yes
EN18218 593,25565,25784,24688,25334,26210,27291,Bchron,Yes
EN18218 594,25611,25835,24820,25397,26218,27330,Bchron,Yes
EN18218 595,25663,25893,24961,25463,26229,27385,Bchron,Yes
EN18218 596,25725,25967,25124,25541,26248,27439,Bchron,Yes
EN18218 597,25877,26119,25270,25680,26356,27548,Bchron,Yes
EN18218 598,26019,26239,25371,25795,26466,27643,Bchron,Yes
EN18218 599,26149,26343,25452,25895,26573,27712,Bchron,Yes
EN18218 600,26275,26439,25533,25991,26690,27781,Bchron,Yes
EN18218 601,26387,26528,25612,26091,26791,27834,Bchron,Yes
EN18218 602,26488,26614,25684,26192,26892,27900,Bchron,Yes
EN18218 603,26583,26695,25750,26291,26978,27951,Bchron,Yes
EN18218 604,26678,26774,25811,26388,27059,27997,Bchron,Yes
EN18218 605,26765,26851,25870,26479,27139,28040,Bchron,Yes
EN18218 606,26854,26926,25925,26574,27218,28087,Bchron,Yes
EN18218 607,26939,27001,25977,26664,27296,28135,Bchron,Yes
EN18218 608,27025,27074,26022,26756,27373,28173,Bchron,Yes
EN18218 609,27113,27147,26083,26850,27445,28215,Bchron,Yes
EN18218 610,27200,27219,26141,26942,27514,28255,Bchron,Yes
EN18218 611,27289,27292,26199,27029,27584,28298,Bchron,Yes
EN18218 612,27380,27364,26260,27115,27658,28341,Bchron,Yes
EN18218 613,27466,27436,26317,27204,27726,28384,Bchron,Yes
EN18218 614,27552,27510,26390,27292,27799,28426,Bchron,Yes
EN18218 615,27638,27585,26457,27383,27874,28470,Bchron,Yes
EN18218 616,27717,27660,26527,27468,27950,28519,Bchron,Yes
EN18218 617,27800,27737,26593,27556,28030,28572,Bchron,Yes
EN18218 618,27881,27815,26671,27639,28108,28624,Bchron,Yes
EN18218 619,27963,27897,26758,27727,28189,28678,Bchron,Yes
EN18218 620,28045,27982,26876,27812,28276,28735,Bchron,Yes
EN18218 621,28131,28073,27001,27902,28363,28802,Bchron,Yes
EN18218 622,28221,28170,27156,27993,28454,28877,Bchron,Yes
EN18218 623,28321,28278,27407,28094,28550,28962,Bchron,Yes
EN18218 624,28444,28413,27774,28221,28669,29065,Bchron,Yes
EN18218 625,28515,28489,27886,28303,28732,29133,Bchron,Yes
EN18218 626,28543,28519,27925,28332,28755,29165,Bchron,Yes
EN18218 627,28569,28546,27957,28357,28774,29189,Bchron,Yes
EN18218 628,28592,28571,27982,28387,28792,29213,Bchron,Yes
EN18218 629,28614,28595,28005,28413,28811,29236,Bchron,Yes
EN18218 630,28638,28618,28027,28437,28829,29261,Bchron,Yes
EN18218 631,28658,28640,28051,28461,28844,29283,Bchron,Yes
EN18218 632,28677,28662,28074,28486,28860,29307,Bchron,Yes
EN18218 633,28696,28683,28096,28508,28876,29327,Bchron,Yes
EN18218 634,28715,28704,28120,28532,28891,29349,Bchron,Yes
EN18218 635,28735,28725,28140,28554,28906,29375,Bchron,Yes
EN18218 636,28754,28746,28159,28578,28921,29399,Bchron,Yes
EN18218 637,28773,28767,28178,28603,28936,29425,Bchron,Yes
EN18218 638,28792,28787,28194,28627,28952,29449,Bchron,Yes
EN18218 639,28814,28809,28212,28651,28967,29471,Bchron,Yes
EN18218 640,28834,28830,28235,28675,28983,29491,Bchron,Yes
EN18218 641,28857,28853,28258,28697,28999,29517,Bchron,Yes
EN18218 642,28881,28875,28282,28720,29017,29546,Bchron,Yes
EN18218 643,28902,28899,28310,28745,29035,29575,Bchron,Yes
EN18218 644,28927,28925,28332,28772,29054,29606,Bchron,Yes
EN18218 645,28956,28954,28362,28800,29077,29643,Bchron,Yes
EN18218 646,28989,28988,28399,28831,29102,29689,Bchron,Yes
EN18218 647,29047,29061,28446,28895,29171,29784,Bchron,Yes
EN18218 648,29086,29116,28480,28934,29227,29864,Bchron,Yes
EN18218 649,29118,29161,28504,28967,29276,29940,Bchron,Yes
EN18218 650,29147,29201,28530,28994,29328,30013,Bchron,Yes
EN18218 651,29176,29237,28551,29019,29371,30082,Bchron,Yes
EN18218 652,29203,29271,28570,29043,29418,30152,Bchron,Yes
EN18218 653,29230,29303,28585,29066,29457,30211,Bchron,Yes
