"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-17.5197458902995
21998,-17.4065155029297
21997,-18.0081848144531
21996,-18.0814219156901
21995,-17.4471394856771
21994,-18.0905161539713
21993,-17.1980550130208
21992,-16.3665425618489
21991,-16.5105855305989
21990,-17.0274058024088
21989,-17.1187245686849
21988,-16.0677907307942
21987,-18.3409383138021
21986,-19.3976755777995
21985,-16.9806427001953
21984,-16.9943450927734
21983,-15.356059773763
21982,-19.4431518554687
21981,-16.5905314127604
21980,-14.8723052978515
21979,-19.8475911458333
21978,-17.4656229654948
21977,-16.4590667724609
21976,-19.0486155192057
21975,-19.813340250651
21974,-21.3898274739583
21973,-18.5372273763021
21972,-18.4802663167317
21971,-17.2046773274739
21970,-18.1886199951172
21969,-16.9993499755859
21968,-19.8180450439453
21967,-19.1551829020182
21966,-17.6511901855469
21965,-17.0843668619791
21964,-16.8601135253906
21963,-15.7079783121745
21962,-18.2536173502604
21961,-14.4216267903646
21960,-18.6934265136719
21959,-16.8069213867187
21958,-16.7904164632161
21957,-19.4033620198567
21956,-18.7069458007812
21955,-16.4474700927734
21954,-16.01669921875
21953,-16.1447916666666
21952,-17.8969533284505
21951,-16.9554606119791
21950,-20.0582895914713
21949,-16.6179768880208
21948,-15.8372762044271
21947,-16.6921040852864
21946,-16.4548095703125
21945,-17.1315979003906
21944,-20.0425120035807
21943,-16.4139973958333
21942,-21.4492757161458
21941,-17.5953379313151
21940,-18.3131164550781
21939,-19.391226196289
21938,-19.5325887044271
21937,-18.3053853352864
21936,-15.699331665039
21935,-21.6333323160807
21934,-16.3539744059245
21933,-15.9474802652995
21932,-15.8608917236328
21931,-14.6375030517578
21930,-20.9927225748698
21929,-18.8401499430338
21928,-19.3110921223958
21927,-17.6905019124349
21926,-15.7348083496094
21925,-18.8114786783854
21924,-20.5928354899088
21923,-15.7708292643229
21922,-14.6108561197916
21921,-15.9267944335937
21920,-19.1337341308594
21919,-16.7312479654948
21918,-18.3286346435547
21917,-17.1291819254557
21916,-19.5837717692057
21915,-14.5758524576823
21914,-20.1627156575521
21913,-20.2131306966146
21912,-19.1281595865885
21911,-19.1929382324219
21910,-18.1435455322265
21909,-17.7998057047526
21908,-21.7033498128255
21907,-22.402680460612
21906,-20.3278055826823
21905,-17.9468088785807
21904,-15.3146016438802
21903,-16.0624196370442
21902,-15.0433003743489
21901,-16.8709726969401
21900,-17.5283365885416
21899,-18.6697296142578
21898,-16.1294820149739
21897,-18.2603769938151
21896,-15.5174214680989
21895,-18.2047637939453
21894,-18.0800893147786
21893,-17.1076873779297
21892,-17.5597849527995
21891,-16.4305480957031
21890,-16.469101969401
21889,-19.1289886474609
21888,-16.3978230794271
21887,-15.8902242024739
21886,-18.5849314371745
21885,-20.4726572672526
21884,-18.6247111002604
21883,-17.2394927978515
21882,-17.8454498291015
21881,-18.9875600179036
21880,-18.9733133951823
21879,-15.8019724527995
21878,-16.3189198811849
21877,-19.5542816162109
21876,-17.308208211263
21875,-16.3087168375651
21874,-18.1604217529297
21873,-16.7838602701823
21872,-19.186865234375
21871,-18.0818135579427
21870,-18.8276123046875
21869,-18.2714752197265
21868,-14.9902760823567
21867,-17.328705851237
21866,-16.8306284586588
21865,-16.430029296875
21864,-16.141953531901
21863,-19.0911163330078
21862,-17.5799926757812
21861,-16.225927734375
21860,-15.5551717122396
21859,-18.0416625976562
21858,-18.8767557779948
21857,-15.8006652832031
21856,-16.3253285725911
21855,-15.87900390625
21854,-16.0693064371745
21853,-17.822119140625
21852,-17.6016906738281
21851,-16.6715352376302
21850,-18.7230539957682
21849,-15.7613484700521
21848,-17.8331309000651
21847,-18.3917805989583
21846,-15.7985493977864
21845,-17.2398691813151
21844,-15.4362701416015
21843,-17.2210856119791
21842,-19.581411743164
21841,-18.3991302490234
21840,-18.5649424235026
21839,-18.1452748616536
21838,-17.1772115071614
21837,-15.9982716878255
21836,-18.9983022054036
21835,-16.3066823323567
21834,-15.7877817789713
21833,-17.6056274414062
21832,-18.718852742513
21831,-19.0433410644531
21830,-16.3863077799479
21829,-15.8908243815104
21828,-14.9984090169271
21827,-19.5525115966797
21826,-16.1716115315755
21825,-18.1333119710286
21824,-16.5252237955729
21823,-17.7833312988281
21822,-14.5460978190104
21821,-15.6280578613281
21820,-17.7331756591797
21819,-18.5006774902344
21818,-19.574814860026
21817,-16.0360575358073
21816,-15.9692087809245
21815,-17.9724436442057
21814,-18.6503560384114
21813,-17.7360951741536
21812,-15.4149943033854
21811,-16.7573811848958
21810,-19.4749918619791
21809,-16.2918050130208
21808,-17.7706258138021
21807,-16.911728922526
21806,-20.0481679280599
21805,-17.4014241536458
21804,-17.6882334391276
21803,-16.6796986897786
21802,-18.8486490885416
21801,-18.1347717285156
21800,-17.9036265055338
21799,-17.6197621663411
21798,-17.3373728434245
21797,-15.6985432942708
