"Winter months (October to March) of hydrological
 years [yr BP]","Average winter mean temperature [degree C]"
21998,-54.6016932169596
21997,-51.8462916056315
21996,-52.0331354777018
21995,-52.2290252685547
21994,-53.9215301513672
21993,-50.3877955118815
21992,-49.7474655151367
21991,-53.4614852905273
21990,-53.8978154500325
21989,-52.5588465372721
21988,-52.7696263631185
21987,-51.8840876261393
21986,-50.5836242675781
21985,-51.9665868123372
21984,-53.4234680175781
21983,-51.2993301391601
21982,-51.6143402099609
21981,-50.2049647013346
21980,-53.2787790934245
21979,-54.7314895629883
21978,-54.0920115152995
21977,-53.4120010375976
21976,-52.2980153401693
21975,-54.0540451049804
21974,-52.6381184895833
21973,-51.4797831217448
21972,-54.2585662841797
21971,-52.0762415568034
21970,-47.8424387613932
21969,-50.654285176595
21968,-52.9425923665364
21967,-50.8802958170573
21966,-52.0807200113932
21965,-53.5559906005859
21964,-48.5847788492838
21963,-51.082757059733
21962,-52.27890625
21961,-49.5160558064778
21960,-52.2165995279948
21959,-52.5359761555989
21958,-53.8854482014974
21957,-52.5625620524088
21956,-49.3307708740234
21955,-50.2372090657552
21954,-51.1565333048502
21953,-54.8019139607747
21952,-52.9077387491862
21951,-51.7931147257487
21950,-53.5155090332031
21949,-49.1058919270833
21948,-53.7304239908854
21947,-46.7688685099284
21946,-53.604963684082
21945,-50.6240295410156
21944,-53.7694661458333
21943,-53.188215637207
21942,-52.2556925455729
21941,-52.8256642659505
21940,-53.05589650472
21939,-48.2478215535482
21938,-54.4756708780924
21937,-48.583245340983
21936,-53.9923589070638
21935,-52.7796183268229
21934,-53.6058283487955
21933,-52.58470509847
21932,-51.5252695719401
21931,-54.5436182657877
21930,-54.8424819946289
21929,-54.6576421101888
21928,-52.3422403971354
21927,-51.2430404663086
21926,-50.9769882202148
21925,-55.1175114949544
21924,-54.6498194376627
21923,-51.4222752888997
21922,-55.5969299316406
21921,-49.7722254435221
21920,-55.8588343302409
21919,-53.2324712117513
21918,-50.7556315104166
21917,-52.3491373697916
21916,-51.0263631184896
21915,-51.082871500651
21914,-52.155500793457
21913,-49.8501190185547
21912,-52.9569127400716
21911,-50.6798233032226
21910,-48.9951232910156
21909,-52.9209426879883
21908,-53.6550099690755
21907,-52.6842763264974
21906,-52.0107610066732
21905,-52.7459599812825
21904,-53.3744313557943
21903,-51.1655919392903
21902,-52.4201161702474
21901,-53.2475138346354
21900,-54.3119593302409
21899,-47.4165278116862
21898,-51.0087875366211
21897,-55.3067866007487
21896,-50.9852559407552
21895,-52.4099563598633
21894,-53.8077021280924
21893,-53.148898824056
21892,-52.7113225301107
