"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-26.7817901611328
21997,-22.0179656982422
21996,-28.3840799967448
21995,-25.7631184895833
21994,-34.3889933268229
21993,-22.5096038818359
21992,-27.9202941894531
21991,-30.890966796875
21990,-28.5172892252604
21989,-29.0503702799479
21988,-30.0523844401041
21987,-24.072134399414
21986,-22.7906504313151
21985,-19.9408782958984
21984,-22.3560343424479
21983,-24.0779683430989
21982,-24.6644348144531
21981,-24.7150990804036
21980,-30.0541086832682
21979,-31.7922017415364
21978,-24.093842569987
21977,-25.4918223063151
21976,-23.038921101888
21975,-24.9194498697916
21974,-24.2369038899739
21973,-24.8038747151692
21972,-28.9823618570963
21971,-27.5795043945312
21970,-30.1632293701172
21969,-31.204692586263
21968,-28.100200398763
21967,-25.3484405517578
21966,-30.5649169921875
21965,-25.2609924316406
21964,-23.9773773193359
21963,-27.2821868896484
21962,-24.3143931070963
21961,-23.7714243570963
21960,-27.7475646972656
21959,-25.8936167399088
21958,-29.7362121582031
21957,-30.0010996500651
21956,-30.4420837402344
21955,-22.98349609375
21954,-27.22958984375
21953,-24.3738515218099
21952,-27.2334655761719
21951,-26.1037556966146
21950,-25.3073944091797
21949,-23.6751719156901
21948,-24.7497467041015
21947,-22.6661336263021
21946,-28.585796101888
21945,-31.2101196289062
21944,-28.8330139160156
21943,-28.3796803792317
21942,-21.2994038899739
21941,-24.092621866862
21940,-31.5124776204427
21939,-27.0957804361979
21938,-30.2850809733073
21937,-23.3169464111328
21936,-26.9031077067057
21935,-22.6015228271484
21934,-25.8216918945312
21933,-29.825542195638
21932,-25.2566284179687
21931,-25.8675954182942
21930,-30.5476542154948
21929,-29.0411539713541
21928,-28.4638834635416
21927,-22.4116017659505
21926,-25.7605600992838
21925,-23.7293355305989
21924,-23.2367258707682
21923,-28.7900807698567
21922,-22.9124359130859
21921,-30.4544942220052
21920,-29.7543039957682
21919,-29.1078704833984
21918,-28.4977172851562
21917,-27.8222564697265
21916,-28.6836710611979
21915,-28.3232482910156
21914,-28.665874226888
21913,-26.5165873209635
21912,-27.814566040039
21911,-22.9901590983073
21910,-24.1759755452474
21909,-31.1909240722656
21908,-27.2898773193359
21907,-26.9675608317057
21906,-25.3873250325521
21905,-24.7619689941406
21904,-28.1667338053385
21903,-26.2824513753255
21902,-31.8612325032552
21901,-27.7940124511719
21900,-32.2517862955729
21899,-23.3049682617187
21898,-22.898057047526
21897,-23.3554850260416
21896,-27.3591522216797
21895,-25.7998057047526
21894,-25.6395528157552
21893,-20.2311614990234
21892,-24.2044331868489
21891,-28.1342274983724
21890,-26.8127349853515
21889,-22.3806009928385
21888,-29.6380676269531
21887,-24.5438446044922
21886,-22.3720916748047
21885,-26.7378601074219
21884,-27.9253702799479
21883,-26.1206878662109
21882,-24.3418284098307
21881,-24.2769022623698
21880,-30.0501973470052
21879,-27.9597585042317
21878,-31.1213490804036
21877,-35.8083353678385
21876,-27.5375986735026
21875,-30.3796905517578
21874,-23.5561228434245
21873,-23.1910919189453
21872,-27.6133534749349
21871,-26.0251881917317
21870,-30.2007659912109
21869,-21.7453013102213
21868,-23.4494537353515
21867,-37.6685139973958
21866,-27.5889139811198
21865,-26.3174346923828
21864,-29.4948740641276
21863,-31.8511159261067
21862,-28.9960540771484
21861,-23.0450907389323
21860,-27.5355895996094
21859,-25.4973459879557
21858,-25.4351308186849
21857,-23.8750773111979
21856,-20.2762105305989
21855,-21.5476847330729
