"Winter months (December-January-February) of each years [yr BP]","Average winter mean temperature [degree C]"
21998,-30.531851196289
21997,-26.0420440673828
21996,-31.5494852701823
21995,-26.8189910888672
21994,-30.638052368164
21993,-25.1743225097656
21992,-26.5491190592448
21991,-30.1374165852864
21990,-28.0576792399088
21989,-27.0446075439453
21988,-25.5620127360026
21987,-29.0029968261719
21986,-26.0129048665364
21985,-24.9330810546875
21984,-27.9647786458333
21983,-26.0483001708984
21982,-26.6208913167317
21981,-24.9461324055989
21980,-24.6221221923828
21979,-28.1310740152995
21978,-25.2445231119791
21977,-26.3766337076823
21976,-25.2894399007161
21975,-29.0660359700521
21974,-25.4495859781901
21973,-27.0390584309896
21972,-27.2906606038411
21971,-30.9400594075521
21970,-27.4880533854166
21969,-33.9835876464844
21968,-26.0897837320963
21967,-28.3861195882161
21966,-25.6347564697265
21965,-28.0051279703776
21964,-24.840912882487
21963,-30.017192586263
21962,-30.9655568440755
21961,-25.8107818603515
21960,-28.9947570800781
21959,-30.2516591389974
21958,-27.7877410888672
21957,-29.1297566731771
21956,-25.5524149576823
21955,-26.8908599853515
21954,-25.0288960774739
21953,-27.0191762288411
21952,-24.7270568847656
21951,-29.7951110839844
21950,-28.0505279541015
21949,-27.2780212402344
21948,-27.0025899251302
21947,-24.0060078938802
21946,-27.8294789632161
21945,-29.1429758707682
21944,-28.7100840250651
21943,-25.7729502360026
21942,-27.298188273112
21941,-27.3495646158854
21940,-31.9170542399088
21939,-30.8253336588541
21938,-28.2336232503255
21937,-30.145600382487
21936,-31.2657684326172
21935,-27.5740570068359
21934,-26.1717895507812
21933,-27.10751953125
21932,-28.5603088378906
21931,-27.0387583414713
21930,-29.3410603841146
21929,-31.3229736328125
21928,-27.335063680013
21927,-25.1240193684896
21926,-26.8332580566406
21925,-28.5696421305338
21924,-25.250092569987
21923,-29.0446533203125
21922,-28.4665944417317
21921,-28.6698872884114
21920,-25.7105926513672
21919,-24.8860280354817
21918,-29.1249501546224
21917,-27.1359619140625
21916,-30.6213185628255
21915,-27.8030405680338
21914,-29.6207946777344
21913,-26.8141337076823
21912,-27.7306274414062
21911,-25.0529439290364
21910,-27.2306833902995
21909,-25.7130137125651
21908,-26.4862884521484
21907,-29.7401692708333
21906,-29.2141326904297
21905,-29.3520212809245
21904,-26.8169565836588
21903,-27.879497273763
21902,-31.5222330729166
21901,-26.1557678222656
21900,-31.3564412434896
21899,-27.2921559651692
21898,-26.2416188557942
21897,-27.614126586914
21896,-27.9971984863281
21895,-26.3578348795573
21894,-26.1065277099609
21893,-25.1893575032552
21892,-27.4400644938151
21891,-27.1582651774088
21890,-23.4618642171224
21889,-26.9923461914062
21888,-28.5630859375
21887,-25.442246500651
21886,-30.0164245605469
21885,-28.2061981201172
21884,-30.2002115885416
21883,-29.0082458496094
21882,-27.683940633138
21881,-27.5122385660807
21880,-25.0196594238281
21879,-27.3906056722005
21878,-27.9997772216797
21877,-31.162949625651
21876,-26.8004567464192
21875,-26.3272715250651
21874,-30.4619455973307
21873,-23.9739237467448
21872,-28.4026702880859
21871,-27.1864634195963
21870,-31.8757995605469
21869,-28.2233591715495
21868,-27.7567403157552
21867,-28.9162607828776
21866,-27.1186737060547
21865,-29.9189666748047
21864,-27.7190002441406
21863,-28.5375071207682
21862,-28.3461669921875
21861,-27.9365041097005
21860,-28.5915232340495
21859,-28.2243204752604
21858,-26.1900644938151
21857,-25.2797658284505
21856,-27.1618560791015
21855,-27.0306610107422
21854,-27.6933705647786
21853,-26.5177825927734
21852,-27.0169738769531
21851,-29.9017852783203
21850,-29.1007242838541
21849,-28.3996541341146
21848,-29.2469645182291
21847,-29.4068817138672
21846,-27.901225789388
21845,-25.0898752848307
21844,-24.7960367838541
21843,-28.194448852539
21842,-28.3576263427734
21841,-28.0443837483724
21840,-28.2536987304687
21839,-30.0204172770182
21838,-26.0254781087239
21837,-28.072861735026
21836,-31.1274373372396
21835,-29.5588439941406
21834,-31.0282094319661
21833,-29.1721201578776
21832,-24.2332773844401
21831,-27.3519551595052
21830,-28.7036244710286
21829,-26.9424296061198
21828,-25.2221791585286
21827,-27.6714436848958
21826,-29.77451171875
21825,-27.3069366455078
21824,-25.7916676839192
21823,-30.0196543375651
21822,-25.6901000976562
21821,-28.2525136311849
21820,-28.5248626708984
21819,-26.5572163899739
21818,-26.3075520833333
21817,-25.0245880126953
21816,-26.8578145345052
21815,-29.2032023111979
21814,-27.2309427897135
21813,-27.4566660563151
21812,-29.9353342692057
21811,-29.8195454915364
21810,-26.2326772054036
21809,-29.680034383138
21808,-27.1572631835937
21807,-32.0700236002604
21806,-28.5470489501953
21805,-30.9159657796224
21804,-32.9050557454427
21803,-29.0380106608073
21802,-33.7873036702474
21801,-33.459580485026
21800,-29.9098419189453
21799,-33.0253051757812
21798,-31.145361328125
21797,-29.6618052164713
21796,-28.0221669514974
21795,-30.2757629394531
21794,-28.4628356933594
21793,-27.5394958496094
21792,-29.2777923583984
21791,-29.065293375651
21790,-26.842642211914
21789,-31.4683135986328
21788,-25.6406870524088
21787,-25.8539744059245
21786,-28.912222290039
21785,-27.1126770019531
21784,-28.7880259195963
21783,-31.5014251708984
21782,-30.109487915039
21781,-26.66708984375
21780,-28.5316375732422
21779,-29.8109954833984
21778,-29.5678975423177
21777,-26.670512898763
21776,-25.2097381591797
21775,-24.3467671712239
21774,-29.2134663899739
21773,-29.7944753011067
21772,-27.739859008789
21771,-28.3190572102864
21770,-27.9166575113932
21769,-28.6332305908203
21768,-25.1312622070312
21767,-27.6162729899088
21766,-32.2561655680338
21765,-31.3819895426432
21764,-27.9950927734375
21763,-26.4570933024088
21762,-26.1839813232422
21761,-27.3060312906901
21760,-25.0210225423177
21759,-26.239365641276
21758,-27.43173828125
21757,-26.37998046875
21756,-26.6346700032552
21755,-30.1251892089844
21754,-29.9215403238932
21753,-27.950308227539
21752,-30.5573537190755
21751,-29.1432963053385
21750,-25.4488993326823
21749,-28.4334116617838
21748,-26.8629516601562
21747,-29.1252960205078
21746,-27.3219309488932
21745,-25.9171864827474
21744,-29.0266174316406
21743,-27.341899617513
21742,-29.804556274414
21741,-24.9772654215495
21740,-28.2179880777995
21739,-31.3801839192708
21738,-29.517426554362
21737,-28.4400899251302
21736,-31.6078247070312
21735,-30.9484364827474
21734,-27.2183848063151
21733,-27.3092559814453
21732,-29.2079172770182
21731,-27.5628977457682
21730,-25.2285369873047
21729,-24.9075988769531
21728,-30.7866221110026
21727,-31.0101379394531
21726,-28.206894938151
21725,-30.7976643880208
21724,-28.7790130615234
21723,-30.7788960774739
21722,-27.7286488850911
21721,-28.5186370849609
21720,-28.3121907552083
21719,-29.1833557128906
21718,-31.3371643066406
21717,-31.1654927571614
21716,-27.387564086914
21715,-30.5128641764323
21714,-28.1172088623047
