"Summer months (April to September) of hydrological
 years [yr BP]","Average summer mean temperature [degree C]"
21998,-23.399880472819
21997,-22.0186065673828
21996,-23.6786153157552
21995,-20.9125096638997
21994,-21.9672353108724
21993,-24.2088175455729
21992,-22.9761998494466
21991,-23.5892267862956
21990,-23.2004862467448
21989,-21.6668813069661
21988,-23.2871002197265
21987,-21.0741485595703
21986,-23.8301478068034
21985,-23.0458460489909
21984,-21.0077295939127
21983,-21.3897257486979
21982,-23.1300465901692
21981,-24.0026026407877
21980,-23.3097290039062
21979,-24.194443766276
21978,-23.2196818033854
21977,-23.2599014282226
21976,-23.9902379353841
21975,-20.5482518513997
21974,-23.0622314453125
21973,-22.4243937174479
21972,-22.3602762858073
21971,-20.9425847371419
21970,-23.088471476237
21969,-23.3250055948893
21968,-22.7200454711914
21967,-21.6030563354492
21966,-24.0138763427734
21965,-23.1938639322916
21964,-22.5128387451172
21963,-21.7805338541666
21962,-23.746445719401
21961,-25.6386271158854
21960,-22.2063278198242
21959,-23.2201777140299
21958,-23.3504597981771
21957,-21.8228744506836
21956,-22.7460083007812
21955,-22.8365844726562
21954,-21.9202458699544
21953,-23.7511912027995
21952,-22.9502649943034
21951,-23.2257598876953
21950,-22.7748397827148
21949,-22.6255528767903
21948,-25.9248616536458
21947,-22.8251658121745
21946,-21.0864369710286
21945,-22.9674260457357
21944,-20.8375
21943,-22.597644551595
21942,-23.3693527221679
21941,-20.8971440633138
21940,-21.1592671712239
21939,-23.7708826700846
21938,-22.6449569702148
21937,-23.3375508626302
21936,-22.2129908243815
21935,-21.2061396280924
21934,-20.6220153808594
21933,-23.3925486246745
21932,-22.0415735880534
21931,-23.2977711995442
21930,-23.4857849121094
21929,-21.3727325439453
21928,-22.2574447631836
21927,-21.3796981811523
21926,-23.8872614542643
21925,-19.9173670450846
21924,-23.4647430419922
21923,-24.2490447998047
21922,-21.4199534098307
21921,-20.8837697347005
21920,-23.3542439778646
21919,-21.5348317464192
21918,-23.1492396036784
21917,-23.2908538818359
21916,-23.314067586263
21915,-22.2734054565429
21914,-20.5008529663086
21913,-26.1462717692057
21912,-24.7778813680013
21911,-23.7984451293945
21910,-22.3751739501953
21909,-23.2277943929036
21908,-24.2495330810547
21907,-25.8222895304362
21906,-24.8093526204427
21905,-21.8733861287435
21904,-23.974094136556
21903,-22.2037338256836
21902,-23.0135457356771
21901,-26.1123667399088
21900,-23.0783294677734
21899,-21.4990575154622
21898,-22.5456832885742
21897,-23.2131942749023
21896,-20.686142985026
21895,-24.5718826293945
21894,-21.4425109863281
21893,-21.3350458780924
21892,-20.9394566853841
21891,-21.8158401489258
21890,-23.5756744384765
21889,-24.1130076090495
21888,-23.2080012003581
21887,-22.0206334431966
21886,-24.9306040445963
21885,-23.9304489135742
21884,-23.6553024291992
21883,-22.4652821858724
21882,-20.4659027099609
21881,-23.1325642903646
21880,-22.2749440511067
21879,-22.185535176595
21878,-24.5959940592448
21877,-21.638410949707
21876,-22.2133239746094
21875,-23.9542551676432
21874,-22.9310719807942
21873,-20.9589269002278
21872,-21.492404683431
21871,-23.4682296752929
21870,-22.4179443359375
21869,-20.4731455485026
21868,-23.3249089558919
21867,-21.8502309163411
21866,-23.4524037679036
21865,-21.0132787068685
21864,-24.7816579182942
21863,-20.3402745564778
21862,-20.1356897989909
21861,-21.6877298990885
21860,-24.3107538859049
21859,-26.0693649291992
21858,-24.9752716064453
21857,-24.1645924886067
21856,-22.6910079956054
21855,-22.9639724731445
21854,-22.8448649088541
21853,-20.9938975016276
21852,-24.0155319213867
21851,-21.9439682006836
21850,-21.6317504882812
21849,-21.1757466634114
21848,-23.1579193115234
21847,-21.9450108846028
21846,-23.2558019002278
21845,-23.8164174397786
21844,-23.2468627929687
21843,-23.3034601847331
21842,-22.0947504679362
21841,-24.1326965332031
21840,-21.0116561889648
21839,-20.9669352213541
21838,-22.2835296630859
21837,-22.5503779093424
