measurementid,modeloutput_median,modeloutput_mean,lower_2_sigma,lower_1_sigma,upper_1_sigma,upper_2_sigma,model_name,preselection
EN18218 405,14715,14701,14427,14628,14790,14946,Bacon,Yes
EN18218 406,14767,14753,14476,14679,14839,15000,Bacon,Yes
EN18218 407,14817,14803,14523,14729,14889,15055,Bacon,Yes
EN18218 408,14867,14856,14572,14782,14941,15109,Bacon,Yes
EN18218 409,14917,14907,14618,14833,14989,15168,Bacon,Yes
EN18218 410,14968,14959,14668,14884,15043,15227,Bacon,Yes
EN18218 411,15020,15011,14719,14934,15097,15281,Bacon,Yes
EN18218 412,15070,15063,14774,14985,15147,15340,Bacon,Yes
EN18218 413,15121,15115,14818,15037,15200,15393,Bacon,Yes
EN18218 414,15172,15167,14869,15087,15250,15450,Bacon,Yes
EN18218 415,15224,15219,14918,15142,15303,15506,Bacon,Yes
EN18218 416,15275,15271,14967,15192,15354,15562,Bacon,Yes
EN18218 417,15327,15323,15018,15242,15407,15617,Bacon,Yes
EN18218 418,15378,15375,15073,15292,15459,15671,Bacon,Yes
EN18218 419,15432,15428,15126,15345,15513,15725,Bacon,Yes
EN18218 420,15482,15479,15176,15395,15566,15780,Bacon,Yes
EN18218 421,15534,15532,15223,15447,15620,15832,Bacon,Yes
EN18218 422,15585,15583,15276,15498,15670,15883,Bacon,Yes
EN18218 423,15637,15636,15331,15551,15722,15932,Bacon,Yes
EN18218 424,15690,15688,15380,15605,15774,15989,Bacon,Yes
EN18218 425,15743,15740,15435,15656,15826,16041,Bacon,Yes
EN18218 426,15795,15793,15485,15708,15881,16090,Bacon,Yes
EN18218 427,15846,15844,15539,15762,15932,16143,Bacon,Yes
EN18218 428,15898,15896,15594,15813,15981,16193,Bacon,Yes
EN18218 429,15949,15948,15646,15864,16032,16245,Bacon,Yes
EN18218 430,16001,16000,15703,15919,16084,16294,Bacon,Yes
EN18218 431,16052,16052,15754,15969,16135,16341,Bacon,Yes
EN18218 432,16105,16104,15809,16023,16187,16394,Bacon,Yes
EN18218 433,16157,16156,15867,16076,16239,16445,Bacon,Yes
EN18218 434,16208,16208,15921,16127,16289,16493,Bacon,Yes
EN18218 435,16261,16259,15976,16181,16341,16541,Bacon,Yes
EN18218 436,16313,16312,16030,16232,16391,16588,Bacon,Yes
EN18218 437,16364,16364,16087,16285,16444,16639,Bacon,Yes
EN18218 438,16417,16416,16145,16338,16494,16689,Bacon,Yes
EN18218 439,16467,16468,16199,16393,16544,16734,Bacon,Yes
EN18218 440,16519,16520,16256,16445,16596,16781,Bacon,Yes
EN18218 441,16571,16572,16320,16497,16646,16827,Bacon,Yes
EN18218 442,16623,16625,16377,16552,16699,16873,Bacon,Yes
EN18218 443,16674,16676,16433,16602,16748,16919,Bacon,Yes
EN18218 444,16725,16729,16491,16657,16800,16967,Bacon,Yes
EN18218 445,16781,16784,16547,16710,16854,17024,Bacon,Yes
EN18218 446,16838,16841,16599,16768,16912,17082,Bacon,Yes
EN18218 447,16897,16898,16648,16825,16971,17145,Bacon,Yes
EN18218 448,16955,16957,16701,16881,17030,17214,Bacon,Yes
EN18218 449,17013,17015,16757,16940,17088,17275,Bacon,Yes
EN18218 450,17073,17073,16808,16997,17148,17335,Bacon,Yes
EN18218 451,17132,17131,16862,17054,17208,17401,Bacon,Yes
EN18218 452,17191,17189,16916,17114,17266,17460,Bacon,Yes
EN18218 453,17249,17248,16970,17171,17325,17521,Bacon,Yes
EN18218 454,17305,17305,17033,17228,17383,17577,Bacon,Yes
EN18218 455,17361,17363,17084,17285,17443,17634,Bacon,Yes
EN18218 456,17420,17422,17143,17345,17502,17695,Bacon,Yes
EN18218 457,17480,17480,17194,17401,17562,17755,Bacon,Yes
EN18218 458,17539,17538,17255,17460,17620,17812,Bacon,Yes
EN18218 459,17598,17596,17314,17518,17680,17869,Bacon,Yes
EN18218 460,17659,17654,17369,17576,17738,17926,Bacon,Yes
EN18218 461,17719,17713,17431,17635,17796,17979,Bacon,Yes
EN18218 462,17777,17771,17489,17694,17853,18037,Bacon,Yes
EN18218 463,17834,17828,17546,17754,17910,18087,Bacon,Yes
EN18218 464,17891,17886,17608,17814,17968,18140,Bacon,Yes
EN18218 465,17952,17944,17668,17876,18025,18192,Bacon,Yes
EN18218 466,18010,18001,17731,17933,18080,18244,Bacon,Yes
EN18218 467,18070,18060,17789,17993,18138,18297,Bacon,Yes
EN18218 468,18128,18118,17852,18053,18197,18349,Bacon,Yes
EN18218 469,18188,18176,17915,18114,18253,18397,Bacon,Yes
EN18218 470,18247,18233,17978,18172,18311,18447,Bacon,Yes
EN18218 471,18307,18292,18040,18238,18369,18495,Bacon,Yes
EN18218 472,18367,18350,18106,18298,18423,18541,Bacon,Yes
EN18218 473,18427,18407,18165,18365,18477,18586,Bacon,Yes
EN18218 474,18486,18466,18222,18434,18532,18631,Bacon,Yes
EN18218 475,18548,18525,18281,18499,18587,18681,Bacon,Yes
EN18218 476,18608,18589,18341,18560,18651,18756,Bacon,Yes
EN18218 477,18669,18654,18397,18618,18716,18836,Bacon,Yes
EN18218 478,18732,18720,18454,18676,18782,18922,Bacon,Yes
EN18218 479,18796,18786,18517,18735,18851,19007,Bacon,Yes
EN18218 480,18860,18853,18582,18796,18922,19087,Bacon,Yes
EN18218 481,18923,18920,18640,18857,18991,19169,Bacon,Yes
EN18218 482,18991,18987,18704,18920,19062,19248,Bacon,Yes
EN18218 483,19059,19056,18767,18983,19133,19322,Bacon,Yes
EN18218 484,19126,19123,18831,19047,19204,19399,Bacon,Yes
EN18218 485,19194,19191,18893,19113,19275,19478,Bacon,Yes
EN18218 486,19262,19259,18956,19179,19345,19550,Bacon,Yes
EN18218 487,19333,19328,19017,19246,19415,19624,Bacon,Yes
EN18218 488,19399,19395,19078,19310,19485,19699,Bacon,Yes
EN18218 489,19470,19463,19134,19378,19555,19769,Bacon,Yes
EN18218 490,19538,19531,19199,19444,19624,19841,Bacon,Yes
EN18218 491,19604,19598,19254,19512,19693,19908,Bacon,Yes
EN18218 492,19674,19666,19317,19582,19764,19976,Bacon,Yes
EN18218 493,19744,19734,19380,19649,19834,20049,Bacon,Yes
EN18218 494,19814,19801,19440,19718,19904,20114,Bacon,Yes
EN18218 495,19884,19869,19506,19786,19974,20175,Bacon,Yes
EN18218 496,19953,19937,19569,19857,20045,20245,Bacon,Yes
EN18218 497,20022,20005,19632,19926,20114,20308,Bacon,Yes
EN18218 498,20093,20073,19693,19996,20181,20368,Bacon,Yes
EN18218 499,20165,20140,19755,20066,20248,20430,Bacon,Yes
EN18218 500,20233,20207,19818,20138,20316,20491,Bacon,Yes
EN18218 501,20305,20275,19881,20211,20385,20556,Bacon,Yes
EN18218 502,20377,20342,19946,20285,20451,20613,Bacon,Yes
EN18218 503,20452,20410,19997,20362,20517,20674,Bacon,Yes
EN18218 504,20521,20476,20064,20434,20579,20730,Bacon,Yes
EN18218 505,20573,20530,20118,20488,20634,20789,Bacon,Yes
EN18218 506,20622,20582,20169,20539,20687,20847,Bacon,Yes
EN18218 507,20669,20633,20214,20587,20740,20907,Bacon,Yes
EN18218 508,20717,20682,20260,20630,20791,20967,Bacon,Yes
EN18218 509,20763,20732,20304,20675,20841,21023,Bacon,Yes
EN18218 510,20810,20781,20353,20719,20890,21083,Bacon,Yes
EN18218 511,20858,20830,20404,20764,20940,21139,Bacon,Yes
EN18218 512,20906,20880,20454,20809,20991,21200,Bacon,Yes
EN18218 513,20953,20929,20503,20853,21041,21257,Bacon,Yes
EN18218 514,21002,20979,20555,20900,21090,21318,Bacon,Yes
EN18218 515,21049,21029,20600,20945,21143,21376,Bacon,Yes
EN18218 516,21093,21077,20645,20992,21193,21434,Bacon,Yes
EN18218 517,21139,21126,20689,21038,21241,21488,Bacon,Yes
EN18218 518,21186,21173,20735,21082,21291,21540,Bacon,Yes
EN18218 519,21236,21223,20783,21128,21340,21598,Bacon,Yes
EN18218 520,21286,21273,20831,21176,21392,21653,Bacon,Yes
EN18218 521,21333,21322,20881,21222,21443,21713,Bacon,Yes
EN18218 522,21380,21371,20929,21267,21494,21770,Bacon,Yes
EN18218 523,21426,21421,20982,21315,21543,21820,Bacon,Yes
EN18218 524,21475,21470,21033,21361,21594,21875,Bacon,Yes
EN18218 525,21523,21520,21084,21408,21644,21933,Bacon,Yes
EN18218 526,21570,21569,21134,21454,21693,21986,Bacon,Yes
EN18218 527,21619,21618,21183,21499,21747,22040,Bacon,Yes
EN18218 528,21665,21668,21231,21546,21800,22092,Bacon,Yes
EN18218 529,21713,21717,21282,21591,21850,22139,Bacon,Yes
EN18218 530,21760,21766,21331,21637,21900,22193,Bacon,Yes
EN18218 531,21807,21815,21375,21684,21951,22247,Bacon,Yes
EN18218 532,21854,21863,21431,21729,22003,22293,Bacon,Yes
EN18218 533,21898,21913,21482,21777,22054,22343,Bacon,Yes
EN18218 534,21945,21962,21527,21823,22106,22393,Bacon,Yes
EN18218 535,21993,22011,21580,21871,22160,22442,Bacon,Yes
EN18218 536,22039,22060,21626,21917,22213,22487,Bacon,Yes
EN18218 537,22089,22114,21677,21968,22268,22542,Bacon,Yes
EN18218 538,22148,22172,21732,22027,22326,22613,Bacon,Yes
EN18218 539,22215,22234,21794,22088,22385,22685,Bacon,Yes
EN18218 540,22281,22297,21843,22148,22448,22751,Bacon,Yes
EN18218 541,22348,22360,21904,22210,22514,22821,Bacon,Yes
EN18218 542,22415,22423,21964,22271,22576,22889,Bacon,Yes
EN18218 543,22478,22486,22021,22335,22639,22955,Bacon,Yes
EN18218 544,22542,22549,22080,22400,22704,23020,Bacon,Yes
EN18218 545,22608,22612,22138,22464,22768,23086,Bacon,Yes
EN18218 546,22672,22677,22200,22527,22832,23161,Bacon,Yes
EN18218 547,22740,22742,22258,22594,22896,23221,Bacon,Yes
EN18218 548,22805,22805,22318,22656,22956,23293,Bacon,Yes
EN18218 549,22866,22867,22381,22719,23023,23349,Bacon,Yes
EN18218 550,22930,22931,22440,22780,23087,23411,Bacon,Yes
EN18218 551,22994,22992,22500,22843,23148,23475,Bacon,Yes
EN18218 552,23056,23056,22564,22909,23211,23543,Bacon,Yes
EN18218 553,23121,23121,22625,22976,23279,23609,Bacon,Yes
EN18218 554,23184,23183,22689,23038,23338,23668,Bacon,Yes
EN18218 555,23246,23246,22750,23097,23401,23730,Bacon,Yes
EN18218 556,23310,23309,22809,23160,23468,23793,Bacon,Yes
EN18218 557,23374,23373,22871,23221,23533,23851,Bacon,Yes
EN18218 558,23438,23435,22937,23286,23599,23912,Bacon,Yes
EN18218 559,23500,23498,22997,23349,23665,23969,Bacon,Yes
EN18218 560,23563,23561,23063,23411,23732,24026,Bacon,Yes
EN18218 561,23624,23625,23130,23473,23798,24086,Bacon,Yes
EN18218 562,23684,23689,23188,23540,23866,24144,Bacon,Yes
EN18218 563,23746,23753,23248,23605,23938,24202,Bacon,Yes
EN18218 564,23807,23817,23310,23667,24004,24261,Bacon,Yes
EN18218 565,23870,23879,23369,23728,24077,24325,Bacon,Yes
EN18218 566,23926,23941,23428,23790,24151,24385,Bacon,Yes
EN18218 567,23985,23998,23488,23847,24206,24441,Bacon,Yes
EN18218 568,24050,24057,23547,23905,24260,24494,Bacon,Yes
EN18218 569,24108,24113,23605,23961,24307,24553,Bacon,Yes
EN18218 570,24167,24168,23664,24018,24356,24608,Bacon,Yes
EN18218 571,24226,24224,23723,24074,24407,24662,Bacon,Yes
EN18218 572,24284,24279,23780,24131,24455,24719,Bacon,Yes
EN18218 573,24338,24334,23843,24187,24506,24772,Bacon,Yes
EN18218 574,24395,24390,23901,24247,24558,24830,Bacon,Yes
EN18218 575,24453,24445,23957,24304,24609,24884,Bacon,Yes
EN18218 576,24511,24500,24008,24358,24661,24937,Bacon,Yes
EN18218 577,24568,24555,24069,24414,24714,24992,Bacon,Yes
EN18218 578,24623,24611,24125,24471,24765,25047,Bacon,Yes
EN18218 579,24679,24666,24182,24529,24820,25105,Bacon,Yes
EN18218 580,24736,24721,24245,24583,24872,25154,Bacon,Yes
EN18218 581,24791,24776,24305,24640,24924,25203,Bacon,Yes
EN18218 582,24845,24832,24363,24698,24978,25257,Bacon,Yes
EN18218 583,24902,24888,24424,24758,25032,25313,Bacon,Yes
EN18218 584,24956,24942,24480,24813,25083,25361,Bacon,Yes
EN18218 585,25012,24997,24540,24867,25137,25416,Bacon,Yes
EN18218 586,25066,25053,24601,24927,25190,25468,Bacon,Yes
EN18218 587,25122,25108,24653,24984,25244,25524,Bacon,Yes
EN18218 588,25178,25164,24715,25045,25297,25573,Bacon,Yes
EN18218 589,25233,25219,24774,25104,25349,25628,Bacon,Yes
EN18218 590,25288,25275,24833,25161,25405,25678,Bacon,Yes
EN18218 591,25345,25330,24895,25218,25455,25726,Bacon,Yes
EN18218 592,25398,25386,24960,25276,25510,25779,Bacon,Yes
EN18218 593,25452,25441,25016,25334,25563,25827,Bacon,Yes
EN18218 594,25512,25496,25077,25391,25615,25877,Bacon,Yes
EN18218 595,25566,25551,25137,25446,25668,25927,Bacon,Yes
EN18218 596,25622,25606,25200,25507,25722,25979,Bacon,Yes
EN18218 597,25679,25663,25253,25562,25777,26030,Bacon,Yes
EN18218 598,25736,25722,25308,25621,25836,26097,Bacon,Yes
EN18218 599,25795,25782,25361,25681,25899,26164,Bacon,Yes
EN18218 600,25854,25841,25410,25737,25957,26235,Bacon,Yes
EN18218 601,25914,25901,25460,25797,26019,26309,Bacon,Yes
EN18218 602,25972,25960,25511,25855,26079,26378,Bacon,Yes
EN18218 603,26031,26020,25565,25912,26141,26446,Bacon,Yes
EN18218 604,26090,26081,25616,25969,26204,26520,Bacon,Yes
EN18218 605,26151,26141,25664,26028,26266,26585,Bacon,Yes
EN18218 606,26212,26201,25717,26083,26327,26657,Bacon,Yes
EN18218 607,26273,26261,25778,26141,26389,26725,Bacon,Yes
EN18218 608,26331,26322,25832,26202,26453,26786,Bacon,Yes
EN18218 609,26391,26383,25888,26259,26514,26861,Bacon,Yes
EN18218 610,26450,26441,25942,26320,26573,26922,Bacon,Yes
EN18218 611,26511,26500,25993,26377,26633,26982,Bacon,Yes
EN18218 612,26570,26559,26047,26435,26694,27048,Bacon,Yes
EN18218 613,26631,26619,26097,26490,26757,27117,Bacon,Yes
EN18218 614,26691,26679,26153,26551,26820,27181,Bacon,Yes
EN18218 615,26753,26740,26210,26610,26884,27249,Bacon,Yes
EN18218 616,26812,26799,26259,26668,26942,27318,Bacon,Yes
EN18218 617,26874,26860,26310,26728,27002,27387,Bacon,Yes
EN18218 618,26935,26919,26365,26787,27066,27452,Bacon,Yes
EN18218 619,26997,26980,26419,26850,27128,27515,Bacon,Yes
EN18218 620,27060,27041,26468,26910,27189,27580,Bacon,Yes
EN18218 621,27122,27102,26527,26974,27252,27646,Bacon,Yes
EN18218 622,27184,27162,26577,27033,27314,27708,Bacon,Yes
EN18218 623,27244,27222,26624,27093,27372,27772,Bacon,Yes
EN18218 624,27308,27282,26677,27154,27430,27848,Bacon,Yes
EN18218 625,27365,27339,26728,27211,27486,27903,Bacon,Yes
EN18218 626,27418,27394,26779,27263,27542,27963,Bacon,Yes
EN18218 627,27471,27448,26835,27316,27599,28016,Bacon,Yes
EN18218 628,27520,27500,26890,27369,27652,28064,Bacon,Yes
EN18218 629,27573,27553,26940,27420,27708,28114,Bacon,Yes
EN18218 630,27626,27607,26994,27475,27761,28169,Bacon,Yes
EN18218 631,27678,27660,27054,27523,27815,28218,Bacon,Yes
EN18218 632,27728,27711,27105,27574,27869,28268,Bacon,Yes
EN18218 633,27781,27764,27158,27625,27924,28317,Bacon,Yes
EN18218 634,27830,27816,27214,27675,27980,28368,Bacon,Yes
EN18218 635,27881,27868,27267,27723,28033,28420,Bacon,Yes
EN18218 636,27932,27920,27320,27775,28085,28473,Bacon,Yes
EN18218 637,27989,27973,27373,27827,28140,28527,Bacon,Yes
EN18218 638,28038,28025,27433,27876,28193,28578,Bacon,Yes
EN18218 639,28092,28077,27488,27926,28246,28626,Bacon,Yes
EN18218 640,28145,28129,27540,27979,28296,28681,Bacon,Yes
EN18218 641,28198,28182,27604,28029,28352,28734,Bacon,Yes
EN18218 642,28250,28235,27652,28080,28405,28779,Bacon,Yes
EN18218 643,28302,28288,27708,28133,28456,28834,Bacon,Yes
EN18218 644,28353,28341,27758,28187,28508,28884,Bacon,Yes
EN18218 645,28408,28395,27816,28241,28568,28938,Bacon,Yes
EN18218 646,28462,28448,27866,28293,28621,28995,Bacon,Yes
EN18218 647,28513,28499,27919,28344,28673,29051,Bacon,Yes
EN18218 648,28564,28550,27970,28391,28725,29105,Bacon,Yes
EN18218 649,28616,28602,28017,28439,28778,29162,Bacon,Yes
EN18218 650,28666,28653,28067,28493,28829,29211,Bacon,Yes
EN18218 651,28718,28704,28113,28543,28878,29268,Bacon,Yes
EN18218 652,28769,28754,28163,28592,28931,29319,Bacon,Yes
EN18218 653,28819,28805,28212,28640,28984,29375,Bacon,Yes
