"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-22.3174296061198
21998,-22.8866180419922
21997,-21.7792012532552
21996,-19.140244547526
21995,-19.6239685058594
21994,-21.9282491048177
21993,-21.1835235595703
21992,-20.5256917317708
21991,-22.1891082763672
21990,-21.5828460693359
21989,-22.8751942952474
21988,-21.1667236328125
21987,-22.5865234375
21986,-19.6063751220703
21985,-21.27890625
21984,-21.6273457845052
21983,-18.8242858886719
21982,-21.8909464518229
21981,-22.2989613850911
21980,-22.4758819580078
21979,-21.7621520996094
21978,-23.659780883789
21977,-22.9097401936849
21976,-22.0558685302734
21975,-21.7110198974609
21974,-22.2268381754557
21973,-20.1848612467448
21972,-22.4524190266927
21971,-21.3113616943359
21970,-22.2204243977864
21969,-21.2111267089844
21968,-23.2424326578776
21967,-22.1378896077474
21966,-21.6365061442057
21965,-21.1736714680989
21964,-19.9994110107422
21963,-21.2412628173828
21962,-21.0044769287109
21961,-20.7938954671224
21960,-20.1265879313151
21959,-21.6885996500651
21958,-22.7606872558594
21957,-20.7482666015625
21956,-21.6742869059245
21955,-21.5083068847656
21954,-22.3632873535156
21953,-21.6336730957031
21952,-24.3136606852213
21951,-19.0468912760416
21950,-21.0337585449219
21949,-21.0255696614583
21948,-18.1183329264323
21947,-23.3073181152344
21946,-22.1010498046875
21945,-21.6731781005859
21944,-22.8566192626953
21943,-22.3627583821614
21942,-21.140249633789
21941,-21.8945831298828
21940,-22.2670756022135
21939,-20.8150136311849
21938,-20.5617024739583
21937,-21.6064768473307
21936,-21.8101359049479
21935,-20.4890248616536
21934,-20.3425557454427
21933,-21.7272908528646
21932,-21.6029978434245
21931,-21.0522674560547
21930,-21.9021158854166
21929,-21.5015879313151
21928,-22.1894541422526
21927,-22.8315541585286
21926,-22.811636352539
21925,-21.9552978515625
21924,-23.260844930013
21923,-19.8200083414713
21922,-22.9953623453776
21921,-21.6984517415364
21920,-22.6630869547526
21919,-22.7563334147135
21918,-21.4597737630208
21917,-22.173188273112
21916,-21.644394938151
21915,-21.6415110270182
21914,-20.8881693522135
21913,-22.5378377278646
21912,-21.8676869710286
21911,-18.684917195638
21910,-21.9636342366536
21909,-19.5757354736328
21908,-22.327973429362
21907,-22.0393890380859
21906,-22.5624094645182
21905,-18.142446899414
21904,-19.0268564860026
21903,-19.7765106201172
21902,-22.0318359375
21901,-19.7926035563151
21900,-19.4173746744791
21899,-19.3513804117838
21898,-20.5564687093099
21897,-22.3679260253906
21896,-21.0073455810547
21895,-21.6295176188151
21894,-21.3310760498047
21893,-22.3393361409505
21892,-23.4767822265625
21891,-22.0663411458333
21890,-20.1201894124349
21889,-21.4667724609375
21888,-20.3201863606771
21887,-19.0996459960937
21886,-21.475454711914
21885,-21.3723409016927
21884,-20.9908864339192
21883,-22.9312296549479
21882,-21.6449645996094
21881,-23.0659596761067
21880,-21.770600382487
21879,-23.5038004557291
21878,-20.2885854085286
21877,-22.5492563883463
21876,-22.2459930419922
21875,-20.1745361328125
21874,-21.8661254882812
21873,-21.9064392089844
21872,-22.0692911783854
21871,-22.7084564208984
21870,-22.3970957438151
21869,-22.6156880696614
21868,-20.3355265299479
21867,-21.069937133789
21866,-21.484233601888
21865,-20.3889272054036
21864,-21.2374328613281
21863,-22.093120320638
21862,-20.1027740478515
21861,-19.918320719401
21860,-21.1177225748698
21859,-22.8755096435547
21858,-21.9439758300781
21857,-21.3468790690104
21856,-20.0287027994791
21855,-19.1259521484375
21854,-21.3503326416015
21853,-21.4411529541015
21852,-20.5021779378255
21851,-21.8831899007161
21850,-21.7904978434245
21849,-22.0600138346354
21848,-20.7218485514323
21847,-22.3102884928385
21846,-21.2858286539713
21845,-22.3019215901692
21844,-21.1148793538411
21843,-21.2502604166666
21842,-21.4916442871094
21841,-23.8671834309896
21840,-22.8850972493489
21839,-22.2627471923828
21838,-21.9223846435547
21837,-20.1006429036458
21836,-22.4296681722005
21835,-20.3347279866536
21834,-21.8372914632161
21833,-21.4595448811849
21832,-21.6640279134114
21831,-22.4254211425781
21830,-22.6726287841797
21829,-23.7382466634114
21828,-18.0646830240885
21827,-20.7402455647786
21826,-22.2348388671875
21825,-20.3632466634114
21824,-21.29599609375
21823,-20.4689697265625
21822,-23.483750406901
21821,-20.7513539632161
21820,-23.222016398112
21819,-22.9248107910156
21818,-22.409516398112
21817,-21.7961639404297
21816,-22.727407836914
21815,-20.70810546875
21814,-21.6307383219401
21813,-20.7690541585286
21812,-18.8446156819661
21811,-21.5900533040364
21810,-20.8051361083984
21809,-21.3345448811849
21808,-20.5776835123698
21807,-21.8277801513672
21806,-21.0705067952474
21805,-22.1170155843099
21804,-21.3377034505208
21803,-21.6034250895182
21802,-22.21005859375
21801,-21.5656138102213
21800,-23.1504577636719
21799,-23.5286010742187
21798,-23.0618347167969
21797,-22.2598073323567
21796,-21.7155771891276
21795,-22.1444254557291
21794,-20.1768758138021
21793,-22.8293365478515
21792,-21.2852895100911
21791,-19.7348693847656
21790,-21.7197580973307
21789,-21.0541798909505
21788,-23.6760314941406
21787,-20.5307271321614
21786,-20.850454711914
21785,-20.6678476969401
21784,-21.2763173421224
21783,-23.3069671630859
21782,-22.4118865966797
21781,-21.9063781738281
21780,-23.0708780924479
21779,-21.1522430419922
