"Summer months (Jule-July-August) of each years [yr BP]","Average summer mean temperature [degree C]"
21999,-2.30498860677081
21998,-1.7752746582031
21997,-2.4528869628906
21996,-1.82079671223956
21995,-1.23562215169269
21994,-1.71086222330727
21993,-1.72822672526039
21992,-1.38506673177081
21991,-1.64688720703123
21990,-1.1702941894531
21989,-0.593440755208311
21988,-1.78774617513019
21987,-0.847133382161436
21986,-2.33146769205727
21985,-2.0522521972656
21984,-1.30435791015623
21983,-1.28358561197914
21982,-0.910813395182269
21981,-1.3806213378906
21980,-1.15861612955727
21979,-2.21866455078123
21978,-1.16190185546873
21977,-2.06750081380206
21976,-2.86948242187498
21975,-1.3966125488281
21974,-1.98027140299477
21973,-3.03365681966144
21972,-2.71290690104164
21971,-1.69570515950519
21970,-1.4079650878906
21969,-1.60565795898435
21968,-1.97062784830727
21967,-0.904069010416644
21966,-2.47910156249998
21965,-1.8276428222656
21964,-1.33452962239581
21963,-2.61671549479164
21962,-4.49171549479164
21961,-2.54750162760414
21960,-1.84272867838539
21959,-1.22358805338539
21958,-1.57584228515623
21957,-2.01277262369789
21956,-1.57514038085935
21955,-1.36997070312498
21954,-0.488226318359352
21953,-1.02770589192706
21952,-2.03044230143227
21951,-2.51895751953123
21950,-2.19046630859373
21949,-2.89462890624998
21948,-2.89245198567706
21947,-1.73300781249998
21946,-0.983984374999977
21945,-2.90155639648435
21944,-2.04857991536456
21943,-1.05753173828123
21942,-2.67995808919269
21941,-1.55279134114581
21940,-1.74420776367185
21939,-2.08903605143227
21938,-2.51158243815102
21937,-2.19630533854164
21936,-3.28722737630206
21935,-1.6372131347656
21934,-1.01387125651039
21933,-1.79845784505206
21932,-1.27140909830727
21931,-1.18826904296873
21930,-0.818690999348936
21929,-1.31357421874998
21928,-1.8660949707031
21927,-1.87698974609373
21926,-1.11153767903644
21925,-1.1383117675781
21924,-1.51841837565102
21923,-1.66939900716144
21922,-2.23411661783852
21921,-1.11582031249998
21920,-1.66092529296873
21919,-1.87986857096352
21918,-2.2889465332031
21917,-2.8378967285156
21916,-1.70577596028644
21915,-1.50228474934894
21914,-2.14130249023435
21913,-2.94913330078123
21912,-2.29438883463539
21911,-0.572790527343727
21910,-1.63527018229164
21909,-3.60061238606769
21908,-2.17608235677081
21907,-2.48097330729164
21906,-3.25739135742185
21905,-2.44161580403644
21904,-1.76348470052081
21903,-0.776424153645811
21902,-1.79343261718748
21901,-1.32579142252602
21900,-4.44232788085935
21899,-0.975103759765602
21898,-1.20406697591144
21897,-1.5861877441406
21896,-1.40254313151039
21895,-2.13436482747394
21894,-2.50126749674477
21893,-1.36305338541664
21892,-2.56406249999998
21891,-2.06682942708331
21890,-2.64202473958331
21889,-1.04809163411456
21888,-2.19248046874998
21887,-0.811295572916644
21886,-2.14617513020831
21885,-1.36681722005206
21884,-0.897294108072894
21883,-1.77606811523435
21882,-1.06945393880206
21881,-2.27160237630206
21880,-2.4965881347656
21879,-0.821478271484352
21878,-2.74135945638019
21877,-1.91672363281248
21876,-1.17841186523435
21875,-1.97105509440102
21874,-2.46239827473956
21873,-2.27996419270831
21872,-1.49769694010414
21871,-1.21177775065102
21870,-2.38445638020831
21869,-1.33786621093748
21868,-1.79914957682289
21867,-2.58078613281248
21866,-4.18269449869789
21865,-1.72532755533852
21864,-3.52728881835935
21863,-2.42646891276039
21862,-1.66543172200519
21861,-1.22479858398435
21860,-2.00956827799477
21859,-2.21066894531248
21858,-2.60421346028644
21857,-1.52838745117185
21856,-1.73221435546873
21855,-2.34651285807289
21854,-2.14364217122394
21853,-2.32192586263019
21852,-3.33636067708331
21851,-1.58378702799477
21850,-1.42276611328123
21849,-0.555354817708311
21848,-1.52764485677081
21847,-2.02650553385414
21846,-2.35567830403644
21845,-2.04589436848956
21844,-1.22157389322914
21843,-2.29449055989581
21842,-1.31975911458331
21841,-1.76625162760414
21840,-2.16046752929685
21839,-1.7407287597656
21838,-1.9077209472656
21837,-1.55251668294269
21836,-0.776892089843727
21835,-1.65223795572914
21834,-1.59559733072914
21833,-1.32350260416664
21832,-0.916601562499977
21831,-1.34389851888019
21830,-0.627335611979144
21829,-3.22499186197914
21828,-0.940262858072894
21827,-2.77613932291664
21826,-1.27375895182289
21825,-0.254736328124977
21824,-0.866156005859352
21823,-1.04819335937498
21822,-1.54642333984373
21821,-1.67973429361977
21820,-1.03312784830727
21819,-1.77462361653644
21818,-0.881964111328102
21817,-1.15276692708331
21816,-1.91775105794269
21815,-1.44768880208331
21814,-2.02548828124998
21813,-2.02115478515623
21812,-1.67217610677081
21811,-2.85846557617185
21810,-1.41351928710935
21809,-2.4390930175781
21808,-1.9445861816406
21807,-2.24431966145831
21806,-1.48428955078123
21805,-2.59304402669269
21804,-2.81137695312498
21803,-2.11421305338539
21802,-3.43736368815102
21801,-3.40086466471352
21800,-2.03764444986977
21799,-2.67616373697914
21798,-2.88078409830727
21797,-1.56590372721352
21796,-1.58489583333331
21795,-1.32303466796873
21794,-2.47108561197914
21793,-3.1189025878906
21792,-2.47514444986977
21791,-2.59425455729164
21790,-2.74721883138019
21789,-3.74269205729164
21788,-1.34834391276039
21787,-0.839605712890602
21786,-1.5517639160156
21785,-1.40443522135414
21784,-1.82893473307289
21783,-1.47934570312498
21782,-2.40163777669269
21781,-1.12482299804685
21780,-1.89765014648435
21779,-1.2605041503906
21778,-1.22567342122394
21777,-1.42426147460935
21776,-1.41935831705727
21775,-1.15974527994789
21774,-2.37459920247394
21773,-1.76858113606769
